program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
061	0x36c69a	ready_for_mba_reduction	449	104	exact_instruction	0x36c829	210	covered_synthetic_fallthrough	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100	0xd7 0x0 0x20 0x6 0x88 0xef	0xd7	0x2000	0x620	0xef88	0x3ee3ff32	0x2d9ec11d		215	12	1	concrete_successor_edge	
061	0x36c839	ready_for_mba_reduction	450	23	exact_instruction	0x36c899	75	covered_synthetic_fallthrough	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	0x63 0xed 0x23 0x0 0x2c 0x8c	0xed63	0x23ed	0x23	0x8c2c	0xd5dfd7e0	0xa202d3f		322	12	1	concrete_successor_edge	
061	0x36c8aa	ready_for_mba_reduction	451	68	exact_instruction	0x36c9b1	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100	0x63 0x10 0xe8 0x1 0xd3 0xe4	0x1063	0xe810	0x1e8	0xe4d3	0x3b00120	0x350a074		333	12	1	concrete_successor_edge	
061	0x36c9b1	ready_for_mba_reduction	452	72	exact_instruction	0x36cabe	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:4, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xa8 0x0 0x68 0x0 0xe6 0xd9	0xa8	0x6800	0x68	0xd9e6	0x2000028	0xf7f78a9		168	48	4	concrete_successor_edge	
061	0x36cacc	ready_for_mba_reduction	453	134	exact_instruction	0x36ccc6	50	covered_synthetic_fallthrough	+0x4	next = 50@0x82e76:4, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x51 0x1 0xf0 0x91 0x99 0x0	0x151	0xf001	0x91f0	0x99	0xbd1668bb	0xc0afd315		337	48	4	concrete_successor_edge	
061	0x36ccd7	ready_for_mba_reduction	454	73	long_branch_forward	0x36d579	354	decoded_control	+0x791	next = table[354], ip += 0x791	0x72 0x0 0x7b 0x68 0x8c 0xac	0x72	0x7b00	0x687b	0xac8c	0xdea1c1d1	0x7dffca58		114	48	4	concrete_successor_edge	
061	0x36cdf9	ready_for_mba_reduction	455	101	exact_instruction	0x36cf76	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:3, ip += +0x4; dispatch_model=static_100	0x7d 0x8a 0x9c 0x72 0x58 0x67	0x8a7d	0x9c8a	0x729c	0x6758	0xf5ff8a93	0x7bf18dcc		18	36	3	concrete_successor_edge	
061	0x36cf84	ready_for_mba_reduction	456	156	exact_instruction	0x36d1cd	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:3, ip += +0x4; dispatch_model=static_100	0x12 0x0 0xe8 0x4 0x3a 0x7e	0x12	0xe800	0x4e8	0x7e3a	0x3f06a1c2	0x14130000		18	36	3	concrete_successor_edge	
061	0x36d1db	ready_for_mba_reduction	457	121	exact_instruction	0x36d3a2	80	covered_synthetic_fallthrough	+0x4	next = 80@0x88a58:3, ip += +0x4; dispatch_model=static_100	0xc 0x1 0x4a 0x1c 0xce 0x67	0x10c	0x4a01	0x1c4a	0x67ce	0x7f9c5fd7	0xdb768c21		268	36	3	concrete_successor_edge	
061	0x36d3b3	ready_for_mba_reduction	458	73	long_branch_forward	0x36d524	354	decoded_control	+0x60	next = table[354], ip += 0x60	0x9d 0x0 0x8f 0xd7 0x99 0x0	0x9d	0x8f00	0xd78f	0x99	0x24de0200	0x7facad49		157	36	3	concrete_successor_edge	
