program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
061	0x36b124	ready_for_mba_reduction	437	143	exact_instruction	0x36b346	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_mixed	0xab 0x0 0xe8 0x1 0x51 0x1	0xab	0xe800	0x1e8	0x151	0xd9b4affb	0xe648ee49		171	12	1	concrete_successor_edge	
061	0x36b346	ready_for_mba_reduction	438	7	long_branch_forward	0x36b38e	171	decoded_control	+0x30	next = table[171], ip += 0x30	0x5b 0x1 0xb0 0x3c 0x42 0x9	0x15b	0xb001	0x3cb0	0x942	0x751f33ac	0xe54f3676		347	504	42	concrete_successor_edge	
061	0x36b374	ready_for_mba_reduction	439	6	long_branch_backedge	0x36b346	354	decoded_control	-0x40	next = table[354], ip -= 0x40	0x8f 0x68 0x54 0x6 0xd6 0x6	0x688f	0x5468	0x654	0x6d6	0x7a330fe0	0x200800		258	492	41	concrete_successor_edge	
061	0x36b38e	ready_for_mba_reduction	440	134	exact_instruction	0x36b592	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x40 0x0 0xde 0xa6 0x68 0x0	0x40	0xde00	0xa6de	0x68	0x7a330bc0	0x43088c4		64	12	1	concrete_successor_edge	
061	0x36b592	ready_for_mba_reduction	441	69	exact_instruction	0x36b693	78	covered_synthetic_fallthrough	+0x4	next = 78@0x883c0:11, ip += +0x4; dispatch_model=static_100	0xac 0x0 0x43 0xaf 0xc3 0x0	0xac	0x4300	0xaf43	0xc3	0x573b8ba1	0xf77ebec7		172	132	11	concrete_successor_edge	
061	0x36b6a4	ready_for_mba_reduction	442	130	long_branch_forward	0x36bb1e	354	decoded_control	+0x288	next = table[354], ip += 0x288	0x4d 0x1 0xeb 0xe0 0x99 0x0	0x14d	0xeb01	0xe0eb	0x99	0x281c7190	0x53dc41b9		333	132	11	concrete_successor_edge	
061	0x36b8a7	ready_for_mba_reduction	443	163	long_branch_backedge	0x36b592	171	decoded_control	-0x584	next = table[171], ip -= 0x584	0x97 0x18 0x2a 0x43 0x49 0xd2	0x1897	0x2a18	0x432a	0xd249	0xff96	0x480c0010		258	120	10	concrete_successor_edge	
061	0x36bb1e	ready_for_mba_reduction	444	254	exact_instruction	0x36bee0	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	0xc4 0x0 0x1e 0x6e 0x34 0xf8	0xc4	0x1e00	0x6e1e	0xf834	0xe505feb6	0xc81f0198		196	12	1	concrete_successor_edge	
061	0x36beee	ready_for_mba_reduction	445	143	exact_instruction	0x36c10a	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	0x2b 0x0 0xf5 0x77 0x99 0x0	0x2b	0xf500	0x77f5	0x99	0x914b4bc9	0x5fc336ae		43	12	1	concrete_successor_edge	
061	0x36c118	ready_for_mba_reduction	446	169	exact_instruction	0x36c395	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	0xc4 0x0 0x4f 0x6e 0x5c 0xf4	0xc4	0x4f00	0x6e4f	0xf45c	0x8cd640b4	0x490673f7		196	12	1	concrete_successor_edge	
061	0x36c3a3	ready_for_mba_reduction	447	85	exact_instruction	0x36c4e9	145	covered_synthetic_fallthrough	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100	0xc7 0x0 0xd7 0x4e 0x3a 0xb3	0xc7	0xd700	0x4ed7	0xb33a	0x10551f84	0x3fc45638		199	12	1	concrete_successor_edge	
061	0x36c4fa	ready_for_mba_reduction	448	107	exact_instruction	0x36c68c	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	0xdc 0x16 0xbf 0x97 0xc 0x13	0x16dc	0xbf16	0x97bf	0x130c	0xf5fb4ffa	0x6043000		91	12	1	concrete_successor_edge	
