observation	delta	shape	constant_bytes	skeleton_hash	events	entries	top_entries	top_targets	top_ops	skeleton
exact	+0x4	VVVV	-	0b39483d9c8ed822	12038	1	268@0xb0007:12038	243@0xaab6a:816,28@0x7e390:796,64@0x85059:710,185@0x9d964:693,215@0xa4609:585,305@0xb78b0:479	RF+0x170/4:6,RF+0x23/4:6,WF+0x170/4:5,WF+0x23/4:5,RF+0x81/8:5,RF+0x0/8:3	RF+0x71/8:sub;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:sub;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;RF+0x23/4:sub;WF+0x170/4:add;WF+0x23/4:add;WF+0x81/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:sub;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15;RF+0x170/4:mov
exact	+0x4	VVCC	b2=0xe8,b3=0x01	9e1a2ee2881b1f7d	11742	1	174@0x9bd8f:11742	28@0x7e390:1083,258@0xadf2c:1081,114@0x90319:941,347@0xc088d:812,337@0xbec0e:757,185@0x9d964:748	WF+0x170/4:6,RF+0x81/8:5,RF+0x23/4:4,RF+0x170/4:3,RF+0x0/8:3,RF+0x194/1:3	RF+0x23/4:mov;WF+0x170/4:sub;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:xor;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x71/8:xor;RF+0x194/1:mov;WF+0x170/4:xor;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x4	VVCC	b2=0xe8,b3=0x01	063509209106de06	10874	1	305@0xb78b0:10874	307@0xb8064:1290,189@0x9e7af:771,297@0xb64d7:684,28@0x7e390:581,338@0xbf128:576,199@0xa0631:546	RF+0x81/8:5,RF+0x170/4:4,WF+0x23/4:3,RF+0x194/1:2,RF+0xa/8:2,RF+0x0/8:2	RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVCC	b2=0xe8,b3=0x01	64080030b876e5fe	10598	1	123@0x91a59:10598	337@0xbec0e:1011,114@0x90319:972,66@0x855ff:944,347@0xc088d:901,64@0x85059:880,18@0x7be9b:646	RF+0x81/8:6,WF+0x23/4:4,RF+0x23/4:3,RF+0x0/8:3,RF+0x170/4:3,RF+0xa/8:2	RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:add;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;RF+0x0/8:cmp;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x4	CCVV	b0=0xe8,b1=0x01	3ed5f649f3dc9e4f	10138	1	176@0x9c10b:10138	307@0xb8064:959,28@0x7e390:933,189@0x9e7af:821,340@0xbf435:797,18@0x7be9b:752,337@0xbec0e:714	RF+0x71/8:4,RF+0x23/4:3,WF+0x170/4:3,RF+0x170/4:2,RF+0x0/8:2,RF+0x194/1:2	RF+0x71/8:add;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x71/8:add;WF+0x170/4:and;WF+0x170/4:and;RF+0x194/1:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;RF+0x71/8:add;WF+0x23/4:sub;RF+0x71/8:add;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x4	CCVV	b0=0xe8,b1=0x01	000288de2944ea56	9921	1	315@0xb9451:9921	28@0x7e390:1006,337@0xbec0e:731,307@0xb8064:617,215@0xa4609:544,64@0x85059:543,157@0x98a9a:512	WF+0x170/4:5,RF+0x23/4:3,RF+0x81/8:3,RF+0x71/8:2,RF+0x194/1:2,RF+0xa/8:2	RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:and;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x23/4:xor;RF+0x71/8:sub;WF+0x170/4:sub;RF+0x194/1:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x71/8:sub;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
exact	+0x4	VVCC	b2=0xe8,b3=0x01	684d54541fcfaedf	9886	1	26@0x7dbbb:9886	157@0x98a9a:959,66@0x855ff:687,114@0x90319:655,28@0x7e390:652,258@0xadf2c:567,185@0x9d964:518	WF+0x23/4:13,RF+0x170/4:7,RF+0x23/4:6,WF+0x170/4:3,RF+0x0/8:3,RF+0x71/8:2	RF+0x170/4:mov;WF+0x23/4:sub;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x71/8:sub;RF+0x170/4:mov;RF+0x194/1:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:add;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x170/4:xor;RF+0x0/8:cmp;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x23/4:mov;RF+0x170/4:and;RF+0x0/8:cmp;WF+0x23/4:and;WF+0x23/4:add;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;RF+0x170/4:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x23/4:add;RF+0x81/8:mov;RF+0x71/8:sub;RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:and;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	VVVV	-	6cd0ceebbd1c1af3	9820	1	203@0xa1484:9820	258@0xadf2c:699,297@0xb64d7:584,64@0x85059:479,315@0xb9451:473,189@0x9e7af:461,66@0x855ff:445	RF+0x23/4:9,WF+0x170/4:8,RF+0x170/4:5,WF+0x23/4:3,RF+0x81/8:3,RF+0x0/8:3	RF+0x23/4:mov;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:and;WF+0x170/4:or;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:and;RF+0x23/4:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:xor;WF+0x23/4:add;WF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:and;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:sub;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
exact	+0x4	VVCC	b2=0xe8,b3=0x01	b81dad95c8039c20	9723	1	287@0xb45d2:9723	28@0x7e390:769,297@0xb64d7:686,199@0xa0631:651,189@0x9e7af:621,196@0x9fbcd:582,258@0xadf2c:541	RF+0x81/8:6,WF+0x170/4:5,RF+0x23/4:4,WF+0x23/4:4,RF+0x194/1:2,RF+0x170/4:2	WF+0x170/4:and;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:add;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:sub;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:sub;RF+0x23/4:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x81/8:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	CCVV	b0=0xe8,b1=0x01	07bdf869118cecf7	9485	1	20@0x7c62b:9485	114@0x90319:1277,258@0xadf2c:806,337@0xbec0e:720,185@0x9d964:712,347@0xc088d:691,18@0x7be9b:539	WF+0x170/4:6,RF+0x23/4:4,RF+0x81/8:3,WF+0x23/4:3,RF+0x0/8:3,RF+0xa/8:3	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:sub;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x23/4:xor;WF+0x23/4:and;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x23/4:mov;WF+0x170/4:sub;WF+0x170/4:or;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x170/4:mov;WF+0x23/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0xa/8:mov
exact	+0x4	VVCC	b2=0xe8,b3=0x01	9af6906177ddaf3d	9482	1	161@0x9975a:9482	28@0x7e390:776,337@0xbec0e:707,340@0xbf435:650,18@0x7be9b:637,64@0x85059:606,258@0xadf2c:559	WF+0x23/4:4,RF+0x81/8:3,RF+0x0/8:2,RF+0xa/8:2,RF+0x170/4:2,RF+0x194/1:1	RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:or;WF+0x170/4:or;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:sub;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVCC	b2=0xe8,b3=0x01	a777b80364e0fc86	9466	1	243@0xaab6a:9466	307@0xb8064:733,189@0x9e7af:698,18@0x7be9b:642,185@0x9d964:578,28@0x7e390:559,337@0xbec0e:510	RF+0x170/4:9,WF+0x23/4:6,WF+0x170/4:5,RF+0x0/8:4,RF+0x81/8:3,RF+0x23/4:3	RF+0x71/8:xor;RF+0x170/4:mov;WF+0x23/4:or;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:add;RF+0x71/8:xor;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:and;RF+0x23/4:mov;WF+0x170/4:or;RF+0x170/4:mov;WF+0x23/4:and;RF+0x194/1:mov;WF+0x170/4:xor;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x170/4:and;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:and;RF+0x170/4:mov;WF+0x23/4:and;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x4	CCVV	b0=0xe8,b1=0x01	b8a48c9865a9180b	9432	1	158@0x99029:9432	340@0xbf435:989,189@0x9e7af:726,337@0xbec0e:710,18@0x7be9b:695,258@0xadf2c:648,64@0x85059:648	WF+0x170/4:5,RF+0x170/4:3,RF+0x0/8:3,RF+0x23/4:3,RF+0x194/1:2,RF+0xa/8:2	RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x23/4:xor;RF+0x71/8:sub;RF+0x194/1:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x170/4:or;RF+0x194/1:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:xor;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x4	CCVV	b0=0xe8,b1=0x01	c26df9bba03c9f04	9247	1	33@0x7f7c4:9247	258@0xadf2c:873,307@0xb8064:735,157@0x98a9a:700,114@0x90319:514,167@0x9a8d2:489,64@0x85059:438	WF+0x23/4:5,RF+0x23/4:5,RF+0x194/1:4,RF+0x81/8:4,RF+0x170/4:3,WF+0x170/4:2	RF+0x170/4:mov;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:and;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:or;RF+0x71/8:add;RF+0x194/1:mov;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x194/1:mov;RF+0x23/4:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:add;RF+0x81/8:mov;RF+0x71/8:add;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	VVCC	b2=0xe8,b3=0x01	f5fd828068d0aa43	9073	1	346@0xc0535:9073	28@0x7e390:862,168@0x9aa83:678,258@0xadf2c:614,185@0x9d964:572,64@0x85059:531,347@0xc088d:490	RF+0x81/8:6,RF+0x23/4:4,WF+0x23/4:4,RF+0x194/1:2,RF+0x170/4:2,RF+0x71/8:2	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x71/8:xor;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x23/4:sub;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x2	VV	-	b6e672634da8341e	5239	1	108@0x8f24b:5239	337@0xbec0e:401,215@0xa4609:378,333@0xbd8af:371,196@0x9fbcd:328,297@0xb64d7:248,345@0xc02e4:227	RF+0x71/8:3,RF+0x194/1:3,WF+0x170/4:3,RF+0x23/4:3,WF+0x23/4:3,RF+0x81/8:2	RF+0x71/8:mov;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;WF+0x170/4:add;RF+0x71/8:xor;WF+0x170/4:xor;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x23/4:xor;WF+0x23/4:and;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:sub;RF+0x194/1:mov;RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
exact	+0x2	VV	-	df74fb3ad32c6ede	5218	1	144@0x95887:5218	258@0xadf2c:577,268@0xb0007:365,18@0x7be9b:315,168@0x9aa83:310,114@0x90319:236,347@0xc088d:211	RF+0x0/8:4,WF+0x170/4:4,RF+0x194/1:3,RF+0x81/8:3,RF+0x170/4:3,WF+0x23/4:2	RF+0x194/1:mov;RF+0x81/8:mov;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x81/8:mov;WF+0x23/4:sub;WF+0x170/4:and;WF+0x170/4:and;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x71/8:mov;RF+0x194/1:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x23/4:mov;WF+0x23/4:add;WF+0x170/4:xor;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x2	VV	-	b5a13773d33c5982	5207	1	160@0x994cf:5207	185@0x9d964:351,215@0xa4609:346,43@0x8173d:319,18@0x7be9b:310,172@0x9b68a:268,157@0x98a9a:268	WF+0x170/4:5,RF+0x81/8:3,RF+0x71/8:3,RF+0x170/4:2,RF+0x194/1:1,RF+0x16f/1:1	RF+0x81/8:mov;RF+0x71/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x71/8:xor;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:sub;WF+0x170/4:and;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x170/4:or;RF+0x71/8:xor;WF+0x170/4:and;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x2	VV	-	628a3e851dbbc907	5101	1	173@0x9ba74:5101	64@0x85059:483,196@0x9fbcd:369,337@0xbec0e:364,340@0xbf435:287,114@0x90319:283,349@0xc140b:264	WF+0x170/4:5,RF+0x71/8:4,RF+0x81/8:3,RF+0x170/4:2,WF+0x23/4:2,RF+0x194/1:2	WF+0x170/4:add;RF+0x71/8:add;RF+0x170/4:mov;WF+0x23/4:sub;WF+0x23/4:and;WF+0x170/4:xor;RF+0x71/8:add;RF+0x71/8:mov;RF+0x81/8:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x81/8:mov;RF+0x71/8:add;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:and;RF+0x194/1:mov;RF+0x0/8:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11;RF+0x23/4:mov
exact	+0x2	VV	-	5f800456cc5f060b	4958	1	257@0xadbfd:4958	172@0x9b68a:777,43@0x8173d:281,157@0x98a9a:273,185@0x9d964:247,203@0xa1484:215,168@0x9aa83:213	WF+0x170/4:5,RF+0x81/8:4,RF+0x170/4:3,RF+0x194/1:3,RF+0x0/8:2,WF+0x23/4:1	RF+0x81/8:mov;WF+0x170/4:sub;RF+0x170/4:and;RF+0x0/8:cmp;WF+0x23/4:or;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x71/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x194/1:mov;WF+0x170/4:add;RF+0x81/8:mov;RF+0x194/1:mov;WF+0x170/4:sub;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x2	VV	-	10556686b5e733d6	4955	1	198@0xa037e:4955	199@0xa0631:355,300@0xb6c36:328,18@0x7be9b:316,258@0xadf2c:314,337@0xbec0e:296,215@0xa4609:272	WF+0x170/4:4,RF+0x81/8:3,RF+0x170/4:3,RF+0x0/8:2,RF+0x23/4:2,RF+0x194/1:2	RF+0x81/8:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:add;WF+0x170/4:sub;RF+0x81/8:mov;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:add;RF+0x71/8:mov;RF+0x170/4:or;RF+0x81/8:mov;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x2	VV	-	9748d497a0b6719a	4424	1	352@0xc1ec4:4424	258@0xadf2c:408,307@0xb8064:319,196@0x9fbcd:305,340@0xbf435:288,292@0xb540f:263,172@0x9b68a:240	RF+0x81/8:6,RF+0x170/4:5,WF+0x23/4:3,WF+0x170/4:2,RF+0x194/1:2,RF+0x71/8:1	WF+0x170/4:and;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:or;RF+0x81/8:mov;RF+0x170/4:mov;WF+0x23/4:sub;RF+0x81/8:mov;RF+0x71/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x16f/1:cmp;RF+0x81/8:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x170/4:mov;RF+0x194/1:mov;WF+0x23/4:or;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	abc702aafaf43234	4380	1	301@0xb708d:4380	160@0x994cf:954,198@0xa037e:729,173@0x9ba74:669,352@0xc1ec4:627,256@0xad849:458,144@0x95887:350	RF+0x81/8:5,WF+0x23/4:4,RF+0x170/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x60/8:2	RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:add;RF+0x81/8:mov;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x60/8:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:add;WF+0x23/4:sub;RF+0x81/8:mov;WF+0x23/4:or;RF+0x71/8:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	5295257a3a9a119b	4132	1	49@0x82820:4132	144@0x95887:1018,352@0xc1ec4:600,257@0xadbfd:590,198@0xa037e:521,160@0x994cf:514,173@0x9ba74:413	WF+0x170/4:5,RF+0x81/8:5,RF+0x0/8:4,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x23/4:mov;WF+0x170/4:and;RF+0x23/4:mov;WF+0x170/4:add;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x170/4:sub;RF+0x194/1:mov;RF+0x81/8:mov;WF+0x170/4:add;RF+0x170/4:mov;RF+0x0/8:cmp;WF+0x23/4:xor;WF+0x23/4:xor;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x60/8:mov;RF+0x60/8:mov;WF+0x71/8:mov;RF+0x194/1:mov;RF+0xa/8:mov;RF+0x71/8:mov;IPADV+0x0;WF+0x71/8:mov;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x81/8:mov;RF+0x81/8:mov;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:add;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0xa/8:mov
