source_entry	opcode_name	operation_family	readability_grade	class	ir_rows	delta	ip_semantics	operand_model	state_semantics	dispatch_semantics	semantic_c	unresolved	state_kind	dispatch_slot_kind	state_effect_preview	dispatch_slot_preview	programs	original_state_semantics	original_state_effect_preview	state_reduction_status	state_reduction_proof_status	state_reduction_smt2	state_reduction_original_chars	state_reduction_candidate_chars	original_dispatch_semantics	original_dispatch_slot_preview	dispatch_reduction_status	dispatch_reduction_proof_status	dispatch_target_binding_status	dispatch_target_binding_basis	dispatch_second_stage_events	dispatch_second_stage_idx_mix	dispatch_second_stage_target_entry_mix	dispatch_variant_count	dispatch_proved_variants	dispatch_target_mismatched_events	slot_unknown_dispatch_status	slot_unknown_dispatch_rows	slot_unknown_dispatch_targets
0	vmop_000_plus0x5_state_add_const_slot_mba_stateful	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	5	+0x5	ip += 0x5	byte_shape=EECCE (C=constant,E=enumerated,V=variable); word_shape=EC; reads u16(ip+0); b0=enum5(0x8d:41,0x4a:17,0xbe:14,0xef:10,0x1a:7);b1=enum5(0xc2:41,0x34:17,0x06:14,0x7f:10,0xf6:7);b2=0x3d;b3=0x01;b4=enum5(0x35:41,0xa3:17,0xe5:14,0x0f:10,0xb5:7)	vm_state = Z3-proved simplified expression; formula=(((0x1966e0e7u + state0) - u16_0) ^ state0) ^ 0xf44cdfa6u	next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=48=(((0xdae5febfu + (state0 ^ 0x1966e0e7u)) + u16_0) & 0xffffu) & 0xffffu	vmop_000_plus0x5_state_add_const_slot_mba_stateful: vm_state = Z3-proved simplified expression; formula=(((0x1966e0e7u + state0) - u16_0) ^ state0) ^ 0xf44cdfa6u; next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=48=(((0xdae5febfu + (state0 ^ 0x1966e0e7u)) + u16_0) & 0xffffu) & 0xffffu; ip += 0x5;	none	state_add_const	slot_mba_stateful	(((0x1966e0e7u + state0) - u16_0) ^ state0) ^ 0xf44cdfa6u	48=(((0xdae5febfu + (state0 ^ 0x1966e0e7u)) + u16_0) & 0xffffu) & 0xffffu	042:1,046:1,048:1,055:1,061:1	vm_state = add/constant-style update over state, flags, and operands; formula=state0 ^ 0x1966e0e7 - u16_0 + state0 ^ 0x1966e0e7 - 0x251a0141	state0 ^ 0x1966e0e7 - u16_0 + state0 ^ 0x1966e0e7 - 0x251a0141	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_000.smt2	62	57	next_entry = MBA(state, flags, operands) dispatch slot; per-row concrete target is resolved; expression=48=(mask32((mask32(u16_0 + (mask32(state0 ^ 0x1966e0e7)))) - 0x251a0141)) & 0xffff	48=(mask32((mask32(u16_0 + (mask32(state0 ^ 0x1966e0e7)))) - 0x251a0141)) & 0xffff	applied_proved_equivalent	proved_equivalent:1	target_binding_validated	direct_static_transfer:1				1	1	0			
3	vmop_003_plus0x5_state_add_const_slot_multi_path	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	401	+0x5	ip += 0x5	byte_shape=VVCCC (C=constant,E=enumerated,V=variable); word_shape=VC; reads u16(ip+0); b0=var20(top=0x19:19.7%);b1=var60(top=0x26:9.2%);b2=0x00;b3=0x3d;b4=0x01	vm_state = Z3-proved simplified expression; formula=(((u16_0 ^ (((0xe3fc337eu + state0) - flags0) - flags0)) ^ 0x1271f0e1u) | (((0xe3fc337eu + state0) - flags0) - flags0)) | 0x5e32c369u	next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=128=((((((((state0 - 0x1c03cc82u) - flags0) - flags0) | 0x38c49877u) - 0x2652a796u) ^ u16_0) + 0x4bc0d288u) & 0xffffu) & 0xffffu	vmop_003_plus0x5_state_add_const_slot_multi_path: vm_state = Z3-proved simplified expression; formula=(((u16_0 ^ (((0xe3fc337eu + state0) - flags0) - flags0)) ^ 0x1271f0e1u) | (((0xe3fc337eu + state0) - flags0) - flags0)) | 0x5e32c369u; next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=128=((((((((state0 - 0x1c03cc82u) - flags0) - flags0) | 0x38c49877u) - 0x2652a796u) ^ u16_0) + 0x4bc0d288u) & 0xffffu) & 0xffffu; ip += 0x5;	none	state_add_const	slot_multi_path	(((u16_0 ^ (((0xe3fc337eu + state0) - flags0) - flags0)) ^ 0x1271f0e1u) | (((0xe3fc337eu + state0) - flags0) - flags0)) | 0x5e32c369u	128=((((((((state0 - 0x1c03cc82u) - flags0) - flags0) | 0x38c49877u) - 0x2652a796u) ^ u16_0) + 0x4bc0d288u) & 0xffffu) & 0xffffu	055:68,041:43,056:31,042:27,063:25,052:22,048:21,021:17,050:14,046:13,061:13,026:9	vm_state = add/constant-style update over state, flags, and operands; formula=state0 - flags0 - 0x1c03cc82 - flags0 | 0x38c49877 - 0x742d9511 + 0x4ddaed7b ^ u16_0 ^ state0 - flags0 - 0x1c03cc82 - flags0 | 0x38c49877 - 0x742d9511 + 0x4ddaed7b + 0x4bc0d288	state0 - flags0 - 0x1c03cc82 - flags0 | 0x38c49877 - 0x742d9511 + 0x4ddaed7b ^ u16_0 ^ state0 - flags0 - 0x1c03cc82 - flags0 | 0x38c49877 - 0x742d9511 + 0x4ddaed7b + 0x4bc0d288	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_003.smt2	176	133	next_entry = one of multiple algebraic dispatch slots; per-row concrete target is resolved; expression=128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - 0x1c03cc82)) - flags0)) | 0x38c49877)) - 0x742d9511)) + 0x4ddaed7b)))) + 0x4bc0d288)) & 0xffff	128=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - 0x1c03cc82)) - flags0)) | 0x38c49877)) - 0x742d9511)) + 0x4ddaed7b)))) + 0x4bc0d288)) & 0xffff	applied_proved_equivalent	proved_equivalent:1	target_binding_validated	direct_static_transfer:1				1	1	0			
9	vmop_009_plus0x5_state_formula_slot_unknown	unresolved_dispatch	state_reduced_exact_observed_dispatch_table	partial	1	+0x5	ip += 0x5	byte_shape=CCCCC (C=constant,E=enumerated,V=variable); word_shape=CC; b0=0x69;b1=0x3d;b2=0x01;b3=0xb4;b4=0x4a	vm_state = Z3-proved simplified expression; formula=((u16_3 - state0) & state0) ^ 0x25d88329u	next_entry = exact observed target-by-bytecode table; rows=1; byte_patterns=1; targets=256:1; formula_status=not_recovered	vmop_009_plus0x5_state_formula_slot_unknown: vm_state = Z3-proved simplified expression; formula=((u16_3 - state0) & state0) ^ 0x25d88329u; next_entry = exact observed target-by-bytecode table; rows=1; byte_patterns=1; targets=256:1; formula_status=not_recovered; ip += 0x5;	slot_unknown_formula_not_recovered_exact_table_only	state_formula	slot_unknown	((u16_3 - state0) & state0) ^ 0x25d88329u		056:1	vm_state = unresolved formula; formula=state0 & u16_3 - state0 ^ 0x25d88329	state0 & u16_3 - state0 ^ 0x25d88329	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_009.smt2	36	41	dispatch slot expression not recovered; use per-row target evidence when available		not_applicable_or_unproved										exact_observed_table_no_formula	1	256:1
13	vmop_013_plus0x5_state_add_const_slot_multi_path	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	2	+0x5	ip += 0x5	byte_shape=EECCE (C=constant,E=enumerated,V=variable); word_shape=EC; reads u16(ip+0); b0=enum2(0x9e:4,0x6a:1);b1=enum2(0x7e:4,0x75:1);b2=0x3d;b3=0x01;b4=enum2(0x25:4,0x11:1)	vm_state = Z3-proved simplified expression; formula=(((flags0 - 0x1c36555u) ^ state0) ^ 0x67934603u) | 0x77bfefb9u	next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=5=(((u16_0 - 0x5ad3c2e8u) - (((((0xfe3c9aabu + flags0) | 0x779fee71u) - 0x2de02e8u) ^ state0) ^ 0x67934603u)) & 0xffffu) & 0xffffu	vmop_013_plus0x5_state_add_const_slot_multi_path: vm_state = Z3-proved simplified expression; formula=(((flags0 - 0x1c36555u) ^ state0) ^ 0x67934603u) | 0x77bfefb9u; next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=5=(((u16_0 - 0x5ad3c2e8u) - (((((0xfe3c9aabu + flags0) | 0x779fee71u) - 0x2de02e8u) ^ state0) ^ 0x67934603u)) & 0xffffu) & 0xffffu; ip += 0x5;	none	state_add_const	slot_multi_path	(((flags0 - 0x1c36555u) ^ state0) ^ 0x67934603u) | 0x77bfefb9u	5=(((u16_0 - 0x5ad3c2e8u) - (((((0xfe3c9aabu + flags0) | 0x779fee71u) - 0x2de02e8u) ^ state0) ^ 0x67934603u)) & 0xffffu) & 0xffffu	002:1,052:1	vm_state = add/constant-style update over state, flags, and operands; formula=state0 ^ 0x67934603 ^ flags0 - 0x1c36555 | 0x771fee31 | 0x1490ac71 - 0x2de02e8	state0 ^ 0x67934603 ^ flags0 - 0x1c36555 | 0x771fee31 | 0x1490ac71 - 0x2de02e8	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_013.smt2	78	62	next_entry = one of multiple algebraic dispatch slots; per-row concrete target is resolved; expression=5=(mask32((mask32(u16_0 - (mask32((mask32(state0 ^ 0x67934603)) ^ (mask32((mask32((mask32((mask32(flags0 - 0x1c36555)) | 0x771fee31)) | 0x1490ac71)) - 0x2de02e8)))))) - 0x5ad3c2e8)) & 0xffff	5=(mask32((mask32(u16_0 - (mask32((mask32(state0 ^ 0x67934603)) ^ (mask32((mask32((mask32((mask32(flags0 - 0x1c36555)) | 0x771fee31)) | 0x1490ac71)) - 0x2de02e8)))))) - 0x5ad3c2e8)) & 0xffff	applied_proved_equivalent	proved_equivalent:1	target_binding_validated	direct_static_transfer:1				1	1	0			
17	vmop_017_plus0x5_state_add_const_slot_multi_path	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	73	+0x5	ip += 0x5	byte_shape=VVEVV (C=constant,E=enumerated,V=variable); word_shape=VV; reads u16(ip+0); reads u16(ip+3); b0=var54(top=0x12:33.9%);b1=var37(top=0xff:35.9%);b2=enum4(0x3a:321,0x62:293,0x32:75,0x50:69);b3=var28(top=0x10:34.4%);b4=var12(top=0xa0:35.0%)	vm_state = Z3-proved simplified expression; formula=((((u16_0 & 0x4365071cu) ^ flags0) | state0) | (((0x4365071cu + flags0) ^ flags0) ^ 0x4a3a9184u)) | ((((u16_3 + 0x95f9698u) - state0) ^ ((0x4365071cu + flags0) ^ flags0)) ^ 0x4365071cu)	next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=128=((u16_3 - ((((u16_0 ^ (state0 | (flags0 ^ 0x4365071cu))) + (flags0 ^ 0x4365071cu)) & (state0 | (flags0 ^ 0x4365071cu))) ^ 0x95f9698u)) & 0xffffu) & 0xffffu	vmop_017_plus0x5_state_add_const_slot_multi_path: vm_state = Z3-proved simplified expression; formula=((((u16_0 & 0x4365071cu) ^ flags0) | state0) | (((0x4365071cu + flags0) ^ flags0) ^ 0x4a3a9184u)) | ((((u16_3 + 0x95f9698u) - state0) ^ ((0x4365071cu + flags0) ^ flags0)) ^ 0x4365071cu); next_slot = Z3-proved simplified dispatch expression(s); variants=1; target_binding=target_binding_validated; formula=128=((u16_3 - ((((u16_0 ^ (state0 | (flags0 ^ 0x4365071cu))) + (flags0 ^ 0x4365071cu)) & (state0 | (flags0 ^ 0x4365071cu))) ^ 0x95f9698u)) & 0xffffu) & 0xffffu; ip += 0x5;	none	state_add_const	slot_multi_path	((((u16_0 & 0x4365071cu) ^ flags0) | state0) | (((0x4365071cu + flags0) ^ flags0) ^ 0x4a3a9184u)) | ((((u16_3 + 0x95f9698u) - state0) ^ ((0x4365071cu + flags0) ^ flags0)) ^ 0x4365071cu)	128=((u16_3 - ((((u16_0 ^ (state0 | (flags0 ^ 0x4365071cu))) + (flags0 ^ 0x4365071cu)) & (state0 | (flags0 ^ 0x4365071cu))) ^ 0x95f9698u)) & 0xffffu) & 0xffffu	055:15,042:11,052:9,056:8,063:7,048:4,046:3,061:3,026:2,041:2,050:2,059:2	vm_state = add/constant-style update over state, flags, and operands; formula=state0 | flags0 ^ 0x4365071c & u16_0 ^ state0 | flags0 ^ 0x4365071c + flags0 ^ 0x4365071c ^ 0x95f9698 + u16_3 - state0 | flags0 ^ 0x4365071c & u16_0 ^ state0 | flags0 ^ 0x4365071c + flags0 ^ 0x4365071c ^ 0x95f9698	state0 | flags0 ^ 0x4365071c & u16_0 ^ state0 | flags0 ^ 0x4365071c + flags0 ^ 0x4365071c ^ 0x95f9698 + u16_3 - state0 | flags0 ^ 0x4365071c & u16_0 ^ state0 | flags0 ^ 0x4365071c + flags0 ^ 0x4365071c ^ 0x95f9698	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_017.smt2	213	185	next_entry = one of multiple algebraic dispatch slots; per-row concrete target is resolved; expression=128=(mask32(u16_3 - (mask32((mask32((mask32(state0 | (mask32(flags0 ^ 0x4365071c)))) & (mask32((mask32(u16_0 ^ (mask32(state0 | (mask32(flags0 ^ 0x4365071c)))))) + (mask32(flags0 ^ 0x4365071c)))))) ^ ...#de	128=(mask32(u16_3 - (mask32((mask32((mask32(state0 | (mask32(flags0 ^ 0x4365071c)))) & (mask32((mask32(u16_0 ^ (mask32(state0 | (mask32(flags0 ^ 0x4365071c)))))) + (mask32(flags0 ^ 0x4365071c)))))) ^ 0x95f9698)))) & 0xffff	applied_proved_equivalent	proved_equivalent:1	target_binding_validated	direct_static_transfer:1				1	1	0			
18	vmop_018_plus0x3_state_add_const_slot_multi_path	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	2502	+0x3	ip += 0x3	byte_shape=VVV (C=constant,E=enumerated,V=variable); word_shape=V; reads u16(ip+0); b0=var149(top=0xa0:5.4%);b1=var200(top=0x0a:6.4%);b2=var165(top=0x3a:10.5%)	vm_state = Z3-proved simplified expression; formula=((((0x649b4ea0u - (u16_0 + state0)) | state0) | 0x1188080u) & flags0) | 0x649b4ea0u	next_slot = Z3-proved simplified dispatch expression(s); variants=2; target_binding=target_binding_validated; formula=99=((u16_0 - (((state0 & flags0) - 0x6382ce20u) & flags0)) & 0xffffu) & 0xffffu ; 29=((u16_0 - (((state0 & ((flags0 | 0x954df65u) + 0x5b466f3bu)) - 0x6382ce20u) & ((flags0 | 0x954df65u) + 0x5b466f3bu))) & 0xffffu) & 0xffffu	vmop_018_plus0x3_state_add_const_slot_multi_path: vm_state = Z3-proved simplified expression; formula=((((0x649b4ea0u - (u16_0 + state0)) | state0) | 0x1188080u) & flags0) | 0x649b4ea0u; next_slot = Z3-proved simplified dispatch expression(s); variants=2; target_binding=target_binding_validated; formula=99=((u16_0 - (((state0 & flags0) - 0x6382ce20u) & flags0)) & 0xffffu) & 0xffffu ; 29=((u16_0 - (((state0 & ((flags0 | 0x954df65u) + 0x5b466f3bu)) - 0x6382ce20u) & ((flags0 | 0x954df65u) + 0x5b466f3bu))) & 0xffffu) & 0xffffu; ip += 0x3;	none	state_add_const	slot_multi_path	((((0x649b4ea0u - (u16_0 + state0)) | state0) | 0x1188080u) & flags0) | 0x649b4ea0u	99=((u16_0 - (((state0 & flags0) - 0x6382ce20u) & flags0)) & 0xffffu) & 0xffffu ; 29=((u16_0 - (((state0 & ((flags0 | 0x954df65u) + 0x5b466f3bu)) - 0x6382ce20u) & ((flags0 | 0x954df65u) + 0x5b466f3bu))) & 0xffffu) & 0xffffu	041:292,055:184,056:174,021:167,032:120,042:103,063:93,061:87,050:78,059:73,048:72,046:70	vm_state = add/constant-style update over state, flags, and operands; formula=state0 & flags0 | 0x954df65 + 0x5b466f3b - 0x6382ce20 & flags0 | 0x954df65 + 0x5b466f3b - u16_0 - state0 & flags0 | 0x954df65 + 0x5b466f3b - 0x6382ce20 & flags0 | 0x954df65 + 0x5b466f3b	state0 & flags0 | 0x954df65 + 0x5b466f3b - 0x6382ce20 & flags0 | 0x954df65 + 0x5b466f3b - u16_0 - state0 & flags0 | 0x954df65 + 0x5b466f3b - 0x6382ce20 & flags0 | 0x954df65 + 0x5b466f3b	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_018.smt2	185	83	next_entry = one of multiple algebraic dispatch slots; per-row concrete target is resolved; expression=99=(mask32(u16_0 - (mask32((mask32((mask32(state0 & flags0)) - 0x6382ce20)) & flags0)))) & 0xffff | 29=(mask32(u16_0 - (mask32((mask32((mask32(state0 & (mask32((mask32(flags0 | 0x954df65)) + 0x5b466f3...#11f	99=(mask32(u16_0 - (mask32((mask32((mask32(state0 & flags0)) - 0x6382ce20)) & flags0)))) & 0xffff | 29=(mask32(u16_0 - (mask32((mask32((mask32(state0 & (mask32((mask32(flags0 | 0x954df65)) + 0x5b466f3b)))) - 0x6382ce20)) & (mask32((mask32(flags0 | 0x954df65)) + 0x5b466f3b)))))) & 0xffff	applied_proved_equivalent	proved_equivalent:2	target_binding_validated	direct_static_transfer:2				2	2	0			
20	vmop_020_plus0x4_state_add_const_slot_multi_path	obfuscated_table_dispatch	state_and_dispatch_reduced_readable_control_semantics	static_validated	857	+0x4	ip += 0x4	byte_shape=CCVV (C=constant,E=enumerated,V=variable); word_shape=CV; reads u16(ip+2); b0=0xe8;b1=0x01;b2=var220(top=0xa5:4.7%);b3=var173(top=0x77:9.9%)	vm_state = Z3-proved simplified expression; formula=((((0xe1db482au - flags0) ^ 0x10000000u) | (flags0 | state0)) | ((0x38e67f26u - flags0) ^ 0x10100800u)) | (((u16_2 & 0x10100800u) ^ (0x38e67f26u - flags0)) ^ state0)	next_slot = Z3-proved simplified dispatch expression(s); variants=2; target_binding=target_binding_validated; formula=67=((((((((state0 | flags0) | 0x180e72f2u) - (flags0 & 0x1fa2014fu)) - 0x36332ac8u) | 0x38e67f26u) - flags0) ^ u16_2) & 0xffffu) & 0xffffu ; 61=((((((((flags0 | state0) | 0x180e72f2u) - 0x36332ac8u) - ((flags0 ^ 0x58f71b08u) & 0x17000006u)) | 0x38e67f26u) - ((flags0 ^ 0x58f71b08u) & 0x17188826u)) ^ u16_2) & 0xffffu) & 0xffffu	vmop_020_plus0x4_state_add_const_slot_multi_path: vm_state = Z3-proved simplified expression; formula=((((0xe1db482au - flags0) ^ 0x10000000u) | (flags0 | state0)) | ((0x38e67f26u - flags0) ^ 0x10100800u)) | (((u16_2 & 0x10100800u) ^ (0x38e67f26u - flags0)) ^ state0); next_slot = Z3-proved simplified dispatch expression(s); variants=2; target_binding=target_binding_validated; formula=67=((((((((state0 | flags0) | 0x180e72f2u) - (flags0 & 0x1fa2014fu)) - 0x36332ac8u) | 0x38e67f26u) - flags0) ^ u16_2) & 0xffffu) & 0xffffu ; 61=((((((((flags0 | state0) | 0x180e72f2u) - 0x36332ac8u) - ((flags0 ^ 0x58f71b08u) & 0x17000006u)) | 0x38e67f26u) - ((flags0 ^ 0x58f71b08u) & 0x17188826u)) ^ u16_2) & 0xffffu) & 0xffffu; ip += 0x4;	none	state_add_const	slot_multi_path	((((0xe1db482au - flags0) ^ 0x10000000u) | (flags0 | state0)) | ((0x38e67f26u - flags0) ^ 0x10100800u)) | (((u16_2 & 0x10100800u) ^ (0x38e67f26u - flags0)) ^ state0)	67=((((((((state0 | flags0) | 0x180e72f2u) - (flags0 & 0x1fa2014fu)) - 0x36332ac8u) | 0x38e67f26u) - flags0) ^ u16_2) & 0xffffu) & 0xffffu ; 61=((((((((flags0 | state0) | 0x180e72f2u) - 0x36332ac8u) - ((flags0 ^ 0x58f71b08u) & 0x17000006u)) | 0x38e67f26u) - ((flags0 ^ 0x58f71b08u) & 0x17188826u)) ^ u16_2) & 0xffffu) & 0xffffu	041:120,021:70,056:53,032:39,055:34,010:30,002:27,048:26,025:25,042:25,061:24,059:22	vm_state = add/constant-style update over state, flags, and operands; formula=state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^ 0x58f71b08 & 0x17188826 & 0x1fa2014f | 0x38e67f26 - flags0 ^ 0x58f71b08 & 0x17188826 & u16_2 ^ state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^...#11d	state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^ 0x58f71b08 & 0x17188826 & 0x1fa2014f | 0x38e67f26 - flags0 ^ 0x58f71b08 & 0x17188826 & u16_2 ^ state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^ 0x58f71b08 & 0x17188826 & 0x1fa2014f | 0x38e67f26 - flags0 ^ 0x58f71b08 & 0x17188826	applied_proved_equivalent	proved_equivalent	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_020.smt2	285	165	next_entry = one of multiple algebraic dispatch slots; per-row concrete target is resolved; expression=67=(mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x180e72f2)))) - 0x36332ac8)) - (mask32(flags0 & 0x1fa2014f)))) | 0x38e67f26)) - flags0)))) & 0xffff | 61=(mask32(u...#12f	67=(mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x180e72f2)))) - 0x36332ac8)) - (mask32(flags0 & 0x1fa2014f)))) | 0x38e67f26)) - flags0)))) & 0xffff | 61=(mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x180e72f2)))) - 0x3633...#19a	applied_proved_equivalent	proved_equivalent:2	target_binding_validated	direct_static_transfer:2				2	2	0			
