program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
054	0x33e889	ready_for_mba_reduction	all required static/runtime fields are present	153	36	36	36	yes	yes	21	
054	0x33e8de	ready_for_mba_reduction	all required static/runtime fields are present	51	12	12	12	yes	yes	71	
