program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
017	0x122074	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	78	
017	0x1221a4	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	79	
