program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
032	0x249468	ready_for_mba_reduction	174	188	exact_instruction	0x24972b	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x62 0x1 0xe8 0x1 0xbd 0x0	0x162	0xe801	0x1e8	0xbd	0x5cedded2	0x4a007939		354	36	10	concrete_successor_edge	
032	0x249739	ready_for_mba_reduction	175	145	sampled_operand_forward	0x26cd71	86	decoded_control	+0x2341b	sampled operand footprint 0xa; observed target table[86], delta +0x2341b	0x40 0x0 0xf5 0xa1 0x99 0x0	0x40	0xf500	0xa1f5	0x99	0x1054f45a	0x3fd146a8		64	36	10	concrete_successor_edge	
032	0x249964	ready_for_mba_reduction	176	150	exact_instruction	0x249b99	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x72 0x0 0xfb 0x62 0x8c 0xac	0x72	0xfb00	0x62fb	0xac8c	0xce64e04a	0x6ded2cfd		114	36	10	concrete_successor_edge	
032	0x249ba7	ready_for_mba_reduction	177	150	exact_instruction	0x249ddc	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x42 0x0 0xf1 0x92 0x3a 0xe1	0x42	0xf100	0x92f1	0xe13a	0x8040024	0x8040024		66	36	10	concrete_successor_edge	
032	0x249dea	ready_for_mba_reduction	178	150	exact_instruction	0x24a01f	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xa8 0x0 0x99 0x0 0xce 0xd0	0xa8	0x9900	0x99	0xd0ce	0x1f05e089	0x7a631339		168	36	10	concrete_successor_edge	
032	0x24a02d	ready_for_mba_reduction	179	162	exact_instruction	0x24a292	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xac 0x0 0xb2 0xaf 0x93 0x0	0xac	0xb200	0xafb2	0x93	0x98fc0fd1	0x295376b8		172	36	10	concrete_successor_edge	
032	0x24a2a0	ready_for_mba_reduction	180	150	exact_instruction	0x24a4d5	311	covered_synthetic_fallthrough	+0x4	next = 311@0xb86f8:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x1c 0x0 0x90 0x3 0x10 0xaf	0x1c	0x9000	0x390	0xaf10	0x1054ef6a	0x3f524628		28	36	10	concrete_successor_edge	
032	0x24a4e3	ready_for_mba_reduction	181	261	exact_instruction	0x24a8c5	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:2, ip += +0x4; dispatch_model=static_100; state=state_const_post	0xd7 0x0 0x40 0x5 0x88 0x1c	0xd7	0x4000	0x540	0x1c88	0x65ad3428	0xab8efff8		215	36	10	concrete_successor_edge	
032	0x24a8d3	ready_for_mba_reduction	182	175	exact_instruction	0x24ab6a	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:2, ip += +0x4; dispatch_model=static_100; state=state_mixed	0xc 0x1 0x4a 0x1c 0xc6 0x62	0x10c	0x4a01	0x1c4a	0x62c6	0x10550082	0x2bc05ca8		268	36	10	concrete_successor_edge	
032	0x24ab78	ready_for_mba_reduction	183	175	exact_instruction	0x24ae0f	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x54 0x1 0xac 0x12 0x99 0x0	0x154	0xac01	0x12ac	0x99	0x3a64e02a	0xf1eee07d		340	36	10	concrete_successor_edge	
