segment	start	end	size	events	unique_start_ips	unique_sources	conflict_offsets	conflict_events	sha256	top_sources	top_targets	top_deltas	hex_prefix	hex_suffix
10	0x11ac5e	0x11bbf4	0xf96	1031	1031	98	0	0	33c896094142788915b1e2863a8403bbaaa2f1e4bcf9967fb9ca8c23d618be68	337:48,340:43,189:39,66:36,18:35,114:33,185:33,347:32	337:48,340:43,189:39,66:36,18:35,114:33,185:33,347:32	+0x4:646,+0x3:253,+0x5:50,+0x2:45,+0x6:29,+0xe:6,+0x11:1,+0x54:1	ab00e801ac00b2afeb00348bde02f81356204ae801fd650d305c1144b198dce5ce94e8018bf889005245ad5386243b859ee8012006b0ad5454fe77f3dcc24296	cbb13d01066d0087f43a59fb47944a218b0cd80afcaf01b782003d01a2053123ab00000054000000cb00ef9f0476feb929b6232c1738f0eb678b3a003d014efa
11	0x11bc28	0x11bf29	0x301	190	190	68	0	0	9f135bcbf72b2c3114062f029df82e2da979c0e81007cb500517fd54c18927cc	66:9,114:8,64:7,215:7,258:7,28:7,347:7,123:7	66:9,114:8,64:7,215:7,258:7,28:7,347:7,123:7	+0x4:111,+0x3:44,+0x5:14,+0x2:12,+0x6:6,+0xe:1,+0x11:1,+0x54:1	40007eaa68002eea5adce8013483680afc8fe16800b7ab003d0112265a69b54be67b6fc089d17a2ef710ef67c34b88003d01486d10903affa7a96a28a9506f04	019e3504003d017e1236027683aff6b3000004003a6b81a19e003d01a7f8ef0762010000540000005b0161323109dbf9d22946a0520dab347660009e8a3d0100
12	0x11bf5d	0x11c276	0x319	196	196	70	0	0	32b00ee949ed33716b1cacc28dc98c9bcf23ee2eed4e9ac66fdb476e29466110	18:9,347:8,64:8,340:7,333:7,66:7,307:7,297:6	18:9,347:8,64:8,340:7,333:7,66:7,307:7,297:6	+0x4:113,+0x3:45,+0x5:15,+0x2:13,+0x6:7,+0xe:1,+0x11:1,+0x54:1	b90063ab3adb036800830768000ec732a16220e801811c003d01bddc67f368001e9757df824c00aca7c33b833a003d0178d2aa0a0f6f8c9e46b85a0be4a070da	86d600b9e43d01af9a97986f9a80153e3a79c5cb100410d300250d003d01e8f8a5000000540000001c00400510ef5536d52d0851a81008d2e15d1bc0433d0100
13	0x11c2aa	0x11d6a2	0x13f8	1340	1340	100	0	0	a7705b16d56df46b9c5e055854a197c7aef12514fb0f4e70ff70c697dc24e376	114:54,258:50,28:46,347:46,337:45,18:44,64:42,297:41	114:54,258:50,28:46,347:46,337:45,18:44,64:42,297:41	+0x4:807,+0x3:320,+0x5:90,+0x2:80,+0x6:36,+0xe:7	1c006005107baee30ec7e01fb70809e8011201cc46c126003d012bf18eb89ac4f4d890c3737f4d3f01379a04e2e2b6003d01a7baf2811e360417b300351db4ab	f4e1a000bae80191f5041c2301f2a5aee8019e61625a48a74f273ae801e3c6d89700fec005a8ea31e801e834ab005714e2dab5e801938544cb800508e801cd88
14	0x11d6b0	0x11d91b	0x26b	164	164	63	0	0	d3f0f9ea4db528aa2277640c23d371fcc0cef6cad3f73fbff614225174203878	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	347:9,28:9,114:8,18:6,340:6,307:5,196:5,297:5	+0x4:100,+0x3:41,+0x5:10,+0x2:8,+0x6:5	c70057493a639c9900bc0958a0e801e084e5402a0e8cb202b3c3ab00e80131f518606ecf2838ba3e334cd4e801e1f00232a4c177bcdd77f728005d93e8015ad5	3ad2673ce5d62fe801d7813e3e0b6881e80151c5dd040afb52e49aca6be8013a8db4103d52090571e8013c6703aefca23a2ecee801d80ad3018f1d037217e801
15	0x11d929	0x11de59	0x530	329	329	55	0	0	21bde49b5e124db156e30422f7a44275987ccb6c37a3ed740f271b40ce72edc3	114:15,340:14,347:14,28:14,64:13,337:13,18:12,66:11	114:15,340:14,347:14,28:14,64:13,337:13,18:12,66:11	+0x4:222,+0x3:85,+0x5:7,+0x6:5,+0x2:4,+0x11:1,+0x221770:1,+0x10:1	9d007fd799002cd03a5c679900e10ae8018d9d2b763f9e97deeb5ca6a677e80177bfc1d7159e0e4bd889005532e8017c1728002fe7dc87072800459be801d167	0000003d019a1480eb790d6ffdd78fc1b30070c72d56132a501901003d015eb3ab000000660000000c01641c9e68e00395a40d3057b7c904997106d64b003d01
16	0x11de9f	0x11e3bb	0x51c	329	329	83	0	0	43ef9e87e037baf2771f6e6e811d390c1fa9dc3db8e8684e3986809a733f80da	199:15,347:15,337:14,297:13,333:12,18:12,114:12,258:11	199:15,347:15,337:14,297:13,333:12,18:12,114:12,258:11	+0x4:201,+0x3:79,+0x5:22,+0x2:15,+0x6:8,+0x11:1,+0x10:1,+0xe:1	290131d6e6179205fe6c7eac969802e8016dd1ffb5a0c33d01003a057f91a8f7848bfe4c9c05998488670668000050303d01625116a09dd618dacd8b3ad8cc45	01e8013d01ab5810e801c46271306e14600a652dc72bc17666b6d2ee54d73d01a5000000d90100003d0122f2ecaf641f59f4057ae801809b3cfac7d2c4951aea
17	0x11e574	0x11ef0e	0x99a	636	636	89	0	0	7c66c27e79f13c4f2cea924118235b81c77f9c67b30176ae4712f77fd19ba96c	18:28,337:27,340:26,28:25,189:24,64:24,347:23,258:20	18:28,337:27,340:26,28:25,189:24,64:24,347:23,258:20	+0x4:399,+0x3:157,+0x5:31,+0x2:29,+0x6:15,+0xe:4,+0x77:1	0401150fc3bfe8010e8f91b7a280786e4fb8c80ed26157003d01c52aee2bd8da6074340f6c29c108bea2f9a3caec31003d018af0f000525f385415ae8f4a0363	01e8013d01abb2e801929f101f9362680dce29e0aa54f6fcf7a7c35f513d01e9ab000000770000003d0122a802dcd6bfd71c53e801ba61f0b541d04ca8f85cbf
18	0x11ef65	0x11f4da	0x575	358	358	80	0	0	6ad492b5f692893cd98fb3be07461a537352f25109d6d5a0260eea3e842bddce	114:19,297:15,66:14,347:13,340:13,215:12,189:12,43:12	114:19,297:15,66:14,347:13,340:13,215:12,189:12,43:12	+0x4:213,+0x3:85,+0x5:26,+0x2:21,+0x6:10,+0xc:1,+0xe:1,+0x1518:1	02010fc2d675638d3a5a0d052af50de7f1630fe801003d01df5e3ae6e765fecf4006409981105f880a9c94419f003d01541f2f06df92405fce8ef8003a7b456d	0144cf3d01e801e801c2d01095f96bfe849575f3f7aeb300a8072730a63d014d62010000181500003d012283ce456b9aae1b143d9157e8015033b3007abdaeb2
19	0x1209d2	0x120af4	0x122	78	78	38	0	0	19b0e6042fda75e5e91dce1c1f4d85b7b76ff52041863c35a3f8fc3f3474e8df	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	114:6,258:5,18:5,28:4,174:4,184:4,176:4,297:3	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	4c011cd75fcce80132fe77ea680037426800b52e426a433d010008067f9f647a62299031b6a8cbead258f8090e3d01fe2a00779b7217f4e790243a3ac5bc38d4	43cd0f353ae801224727d13fb85dce9ce801dd901b4c28007575af8217e80110085e8c703d8be8012eddbe4949a62f803ae801968d90038e7b4d94ff7372e801
20	0x120b02	0x120ebe	0x3bc	243	243	68	0	0	70e70cd1801011b69d91440c05b48528edd408c26ef3efc65ed200a830a73ba9	340:11,185:10,64:10,297:9,347:9,189:9,66:9,287:9	340:11,185:10,64:10,297:9,347:9,189:9,66:9,287:9	+0x4:153,+0x3:59,+0x5:13,+0x2:10,+0x6:6,+0xe:1,+0x238:1	020146c20776685686d5d00088cf69e80173a2ab005d99a5bf854301c69ee8015d6a25f7e805f6ee4d349cb985e80147432cc3fd6e27b47d600116b8e801f45f	ecbb4b1350b5c23d017f65e1e0028deec845b300e798807b9007243d011f81fba5000000380200003d0122b3c788296800d2d5b17d0f63ffe801b68bbc4eab08
21	0x1210d6	0x121924	0x84e	553	553	89	0	0	08d0604140056b5ec27353385242f0d736d031d0991a13bdd7bd5cea65b0d689	114:25,215:23,189:22,18:21,347:21,258:20,337:20,199:19	114:25,215:23,189:22,18:21,347:21,258:20,337:20,199:19	+0x4:338,+0x3:139,+0x5:30,+0x2:26,+0x6:16,+0xe:3,+0x11:1	33013ac5b17cbf2176e801047d6b882a2793c7f9c289e801e8010f693d015f16b24c9513a8e801063fb723286b800500e8016d8768786fbfd8963a8ec2e8013f	0c027005e863d7e801e805682d3f58a50675e801ae0c892d572800e801bd8085d81ca7f00448e80103948d960629d803915e6de80128793a1867f18418a4e801
22	0x121932	0x121a7b	0x149	79	79	35	0	0	5c53c50e9a7806cf72b832549661d1c087d3958843c9880e5f740916347ff74f	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3	26:5,114:5,64:4,307:4,315:4,258:4,157:3,28:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x2f:1	40002da79900cb1b3a334a990076c4e80109570e9c8215af08aee300ecbfe80187038900bf5e38aa08018ce801e8bcac76a0f78f0ed4d772413482ece801a12f	1d136204c85f46b93d01b2bf6cdb7ae53c26e30265b300e4003cc93d0157d5eaab0000002f0000003d01223bc851013c9cb30031d0e6d0a1125f2006f6b6acde
23	0x121a8a	0x121ada	0x50	14	14	12	0	0	0c472f95b58869af859d0db9f1b7f2383f83d55331105e68313af9ac24f9dd1b	171:2,18:2,333:1,340:1,239:1,3:1,144:1,273:1	18:2,171:2,333:1,340:1,239:1,3:1,144:1,273:1	+0x4:5,+0x2:3,+0x3:2,+0x5:2,+0x6:1,+0x77:1	4d018be9b3000834b3007a6b523a230029c6a019c6003d01879b1200880862f5e834a038708720d26bc66962273d0111ab000000770000003d0122f00a4683c6	29c6a019c6003d01879b1200880862f5e834a038708720d26bc66962273d0111ab000000770000003d0122f00a4683c63e6005e801fc37c4dc9dc87a64d8d2ca
24	0x121b31	0x121c83	0x152	90	90	43	0	0	084be2c406405ec67e6e29805d76e80b992d68f815d5071aff7ffee65b52d799	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	189:6,66:5,174:5,337:5,28:4,123:4,297:3,269:3	+0x4:49,+0x3:23,+0x2:7,+0x5:7,+0x6:4	04010d0fc3bfe30be8017f24ac9175fe737f4f5b02003d013b2a3fc4d92014bafe7d13e5db01bb963a3daeee0a4c21003d01d22f91dabcee9f9d4fa33a0be221	0e020dac01fd57e801f8a44c81804f93b4c6e801e9971caaa00048e801a1ffc02816487f794bb736e80115afd17bc005263270e8019fda77dd1ee81132f5e801
25	0x121c91	0x121ec6	0x235	150	150	54	0	0	1db453675d6315e9c4d25a6ebddfbf23c531faa48dd6420dad70d40463e961f0	340:11,189:10,307:9,28:7,297:7,18:6,305:5,258:5	340:11,189:10,307:9,28:7,297:7,18:6,305:5,258:5	+0x4:95,+0x3:38,+0x5:7,+0x2:6,+0x6:4	33013a0db0ef9d3576bd74ecdbf0fbe8013a45ade9629e9cb7c3ab008e5de8019ffafc99ba9dae07c98900483be801e804188355280073900cb6e80191f0a00a	3a81fc44a0e801a427a03956ac742301e801e285371f1686d8039ada34e8012710bf04ac75af322fe801502cab0070051617d6e8014fdb3bf31835afe8011ace
26	0x121ed4	0x12201d	0x149	79	79	37	0	0	030238acb31315c7b2dff651852252aea136734d785b5ebd3ff5829641e68714	18:5,43:5,66:4,157:4,340:4,185:4,337:3,333:3	18:5,43:5,66:4,157:4,340:4,185:4,337:3,333:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x77:1	420019983a5bade3f9cff09900e059e801680746aac4ab009833ab00e80139f993b4f3a4f58900bfff8900e80104341c6f2ce7c3253a9f9ff49ee59fe80188b7	7ec629be46c57d3d01a573f17febe4f8602db3000fb0963c0825ee4e405f3d0162010000770000003d0122fbc9eba86800c88f10613856e8011a88ac02e006c9
27	0x122074	0x122196	0x122	78	78	36	0	0	019be2141240827315166ee32ad239316d63bb66b0a58ce4f67c3d7167824a49	158:6,174:5,28:4,114:4,189:4,199:4,64:4,307:4	158:6,174:5,28:4,114:4,189:4,199:4,64:4,307:4	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	4c011cd747ccdb06e8019003fe9e4947fcd879ab082498003d01b0ff8640111086a1e805c78739b8a3183014461c72003d012cf83af5a0c397768dba2093c4b3	b45c194701e80197fa5c2c08d4c0bdae3274e801ca969563ac28e6e801b6149491d34b7fa01f812ee801e0aa631a3275af32b5e80100022a022e6c9741dce801
28	0x1221a4	0x1222ed	0x149	79	79	36	0	0	f9cfb2abd8a1f502fe4bbeb6fd4ac14edc127bdc5fe7e3f1274e03be94fdcabb	258:5,168:5,157:4,305:4,215:4,347:3,297:3,307:3	258:5,168:5,157:4,305:4,215:4,347:3,297:3,307:3	+0x4:53,+0x3:18,+0x5:3,+0x2:2,+0x6:2,+0x77:1	9d0037cf99003c80a0002add8f5d93e8015ad5af616efcf8a305af415a99e80172597316db2ad30af80823f8c4e801cbf928005d86fb01880984d50ee801ea67	adb161369cebdb2f3d01c3e0083245fb25df49abf00872072eb3047c2b3d0153ab000000770000003d0122c8055aab3ad20d6637e8018e7ffe5e9229a26633ab
29	0x122344	0x122466	0x122	78	78	39	0	0	38b2a35db2fb8da13f439e6c03cf2137302aeec2f26f79fc8c2ab5fdbe99fd95	114:6,66:5,347:4,176:4,340:4,20:4,18:4,258:3	114:6,66:5,347:4,176:4,340:4,20:4,18:4,258:3	+0x4:45,+0x3:21,+0x2:5,+0x5:5,+0x6:2	5b01313c3109ff7a3a02e9e12bf0afd8f07308e801002c3d01003f9715462f1f03ab1543da6800483538663002f1a9003d01378b4c99b30098055e3a06bd9496	3aa9c0054eba8de80133ddf8d3e8141bee37e8014640f12d232800e80134fbbeba81ff3a25afd35ee801aa096c81220d54e8010d791b50b6ba9b0770e801547f
30	0x122474	0x1226e6	0x272	152	152	61	0	0	3e79fa96b9af98f5cde07d726fdec88132709d926ae577052d3358cb8bf30f56	258:11,333:9,18:5,185:5,3:5,33:4,243:4,268:4	258:11,333:9,18:5,185:5,3:5,33:4,243:4,268:4	+0x4:81,+0x3:30,+0x5:19,+0x2:13,+0x6:7,+0x11:1,+0x380:1	4000bda29900c71bab6f08092ae80174c169a923088c494c54ef72496da3e801aba63ae3f18900ea68714fda18e8017892cefb23933a5aa7bd695598e801e805	85b712003d015f9d5795524b10b41ec758017168c214bc40cdb300cbc23d01b5ab000000800300003d019a03c61c006005107bae230208beeaead8b1e80189dd
31	0x122a46	0x122c7b	0x235	142	142	59	0	0	beb255de53f5ceb64be24b7f190616ad86b6f9ade3c40b66cffd47e4028d70b0	28:8,340:7,18:6,258:6,185:5,108:4,189:4,352:4	28:8,340:7,18:6,258:6,185:5,108:4,189:4,352:4	+0x4:69,+0x3:31,+0x5:18,+0x2:16,+0x6:7,+0x20:1	2b00a47b680080015a47e8014e7d90033a8268232100a06f3d015cb23510496ec5c268005fa33ad961125df8093d01de2900d9e1bde7defb59f4a73a62820794	64a7a000ece8018577382b1614f7fbea0c16e8017b6528007546f0b1cee80110088abd01f364e801231ea00a7fecbdab001b0de801a00aee2c9e9900642ae801
32	0x122c89	0x122e3c	0x1b3	116	116	40	0	0	38f78ace51f2f4297484f6d57c3767df1420a8cb698f8134276a55f7f13d5b85	114:8,28:7,189:6,64:6,18:5,340:5,307:5,176:5	114:8,28:7,189:6,64:6,18:5,340:5,307:5,176:5	+0x4:80,+0x3:32,+0x6:2,+0x2:1,+0x5:1	c700574a3a853aece3cbfa990005dfe801f071897b9020da3b601d2a559ce801ab5f9ca9192c0d563f19fa66c0e8010002f8bda030383f5c2800e801bc88eb2a	9cff95a8f5e8018520086f7925fb38e06237e8010565e49ca05236e801a8f6565d481c0a4d1ab012e80133ca2bfe800500e801a81fe24d5d9f8497ba6f97e801
33	0x128952	0x128b72	0x220	145	145	52	0	0	f20e7ac09a092409569e18d61ed040ac237842a963e62688a013ae2f3a280e9d	185:9,340:8,64:7,347:7,66:7,258:6,307:6,161:6	185:9,340:8,64:7,347:7,66:7,258:6,307:6,161:6	+0x4:95,+0x3:37,+0x2:5,+0x5:5,+0x6:3	6201e8012b00257499001008e6dc726dd3e80184cdcc1aab004c55d30af8081360aee801a00a4b00228900e9cdcdd784ace8010641280054918fa05e85aa8e77	8e5644a43a5c68e801e4460caa7005086312e801e100e983d5422abdf3e801ecc598911dd2ede8010141260b3aeebd320171f8e801822f9900d294dabd38e801
34	0x128b80	0x128de7	0x267	163	163	59	0	0	51c7e6ca6093ad3507b8c4701c627825dd9f52bebbd3615165bf80420537339a	189:9,28:8,347:7,66:7,340:7,185:6,333:5,243:5	189:9,28:8,347:7,66:7,340:7,185:6,333:5,243:5	+0x4:101,+0x3:40,+0x5:9,+0x2:8,+0x6:5	5b0170396209b02f0c5b880902dcf0e801fbe0ab00a548c8f3991caa4d12e801609ce1752550a88578f4c9aa6be801ccc370dd453c0eab5e0edafa5ae8014f40	fceb8bff3a092ee80174bc2301b88790f809e801290fe980c013d68adae80121771cdf0bf33ae801d5ffa00afd606dab00e8015706d41b9900183f93ce71e801
35	0x128df5	0x12906f	0x27a	169	169	60	0	0	1754759a6d095dde6c3eae3c473aad94d85ada3179878f66de4c039900a2e8ec	307:9,18:8,340:8,114:7,215:7,64:6,347:6,199:5	307:9,18:8,340:8,114:7,215:7,64:6,347:6,199:5	+0x4:106,+0x3:41,+0x2:9,+0x5:9,+0x6:4	40009da7990097688ac3b799008c35e801cbe9ab00be857e024e85b42e2ae80179506dcfb0049e9351f4ffe80129f69f91c5a2be45ad8a8f1bdce801f8bc0022	cf2a55c208e8011cda81ae85c814dba37baee801fac58658762ecae8018b167eb4d0f4bda5aee801f6d53a55b40c0eab00e801857ca33c7cf47c072af8ffe801
36	0x1705a9	0x172877	0x22ce	2333	2333	98	0	0	7fee93ec5326e7c0f75eeeade2591c4aef0025ddf64e418a86a52e04c520eaf2	337:98,189:89,18:86,347:85,64:80,66:78,28:76,258:75	337:98,189:89,18:86,347:85,64:80,66:78,28:76,258:75	+0x4:1445,+0x3:567,+0x5:125,+0x2:119,+0x6:64,+0xe:13	ab00e801510138989900f7251a8621eb03e80111f8781bda2310946a3d7501a6e80129f64f91267a6dc65228348efee801e1f3a36143937bc6280045b93e9f0c	de7e9e4b3ae8013dbbd80a1f028ee601e801234c528c2ac605d0ebe801be3e45ce1ac4db74a2e801502617965bc04dea37cdcee801880a260b95caf1d33de801
37	0x172885	0x172aa1	0x21c	144	144	49	0	0	1b7bcb25673969a4ff2f404963dfc730d0996e98af5b06d371f8c29f607a7f2f	18:10,258:9,64:7,174:7,43:6,307:6,215:6,340:6	18:10,258:9,64:7,174:7,43:6,307:6,215:6,340:6	+0x4:94,+0x3:37,+0x2:5,+0x5:5,+0x6:3	0201a6bf077658013af1744509e801e9f9480dab4f6aa31173ab1976e801e4c49909657a0f906cb863ab0672c3e801e804c88a0d2800ee20aee2e80171f2e917	2aaa080c82af49e801a00aa89c0423013ff8e801860d09d45d448eca42e801df79f9fd18643a4689e801d98339018ff72ae801966173318aebca080d1b51e801
38	0x172aaf	0x172d58	0x2a9	181	181	63	0	0	04b74905268a53a941fbad7ac511e323883627c4e7196788d7cfc7c6516e4a27	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	337:9,189:8,199:8,114:8,64:6,307:6,185:6,215:6	+0x4:110,+0x3:43,+0x5:12,+0x2:11,+0x6:5	5101e8939900e3d09900755ad8d59ae80193a37b003c5a5e2b774db1859ee8011f6acc00c89087ef0b7c01e80129f1f052542bdfa43a92b7dcdade1de801a00a	d28e83bc23affde801bb3f14fc6725af8356e8014278522bfa75afba4fe80134390c09a000a2e801f97a9c7a3cead803286523e8015741f876c3f03a91d8e801
39	0x172d66	0x173043	0x2dd	194	194	65	0	0	72081a050dd036fbddeebc7cc688df0d5cfa6c8d22252743b438bec684d17e2b	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	+0x4:115,+0x3:45,+0x5:14,+0x2:13,+0x6:7	0c014a1c866c006f99001229c4e801eabeaf0b7f7a79075e59f83d850380e801890076d8098db4f00aca86e80161f8ca00fd92172716d6d000a86785e80124e9	fbdd700572d02ee801880a45446e67f6049ee8010cd3102cd328005b96e8015ce98900c005ce9c6de8011fe218e0baa5aee8018632b32470e7f51a0ee801ec6a
40	0x173051	0x1732b3	0x262	162	162	57	0	0	fcb80dcc61f08f646fc78f64ec858182d0d294ef144b64410e12d19e1b3f1b91	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	64:8,66:8,347:7,199:6,258:6,28:6,18:5,340:5	+0x4:101,+0x3:40,+0x2:8,+0x5:8,+0x6:5	c4004f6efcf8b90c9d41149bbba78ee801ace3ab007666ebd4d3e2b69e6de80157048900897dae20b4ec9ee51de801288016d6d80adcb1017b82d59ee8011391	4701cf908c3233e8015f187200488d50e801030b08899794eceefe6f97e8011245adeb22a45ae8015ad88c4cab00d74dece8015ea19c0020830ae51407a2e801
