row_type	section	start	stop	bytes	covered_bytes	uncovered_bytes	coverage_x100	range_count	merged_range_count	source	detail
range	.text	0x61698	0x61792	250	250	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch22.c
range	.text	0x61792	0x6190c	378	378	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x61792	0x6190c	378	378	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch08.c
range	.text	0x6190c	0x619f1	229	229	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch26.c
range	.text	0x6190c	0x619f1	229	229	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch26.c
range	.text	0x619f2	0x61bbd	459	459	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch02.c
range	.text	0x619f2	0x61bbd	459	459	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch02.c
range	.text	0x61c46	0x61d14	206	206	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch31.c
range	.text	0x61c46	0x61d14	206	206	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch31.c
range	.text	0x61d90	0x61f0e	382	382	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch07.c
range	.text	0x61d90	0x61f0e	382	382	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch07.c
range	.text	0x61f32	0x61fa9	119	119	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch59.c
range	.text	0x61f32	0x61fa9	119	119	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch59.c
range	.text	0x61fb0	0x620ab	251	251	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch22.c
range	.text	0x61fb0	0x620ab	251	251	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch22.c
range	.text	0x62114	0x621c1	173	173	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch40.c
range	.text	0x62114	0x621c1	173	173	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch40.c
range	.text	0x621c2	0x622e7	293	293	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch17.c
range	.text	0x621c2	0x622e7	293	293	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch17.c
range	.text	0x62350	0x62456	262	262	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch20.c
range	.text	0x62350	0x62456	262	262	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch20.c
range	.text	0x62460	0x6255a	250	250	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch22.c
range	.text	0x62460	0x6255a	250	250	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch22.c
range	.text	0x62ad8	0x62b92	186	186	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch36.c
range	.text	0x62ad8	0x62b92	186	186	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch36.c
range	.text	0x6307c	0x6311a	158	158	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch44.c
range	.text	0x6307c	0x6311a	158	158	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch44.c
range	.text	0x631a2	0x63286	228	228	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch26.c
range	.text	0x631a2	0x63286	228	228	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch26.c
range	.text	0x632e0	0x633cb	235	235	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch25.c
range	.text	0x632e0	0x633cb	235	235	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch25.c
range	.text	0x633cc	0x63514	328	328	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch13.c
range	.text	0x633cc	0x63514	328	328	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch13.c
range	.text	0x65c24	0x65cc2	158	158	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch44.c
range	.text	0x65c24	0x65cc2	158	158	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch44.c
range	.text	0x66ea2	0x67060	446	446	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch03.c
range	.text	0x66ea2	0x67060	446	446	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch03.c
range	.text	0x67060	0x671bf	351	351	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch11.c
range	.text	0x67060	0x671bf	351	351	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch11.c
range	.text	0x673c2	0x67438	118	118	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch61.c
range	.text	0x673c2	0x67438	118	118	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch61.c
range	.text	0x6747c	0x67622	422	422	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch05.c
range	.text	0x6747c	0x67622	422	422	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch05.c
range	.text	0x67668	0x676f2	138	138	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch51.c
range	.text	0x67668	0x676f2	138	138	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch51.c
range	.text	0x67d18	0x67df5	221	221	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch28.c
range	.text	0x67d18	0x67df5	221	221	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch28.c
range	.text	0x67df6	0x67ede	232	232	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch26.c
range	.text	0x67df6	0x67ede	232	232	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch26.c
range	.text	0x67ede	0x68067	393	393	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch06.c
range	.text	0x67ede	0x68067	393	393	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch06.c
range	.text	0x6837a	0x684e8	366	366	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch09.c
range	.text	0x6837a	0x684e8	366	366	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch09.c
range	.text	0x686a0	0x6872b	139	139	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch50.c
range	.text	0x686a0	0x6872b	139	139	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch50.c
range	.text	0x687c4	0x688b1	237	237	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch25.c
range	.text	0x687c4	0x688b1	237	237	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch25.c
range	.text	0x688b2	0x6897e	204	204	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch31.c
range	.text	0x688b2	0x6897e	204	204	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch31.c
range	.text	0x6897e	0x68a54	214	214	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch29.c
range	.text	0x6897e	0x68a54	214	214	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch29.c
range	.text	0x68b30	0x68ba4	116	116	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch62.c
range	.text	0x68b30	0x68ba4	116	116	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch62.c
range	.text	0x68c64	0x68d19	181	181	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch37.c
range	.text	0x68c64	0x68d19	181	181	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch37.c
range	.text	0x68d1a	0x68e1a	256	256	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch22.c
range	.text	0x68d1a	0x68e1a	256	256	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch22.c
range	.text	0x68e3e	0x68eb4	118	118	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch61.c
range	.text	0x68e3e	0x68eb4	118	118	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch61.c
range	.text	0x68ee4	0x68f97	179	179	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch38.c
range	.text	0x68ee4	0x68f97	179	179	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch38.c
range	.text	0x68fb0	0x6902d	125	125	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch57.c
range	.text	0x68fb0	0x6902d	125	125	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch57.c
range	.text	0x69044	0x690dc	152	152	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch46.c
range	.text	0x69044	0x690dc	152	152	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch46.c
range	.text	0x69166	0x691d8	114	114	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch64.c
range	.text	0x69166	0x691d8	114	114	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch64.c
range	.text	0x69256	0x692e5	143	143	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch49.c
range	.text	0x69256	0x692e5	143	143	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch49.c
range	.text	0x692e6	0x69419	307	307	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch15.c
range	.text	0x692e6	0x69419	307	307	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch15.c
range	.text	0x696e0	0x69801	289	289	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch17.c
range	.text	0x696e0	0x69801	289	289	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch17.c
range	.text	0x69802	0x699a6	420	420	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch05.c
range	.text	0x69802	0x699a6	420	420	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch05.c
range	.text	0x699a6	0x69a4e	168	168	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch41.c
range	.text	0x699a6	0x69a4e	168	168	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch41.c
range	.text	0x69abc	0x69c7b	447	447	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch03.c
range	.text	0x69abc	0x69c7b	447	447	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch03.c
range	.text	0x6a3ea	0x6a511	295	295	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch16.c
range	.text	0x6a3ea	0x6a511	295	295	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch16.c
range	.text	0x6a512	0x6a643	305	305	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch15.c
range	.text	0x6a512	0x6a643	305	305	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch15.c
range	.text	0x6a8a4	0x6a971	205	205	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch31.c
range	.text	0x6a8a4	0x6a971	205	205	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch31.c
range	.text	0x6a974	0x6aa33	191	191	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch32.c
range	.text	0x6a974	0x6aa3b	199	199	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch32.c
range	.text	0x6aba4	0x6ac17	115	115	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch63.c
range	.text	0x6aba4	0x6ac17	115	115	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch63.c
range	.text	0x6ac18	0x6ac9b	131	131	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch54.c
range	.text	0x6ac18	0x6ac9b	131	131	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch54.c
range	.text	0x6ac9c	0x6ad17	123	123	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch58.c
range	.text	0x6ac9c	0x6ad17	123	123	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch58.c
range	.text	0x6ad18	0x6ae2b	275	275	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch19.c
range	.text	0x6ad18	0x6ae2b	275	275	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch19.c
range	.text	0x6b28c	0x6b33b	175	175	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch39.c
range	.text	0x6b28c	0x6b33b	175	175	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch39.c
range	.text	0x6b33c	0x6b3eb	175	175	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch39.c
range	.text	0x6b33c	0x6b3eb	175	175	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch39.c
range	.text	0x6b492	0x6b56e	220	220	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch29.c
range	.text	0x6b492	0x6b56e	220	220	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch29.c
range	.text	0x6b56e	0x6b6a5	311	311	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch15.c
range	.text	0x6b56e	0x6b6a5	311	311	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch15.c
range	.text	0x6b6e6	0x6b79f	185	185	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch36.c
range	.text	0x6b6e6	0x6b79f	185	185	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch36.c
range	.text	0x6bb54	0x6bc90	316	316	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch14.c
range	.text	0x6bb54	0x6bc90	316	316	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch14.c
range	.text	0x6bd8a	0x6bf2a	416	416	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch05.c
range	.text	0x6bd8a	0x6bf2a	416	416	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch05.c
range	.text	0x6bf2a	0x6bfdb	177	177	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch39.c
range	.text	0x6bf2a	0x6bfdb	177	177	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch39.c
range	.text	0x6c010	0x6c044	52	52	0	10000	1	1	retdec_address_range	vm_native_ret_patch_source278_retdec.c
range	.text	0x6c010	0x6c044	52	52	0	10000	1	1	retdec_header_range	vm_native_ret_patch_source278_retdec.c
range	.text	0x6c010	0x6c090	128	128	0	10000	1	1	retpatch_disasm_window	entry=278;vm_ip=0x12906f;target=0x6c010
range	.text	0x70f00	0x70f76	118	118	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch61.c
range	.text	0x70f00	0x70f76	118	118	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch61.c
range	.text	0x713da	0x7151e	324	324	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch13.c
range	.text	0x713da	0x7151e	324	324	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch13.c
range	.text	0x715a1	0x716c8	295	295	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch17.c
range	.text	0x715a1	0x716c8	295	295	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch17.c
range	.text	0x71754	0x717ca	118	118	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch61.c
range	.text	0x71754	0x717ca	118	118	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch61.c
range	.text	0x718ad	0x7192a	125	125	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch57.c
range	.text	0x718ad	0x7192a	125	125	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch57.c
range	.text	0x7192a	0x71a15	235	235	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch25.c
range	.text	0x7192a	0x71a15	235	235	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch25.c
range	.text	0x71a15	0x71b9e	393	393	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch07.c
range	.text	0x71a15	0x71b9e	393	393	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch07.c
range	.text	0x71b9e	0x71c5f	193	193	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch34.c
range	.text	0x71b9e	0x71c5f	193	193	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch34.c
range	.text	0x71c60	0x71ced	141	141	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch50.c
range	.text	0x71c60	0x71ced	141	141	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch50.c
range	.text	0x71d34	0x71d49	21	21	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x71d34	0x71eaa	374	374	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch08.c
range	.text	0x71d49	0x71da5	92	92	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x71da6	0x71dad	7	7	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x71dae	0x71e69	187	187	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x71e6a	0x71e86	28	28	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch08.c
range	.text	0x72178	0x7227e	262	262	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch20.c
range	.text	0x72178	0x7227e	262	262	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch20.c
range	.text	0x72496	0x72587	241	241	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch24.c
range	.text	0x72496	0x72587	241	241	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch24.c
range	.text	0x72588	0x7259e	22	22	0	10000	1	1	retdec_address_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x72588	0x7259e	22	22	0	10000	1	1	retdec_header_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x7260a	0x7261c	18	18	0	10000	1	1	retdec_address_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x7260a	0x7261c	18	18	0	10000	1	1	retdec_header_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x7261c	0x7269d	129	129	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch54.c
range	.text	0x7261c	0x7269d	129	129	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch54.c
range	.text	0x72832	0x72931	255	255	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch22.c
range	.text	0x72832	0x72931	255	255	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch22.c
range	.text	0x72b18	0x72b9f	135	135	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch52.c
range	.text	0x72b18	0x72b9f	135	135	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch52.c
range	.text	0x72bbc	0x72c20	100	100	0	10000	1	1	retdec_address_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x72bbc	0x72c20	100	100	0	10000	1	1	retdec_header_range	vm_native_ret_patch_followup_retdec.c
range	.text	0x748d8	0x74919	65	65	0	10000	1	1	retdec_address_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x748d8	0x74919	65	65	0	10000	1	1	retdec_header_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x748d8	0x74958	128	128	0	10000	1	1	retpatch_disasm_window	entry=195;vm_ip=0x333bc9;target=0x748d8
range	.text	0x74b3d	0x74b7e	65	65	0	10000	1	1	retdec_address_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x74b3d	0x74b7e	65	65	0	10000	1	1	retdec_header_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x74b3d	0x74bbd	128	128	0	10000	1	1	retpatch_disasm_window	entry=299;vm_ip=0x33710f;target=0x74b3d
range	.text	0x74f88	0x74fc3	59	59	0	10000	1	1	retdec_address_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x74f88	0x74fc3	59	59	0	10000	1	1	retdec_header_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x74f88	0x75008	128	128	0	10000	1	1	retpatch_disasm_window	entry=195;vm_ip=0x33d2d9;target=0x74f88
range	.text	0x752b0	0x75411	353	353	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch10.c
range	.text	0x752b0	0x75411	353	353	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch10.c
range	.text	0x76e68	0x76ede	118	118	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch61.c
range	.text	0x76e68	0x76ede	118	118	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch61.c
range	.text	0x772f8	0x773af	183	183	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch37.c
range	.text	0x772f8	0x773af	183	183	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch37.c
range	.text	0x7742a	0x77502	216	216	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch29.c
range	.text	0x7742a	0x77502	216	216	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch29.c
range	.text	0x779bd	0x779fb	62	62	0	10000	1	1	retdec_address_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x779bd	0x779fb	62	62	0	10000	1	1	retdec_header_range	vm_native_ret_patch_epilogues_retdec.c
range	.text	0x779bd	0x77a3d	128	128	0	10000	1	1	retpatch_disasm_window	entry=195;vm_ip=0x3655e4;target=0x779bd
range	.text	0x7826e	0x7834c	222	222	0	10000	1	1	retdec_address_range	vm_native_gap_retdec_batch28.c
range	.text	0x7826e	0x7834c	222	222	0	10000	1	1	retdec_header_range	vm_native_gap_retdec_batch28.c
range	.text	0x78561	0x78835	724	724	0	10000	1	1	handler_retdec_function	entry=0;class=static_validated;sidecar=vm_validated_handlers_retdec_batch01.c
range	.text	0x78561	0x78835	724	724	0	10000	1	1	retdec_address_range	vm_validated_handlers_retdec_batch01.c
range	.text	0x78561	0x78843	738	738	0	10000	1	1	handler_retdec_selected	entry=0;class=static_validated;sidecar=vm_validated_handlers_retdec_batch01.c
range	.text	0x78561	0x78843	738	738	0	10000	1	1	retdec_header_range	vm_validated_handlers_retdec_batch01.c
range	.text	0x78835	0x788e2	173	173	0	10000	1	1	handler_retdec_function	entry=1;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78835	0x788e2	173	173	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78835	0x78c84	1103	1103	0	10000	1	1	handler_retdec_selected	entry=1;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78835	0x78c84	1103	1103	0	10000	1	1	retdec_header_range	vm_unobserved_handlers_retdec_batch05.c
range	.text	0x788e2	0x78c77	917	917	0	10000	1	1	handler_retdec_function	entry=1;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch05.c
range	.text	0x788e2	0x78c77	917	917	0	10000	1	1	handler_retdec_function	entry=2;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x788e2	0x78c77	917	917	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x788e2	0x78c77	917	917	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch05.c
range	.text	0x788e2	0x78c84	930	930	0	10000	1	1	handler_retdec_selected	entry=2;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x788e2	0x78c84	930	930	0	10000	1	1	retdec_header_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x78c77	0x792f8	1665	1665	0	10000	1	1	handler_retdec_function	entry=3;class=static_validated;sidecar=vm_validated_handlers_retdec_batch06.c
range	.text	0x78c77	0x792f8	1665	1665	0	10000	1	1	retdec_address_range	vm_validated_handlers_retdec_batch06.c
range	.text	0x78c77	0x79305	1678	1678	0	10000	1	1	handler_retdec_selected	entry=3;class=static_validated;sidecar=vm_validated_handlers_retdec_batch06.c
range	.text	0x78c77	0x79305	1678	1678	0	10000	1	1	retdec_header_range	vm_validated_handlers_retdec_batch06.c
range	.text	0x78c79	0x78c7b	2	2	0	10000	1	1	handler_retdec_function	entry=1;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78c79	0x78c7b	2	2	0	10000	1	1	handler_retdec_function	entry=2;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x78c79	0x78c7b	2	2	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x78c79	0x78c7b	2	2	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78c7f	0x78c80	1	1	0	10000	1	1	handler_retdec_function	entry=1;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch05.c
range	.text	0x78c7f	0x78c80	1	1	0	10000	1	1	handler_retdec_function	entry=2;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x78c7f	0x78c80	1	1	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x78c7f	0x78c80	1	1	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch05.c
range	.text	0x792f8	0x79675	893	893	0	10000	1	1	handler_retdec_function	entry=4;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch03.c
range	.text	0x792f8	0x79675	893	893	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch03.c
range	.text	0x792f8	0x79682	906	906	0	10000	1	1	handler_retdec_selected	entry=4;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch03.c
range	.text	0x792f8	0x79682	906	906	0	10000	1	1	retdec_header_range	vm_unobserved_handlers_retdec_batch03.c
range	.text	0x79675	0x7971e	169	169	0	10000	1	1	handler_retdec_function	entry=5;class=target_only;sidecar=vm_target_only_handlers_retdec.c
range	.text	0x79675	0x7971e	169	169	0	10000	1	1	retdec_address_range	vm_target_only_handlers_retdec.c
range	.text	0x79675	0x799d4	863	863	0	10000	1	1	handler_retdec_selected	entry=5;class=target_only;sidecar=vm_target_only_handlers_retdec.c
range	.text	0x79675	0x799d4	863	863	0	10000	1	1	retdec_header_range	vm_target_only_handlers_retdec.c
range	.text	0x79677	0x7967a	3	3	0	10000	1	1	handler_retdec_function	entry=4;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch03.c
range	.text	0x79677	0x7967a	3	3	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch03.c
range	.text	0x7971e	0x799c7	681	681	0	10000	1	1	handler_retdec_function	entry=5;class=target_only;sidecar=vm_target_only_handlers_retdec.c
range	.text	0x7971e	0x799c7	681	681	0	10000	1	1	handler_retdec_function	entry=6;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch02.c
range	.text	0x7971e	0x799c7	681	681	0	10000	1	1	retdec_address_range	vm_target_only_handlers_retdec.c
range	.text	0x7971e	0x799c7	681	681	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch02.c
range	.text	0x7971e	0x799d4	694	694	0	10000	1	1	handler_retdec_selected	entry=6;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch02.c
range	.text	0x7971e	0x799d4	694	694	0	10000	1	1	retdec_header_range	vm_unobserved_handlers_retdec_batch02.c
range	.text	0x799c7	0x79a3d	118	118	0	10000	1	1	handler_retdec_function	entry=7;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x799c7	0x79a3d	118	118	0	10000	1	1	retdec_address_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x799c7	0x79db1	1002	1002	0	10000	1	1	handler_retdec_selected	entry=7;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x799c7	0x79db1	1002	1002	0	10000	1	1	retdec_header_range	vm_unobserved_handlers_retdec_batch04.c
range	.text	0x79a3d	0x79da3	870	870	0	10000	1	1	handler_retdec_function	entry=7;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch04.c
range	.text	0x79a3d	0x79da3	870	870	0	10000	1	1	handler_retdec_function	entry=8;class=unobserved_static;sidecar=vm_unobserved_handlers_retdec_batch03.c
