program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
032	0x249468	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	188	
032	0x249739	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	145	
032	0x249964	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x249ba7	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x249dea	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x24a02d	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	162	
032	0x24a2a0	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x24a4e3	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	261	
032	0x24a8d3	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	175	
032	0x24ab78	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	175	
032	0x24ae1d	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x24b060	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	218	
032	0x24b3a9	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	175	
032	0x24b64e	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	150	
032	0x24b891	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	193	
032	0x24bb77	ready_for_mba_reduction	all required static/runtime fields are present	36	10	10	10	yes	yes	116	
