program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
024	0x179f43	needs_stateful_capture	0xc240d	354	332	4c01	0x177c82	0x179f43	0xb84a4	308	0x177c82,0x179f43	0xb84a4,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x177c82,0x179f43 EAC_VMTAIL_FOCUS_SITES=0xb84a4,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x179f43 with vm_state/vm_flags/vm_byte populated
024	0x17a05d	needs_stateful_capture	0x9a46b	165	307	3301	0x17a04f	0x17a05d	adjacent_unhooked_span	278	0x17a04f,0x17a05d	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x17a04f,0x17a05d EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x17a05d with vm_state/vm_flags/vm_byte populated
024	0x17a26d	needs_stateful_capture	0xc240d	354	18	1200	0x17a25f	0x17a26d	adjacent_unhooked_span	264	0x17a25f,0x17a26d	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x17a25f,0x17a26d EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x17a26d with vm_state/vm_flags/vm_byte populated
