program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
046	0x33170b	ready_for_mba_reduction	273	143	exact_instruction	0x33192d	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x62 0x1 0xe8 0x1 0xbd 0x0	0x162	0xe801	0x1e8	0xbd	0xe8eb0d40	0x515e4dc9		354	17	4	concrete_successor_edge	
046	0x33192d	ready_for_mba_reduction	274	7	long_branch_forward	0x331975	171	decoded_control	+0x30	next = table[171], ip += 0x30	0xc4 0x0 0x2f 0x6e 0x9c 0xf5	0xc4	0x2f00	0x6e2f	0xf59c	0x224501a0	0xcc55eaf8		196	306	72	concrete_successor_edge	
046	0x33195b	ready_for_mba_reduction	275	6	long_branch_backedge	0x33192d	171	decoded_control	-0x40	next = table[171], ip -= 0x40	0x48 0x89 0x79 0x0 0x97 0x98	0x8948	0x7989	0x79	0x9897	0xebbe3855	0x9e0b95b6		203	289	68	concrete_successor_edge	
046	0x331975	ready_for_mba_reduction	276	134	exact_instruction	0x331b79	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x5b 0x1 0x81 0x3c 0x31 0x9	0x15b	0x8101	0x3c81	0x931	0xe5059226	0x9e0b95b6		347	17	4	concrete_successor_edge	
046	0x331b79	ready_for_mba_reduction	277	69	exact_instruction	0x331c7a	78	covered_synthetic_fallthrough	+0x4	next = 78@0x883c0:5, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x5b 0x1 0xc9 0x32 0x31 0x9	0x15b	0xc901	0x32c9	0x931	0x87050228	0xbfe87e62		347	85	20	concrete_successor_edge	
046	0x331c8b	ready_for_mba_reduction	278	130	long_branch_forward	0x332105	354	decoded_control	+0x288	next = table[354], ip += 0x288	0x12 0x0 0x0 0x2 0x3a 0xda	0x12	0x0	0x200	0xda3a	0x3ffdb24f	0x16833a00		18	85	20	concrete_successor_edge	
046	0x331e8e	ready_for_mba_reduction	279	163	long_branch_backedge	0x331b79	354	decoded_control	-0x584	next = table[354], ip -= 0x584	0x74 0xe 0x3a 0x70 0x7f 0xd8	0xe74	0x3a0e	0x703a	0xd87f	0x99816d59	0x8082248		300	68	16	concrete_successor_edge	
046	0x332105	ready_for_mba_reduction	280	229	exact_instruction	0x332469	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xfe 0x0 0xe8 0x1 0x42 0x47	0xfe	0xe800	0x1e8	0x4742	0x87db5d34	0x61be58a4		254	17	4	concrete_successor_edge	
046	0x332477	ready_for_mba_reduction	281	150	exact_instruction	0x3326a9	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x54 0x1 0xc4 0x13 0x99 0x0	0x154	0xc401	0x13c4	0x99	0xd6a77f34	0x6c865134		340	17	4	concrete_successor_edge	
046	0x3326b7	ready_for_mba_reduction	282	168	exact_instruction	0x33292f	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x33 0x1 0x3a 0xf5 0xae 0x99	0x133	0x3a01	0xf53a	0x99ae	0x69a34a52	0x37d04120		307	17	4	concrete_successor_edge	
