source_entry	source_target	opcode_name	problem_kind	status	readability_status	operation_family_mix	unresolved_mix	dispatch_slot_kind	state_kind	delta	shape	word_shape	operand_layout	word_layout	programs	program_count	observation_rows	target_entries	target_entry_count	trace_rows	trace_files	dynamic_start_vm_ip_count	exact_string_refs	side_effect_categories	formula_variables	formula_constants	required_inputs	operator_summary	state_formula	dispatch_formula	next_step
240	0xa9cf7	vmop_240_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2	algebraic_state_or_slot_formula:2	slot_mba_stateful	state_add_const	+0x5	ECCEE	EE	b0=enum2(0x99:5,0xb9:2);b1=0x3d;b2=0x01;b3=enum2(0x62:5,0x87:2);b4=enum2(0x9f:5,0x27:2)	w0=enum2(0x3d99:5,0x3db9:2);w1=enum2(0x6201:5,0x8701:2)	046;056	2	2	108;173	2	14	vm_instruction_trace.tsv:7;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:7	2	0		state0;u16_3	0xffff;0x7bec2197	pre_state;raw_vm_bytes:u16_3	mask32:2;&:1;-:5	state0 - u16_3 - state0 - 0x7bec2197	5=(mask32((mask32(u16_3 - state0)) - 0x7bec2197)) & 0xffff	simplify_to_c_expression_or_table
241	0xa9ffa	vmop_241_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2	algebraic_state_or_slot_formula:2	slot_mba_stateful	state_add_const	+0xd	EEECCCCCCCCEE	EECCCE	b0=enum2(0x1e:1,0xc6:1);b1=enum2(0x1e:1,0xf1:1);b2=enum2(0x02:1,0x05:1);b3=0x00;b4=0x80;b5=0x00;b6=0x3d;b7=0x01;b8=0x22;b9=0xe8;b10=0x01;b11=enum2(0x0a:1,0xb6:1);...+1	w0=enum2(0x1e1e:1,0xf1c6:1);w1=enum2(0x0002:1,0x0005:1);w2=0x0080;w3=0x013d;w4=0xe822;w5=enum2(0x0a01:1,0xb601:1)	002;031	2	2	66;333	2	4	vm_instruction_trace.tsv:2;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2	2	0		state0;u16_11	0xffff	pre_state;raw_vm_bytes:u16_11	mask32:1;&:1;+:2;-:1	state0 - u16_11 + state0	1=(mask32(u16_11 + state0)) & 0xffff	simplify_to_c_expression_or_table
242	0xaa87d	vmop_242_plus0x5_state_formula_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:17	algebraic_state_or_slot_formula;state_formula_not_named:17	slot_mba_stateful	state_formula	+0x5	CCVVV	CV	b0=0x3d;b1=0x01;b2=var15(top=0xb3:50.8%);b3=var17(top=0xef:50.8%);b4=var16(top=0x3b:50.8%)	w0=0x013d;w1=var17(top=0xefb3:50.8%)	001;005;014;015;033;038;041;044;053;056;057;059;063;064	14	17	75;114;145;199;210;246;316;334	8	362	vm_instruction_trace.tsv:181;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:181	17	0		state0;u16_3	0xffff;0x5c05e9b5	pre_state;raw_vm_bytes:u16_3	mask32:2;&:1;|:1;^:2;-:2	state0 | u16_3 - state0 ^ 0x5c05e9b5	43=(mask32((mask32(u16_3 - state0)) ^ 0x5c05e9b5)) & 0xffff	simplify_to_c_expression_or_table
243	0xaab6a	vmop_243_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:761	algebraic_state_or_slot_formula:761	slot_multi_path	state_add_const	+0x4	VVCC	VC	b0=var61(top=0x45:8.6%);b1=var69(top=0x9e:13.6%);b2=0xe8;b3=0x01	w0=var457(top=0x915d:2.9%);w1=0x01e8	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+33	57	761	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1	25	18932	vm_instruction_trace.tsv:9466;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9466	761	0		flags0;state0;u16_0	0x57d;0xbdd98a5;0x289ce9b6;0x398f70f4;0x47b31677;0x4ec4a2f1;0x57df388c;0x5f60d018	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:23;&:12;|:24;^:11;+:16;-:5	state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 + u16_0 - state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 ^ 0xbdd98a5	66=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) ^ 0x57df388c)) & (mask32((mask32((mask32(flags0 | (ma...#4a5a594e1e3d | 62=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)))) ^ 0x57d...#5a0d0f2ac985	simplify_to_c_expression_or_table
245	0xab141	vmop_245_plus0x5_state_affine_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:18	algebraic_state_or_slot_formula:18	slot_mba_stateful	state_affine	+0x5	VVCCV	VC	b0=var17(top=0xcb:34.7%);b1=var18(top=0x13:34.7%);b2=0x3d;b3=0x01;b4=var16(top=0xdf:45.3%)	w0=var18(top=0x13cb:34.7%);w1=0x013d	010;012;013;015;017;022;025;026;028;037;039;043;053;063	14	18	43;75;145;210;316;334	6	150	vm_instruction_trace.tsv:75;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:75	18	0		state0;u16_0	0xffff;0x3a835417	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:3;+:2	state0 ^ u16_0 + state0 ^ 0x3a835417	12=(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff	simplify_to_c_expression_or_table
246	0xab427	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:13	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:13	slot_unknown	sampled_long_or_sparse	+0x78	sampled				000;022;043;052;053;055;056;059;063;064	10	13	165;171;354	3	141	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:102;vm_instruction_trace.tsv:39	19	1	host_environment_inventory	state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
248	0xac110	vmop_248_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:7	algebraic_state_or_slot_formula:7	slot_mba_stateful	state_add_const	+0x4	EEEE	EE	b0=enum7(0x8a:9,0x60:4,0xa7:2,0x8c:2,0x3b:1,0xcd:1);b1=enum7(0xf8:9,0x74:4,0xb6:2,0xea:2,0xe6:1,0x7d:1);b2=enum6(0x7b:9,0x2b:4,0x83:4,0x8b:1,0xa3:1,0xfb:1);b3=enum5(0x0e:9,0x03:6,0x02:2,0x05:2,0x0c:1)	w0=enum7(0xf88a:9,0x7460:4,0xb6a7:2,0xea8c:2,0xe63b:1,0x7dcd:1);w1=enum7(0x0e7b:9,0x032b:4,0x0383:2,0x0283:2,0x058b:1,0x0ca3:1)	032;053;055;059;061	5	7	114;124;157;168;189;258;345	7	40	vm_instruction_trace.tsv:20;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:20	7	0		flags0;state0;u16_2	0xffff;0x17fe21ad;0x35ad1d25;0x4160066b;0x46157a61;0x496039c5;0x5188b16e;0x6764746a	pre_state;pre_flags;raw_vm_bytes:u16_2	mask32:1;&:2;|:1;^:6;+:1;-:3	state0 ^ flags0 - state0 | 0x5188b16e & 0x6764746a - state0 ^ 0x46157a61 + 0x17fe21ad ^ 0x35ad1d25 - 0x496039c5 ^ u16_2 ^ 0x4160066b	15=(mask32(u16_2 ^ 0x4160066b)) & 0xffff	simplify_to_c_expression_or_table
250	0xac802	vmop_250_plus0x3_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:6	algebraic_state_or_slot_formula:6	slot_multi_path	state_add_const	+0x3	CEE	E	b0=0x62;b1=enum6(0xd8:64,0x9e:4,0x99:3,0xf9:2,0x12:1,0x28:1);b2=enum6(0xc4:64,0x09:4,0x77:3,0x01:2,0x52:1,0x14:1)	w0=enum6(0xd862:64,0x9e62:4,0x9962:3,0xf962:2,0x1262:1,0x2862:1)	030;033;042;049;055;063	6	6	43;157;196	3	150	vm_instruction_trace.tsv:75;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:75	6	0		flags0;state0;u16_1	0xffff;0xb911f97;0x3d28c7fc;0x71ad6fc6;0x75c2d7ad	pre_state;pre_flags;raw_vm_bytes:u16_1	mask32:8;&:1;|:4;^:6;+:8;-:5	state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 | u16_1 - state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 + 0x71ad6fc6	72=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) + flags0)) ^ (mask32(flags0 | 0x75c2d7ad)))) + 0x3d28c7fc)) - 0xb911f97)))) + 0x71ad6fc6)) & 0xffff	simplify_to_c_expression_or_table
251	0xacbc5	vmop_251_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2	algebraic_state_or_slot_formula:2	slot_mba_stateful	state_add_const	+0x5	CCEEE	CE	b0=0x3d;b1=0x01;b2=enum2(0x83:22,0x1f:17);b3=enum2(0x39:22,0xef:17);b4=enum2(0x06:22,0xa5:17)	w0=0x013d;w1=enum2(0x3983:22,0xef1f:17)	055;063	2	2	108;198	2	78	vm_instruction_trace.tsv:39;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:39	2	0		state0;u16_3	0xffff;0x7cf1b821	pre_state;raw_vm_bytes:u16_3	mask32:2;&:2;^:2;-:2	state0 & u16_3 - state0 ^ 0x7cf1b821	17=(mask32((mask32(u16_3 - state0)) ^ 0x7cf1b821)) & 0xffff	simplify_to_c_expression_or_table
253	0xacfb1	vmop_253_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:332	algebraic_state_or_slot_formula:332	slot_mba_stateful	state_add_const	+0x6	VVVVVV	VVV	b0=var26(top=0x86:22.2%);b1=var11(top=0xc2:20.1%);b2=var177(top=0x34:17.8%);b3=var157(top=0xa1:13.2%);b4=var160(top=0x04:13.3%);b5=var155(top=0x08:13.9%)	w0=var48(top=0xc146:13.6%);w1=var326(top=0xa134:13.1%);w2=var288(top=0x0804:13.0%)	000;002;004;007;009;010;012;013;014;015;018;019;021;022;023;025;026;027;028;029;032;034;035;037;...+20	44	332	3;17;18;28;37;43;49;52;64;66;70;79;83;90;92;105;114;157;168;172;185;189;190;192;...+24	48	3968	vm_instruction_trace.tsv:1984;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1984	332	0		flags0;state0;u16_0;u32_2	0xffff;0x2b96d1d1;0x2d46e2e3;0x62c3b0dd;0x6d2270cb;0x764111b0;0x7c5d4802	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	mask32:1;&:2;|:3;^:2;+:5	state0 | 0x764111b0 + 0x6d2270cb + u32_2 ^ flags0 + flags0 | 0x62c3b0dd | 0x2b96d1d1 & 0x2d46e2e3 ^ u16_0 + 0x7c5d4802	128=(mask32(u16_0 + 0x7c5d4802)) & 0xffff	simplify_to_c_expression_or_table
254	0xad32c	vmop_254_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:242	algebraic_state_or_slot_formula:242	slot_mba_stateful	state_add_const	+0x4	VVVV	VV	b0=var150(top=0x74:15.5%);b1=var153(top=0x9c:13.1%);b2=var24(top=0x42:14.4%);b3=var12(top=0x47:31.7%)	w0=var236(top=0x9c74:12.9%);w1=var44(top=0x4742:14.2%)	000;001;002;004;007;009;010;011;012;014;015;016;019;020;021;022;024;025;026;027;028;029;030;032;...+24	48	242	3;13;17;28;43;48;49;64;66;79;83;90;91;92;105;114;125;157;168;172;180;183;185;189;...+20	44	3976	vm_instruction_trace.tsv:1988;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1988	242	0		flags0;state0;u16_0;u16_2	0xffff;0x5635509;0x15874263;0x228a41a2;0x35a18ac8;0x3e80b852;0x5bf4e999;0x5feb6979;0x617339d9	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:1;&:3;|:6;^:2;+:2;-:4	state0 + flags0 - u16_0 ^ state0 + flags0 | flags0 | 0x617339d9 | 0x5635509 | 0x15874263 ^ 0x5bf4e999 & flags0 - 0x35a18ac8 | 0x5feb6979 & 0x3e80b852 | u16_2 - 0x228a41a2	128=(mask32(u16_2 - 0x228a41a2)) & 0xffff	simplify_to_c_expression_or_table
256	0xad849	vmop_256_plus0x2_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:507	algebraic_state_or_slot_formula:507	slot_multi_path	state_add_const	+0x2	VV	V	b0=var155(top=0x3d:6.6%);b1=var156(top=0x27:6.6%)	w0=var487(top=0x273d:6.6%)	000;001;002;004;006;007;008;009;010;011;012;013;015;016;017;018;019;020;021;022;023;024;025;026;...+28	52	507	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41	65	7760	vm_instruction_trace.tsv:3880;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3880	507	0		flags0;state0;u16_0	0x1734aabd;0x30de4dc1;0x3817cdcc;0x3e93f8db;0x7a7f365a	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:12;&:1;|:3;^:18;+:5;-:7	state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 & u16_0 + state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 - 0x3817cdcc	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 ^ 0x3e93f8db)) + 0x1734aabd)) ^ (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) | (mask32((mask32(flags0 -...#c7dbf700ff0f	simplify_to_c_expression_or_table
257	0xadbfd	vmop_257_plus0x2_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:509	algebraic_state_or_slot_formula:509	slot_multi_path	state_add_const	+0x2	VV	V	b0=var32(top=0xe7:10.9%);b1=var43(top=0xb5:9.7%)	w0=var382(top=0xb4c7:5.3%)	000;001;002;005;007;008;009;010;012;013;015;016;018;020;021;022;023;025;026;028;029;030;032;033;...+24	48	509	17;18;28;30;43;48;62;64;65;66;90;92;105;114;117;121;124;128;140;146;154;157;165;168;...+41	65	9916	vm_instruction_trace.tsv:4958;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4958	509	0		state0;u16_0	0xffff;0x1b9def5;0x1d2af87;0x509f61c9;0x7d4ca123	pre_state;raw_vm_bytes:u16_0	mask32:5;&:1;|:3;^:1;+:3;-:8	state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87 ^ u16_0 - state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 - 0x509f61c9)) + 0x1b9def5)) - 0x7d4ca123)) | 0x1d2af87)))) & 0xffff	simplify_to_c_expression_or_table
258	0xadf2c	vmop_258_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2268	algebraic_state_or_slot_formula:2268	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var255(top=0xf3:2.2%);b1=var256(top=0xab:1.9%);b2=var246(top=0x51:2.5%);b3=var240(top=0xeb:4.3%)	w0=var2202(top=0xd5f3:0.9%);w1=var1895(top=0x4fd6:0.9%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+40	64	2268	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;91;99;121;122;123;124;125;128;131;...+53	77	56116	vm_instruction_trace.tsv:28058;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:28058	2268	0		flags0;state0;u16_0;u16_2	0x1;0xffff;0xa1b079a;0x11095fd5;0x1510614f;0x1769756e;0x5812e92c	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:20;&:2;|:6;^:17;+:4;-:13	state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e & u16_0 - state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ 0x5812e92c	70=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32(flags0 ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32(flags0 ^ 0x1769756e)))))))) ^ 0x5812e92c)) & 0xffff | 58=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32((mask32((mask32(flags0 - 0x1510614f)) | 0xa1b079a)) ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32((mask32((mask32(flags0 - 0x1...#2e5ba1fe7d39	simplify_to_c_expression_or_table
259	0xae332	vmop_259_plus0xa_state_formula_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural;needs_algebraic_simplification	unresolved_dispatch:1	algebraic_state_or_slot_formula;dispatch_slot_unknown;static_model_or_runtime_validation_incomplete;state_formula_not_named:1	slot_unknown	state_formula	+0xa	CCCCCCCCCC	CCCCC	b0=0xe0;b1=0x00;b2=0xff;b3=0xff;b4=0x13;b5=0x05;b6=0x00;b7=0x00;b8=0xec;b9=0xfa	w0=0x00e0;w1=0xffff;w2=0x0513;w3=0x0000;w4=0xfaec	026	1	1	28	1	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	1	0		flags0;state0;u16_0;u32_2	0x61a2d9b;0x76155fd;0x8bcb284;0x2e1ba290;0x36b43160;0x5190c117;0x57f37797;0x5ad08ad1;0x5b05419c;0x674120fe;0x71457984;0x792f3332	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	&:1;|:8;^:23;+:12;-:12	state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 & u32_2 - state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x71457984 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b ^ flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b | u16_0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
260	0xae90b	vmop_260_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:228	algebraic_state_or_slot_formula:228	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var69(top=0x38:9.9%);b1=var13(top=0x0f:27.6%);b2=var108(top=0x38:9.7%);b3=var54(top=0x00:20.7%)	w0=var130(top=0x0e38:9.7%);w1=var187(top=0x1138:9.7%)	000;003;005;007;008;010;011;012;013;014;015;016;020;021;023;024;025;028;029;030;032;034;035;039;...+13	37	228	3;17;18;28;48;49;64;66;79;83;91;92;105;114;125;157;168;172;180;183;185;189;199;203;...+20	44	5290	vm_instruction_trace.tsv:2645;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2645	228	0		flags0;state0;u16_0;u16_2	0x7;0x5af0;0x17010cf2;0x17270855;0x2efb7283;0x34525a09;0x470c080d;0x581f6275;0x5af0e1db;0x624bad50;0x705f9ad2;0x760922e2;0x7ba7e961	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:27;&:19;|:36;^:13;+:50;-:39	state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 - u16_0 - state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 ^ 0x470c080d	65=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x2efb7283)))) | 0x7...#48de51d8b991 | 63=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32(flags0 & 0x2efb7283)))) | 0x7ba7e961)) + flags0)) | (mask32(flags0 & 0x5af0...#20d69b33d9c4	simplify_to_c_expression_or_table
261	0xaeda2	vmop_261_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:85	algebraic_state_or_slot_formula:85	slot_mba_stateful	state_add_const	+0x6	CCVECC	CVC	b0=0xe8;b1=0x01;b2=var13(top=0x67:30.3%);b3=enum8(0x6d:289,0x66:215,0x6c:193,0x68:145,0x63:115,0x69:97);b4=0x3d;b5=0x01	w0=0x01e8;w1=var15(top=0x6667:20.0%);w2=0x013d	000;001;002;004;009;010;012;013;015;017;019;021;022;024;025;026;027;028;030;031;032;034;035;040;...+14	38	85	18;28;64;66;114;185;189;199;215;258;297;307;337;340;347	15	2148	vm_instruction_trace.tsv:1074;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1074	85	0		state0;u16_2	0xffff;0x4c539d29	pre_state;raw_vm_bytes:u16_2	mask32:1;&:1;+:3	state0 + u16_2 + 0x4c539d29	128=(mask32(u16_2 + 0x4c539d29)) & 0xffff	simplify_to_c_expression_or_table
