hidden_source_entry	hidden_source_target	hidden_target_entry	hidden_target	delta	events	unique_start_ips	unique_end_ips	statuses	source_observations	prev_sources	prev_sites	next_targets	all_start_ips	all_end_ips	start_ips	end_ips	top_ip_reads	top_bytes	top_sha256	inference	lifted_ir
264	0xaf4cf	354	0xc2241	+0xe	12	9	9	file_backed:12	exact:12	174:5,123:2,158:1,184:1,161:1,176:1,20:1	tail@0x9c08c:5,tail@0x91e7f:2,tail@0x992ca:1,tail@0x9d961:1,tail@0x99b3a:1,tail@0x9c3f4:1,tail@0x7ca96:1	185:4,18:2,199:1,307:1,258:1,203:1,114:1,64:1	0xd0d43,0xd75f1,0x1714bc,0x1717a7,0x177aeb,0x17a25f,0x1ecb65,0x31f0f0,0x36d69b	0xd0d51,0xd75ff,0x1714ca,0x1717b5,0x177af9,0x17a26d,0x1ecb73,0x31f0fe,0x36d6a9	0xd0d43,0xd75f1,0x1714bc,0x1717a7,0x177aeb,0x17a25f,0x1ecb65,0x31f0f0,...+1	0xd0d51,0xd75ff,0x1714ca,0x1717b5,0x177af9,0x17a26d,0x1ecb73,0x31f0fe,...+1	+0x4/2,+0x6/4,+0x0/4,+0x18/2,+0x1a/2,+0x12/2,+0xa/2,+0x16/2,+0xe/2,+0x14/2,+0xc/2,+0x6/2,+0x0/2,+0x2/2,+0x1e/2,+0x20/2,+0x1c/2,+0x10/2,+0x8/2:12	4b140d00800027fb4800e8016201:4,82b80d008000e0520200e8016201:1,960932008000ff4d0200e8016201:1,e7e83600800080fd01006201e801:1,58b017008000385b0300e8016201:1,c0bd170080008e5002006201e801:1,51d81e008000c65d0300e8016201:1,374c17008000905903006201e801:1	ebe09afc3eeab897ec7f4bf1ae4e091b1a3631340dbced2fb0564861c506e762	adjacent_unhooked_span	inferred table[264] -> table[354], ip += 0xe
95	0x8c41c	171	0x9b4b3	+0xe	11	8	8	file_backed:11	exact:11	184:3,174:3,176:3,123:2	tail@0x9d961:3,tail@0x9c08c:3,tail@0x9c3f4:3,tail@0x91e7f:2	28:2,297:2,114:2,203:2,333:1,189:1,199:1	0x11e27c,0x11e962,0x170b41,0x24a292,0x24b640,0x24bb69,0x332b71,0x338f6c	0x11e28a,0x11e970,0x170b4f,0x24a2a0,0x24b64e,0x24bb77,0x332b7f,0x338f7a	0x11e27c,0x11e962,0x170b41,0x24a292,0x24b640,0x24bb69,0x332b71,0x338f6c	0x11e28a,0x11e970,0x170b4f,0x24a2a0,0x24b64e,0x24bb77,0x332b7f,0x338f7a	+0x4/2,+0x6/4,+0x0/4,+0x6/2,+0x2/2,+0x0/2:11	c4c324008000b08d4c00ab00e801:2,8ecc24008000c00f4b00ab00e801:2,2bcf24008000ce290700ab00e801:2,0f4133008000ff4d0200ab00e801:1,5aa83300800080090200ab00e801:1,7f4812008000e0bd4800e801ab00:1,7c4c12008000f6610300ab00e801:1,6c4617008000c65d0300e801ab00:1	4ebc077bf7925f251061d8fd5eed0de719c3e5d1bcc9728f7634276df4644fc8	adjacent_unhooked_span	inferred table[95] -> table[171], ip += 0xe
145	0x95b5c	189	0x9e7af	+0x16	10	1	1	file_backed:10	sampled_long_or_sparse:10	122:10	tail@0x91a57:10	66:10	0x341a45	0x341a5b	0x341a45	0x341a5b	+0x8/2,+0xa/1,+0x0/2,+0x4/4:10	62010000300000003d01224007809d01e4c33d011300:10	dbb4ccd1a08cdffe1b78021fc93a7d1843aa3982c67702bf52ae4a4e609989d0	adjacent_unhooked_span	inferred table[145] -> table[189], ip += 0x16
210	0xa2da3	199	0xa0631	+0x11	10	1	1	file_backed:10	sampled_long_or_sparse:10	122:10	tail@0x91a57:10	258:10	0x36b896	0x36b8a7	0x36b896	0x36b8a7	+0x8/2,+0xa/1,+0x0/2,+0x4/4:10	62010000880200003d0100a202828596ff:10	020fa4a38852070636e84f54553f17e40bd07644f4a131e2e57ff26f3c2ecd45	adjacent_unhooked_span	inferred table[210] -> table[199], ip += 0x11
210	0xa2da3	185	0x9d964	+0x16	10	1	1	file_backed:10	sampled_long_or_sparse:10	122:10	tail@0x91a57:10	347:10	0x340193	0x3401a9	0x340193	0x3401a9	+0x8/2,+0xa/1,+0x0/2,+0x4/4:10	ab000000300000003d0122b07513003d019d0180309b:10	c410733b3841db0403de73d9d0b27b2e26c0a243f2139aca6b7f4fe200576332	adjacent_unhooked_span	inferred table[210] -> table[185], ip += 0x16
278	0xb2342	171	0x9b4b3	+0xe	10	9	9	file_backed:10	exact:10	176:4,20:2,158:1,174:1,161:1,184:1	tail@0x9c3f4:4,tail@0x7ca96:2,tail@0x992ca:1,tail@0x9c08c:1,tail@0x99b3a:1,tail@0x9d961:1	268:2,64:2,340:1,28:1,199:1,307:1,258:1,189:1	0xd4a83,0x11b122,0x11c0ac,0x121690,0x17264d,0x1ec5c3,0x24b883,0x31cd8c,0x369edb	0xd4a91,0x11b130,0x11c0ba,0x12169e,0x17265b,0x1ec5d1,0x24b891,0x31cd9a,0x369ee9	0xd4a83,0x11b122,0x11c0ac,0x121690,0x17264d,0x1ec5c3,0x24b883,0x31cd8c,...+1	0xd4a91,0x11b130,0x11c0ba,0x12169e,0x17265b,0x1ec5d1,0x24b891,0x31cd9a,...+1	+0x6/4,+0x4/2,+0x0/4,+0x4/1,+0x0/2,+0x2/2:10	f1cd24008000a00f4b00ab00e801:2,7430120080001c600300ab00e801:1,803812008000c0ae0200ab00e801:1,a4670d0080000e180200e801ab00:1,6bf53100800060510700ab00e801:1,7cae36008000ff4d0200e801ab00:1,526612008000182b0700ab00e801:1,cdd51e008000c82d0700ab00e801:1	607c0a0c1c711a328236428e7c1d2ef7aa76d01aa9c6221b959a9bd3e102ead5	adjacent_unhooked_span	inferred table[278] -> table[171], ip += 0xe
316	0xb987b	199	0xa0631	+0x16	10	1	1	file_backed:10	sampled_backedge:10	122:10	tail@0x91a57:10	43:10	0x343f0c	0x343f22	0x343f0c	0x343f22	+0x8/2,+0xa/1,+0x0/2,+0x4/4:10	62010000300000003d0122d64e803d015f9d9d011300:10	88fc10883cf30fb9cfa2eadc2fc1b8bea46573716535a1dfc83a8eddf894a8bb	adjacent_unhooked_span	inferred table[316] -> table[199], ip += 0x16
210	0xa2da3	196	0x9fbcd	+0x11	9	1	1	file_backed:9	sampled_long_or_sparse:9	122:9	tail@0x91a57:9	297:9	0x367c0e	0x367c1f	0x367c0e	0x367c1f	+0x8/2,+0xa/1,+0x0/2,+0x4/4:9	62010000880200003d010073cfb6a5e24f:9	baae74eb877c2d738047a42f6511c5d23a01ba0be9643480915b3de2bcfe1eee	adjacent_unhooked_span	inferred table[210] -> table[196], ip += 0x11
246	0xab427	18	0x7be9b	+0x11	9	1	1	file_backed:9	sampled_long_or_sparse:9	242:9	tail@0xaab67:9	43:9	0x33e14c	0x33e15d	0x33e14c	0x33e15d	+0x8/2,+0xa/1,+0x0/2,+0x4/4:9	a5000000920700003d01227a7b450eef00:9	c5e8c81b62fbf77147c52915f1e0119aa60b287e563fb95bf1bc4c2bd607ecaa	adjacent_unhooked_span	inferred table[246] -> table[18], ip += 0x11
311	0xb86f8	354	0xc2241	+0xe	8	7	7	file_backed:8	exact:8	176:3,123:2,184:2,20:1	tail@0x9c3f4:3,tail@0x91e7f:2,tail@0x9d961:2,tail@0x7ca96:1	215:2,114:1,340:1,28:1,185:1,43:1,347:1	0x11aee0,0x1a4a91,0x1a5d7e,0x1ecfff,0x24a4d5,0x333722,0x36848f	0x11aeee,0x1a4a9f,0x1a5d8c,0x1ed00d,0x24a4e3,0x333730,0x36849d	0x11aee0,0x1a4a91,0x1a5d7e,0x1ecfff,0x24a4d5,0x333722,0x36848f	0x11aeee,0x1a4a9f,0x1a5d8c,0x1ed00d,0x24a4e3,0x333730,0x36849d	+0x6/4,+0x4/2,+0x0/4,+0x0/1,+0x1/2,+0x3/2:8	ecc424008000e0824b006201e801:2,642f120080001c6003006201e801:1,26463300800080fd01006201e801:1,e9a33600800058830700e8016201:1,dbda1e008000185002006201e801:1,18631a0080003cc30200e8016201:1,096a1a00800030fc0100e8016201:1	447e670e8d1d05f4cec03d763bf9cabf9d12a5fac2599e800ed632a283d22dd7	adjacent_unhooked_span	inferred table[311] -> table[354], ip += 0xe
75	0x873fc	114	0x90319	+0x16	7	1	1	file_backed:7	sampled_backedge:7	52:7	tail@0x8371b:7	28:7	0x31c005	0x31c01b	0x31c005	0x31c01b	+0x8/2,+0xa/1,+0x0/2,+0x4/4:7	a5000000300000003d0122f8e6809d018cc13d011300:7	29c6932f94720c00ab542dbe9203a2c7e75e99217f3fa3e7590f0ff5b7b5bf9d	adjacent_unhooked_span	inferred table[75] -> table[114], ip += 0x16
216	0xa4a61	165	0x9a24c	+0xe	7	4	4	file_backed:7	exact:7	174:5,161:1,184:1	tail@0x9c08c:5,tail@0x99b3a:1,tail@0x9d961:1	333:4,199:1,114:1,196:1	0x11ccf7,0x333a08,0x36906d,0x36c10a	0x11cd05,0x333a16,0x36907b,0x36c118	0x11ccf7,0x333a08,0x36906d,0x36c10a	0x11cd05,0x333a16,0x36907b,0x36c118	+0x6/4,+0x4/2,+0x0/4,+0x0/1,+0x3/2,+0x1/2:7	1da936008000b6510700e801a500:4,9a3d12008000ca610300e801a500:1,9a4733008000ff4d0200a500e801:1,cfe036008000300b0200a500e801:1	4ae53e8b3db8dc0ba22d838d9309909cf40f5801d32600b1e2e8a6b1b12ce066	adjacent_unhooked_span	inferred table[216] -> table[165], ip += 0xe
278	0xb2342	165	0x9a24c	+0xe	7	7	7	file_backed:7	exact:7	123:2,174:2,184:2,176:1	tail@0x91e7f:2,tail@0x9c08c:2,tail@0x9d961:2,tail@0x9c3f4:1	18:3,347:1,340:1,307:1,196:1	0xd73ae,0x11bd5f,0x17a04f,0x1a5438,0x1ecdd5,0x1ed229,0x31d273	0xd73bc,0x11bd6d,0x17a05d,0x1a5446,0x1ecde3,0x1ed237,0x31d281	0xd73ae,0x11bd5f,0x17a04f,0x1a5438,0x1ecdd5,0x1ed229,0x31d273	0xd73bc,0x11bd6d,0x17a05d,0x1a5446,0x1ecde3,0x1ed237,0x31d281	+0x6/4,+0x4/2,+0x0/4,+0x4/1,+0x0/2,+0x2/2:7	233712008000c0ae0200e801a500:1,3ab70d00800022510200a500e801:1,2af8310080006c510700a500e801:1,9ebc17008000ce290700a500e801:1,8cd91e0080006c210700a500e801:1,37dc1e008000c05d0300a500e801:1,59671a00800070000200e801a500:1	66878ab902bee902472a98cb8908dea1326738a297a31d756ee7cc5debe777ea	adjacent_unhooked_span	inferred table[278] -> table[165], ip += 0xe
316	0xb987b	258	0xadf2c	+0x16	7	1	1	file_backed:7	sampled_backedge:7	52:7	tail@0x8371b:7	307:7	0x31b31b	0x31b331	0x31b31b	0x31b331	+0x8/2,+0xa/1,+0x0/2,+0x4/4:7	a5000000300000003d01227def13006b589d013d0180:7	a91defb4adb80507a46c53585e8bd77aa484a3bf562401613db86c5a98c71f4c	adjacent_unhooked_span	inferred table[316] -> table[258], ip += 0x16
334	0xbdd18	91	0x8b6de	+0x11	7	2	2	file_backed:7	sampled_long_or_sparse:7	52:7	tail@0x8371b:7	340:4,64:3	0x34142c,0x362ce6	0x34143d,0x362cf7	0x34142c,0x362ce6	0x34143d,0x362cf7	+0x8/2,+0xa/1,+0x0/2,+0x4/4:7	a5000000880200003d0100c3c9183aa80d:4,620100008b0200003d0100e3ca0e017a44:3	4afae4e341ec16b48108bc2c3d073dfa874bc73c6aca66fbda5bfc9720f774a9	adjacent_unhooked_span	inferred table[334] -> table[91], ip += 0x11
356	0xc291a	165	0x9a24c	+0xe	7	6	6	file_backed:7	exact:7	158:3,174:2,176:1,123:1	tail@0x992ca:3,tail@0x9c08c:2,tail@0x9c3f4:1,tail@0x91e7f:1	268:3,189:1,172:1,199:1,28:1	0x120d67,0x17776f,0x24b052,0x31dc41,0x33292f,0x36fed4	0x120d75,0x17777d,0x24b060,0x31dc4f,0x33293d,0x36fee2	0x120d67,0x17776f,0x24b052,0x31dc41,0x33292f,0x36fed4	0x120d75,0x17777d,0x24b060,0x31dc4f,0x33293d,0x36fee2	+0x3/2,+0x6/4,+0x4/2,+0x0/4,+0x2/1,+0x0/2:7	6eca24008000a00f4b00a500e801:2,d2fd310080006c510700a500e801:1,b43f330080000fd54800a500e801:1,d8223700800030ff0100a500e801:1,faae17008000b6290700e801a500:1,5d6112008000f0590300a500e801:1	c07fcce2f4933b8dd26c3d3eb8d48e1705c55d364c7ed38555675c41db7870ad	adjacent_unhooked_span	inferred table[356] -> table[165], ip += 0xe
69	0x85f24	354	0xc2241	+0x11	6	3	3	file_backed:6	exact:6	158:5,20:1	tail@0x992ca:5,tail@0x7ca96:1	43:5,258:1	0xd77c8,0x3387d9,0x370127	0xd77d9,0x3387ea,0x370138	0xd77c8,0x3387d9,0x370127	0xd77d9,0x3387ea,0x370138	+0x7/4,+0x0/1,+0x1/1,+0x2/1,+0x3/4,+0xb/2,+0x3/2,+0x0/2:6	5b61e70803d91ed2a633008000e8016201:4,c4b49396790f443faf0d008000e8016201:1,fa66421da93f42dd1f37008000e8016201:1	20eec66f4866115b22d11773042f17826ad7af4f25dbbfed4522aa130f138ebf	adjacent_unhooked_span	inferred table[69] -> table[354], ip += 0x11
321	0xbb1dd	354	0xc2241	+0x11	6	3	3	file_backed:6	exact:6	174:4,158:2	tail@0x9c08c:4,tail@0x992ca:2	168:4,203:1,185:1	0xd521e,0x31aec3,0x369275	0xd522f,0x31aed4,0x369286	0xd521e,0x31aec3,0x369275	0xd522f,0x31aed4,0x369286	+0x7/4,+0x0/1,+0x1/1,+0x3/4,+0x2/1,+0xb/2,+0x0/2,+0x2/2:6	c1ae1489fb6f79a2a036008000e8016201:4,8da7bd9ff7b97a1b630d008000e8016201:1,7ada8fde2ec873b7f231008000e8016201:1	5a245a4ea890444d28dbdf33250cdde8224fc5dc2ac0feff6534354ff7684c64	adjacent_unhooked_span	inferred table[321] -> table[354], ip += 0x11
75	0x873fc	180	0x9cf32	+0x11	5	3	3	file_backed:5	sampled_backedge:5	52:4,245:1	tail@0x8371b:4,tail@0xab424:1	157:3,340:1,333:1	0x18beab,0x368052,0x36c899	0x18bebc,0x368063,0x36c8aa	0x18beab,0x368052,0x36c899	0x18bebc,0x368063,0x36c8aa	+0x8/2,+0xa/1,+0x0/2,+0x4/4:5	a50000008b0200003d010022ec885d1dfe:3,a5000000da0200003d012262639ffa4247:1,62010000e00c00003d0122a6a5889210c9:1	7a95f2cfbf87f73eca5657f28e3c01345d804a984b2a564d1732e60845534992	adjacent_unhooked_span	inferred table[75] -> table[180], ip += 0x11
246	0xab427	183	0x9d495	+0x11	5	1	1	file_backed:5	sampled_long_or_sparse:5	52:5	tail@0x8371b:5	268:5	0x36f427	0x36f438	0x36f427	0x36f438	+0x8/2,+0xa/1,+0x0/2,+0x4/4:5	a5000000880200003d0100772f62028638:5	b60a49356fe0ceff474a88208a5537371ce637137beec4ede3804078a4e0bcf9	adjacent_unhooked_span	inferred table[246] -> table[183], ip += 0x11
334	0xbdd18	258	0xadf2c	+0x16	5	1	1	file_backed:5	sampled_long_or_sparse:5	52:5	tail@0x8371b:5	215:5	0x33f6e0	0x33f6f6	0x33f6e0	0x33f6f6	+0x8/2,+0xa/1,+0x0/2,+0x4/4:5	ab000000300000003d0122cbc99d01cc8613003d0180:5	7c7693f98747200a5d442464db2f6007a04311d8af57f12c932bfc425d72c4dc	adjacent_unhooked_span	inferred table[334] -> table[258], ip += 0x16
50	0x82e76	165	0x9a24c	+0x11	4	1	1	file_backed:4	target_only:4	174:4	tail@0x9c08c:4	114:4	0x36ccc6	0x36ccd7	0x36ccc6	0x36ccd7	+0x7/4,+0x0/1,+0x1/1,+0x9/2,+0x2/2,+0x3/4,+0x2/1,+0xb/2,+0x0/2,+0x4/1,+0x5/2,+0x7/2:4	67e666040dc23a4edc36008000e801a500:4	4bc4ba642cedf7aa2d57a937632ebb6461e0b7ad06f8186e0d8b23652ce7e47b	adjacent_unhooked_span	inferred table[50] -> table[165], ip += 0x11
145	0x95b5c	43	0x8173d	+0x11	4	1	1	file_backed:4	sampled_long_or_sparse:4	52:4	tail@0x8371b:4	154:4	0x342cde	0x342cef	0x342cde	0x342cef	+0x8/2,+0xa/1,+0x0/2,+0x4/4:4	a5000000880200003d0100880a684bc0fb:4	8fa7adbcd8ebd7b056cbb3e814a6288a214297980cebfd74fc702f4046775b5a	adjacent_unhooked_span	inferred table[145] -> table[43], ip += 0x11
145	0x95b5c	180	0x9cf32	+0x11	4	1	1	file_backed:4	sampled_long_or_sparse:4	52:4	tail@0x8371b:4	199:4	0x3386cd	0x3386de	0x3386cd	0x3386de	+0x8/2,+0xa/1,+0x0/2,+0x4/4:4	a50000004b0700003d0100f0073fbd4247:4	b6e2f14a402cdcfa7745f0fcfa075739a82577f8e09518f42a44c13e7cec1003	adjacent_unhooked_span	inferred table[145] -> table[180], ip += 0x11
246	0xab427	66	0x855ff	+0x11	4	1	1	file_backed:4	sampled_long_or_sparse:4	122:4	tail@0x91a57:4	184:4	0xd0c75	0xd0c86	0xd0c75	0xd0c86	+0x8/2,+0xa/1,+0x0/2,+0x4/4:4	620100003e0200003d01225e749b9094e6:4	5b1d6e0a2db424b44fdecb7ef1da5a0777b83aee071b1a930932bcfc9128c5c7	adjacent_unhooked_span	inferred table[246] -> table[66], ip += 0x11
246	0xab427	199	0xa0631	+0x11	4	1	1	file_backed:4	sampled_long_or_sparse:4	122:4	tail@0x91a57:4	254:4	0x33be94	0x33bea5	0x33be94	0x33bea5	+0x8/2,+0xa/1,+0x0/2,+0x4/4:4	ab000000240700003d01009b901f9b5cf4:4	009e21fdafbae1952422c961bffe1e67817e488524d8d19c04119160bd18ca36	adjacent_unhooked_span	inferred table[246] -> table[199], ip += 0x11
334	0xbdd18	185	0x9d964	+0x11	4	1	1	file_backed:4	sampled_long_or_sparse:4	52:4	tail@0x8371b:4	300:4	0x331e7d	0x331e8e	0x331e7d	0x331e8e	+0x8/2,+0xa/1,+0x0/2,+0x4/4:4	62010000880200003d010083ced64817fd:4	b947de339bb62151a1c72a00210882d525189c31a4523a8fe43d8ff353bb4666	adjacent_unhooked_span	inferred table[334] -> table[185], ip += 0x11
75	0x873fc	30	0x7e849	+0x10	3	1	1	file_backed:3	sampled_backedge:3	122:3	tail@0x91a57:3	180:3	0x33518c	0x33519c	0x33518c	0x33519c	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	a5000000880200003d01006d0df0008a:3	c04a01aea5cad433a26c198c4c25fae8a53a17c6107e260e874b3ddd88c6fa3a	adjacent_unhooked_span	inferred table[75] -> table[30], ip += 0x10
145	0x95b5c	157	0x98a9a	+0x11	3	1	1	file_backed:3	sampled_long_or_sparse:3	122:3	tail@0x91a57:3	273:3	0x31bbf9	0x31bc0a	0x31bbf9	0x31bc0a	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	620100008b0200003d0100e80540083ca5:3	5b3b9ff5610fd8cd3b8b9dbed4b222db0ec9bf80291fd9a7eff148615c8529f4	adjacent_unhooked_span	inferred table[145] -> table[157], ip += 0x11
210	0xa2da3	180	0x9cf32	+0x11	3	1	1	file_backed:3	sampled_long_or_sparse:3	52:3	tail@0x8371b:3	196:3	0x33dcbd	0x33dcce	0x33dcbd	0x33dcce	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	a5000000210c00003d0122b87da0dfad6e:3	7b439e106b198794bac59c9c8036cbba33170dd08b350380965b1985e6647592	adjacent_unhooked_span	inferred table[210] -> table[180], ip += 0x11
210	0xa2da3	297	0xb64d7	+0x11	3	1	1	file_backed:3	sampled_long_or_sparse:3	122:3	tail@0x91a57:3	322:3	0x31c963	0x31c974	0x31c963	0x31c974	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	620100008b0200003d010088eced03ef02:3	3a481abea392690dcddc94254949203c023d74168a711c4b4ec7fde0c5efaf7c	adjacent_unhooked_span	inferred table[210] -> table[297], ip += 0x11
246	0xab427	258	0xadf2c	+0x10	3	1	1	file_backed:3	sampled_long_or_sparse:3	52:3	tail@0x8371b:3	333:3	0x361577	0x361587	0x361577	0x361587	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	620100008b0200003d01005a7710087c:3	009b5706ea06e1633ee3865cd12203825e127ce514d2a1d6bb209df86fbab607	adjacent_unhooked_span	inferred table[246] -> table[258], ip += 0x10
246	0xab427	196	0x9fbcd	+0x11	3	2	2	file_backed:3	sampled_long_or_sparse:3	52:2,125:1	tail@0x8371b:2,tail@0x92612:1	260:2,253:1	0x31e738,0x341f7d	0x31e749,0x341f8e	0x31e738,0x341f7d	0x31e749,0x341f8e	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	ab000000880200003d010035e27158ab49:2,620100002d0000003d012212725c3ad1ec:1	680f3c7e133bd4dd13f2da72df86a45a379c3ddf458c93a1d6e7f7b10091771d	adjacent_unhooked_span	inferred table[246] -> table[196], ip += 0x11
246	0xab427	340	0xbf435	+0x11	3	1	1	file_backed:3	sampled_long_or_sparse:3	125:3	tail@0x92612:3	215:3	0x369397	0x3693a8	0x369397	0x3693a8	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	62010000910700003d01228274faa79300:3	c7cf8c8cb15dcea5a4b143faaa9e328857314d295332ee2bda3b7a9844590734	adjacent_unhooked_span	inferred table[246] -> table[340], ip += 0x11
316	0xb987b	18	0x7be9b	+0x11	3	1	1	file_backed:3	sampled_backedge:3	122:3	tail@0x91a57:3	30:3	0x30f3c5	0x30f3d6	0x30f3c5	0x30f3d6	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	ab000000880200003d01007c5c8e42078e:3	42068d4a8f4b3d7f17ff754e13292c3353fbde5447baf789717749c34e87f89d	adjacent_unhooked_span	inferred table[316] -> table[18], ip += 0x11
316	0xb987b	297	0xb64d7	+0x11	3	2	2	file_backed:3	sampled_backedge:3	122:2,125:1	tail@0x91a57:2,tail@0x92612:1	260:2,20:1	0x31e35e,0x3406cb	0x31e36f,0x3406dc	0x31e35e,0x3406cb	0x31e36f,0x3406dc	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	62010000880200003d01008459c7c66800:2,62010000070400003d0122b5eb57b4371a:1	bac4f71e99831f76d0930f1df311d638c86b2fb15dabd2c12d5f72fd635cc9ce	adjacent_unhooked_span	inferred table[316] -> table[297], ip += 0x11
334	0xbdd18	64	0x85059	+0x11	3	1	1	file_backed:3	sampled_long_or_sparse:3	125:3	tail@0x92612:3	18:3	0x36cde8	0x36cdf9	0x36cde8	0x36cdf9	+0x8/2,+0xa/1,+0x0/2,+0x4/4:3	62010000910700003d012273c8cf073308:3	5778785c8d91269d3dc4ede8ddceec939fd1b575e8574e0f5856d5f065b2a0c6	adjacent_unhooked_span	inferred table[334] -> table[64], ip += 0x11
75	0x873fc	189	0x9e7af	+0x10	2	1	1	file_backed:2	sampled_backedge:2	52:2	tail@0x8371b:2	157:2	0x343122	0x343132	0x343122	0x343132	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	620100008b0200003d010063c3c7c782:2	24a658a79d81e264fdf1edb2c8f695bdb8fd43cf80a13147091c3a759c170655	adjacent_unhooked_span	inferred table[75] -> table[189], ip += 0x10
75	0x873fc	350	0xc1926	+0x11	2	2	2	file_backed:2	sampled_backedge:2	52:1,122:1	tail@0x8371b:1,tail@0x91a57:1	199:1,180:1	0x22ffb1,0x31b82c	0x22ffc2,0x31b83d	0x22ffb1,0x31b82c	0x22ffc2,0x31b83d	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	ab0000006d0000803d019a5ae9e544f6d9:1,62010000110200003d019abf042b7d44c0:1	4f36c8f5b0c7169b897bf0787e0ebb9941b24735c647c291f2bfaa3da886dee2	adjacent_unhooked_span	inferred table[75] -> table[350], ip += 0x11
145	0x95b5c	121	0x91379	+0x11	2	1	1	file_backed:2	sampled_long_or_sparse:2	52:2	tail@0x8371b:2	91:2	0x36f86b	0x36f87c	0x36f86b	0x36f87c	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	ab0000008b0200003d0100a00a39736800:2	707b8be1228956da75f4dd41a2a14c21db4a46f1b98f0233d300b29ba789aa30	adjacent_unhooked_span	inferred table[145] -> table[121], ip += 0x11
210	0xa2da3	196	0x9fbcd	+0x10	2	1	1	file_backed:2	sampled_long_or_sparse:2	122:2	tail@0x91a57:2	260:2	0x3355d0	0x3355e0	0x3355d0	0x3355e0	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	ab0000008b0200003d01004f8bd3d5af:2	5439012283769230b347b88dbc09f29ce254ec1c5ca3a034595c2ff1e48a11a6	adjacent_unhooked_span	inferred table[210] -> table[196], ip += 0x10
210	0xa2da3	183	0x9d495	+0x11	2	1	1	file_backed:2	sampled_long_or_sparse:2	52:2	tail@0x8371b:2	203:2	0x340b0f	0x340b20	0x340b0f	0x340b20	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	ab0000008b0200003d01002d056d82f304:2	5d3381e01895e7d8c6838c582a7b5eede61b1e973393b11fe0d1049ad5c1b3b9	adjacent_unhooked_span	inferred table[210] -> table[183], ip += 0x11
216	0xa4a61	354	0xc2241	+0xe	2	2	2	file_backed:2	exact:2	20:1,176:1	tail@0x7ca96:1,tail@0x9c3f4:1	203:1,258:1	0x1774b8,0x1ec87a	0x1774c6,0x1ec888	0x1774b8,0x1ec87a	0x1774c6,0x1ec888	+0x6/4,+0x4/2,+0x0/4,+0x0/1,+0x3/2,+0x1/2:2	acad17008000c0ae02006201e801:1,17d71e008000087d0300e8016201:1	89bb7a6b33168b6b9bd8e97fed9fc85905fb12f21975ca3093d4ec7b4a90fd66	adjacent_unhooked_span	inferred table[216] -> table[354], ip += 0xe
246	0xab427	157	0x98a9a	+0x11	2	1	1	file_backed:2	sampled_long_or_sparse:2	52:2	tail@0x8371b:2	154:2	0x3423c1	0x3423d2	0x3423c1	0x3423d2	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	620100008b0200003d0100f76e460c8c42:2	fe0049930748119b33f03e64bdd86ee547d4ff366d9523a9c51035edd701c3a1	adjacent_unhooked_span	inferred table[246] -> table[157], ip += 0x11
334	0xbdd18	189	0x9e7af	+0x11	2	1	1	file_backed:2	sampled_long_or_sparse:2	125:2	tail@0x92612:2	28:2	0x293344	0x293355	0x293344	0x293355	+0x8/2,+0xa/1,+0x0/2,+0x4/4:2	a500000091e002003d012273c8c63adb0f:2	0b216fe61b1723a9c09e0259bdcdb7a57163a941e5c452dc90777cc9e30b8b21	adjacent_unhooked_span	inferred table[334] -> table[189], ip += 0x11
5	0x79675	354	0xc2241	+0xc	1	1	1	file_backed:1	target_only:1	123:1	tail@0x91e7f:1	215:1	0x11f1b9	0x11f1c5	0x11f1b9	0x11f1c5	+0x3/2,+0x0/2,+0x6/2,+0x4/2,+0x0/4,+0x5/2,+0x7/2:1	7c5012008000b3006201e801:1	ef47a15b75798d39872a062f898c46a1e47c237864b574ffa05cd9f4d0c829ed	adjacent_unhooked_span	inferred table[5] -> table[354], ip += 0xc
75	0x873fc	337	0xbec0e	+0x10	1	1	1	file_backed:1	sampled_backedge:1	245:1	tail@0xab424:1	43:1	0x1a52c0	0x1a52d0	0x1a52c0	0x1a52d0	+0x8/2,+0xa/1,+0x0/2,+0x4/4:1	a50000007d0c00003d012219be2cab3a:1	115afbb61253859837153583956d37822e20f319a33c688756e1b966da6d20db	adjacent_unhooked_span	inferred table[75] -> table[337], ip += 0x10
