program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
042	230	0x31aa27	0x31aec3	0x31aec3	307	exact_instruction	26@0x31aa27-0x31f2b7+0x0	0xe8	0x1	0x62	0x1	0x2	0x1	0x1e8	0x6201	0x162	0x102	e8016201020126c20776a7ae7b03fdbdfbdeade801323134686eab00335eab00						158	321				covered_synthetic_fallthrough		0x31aec3	158	321	+0x4	next = 321@0xbb1dd:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0x6bb71fd7:4	0x6bb71fd7:4	0x3d153672:4	0x74736415:4	354:17	e8016201:17
042	231	0x31aed4	0x31b303	0x31b303	280	exact_instruction	26@0x31aa27-0x31f2b7+0x4ad	0xb9	0x0	0x9b	0xa0	0x3a	0x2e	0xb9	0x9b00	0xa09b	0x2e3a	b9009ba03a2ed642a18afe24ccdc9ce801f62176d8be45add1599e8bd0a3e801						160	171				fallthrough	232	0x31b303	160	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_const_post		17	4	4	4	0xc000e202:4	0x0:4	0x4ac58a04:4	0x0:4	185:17	b900:17
042	232	0x31b303	0x31b326	0x31b326	7	long_branch_forward	26@0x31aa27-0x31f2b7+0x8dc	0x51	0x1	0xd0	0x9a	0x79	0x0	0x151	0xd001	0x9ad0	0x79	5101d09a7900cb7900a03fc8e5f5ae7150a6d03abbc13d01a500000030000000						316	165				decoded_control	234	0x31b34b	316	165	+0x30	next = table[165], ip += 0x30		136	32	32	32	0xfffee637:28,0x573b8fd9:4	0x0:32	0x6cd0e9ed:28,0x6e19b419:4	0x0:32	337:136	5101:136
042	233	0x31b331	0x31b34b	0x31b34b	6	long_branch_backedge	26@0x31aa27-0x31f2b7+0x90a	0x9	0xde	0x80	0xaf	0x7d	0x9d	0xde09	0x80de	0xaf80	0x9d7d	09de80af7d9dae7fc179003d01467c8f37f9ab00000040000080b900a3a83aad						308	171				decoded_control	232	0x31b303	308	171	-0x40	next = table[171], ip -= 0x40		119	28	28	28	0xed5011f0:28	0x58100910:28	0x7924da69:28	0xa6ef543:28	307:119	09de80af:119
042	234	0x31b34b	0x31b54f	0x31b54f	134	exact_instruction	26@0x31aa27-0x31f2b7+0x924	0xb9	0x0	0xa3	0xa8	0x3a	0xad	0xb9	0xa300	0xa8a3	0xad3a	b900a3a83aad81f324e80165ae0cfe2302378f02ec003d011f961b45a3e7d0e8						160	354				fallthrough	235	0x31b54f	160	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		17	4	4	4	0x7c2309e0:4	0x0:4	0x536c0df:4	0x0:4	185:17	b900:17
042	235	0x31b54f	0x31b837	0x31b837	190	long_branch_forward	26@0x31aa27-0x31f2b7+0xb28	0x29	0x1	0x31	0x7e	0xe2	0x36	0x129	0x3101	0x7e31	0x36e2	2901317ee23681de393b0be8012b6006d5bcbfece0003d013ff7c638d32a6800						75	354				decoded_control	237	0x31ba3d	75	354	+0x211	next = table[354], ip += 0x211		34	8	8	8	0x573b8b91:4,0x573b8ba0:4	0x0:8	0xa02004:4,0xe5850fcc:4	0x0:8	297:34	2901:34
042	236	0x31b83d	0x31ba3d	0x31ba3d	132	long_branch_backedge	26@0x31aa27-0x31f2b7+0xe16	0xe5	0x99	0x1e	0x39	0xc3	0xb	0x99e5	0x1e99	0x391e	0xbc3	e5991e39c30be801d3943ae3ef68004922003d017155a7270c324d7341a75e1c						308	354				decoded_control	235	0x31b54f	308	354	-0x4e6	next = table[354], ip -= 0x4e6		17	4	4	4	0x99813904:4	0x88100000:4	0xc820008:4	0xd288e3ff:4	180:17	e5991e39:17
042	237	0x31ba3d	0x31bbae	0x31bbae	96	exact_instruction	26@0x31aa27-0x31f2b7+0x1016	0x2	0x1	0x77	0xc1	0xd6	0x75	0x102	0x7701	0xc177	0x75d6	020177c1d675b6ad5303103ff3bdfbbfe801bebdd9003d014721078b3c7b6800						256	165				fallthrough	238	0x31bbae	256	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		17	4	4	4	0xe505e8a3:4	0x0:4	0x794d571a:4	0x0:4	258:17	0201:17
042	238	0x31bbae	0x31bc04	0x31bc04	20	long_branch_forward	26@0x31aa27-0x31f2b7+0x1187	0x29	0x1	0x31	0xd6	0xe6	0xa7	0x129	0x3101	0xd631	0xa7e6	290131d6e6a79205fef41b6800eae8a4afe801a881003d01f75ca60fa024ba20						145	354				decoded_control	240	0x31be84	145	354	+0x28b	next = table[354], ip += 0x28b		68	16	16	16	0x573b8bf1:12,0x86000428:4	0x0:16	0xee972fd9:12,0x5f7e7dbc:4	0x0:16	297:68	2901:68
042	239	0x31bc0a	0x31be84	0x31be84	164	long_branch_backedge	26@0x31aa27-0x31f2b7+0x11e3	0x7	0x53	0x68	0x0	0xc8	0x89	0x5307	0x6853	0x68	0x89c8	07536800c8895412e801c6e3836c46003d0107906fd125ba6f02a95d8a66c286						302	165				decoded_control	238	0x31bbae	302	165	-0x2ce	next = table[165], ip -= 0x2ce		51	12	12	12	0x321c4d18:12	0x17d34998:12	0x4ac58800:12	0x1541b004:12	273:51	07536800:51
