program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
056	0x3603af	ready_for_mba_reduction	385	691	exact_instruction	0x360dfd	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0xa9 0x0 0x0 0x0 0xa5 0x0	0xa9	0x0	0x0	0xa5	0x3f05edf2	0xb40402		169	14	13	concrete_successor_edge	
056	0x360dfd	needs_more_evidence	386	214	long_branch_forward	0x3613bb	165	decoded_control	+0x288	next = table[165], ip += 0x288	0x5b 0x1 0xb1 0x31 0x31 0x9	0x15b	0xb101	0x31b1	0x931				347	33	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361143	needs_more_evidence	387	163	long_branch_backedge	0x360dfd	171	decoded_control	-0x5b6	next = table[171], ip -= 0x5b6	0x15 0xf 0x49 0xb4 0xe8 0x1	0xf15	0x490f	0xb449	0x1e8				183	22	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x3613bb	needs_more_evidence	388	96	exact_instruction	0x36152c	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100	0xfe 0x0 0xe8 0x1 0x42 0x47	0xfe	0xe800	0x1e8	0x4742				254	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36152c	needs_more_evidence	389	20	long_branch_forward	0x361802	354	decoded_control	+0x28b	next = table[354], ip += 0x28b	0x51 0x1 0xaf 0x98 0x68 0x0	0x151	0xaf01	0x98af	0x68				337	44	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361587	needs_more_evidence	390	164	long_branch_backedge	0x36152c	171	decoded_control	-0x2ce	next = table[171], ip -= 0x2ce	0x8a 0x9e 0x58 0xd3 0xbb 0x2	0x9e8a	0x589e	0xd358	0x2bb				333	33	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x361802	needs_more_evidence	391	946	exact_instruction	0x362615	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100	0x1e 0x0 0x38 0x1f 0xe8 0x1	0x1e	0x3800	0x1f38	0x1e8				30	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362615	needs_more_evidence	392	201	long_branch_forward	0x362b2a	171	decoded_control	+0x211	next = table[171], ip += 0x211	0x33 0x1 0x3a 0xa5 0xaa 0x58	0x133	0x3a01	0xa53a	0x58aa				307	22	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36292a	needs_more_evidence	393	132	long_branch_backedge	0x362615	354	decoded_control	-0x50d	next = table[354], ip -= 0x50d	0x67 0xfb 0x6 0x60 0x8a 0x39	0xfb67	0x6fb	0x6006	0x398a				91	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362b2a	needs_more_evidence	394	96	exact_instruction	0x362c9b	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100	0x1c 0x0 0x88 0x8 0x10 0xc4	0x1c	0x8800	0x888	0xc410				28	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362c9b	needs_more_evidence	395	20	long_branch_forward	0x362f71	354	decoded_control	+0x28b	next = table[354], ip += 0x28b	0x51 0x1 0x67 0x94 0x68 0x0	0x151	0x6701	0x9467	0x68				337	44	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362cf7	needs_more_evidence	396	164	long_branch_backedge	0x362c9b	171	decoded_control	-0x2ce	next = table[171], ip -= 0x2ce	0xd8 0x0 0xe8 0x1 0xe5 0x0	0xd8	0xe800	0x1e8	0xe5				64	33	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x362f71	needs_more_evidence	397	946	exact_instruction	0x363d84	165	fallthrough	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x1e 0x0 0x10 0x1f 0xe8 0x1	0x1e	0x1000	0x1f10	0x1e8				30	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x363d84	needs_more_evidence	398	189	long_branch_forward	0x36426c	165	decoded_control	+0x211	next = table[165], ip += 0x211	0x12 0x0 0x60 0x8 0x3a 0x78	0x12	0x6000	0x860	0x783a				18	22	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36406b	needs_more_evidence	399	132	long_branch_backedge	0x363d84	165	decoded_control	-0x4e0	next = table[165], ip -= 0x4e0	0x73 0x9d 0xa3 0xd1 0x9b 0xc6	0x9d73	0xa39d	0xd1a3	0xc69b				157	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36426c	needs_more_evidence	400	673	exact_instruction	0x364c68	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100	0xc4 0x0 0x1e 0x6e 0x5c 0xf4	0xc4	0x1e00	0x6e1e	0xf45c				196	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x364c72	ready_for_mba_reduction	401	73	exact_instruction	0x364d87	316	covered_synthetic_fallthrough	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	0xe8 0x1 0xab 0x0 0xc7 0x0	0x1e8	0xab01	0xab	0xc7	0x674d2a10	0x9bd57398		171	14	13	concrete_successor_edge	
056	0x364d98	needs_more_evidence	402	51	exact_instruction	0x364e55	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	0x70 0x5 0xf2 0x20 0x2c 0xe8	0x570	0xf205	0x20f2	0xe82c				174	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x364e5f	ready_for_mba_reduction	403	73	exact_instruction	0x364f74	334	covered_synthetic_fallthrough	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100	0xe8 0x1 0xa5 0x0 0x4d 0x1	0x1e8	0xa501	0xa5	0x14d	0xbffd291d	0x6d6bdcfb		165	14	13	concrete_successor_edge	
056	0x364f84	needs_more_evidence	404	51	exact_instruction	0x365042	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100	0xd0 0x80 0x2d 0x50 0x58 0xff	0x80d0	0x2d80	0x502d	0xff58				184	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
056	0x36504c	ready_for_mba_reduction	405	74	long_branch_forward	0x365190	165	decoded_control	+0x2f	next = table[165], ip += 0x2f	0xe8 0x1 0x62 0x1 0xc 0x1	0x1e8	0x6201	0x162	0x10c	0x5f858df9	0x42a6d7c6		354	11	10	concrete_successor_edge	
056	0x365190	needs_more_evidence	406	46	long_branch_forward	0x365458	165	decoded_control	+0x21a	next = table[165], ip += 0x21a	0xc7 0x0 0x5f 0x4c 0x50 0x3e	0xc7	0x5f00	0x4c5f	0x3e50				199	11	0	concrete_successor_edge	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
