program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
059	0x3674c3	needs_stateful_capture	0x9b0c5	169	165	a500e801					0x3674c3	0x9b0c5	1	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3674c3 EAC_VMTAIL_FOCUS_SITES=0x9b0c5 EAC_VMTAIL_STOP_AFTER_MATCHES=1	emit VMTAIL row for 0x3674c3 with vm_state/vm_flags/vm_byte populated
059	0x3676e5	needs_stateful_capture	0x9b687	171	124	7c00	0x3676e3	0x3676e5	0x9bd8c	173	0x3676e3,0x3676e5	0x9bd8c,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3676e3,0x3676e5 EAC_VMTAIL_FOCUS_SITES=0x9bd8c,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3676e5 with vm_state/vm_flags/vm_byte populated
059	0x367713	needs_stateful_capture	0x90893	114	297	76932856	0x3676fd	0x367713	adjacent_unhooked_span	334	0x3676fd,0x367713	0x90893	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3676fd,0x367713 EAC_VMTAIL_FOCUS_SITES=0x90893 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x367713 with vm_state/vm_flags/vm_byte populated
059	0x36772d	needs_stateful_capture	0xc240d	354	154	9a00	0x3676fd	0x36772d	0xbe55b	334	0x3676fd,0x36772d	0xbe55b,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3676fd,0x36772d EAC_VMTAIL_FOCUS_SITES=0xbe55b,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36772d with vm_state/vm_flags/vm_byte populated
059	0x367931	needs_stateful_capture	0x9a46b	165	340	5401	0x36792f	0x367931	0xa062e	198	0x36792f,0x367931	0xa062e,0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36792f,0x367931 EAC_VMTAIL_FOCUS_SITES=0xa062e,0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x367931 with vm_state/vm_flags/vm_byte populated
059	0x367c1f	needs_stateful_capture	0xa0068	196	297	74ff6cff	0x367c0e	0x367c1f	adjacent_unhooked_span	210	0x367c0e,0x367c1f	0xa0068	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x367c0e,0x367c1f EAC_VMTAIL_FOCUS_SITES=0xa0068 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x367c1f with vm_state/vm_flags/vm_byte populated
059	0x367e96	needs_stateful_capture	0xc240d	354	332	4c01	0x367c0e	0x367e96	0xa35dd	210	0x367c0e,0x367e96	0xa35dd,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x367c0e,0x367e96 EAC_VMTAIL_FOCUS_SITES=0xa35dd,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x367e96 with vm_state/vm_flags/vm_byte populated
059	0x368007	needs_stateful_capture	0xc240d	354	322	4201	0x368005	0x368007	0x95b59	144	0x368005,0x368007	0x95b59,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368005,0x368007 EAC_VMTAIL_FOCUS_SITES=0x95b59,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368007 with vm_state/vm_flags/vm_byte populated
059	0x368063	needs_stateful_capture	0x9d13d	180	157	e30ae801	0x368052	0x368063	adjacent_unhooked_span	75	0x368052,0x368063	0x9d13d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368052,0x368063 EAC_VMTAIL_FOCUS_SITES=0x9d13d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368063 with vm_state/vm_flags/vm_byte populated
059	0x3682dd	needs_stateful_capture	0x9a46b	165	28	1c00	0x368052	0x3682dd	0x87c25	75	0x368052,0x3682dd	0x87c25,0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368052,0x3682dd EAC_VMTAIL_FOCUS_SITES=0x87c25,0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3682dd with vm_state/vm_flags/vm_byte populated
059	0x36849d	needs_stateful_capture	0xc240d	354	28	1c00	0x36848f	0x36849d	adjacent_unhooked_span	311	0x36848f,0x36849d	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36848f,0x36849d EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36849d with vm_state/vm_flags/vm_byte populated
059	0x3686c7	needs_stateful_capture	0x9b687	171	64	4000	0x3686b9	0x3686c7	adjacent_unhooked_span	311	0x3686b9,0x3686c7	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3686b9,0x3686c7 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3686c7 with vm_state/vm_flags/vm_byte populated
059	0x368952	needs_stateful_capture	0xc240d	354	64	4000	0x368944	0x368952	adjacent_unhooked_span	356	0x368944,0x368952	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368944,0x368952 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368952 with vm_state/vm_flags/vm_byte populated
059	0x368aa9	needs_stateful_capture	0xb708a	300	183	5861d003	0x368a98	0x368aa9	adjacent_unhooked_span	75	0x368a98,0x368aa9	0xb708a	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368a98,0x368aa9 EAC_VMTAIL_FOCUS_SITES=0xb708a EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368aa9 with vm_state/vm_flags/vm_byte populated
059	0x368c49	needs_stateful_capture	0x9b687	171	258	0201	0x368c3b	0x368c49	adjacent_unhooked_span	356	0x368c3b,0x368c49	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368c3b,0x368c49 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368c49 with vm_state/vm_flags/vm_byte populated
059	0x368de9	needs_stateful_capture	0x9170b	121	180	101b50c5	0x368dd8	0x368de9	adjacent_unhooked_span	334	0x368dd8,0x368de9	0x9170b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368dd8,0x368de9 EAC_VMTAIL_FOCUS_SITES=0x9170b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368de9 with vm_state/vm_flags/vm_byte populated
059	0x368e58	needs_stateful_capture	0xc0d7b	347	43	968a8c02	0x368e48	0x368e58	adjacent_unhooked_span	334	0x368e48,0x368e58	0xc0d7b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368e48,0x368e58 EAC_VMTAIL_FOCUS_SITES=0xc0d7b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368e58 with vm_state/vm_flags/vm_byte populated
059	0x368f60	needs_stateful_capture	0x9a46b	165	200	c800	0x368f5e	0x368f60	0xa062e	198	0x368f5e,0x368f60	0xa062e,0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x368f5e,0x368f60 EAC_VMTAIL_FOCUS_SITES=0xa062e,0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x368f60 with vm_state/vm_flags/vm_byte populated
059	0x36907b	needs_stateful_capture	0x9a46b	165	333	4d01	0x36906d	0x36907b	adjacent_unhooked_span	216	0x36906d,0x36907b	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36906d,0x36907b EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36907b with vm_state/vm_flags/vm_byte populated
059	0x369286	needs_stateful_capture	0xc240d	354	168	a800	0x369275	0x369286	adjacent_unhooked_span	321	0x369275,0x369286	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x369275,0x369286 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x369286 with vm_state/vm_flags/vm_byte populated
059	0x3693a8	needs_stateful_capture	0xbf886	340	215	3bd06800	0x369397	0x3693a8	adjacent_unhooked_span	246	0x369397,0x3693a8	0xbf886	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x369397,0x3693a8 EAC_VMTAIL_FOCUS_SITES=0xbf886 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3693a8 with vm_state/vm_flags/vm_byte populated
059	0x369533	needs_stateful_capture	0xc240d	354	340	5401	0x369525	0x369533	adjacent_unhooked_span	356	0x369525,0x369533	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x369525,0x369533 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x369533 with vm_state/vm_flags/vm_byte populated
059	0x36978a	needs_stateful_capture	0xc240d	354	337	5101	0x36977c	0x36978a	adjacent_unhooked_span	278	0x36977c,0x36978a	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36977c,0x36978a EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36978a with vm_state/vm_flags/vm_byte populated
059	0x369962	needs_stateful_capture	0x9b687	171	337	5101	0x369951	0x369962	adjacent_unhooked_span	69	0x369951,0x369962	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x369951,0x369962 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x369962 with vm_state/vm_flags/vm_byte populated
