source_entry	opcode_name	dispatch_slot_kind	variant_index	observed_expr_count	entry_events	unique_slot_exprs	target_coverage_pct	target_mismatched_events	target_binding_status	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	original_expr	variables	smt2	solver_output_excerpt
243	vmop_243_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	66	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	406	275	(((u16_0 - ((((flags0 | state0) | 0x5f60d018u) + state0) & ((((state0 ^ 0x47b31677u) | (((flags0 | state0) | 0x5f60d018u) + state0)) - 0x289ce9b6u) & (((state0 ^ 0x47b31677u) | (((flags0 | state0) | 0x5f60d018u) + state0)) ^ 0x57df388cu)))) ^ 0xbdd98a5u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) ^ 0x57df388c)) & (mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) & (mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)))) - 0x289ce9b6)))))))) ^ 0xbdd98a5)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_243_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
243	vmop_243_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	62	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	544	371	(((u16_0 - (((((state0 ^ 0x47b31677u) | (((0x398f70f4u + state0) + ((flags0 | state0) | 0x5f60d018u)) & 0x4ec4a2f1u)) ^ 0x57df388cu) & (((state0 ^ 0x47b31677u) | (((0x398f70f4u + state0) + ((flags0 | state0) | 0x5f60d018u)) & 0x4ec4a2f1u)) - 0x289ce9b6u)) & (((0x398f70f4u + state0) + ((flags0 | state0) | 0x5f60d018u)) & 0x4ec4a2f1u))) ^ 0xbdd98a5u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)))) ^ 0x57df388c)) & (mask32((mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)) & (mask32((mask32((mask32(state0 ^ 0x47b31677)) | (mask32((mask32((mask32((mask32(flags0 | (mask32(state0 | 0x5f60d018)))) + state0)) + 0x398f70f4)) & 0x4ec4a2f1)))) - 0x289ce9b6)))))))) ^ 0xbdd98a5)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_243_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
245	vmop_245_plus0x5_state_affine_slot_mba_stateful	slot_mba_stateful	0	12	12	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 + u16_0) ^ 0x3a835417u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + state0)) ^ 0x3a835417)) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_245_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
248	vmop_248_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	15	15	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	38	((u16_2 & 0xffffu) & 0xffffu) ^ 0x66bu	(mask32(u16_2 ^ 0x4160066b)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_248_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
250	vmop_250_plus0x3_state_add_const_slot_multi_path	slot_multi_path	0	72	72	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	181	103	(((u16_1 + 0x4015c761u) - (((state0 ^ flags0) + flags0) ^ (flags0 | 0x75c2d7adu))) & 0xffffu) & 0xffffu	(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) + flags0)) ^ (mask32(flags0 | 0x75c2d7ad)))) + 0x3d28c7fc)) - 0xb911f97)))) + 0x71ad6fc6)) & 0xffff	flags0;state0;u16_1	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_250_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
251	vmop_251_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	17	17	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	56	54	(((u16_3 - state0) ^ 0x7cf1b821u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 - state0)) ^ 0x7cf1b821)) & 0xffff	state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_251_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
253	vmop_253_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	43	((u16_0 + 0x7c5d4802u) & 0xffffu) & 0xffffu	(mask32(u16_0 + 0x7c5d4802)) & 0xffff	u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_253_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
254	vmop_254_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	43	((u16_2 - 0x228a41a2u) & 0xffffu) & 0xffffu	(mask32(u16_2 - 0x228a41a2)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_254_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
256	vmop_256_plus0x2_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	293	156	(((0xc7e83234u + ((((flags0 - (state0 ^ 0x3e93f8dbu)) ^ 0x7a7f365au) | ((state0 ^ 0x3e93f8dbu) + 0x1734aabdu)) ^ 0x30de4dc1u)) + u16_0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 ^ 0x3e93f8db)) + 0x1734aabd)) ^ (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) | (mask32((mask32(flags0 - (mask32(state0 ^ 0x3e93f8db)))) ^ 0x7a7f365a)))) ^ 0x30de4dc1)))) - 0x3817cdcc)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_256_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
257	vmop_257_plus0x2_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	123	69	((u16_0 - ((0x33cddc09u + state0) | 0x1d2af87u)) & 0xffffu) & 0xffffu	(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 - 0x509f61c9)) + 0x1b9def5)) - 0x7d4ca123)) | 0x1d2af87)))) & 0xffff	state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_257_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
258	vmop_258_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	70	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	181	134	(((u16_0 - (((state0 ^ 0x11095fd5u) + (flags0 ^ 0x1769756eu)) ^ (u16_2 - (flags0 ^ 0x1769756eu)))) ^ 0x5812e92cu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32(flags0 ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32(flags0 ^ 0x1769756e)))))))) ^ 0x5812e92c)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_258_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
258	vmop_258_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	58	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	271	196	(((u16_0 - (((state0 ^ 0x11095fd5u) + (((flags0 - 0x1510614fu) | 0xa1b079au) ^ 0x1769756eu)) ^ (u16_2 - (((flags0 - 0x1510614fu) | 0xa1b079au) ^ 0x1769756eu)))) ^ 0x5812e92cu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 ^ 0x11095fd5)) + (mask32((mask32((mask32(flags0 - 0x1510614f)) | 0xa1b079a)) ^ 0x1769756e)))) ^ (mask32(u16_2 - (mask32((mask32((mask32(flags0 - 0x1510614f)) | 0xa1b079a)) ^ 0x1769756e)))))))) ^ 0x5812e92c)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_258_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
260	vmop_260_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	65	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	1566	569	(((u16_0 - (((u16_2 + ((((((state0 + 0x581f6275u) ^ ((0x5a98810u + flags0) & 0x2efb7283u)) | 0x7ba7e961u) + (0x5a98810u + flags0)) | (0x5a98810u + flags0)) | 0x17270855u)) - ((((0x5a98810u + flags0) ^ 0x235356fbu) | ((((((state0 + 0x581f6275u) ^ ((0x5a98810u + flags0) & 0x2efb7283u)) | 0x7ba7e961u) + (0x5a98810u + flags0)) | (0x5a98810u + flags0)) & 0x624bad50u)) | 0x2030850u)) & ((((((state0 + 0x581f6275u) ^ ((0x5a98810u + flags0) & 0x2efb7283u)) | 0x7ba7e961u) + (0x5a98810u + flags0)) | (0x5a98810u + flags0)) | 0x17270855u))) ^ 0x470c080du) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x2efb7283)))) | 0x7ba7e961)) + (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x5af0e1db)))) | 0x17270855)) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) & (mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x2efb7283)))) | 0x7ba7e961)) + (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x5af0e1db)))) | 0x17270855)) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))))) - (mask32((mask32((mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) ^ 0x34525a09)) ^ 0x17010cf2)) | (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x2efb7283)))) | 0x7ba7e961)) + (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)) & 0x5af0e1db)))) | 0x17270855)) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) | (mask32((mask32(flags0 - 0x705f9ad2)) + 0x760922e2)))) & 0x624bad50)))))))))) ^ 0x470c080d)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_260_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
260	vmop_260_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	63	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	784	403	(((u16_0 - (((u16_2 + ((((((state0 + 0x581f6275u) ^ (flags0 & 0x2efb7283u)) | 0x7ba7e961u) + flags0) | flags0) | 0x17270855u)) - ((((((((state0 + 0x581f6275u) ^ (flags0 & 0x2efb7283u)) | 0x7ba7e961u) + flags0) | flags0) & 0x624bad50u) | flags0) | 0x2030850u)) & ((((((state0 + 0x581f6275u) ^ (flags0 & 0x2efb7283u)) | 0x7ba7e961u) + flags0) | flags0) | 0x17270855u))) ^ 0x470c080du) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32(flags0 & 0x2efb7283)))) | 0x7ba7e961)) + flags0)) | (mask32(flags0 & 0x5af0e1db)))) | 0x17270855)) | flags0)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32(flags0 & 0x2efb7283)))) | 0x7ba7e961)) + flags0)) | (mask32(flags0 & 0x5af0e1db)))) | 0x17270855)) | flags0)) | flags0)))) - (mask32(flags0 | (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 + 0x581f6275)) ^ (mask32(flags0 & 0x2efb7283)))) | 0x7ba7e961)) + flags0)) | (mask32(flags0 & 0x5af0e1db)))) | 0x17270855)) | flags0)) | flags0)) & 0x624bad50)))))))))) ^ 0x470c080d)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_260_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
261	vmop_261_plus0x6_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	37	43	((u16_2 + 0x4c539d29u) & 0xffffu) & 0xffffu	(mask32(u16_2 + 0x4c539d29)) & 0xffff	u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_261_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
264	vmop_264_plus0xa_state_formula_slot_mba_stateful	slot_mba_stateful	0	49	49	1	0.0	49	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	56	54	(((state0 + u16_8) - 0x6fba3362u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_8 + state0)) - 0x6fba3362)) & 0xffff	state0;u16_8	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_264_00.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
267	vmop_267_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	4	4	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	324	118	(((((((flags0 | 0x10c4506bu) ^ 0x5cdc1fadu) + 0x3cd2f1ddu) & 0x18f9e0e8u) + u16_0) ^ 0x17e28bdfu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 & 0x22c7ea36)) | (mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)))) & (mask32((mask32((mask32((mask32((mask32(flags0 | 0x10c4506b)) ^ 0x5cdc1fad)) + 0x50bb45db)) - 0x13e853fe)) & 0x18f9e0e8)))))) ^ 0x17e28bdf)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_267_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
268	vmop_268_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	87	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	334	86	(((u16_2 - 0x36c3219bu) - ((flags0 + 0x33c0c75bu) & 0x174c40efu)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 | 0x71bd1bb1)) + (mask32((mask32(u16_0 - (mask32(state0 | 0x71bd1bb1)))) - flags0)))) & (mask32((mask32((mask32(flags0 + 0x33c0c75b)) & 0x174c40ef)) - 0x554d11ee)))) | (mask32((mask32((mask32(flags0 + 0x33c0c75b)) & 0x174c40ef)) - 0x554d11ee)))))) + 0x73efcc77)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_268_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
268	vmop_268_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	41	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	242	54	(((u16_2 + 0x402f051cu) - flags0) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 | 0x71bd1bb1)) + (mask32((mask32(u16_0 - (mask32(state0 | 0x71bd1bb1)))) - flags0)))) & (mask32(flags0 + 0x33c0c75b)))) | (mask32(flags0 + 0x33c0c75b)))))) + 0x73efcc77)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_268_01.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
269	vmop_269_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	215	80	(((0x4faa382u + ((state0 & flags0) ^ 0x4f60a287u)) + u16_3) & 0xffffu) & 0xffffu	(mask32((mask32(u16_3 + (mask32((mask32((mask32((mask32(state0 ^ (mask32(flags0 & state0)))) & 0x6f7fff69)) & (mask32(flags0 & state0)))) | (mask32((mask32(flags0 & state0)) ^ 0x4f60a287)))))) + 0x4faa382)) & 0xffff	flags0;state0;u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_269_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
273	vmop_273_plus0x4_state_add_const_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	278	148	((((u16_2 - ((0x4b959cd0u + state0) & 0x908616eu)) ^ flags0) + ((0xd1f419a0u + ((0x4b959cd0u + state0) & 0x908616eu)) + u16_0)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)) + (mask32((mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 - flags0)) + 0x4b959cd0)) + flags0)) & 0x908616e)))) ^ flags0)))))) - 0x2e0be660)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_273_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
278	vmop_278_plus0xa_state_preserve_slot_multi_path	slot_multi_path	0	82	82	1	0.0	82	target_binding_not_validated	compiler_expression_recovered	proved_equivalent	75	65	(((u16_2 + 0x68baea26u) - (state0 | flags0)) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32(state0 | flags0)))) + 0x68baea26)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_278_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
281	vmop_281_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	307	215	((((((((((state0 - 0x31642a8cu) ^ 0x5b9839d1u) | flags0) & ((u16_2 + (((state0 - 0x31642a8cu) ^ 0x5b9839d1u) | flags0)) - flags0)) - flags0) + 0x1ec23851u) ^ u16_0) ^ 0x6445395fu) - 0x519e8380u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)) & (mask32((mask32(u16_2 + (mask32((mask32((mask32(state0 - 0x31642a8c)) ^ 0x5b9839d1)) | flags0)))) - flags0)))) - (mask32(flags0 - 0x1ec23851)))) ^ 0x6445395f)))) - 0x519e8380)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_281_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
282	vmop_282_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	83	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	144	113	(((u16_2 - ((((0xab379a76u + flags0) & 0x259f380du) - 0x334721c0u) ^ state0)) ^ 0x644d2bc4u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32((mask32((mask32(flags0 - 0x54c8658a)) & 0x259f380d)) - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_282_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
282	vmop_282_plus0x5_state_add_const_slot_multi_path	slot_multi_path	1	45	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	98	81	(((u16_2 - ((0xccb8de40u + flags0) ^ state0)) ^ 0x644d2bc4u) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 - (mask32(state0 ^ (mask32(flags0 - 0x334721c0)))))) ^ 0x644d2bc4)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_282_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
283	vmop_283_plus0x5_state_preserve_slot_mba_stateful	slot_mba_stateful	0	128	128	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	36	42	((u16_3 - 0x8ad5ab4u) & 0xffffu) & 0xffffu	(mask32(u16_3 - 0x8ad5ab4)) & 0xffff	u16_3	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_283_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
284	vmop_284_plus0xd_state_add_const_slot_mba_stateful	slot_mba_stateful	0	1	1	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	38	44	((u16_11 - 0x14b96a4cu) & 0xffffu) & 0xffffu	(mask32(u16_11 - 0x14b96a4c)) & 0xffff	u16_11	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_284_00.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
285	vmop_285_plus0x5_state_add_const_slot_mba_stateful	slot_mba_stateful	0	1	1	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	52	49	((u16_2 - (state0 ^ flags0)) & 0xffffu) & 0xffffu	(mask32(u16_2 - (mask32(state0 ^ flags0)))) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_285_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
287	vmop_287_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	76	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	165	111	(((((((state0 & 0xa6ddb71u) - flags0) + 0x4d013a2au) | 0x3ab14dd1u) + u16_0) ^ 0xa841ebdu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32(flags0 + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_287_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
287	vmop_287_plus0x4_state_add_const_slot_multi_path	slot_multi_path	1	52	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	211	111	(((((((state0 & 0xa6ddb71u) - flags0) + 0x53ce21b0u) | 0x3ab14dd1u) + u16_0) ^ 0xa841ebdu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32(state0 & 0xa6ddb71)) - (mask32((mask32((mask32(flags0 - 0x67686890)) + 0x609b810a)) + 0x6975e1b1)))) - 0x4988e425)) | 0x3ab14dd1)))) ^ 0xa841ebd)) & 0xffff	flags0;state0;u16_0	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_287_01.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
290	vmop_290_plus0x5_state_add_const_slot_multi_path	slot_multi_path	0	17	17	1	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	98	81	(((((flags0 & 0x3acb356du) | state0) + u16_2) ^ 0x29d9517bu) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32(state0 | (mask32(flags0 & 0x3acb356d)))))) ^ 0x29d9517b)) & 0xffff	flags0;state0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_290_00.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
291	vmop_291_plus0x4_state_add_const_slot_multi_path	slot_multi_path	0	84	128	2	100.0	0	target_binding_validated	compiler_expression_recovered	proved_equivalent	356	219	(((0xa61c44cu + (((((flags0 ^ 0x3cf531a2u) | 0x55d764bbu) ^ 0x17a0094au) - 0x1f6881d8u) & ((((u16_0 - (flags0 ^ 0x12648cbeu)) ^ (flags0 ^ state0)) - (flags0 ^ 0x3cf531a2u)) - 0x610956a9u))) + u16_2) & 0xffffu) & 0xffffu	(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ (mask32(u16_0 - (mask32(flags0 ^ 0x12648cbe)))))) - (mask32((mask32((mask32(flags0 ^ 0x12648cbe)) ^ 0x2e91bd1c)) + 0x610956a9)))) & (mask32((mask32((mask32((mask32((mask32(flags0 ^ 0x12648cbe)) ^ 0x2e91bd1c)) | 0x55d764bb)) ^ 0x17a0094a)) - 0x1f6881d8)))))) + 0xa61c44c)) & 0xffff	flags0;state0;u16_0;u16_2	dumps/vmtail-wide-1m-w16/vm_mba_dispatch_formula_compiler_proofs/dispatch_291_00.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
