program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
050	0x337e84	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	524	
050	0x338682	ready_for_mba_reduction	all required static/runtime fields are present	85	20	20	20	yes	yes	20	
050	0x3386de	ready_for_mba_reduction	all required static/runtime fields are present	68	16	16	16	yes	yes	67	
050	0x3387ea	ready_for_mba_reduction	all required static/runtime fields are present	68	16	16	16	yes	yes	411	
050	0x338e18	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	91	
050	0x338f7a	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	150	
050	0x3391ba	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	168	
050	0x339440	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	150	
050	0x339682	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	162	
050	0x3398f4	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	104	
050	0x339a94	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	107	
050	0x339c34	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	104	
050	0x339dd4	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	126	
050	0x339fbd	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	164	
050	0x33a233	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	68	
