source_entry	opcode_name	program	start_vm_ip	end_vm_ip	bytes	target_entry	target	delta	state_kind	table_status
195	vmop_195_minus0x2306_sampled_backedge_slot_unknown	062	0x36daed	0x364e5f	ad7e07008000	310	310@0xb8556	-0x8c8e	sampled_backedge	exact_observed_row
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	063	0x36ef16	0x36ef46	ab000000300000003d0122	171	171@0x9b4b3	+0x30	sampled_long_or_sparse	exact_observed_row
302	vmop_302_minus0x40_sampled_backedge_slot_unknown	063	0x36ef3e	0x36eefe	a500000040000080	165	165@0x9a24c	-0x40	sampled_backedge	exact_observed_row
225	vmop_225_plus0x5_state_formula_slot_unknown	063	0x36f3d7	0x36f3dc	ce133d0187	144	144@0x95887:6	+0x5	state_formula	exact_observed_row
246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	063	0x36f427	0x36f6af	a5000000880200003d0100	165	165@0x9a24c	+0x288	sampled_long_or_sparse	exact_observed_row
117	vmop_117_minus0x40_sampled_backedge_slot_unknown	063	0x36f6a7	0x36f14a	a50000005d050080	165	165@0x9a24c	-0x55d	sampled_backedge	exact_observed_row
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	063	0x36f86b	0x36faf6	ab0000008b0200003d0100	171	171@0x9b4b3	+0x28b	sampled_long_or_sparse	exact_observed_row
266	vmop_266_minus0x2e8_sampled_backedge_slot_unknown	063	0x36faee	0x36f820	a5000000ce020080	165	165@0x9a24c	-0x2ce	sampled_backedge	exact_observed_row
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	063	0x3704f7	0x370770	62010000790200003d0122	354	354@0xc2241	+0x279	sampled_long_or_sparse	exact_observed_row
302	vmop_302_minus0x40_sampled_backedge_slot_unknown	063	0x370768	0x37078a	ab00000022000000	171	171@0x9b4b3	+0x22	sampled_backedge	exact_observed_row
316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	063	0x3707a0	0x371a63	a5000000c31200003d0122	165	165@0x9a24c	+0x12c3	sampled_backedge	exact_observed_row
334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	063	0x371477	0x37171c	62010000a50200003d0100	354	354@0xc2241	+0x2a5	sampled_long_or_sparse	exact_observed_row
145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	063	0x37158e	0x3716c7	62010000390100003d019a	354	354@0xc2241	+0x139	sampled_long_or_sparse	exact_observed_row
266	vmop_266_minus0x2e8_sampled_backedge_slot_unknown	064	0x371714	0x37142c	62010000e8020080	354	354@0xc2241	-0x2e8	sampled_backedge	exact_observed_row
246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	064	0x37174c	0x3717c4	a5000000780000003d0122	165	165@0x9a24c	+0x78	sampled_long_or_sparse	exact_observed_row
308	vmop_308_plus0x20_exact_slot_unknown	065	0x371a43	0x370256	ab000000ed170080	171	171@0x9b4b3	-0x17ed	exact	exact_observed_row
299	vmop_299_minus0x7fe6_sampled_backedge_slot_unknown	065	0x371fd7	0x36504c	f68107008000	310	310@0xb8556	-0xcf8b	sampled_backedge	exact_observed_row
