source_entry	opcode_name	problem_kind	state_kind	variables	status	template	candidate_c	random_tests	validation	original_state_formula
188	vmop_188_plus0x5_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 - u16_0 ^ state0 + 0x2bd68549 + flags0 - 0x4a4532ca + flags0 + 0x62c32dd8
189	vmop_189_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x160e4f34 + u16_2 + state0 & 0x160e4f34 ^ 0x2a1ce984
190	vmop_190_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & u16_3 + state0 + 0x20f4b909
192	vmop_192_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce - u16_0 ^ state0 + flags0 + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce + flags0 + state0 + flags0 ^ 0x5d641cd7 | 0x76a1e6e7 ^ 0x1ea5bfdc & 0x4f4379b7 | 0x563159ce
195	vmop_195_minus0x2306_sampled_backedge_slot_unknown	dispatch_unknown	sampled_backedge	state0;flags0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923
196	vmop_196_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x52e5924a + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x37b5a024 + 0x2e12e35a ^ 0x44fb7fdb + flags0 | 0x4083ed99 & state0 | 0x52e5924a ^ 0x20047816 & 0x7ca762c5 - 0x5ff2f608 + 0x789b1461 + 0x32c4b127 & 0x7c737923
198	vmop_198_plus0x2_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 - u16_0 - state0 + flags0 - 0x5e173fc7 - 0x3cd02127 + flags0 + 0x15b2dfa5 ^ 0x3fe99379
199	vmop_199_plus0x3_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;b2;flags0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + b2 + flags0 ^ 0x7353b039 - 0x24d1328a ^ 0x7e708197 & 0x20d5418 + flags0 ^ 0x7353b039 - 0x24d1328a
201	vmop_201_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c | 0x6499103 & flags0 & state0 ^ flags0 ^ 0x1940e110 ^ 0x5efd26e6 & flags0 ^ 0x71fea721 ^ flags0 & 0x3f73d5c3 | 0x4f2c497c + 0x2daa0966 - 0x708b6fb1 - 0x7e894c58 - u16_2 - 0x289c039
203	vmop_203_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c | flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 | 0x24d2add8 & 0x6ef19bee - flags0 + 0x97da242 & state0 - flags0 + 0x97da242 & flags0 + 0x97da242 ^ 0x370370f1 | 0x1f1759c & 0x71376753 + 0x2c217984 - 0x32825086 - 0x1f5b0269 & u16_0 ^ 0x4ccb9807
208	vmop_208_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d - u16_3 - state0 + flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x1477a707 - flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x72f7690f & flags0 - 0x24472eba ^ 0x60ff2036 + 0x7627b830 - 0x42fb6768 ^ state0 + 0x7ad87935 ^ 0x39b69246 ^ state0 | 0x7a909dc0 ^ 0x58abcfc7 | 0x7be050b - 0x790391ce & 0x37c3d0a5 | 0x73f21f4d
209	vmop_209_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2 - u16_0 ^ state0 & flags0 | 0x57058be5 ^ 0x36c108d8 | 0x22939484 ^ 0x55c2f3a2
210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	dispatch_unknown	sampled_long_or_sparse	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
214	vmop_214_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - u16_0 + state0 ^ flags0 + 0x784f7133 ^ 0x7e64782 & 0x5bda5c23 + 0x352ca91c | flags0 + 0x784f7133 & 0x4cc9d7b & 0x79233229 - 0x234dc07a - 0x2ce4baee - 0x3231759e - 0x74a805eb
215	vmop_215_plus0x3_state_mixed_slot_u16_0	algebraic_mba	state_mixed	state0;b2;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 + b2 + state0 | 0x760f463f - flags0 | 0x77dcc51b ^ 0xee9796d ^ 0x717a207c + 0x15a799dd | 0x6c5f0f12 | 0x38d2bdd3 - u16_0
216	vmop_216_plus0xa_state_preserve_slot_mba_stateful	algebraic_mba	state_preserve	state0;flags0	candidate_simplified	xor2_const	state0 ^ flags0 ^ 0x0u	4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0
217	vmop_217_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0	candidate_simplified	xor2_const	state0 ^ flags0 ^ 0x0u	4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0
220	vmop_220_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 ^ u16_3 - state0 | flags0 + 0x46462807 & 0x2332d827 - flags0 - state0 | flags0 & 0x4297c9dd + 0x6f8e6e16 + 0x8f8037a
222	vmop_222_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca ^ u16_2 + state0 + flags0 | 0x11da3648 & 0x169ceafa & u16_0 - state0 + flags0 | 0x11da3648 & 0x169ceafa + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 | 0x39a63024 + flags0 | 0x5b15ab43 | 0x4cc95222 | 0x70d72f46 | 0x30319008 + 0x17d780ca - 0x29e369df
225	vmop_225_plus0x5_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_0	candidate_simplified	or2_add_const	(state0 | flags0) + 0x0u	4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 & u16_0 ^ state0 | flags0
229	vmop_229_plus0x5_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 ^ 0x4a304ad7 - u16_3 ^ state0 ^ flags0 ^ 0x4a304ad7 ^ 0x381ae5a5
231	vmop_231_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f & u16_3 - state0 + flags0 + 0x37d0b9a9 ^ 0x6307e167 + flags0 + 0x37d0b9a9 ^ 0x6307e167 ^ 0x69e2cccd ^ 0x500184b - 0x796ead7f + 0x5041c185
237	vmop_237_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_1	candidate_simplified	xor_const	u16_1 ^ 0xb7c30a76u	4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc ^ u16_1 ^ state0 - flags0 ^ 0x22900c8 - flags0 + 0x3fbeaa1d ^ 0x8178b71 - 0x4813dbc - 0x4f4105f2
239	vmop_239_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_4;u32_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - u16_4 + state0 + 0x40a7aa16 + flags0 & 0x39d16b3e & u32_0 - state0 + 0x40a7aa16 + flags0 & 0x39d16b3e - 0x3650a0ae
240	vmop_240_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_3	candidate_simplified	const_sub	0x8413de69u - u16_3	4107	random_differential_against_compiled_original_not_formal_proof	state0 - u16_3 - state0 - 0x7bec2197
241	vmop_241_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_11	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - u16_11 + state0
242	vmop_242_plus0x5_state_formula_slot_mba_stateful	algebraic_mba	state_formula	state0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | u16_3 - state0 ^ 0x5c05e9b5
243	vmop_243_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 + u16_0 - state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 ^ 0x57df388c & flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 & state0 ^ 0x47b31677 | flags0 | state0 | 0x5f60d018 + state0 + 0x398f70f4 & 0x4ec4a2f1 - 0x289ce9b6 ^ 0xbdd98a5
245	vmop_245_plus0x5_state_affine_slot_mba_stateful	algebraic_mba	state_affine	state0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ u16_0 + state0 ^ 0x3a835417
246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	dispatch_unknown	sampled_long_or_sparse	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
248	vmop_248_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 - state0 | 0x5188b16e & 0x6764746a - state0 ^ 0x46157a61 + 0x17fe21ad ^ 0x35ad1d25 - 0x496039c5 ^ u16_2 ^ 0x4160066b
250	vmop_250_plus0x3_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_1	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 | u16_1 - state0 ^ flags0 + flags0 ^ flags0 | 0x75c2d7ad + 0x3d28c7fc - 0xb911f97 + 0x71ad6fc6
251	vmop_251_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & u16_3 - state0 ^ 0x7cf1b821
253	vmop_253_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0;u32_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x764111b0 + 0x6d2270cb + u32_2 ^ flags0 + flags0 | 0x62c3b0dd | 0x2b96d1d1 & 0x2d46e2e3 ^ u16_0 + 0x7c5d4802
254	vmop_254_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 - u16_0 ^ state0 + flags0 | flags0 | 0x617339d9 | 0x5635509 | 0x15874263 ^ 0x5bf4e999 & flags0 - 0x35a18ac8 | 0x5feb6979 & 0x3e80b852 | u16_2 - 0x228a41a2
256	vmop_256_plus0x2_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 & u16_0 + state0 ^ 0x3e93f8db + 0x1734aabd ^ flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a | flags0 - state0 ^ 0x3e93f8db ^ 0x7a7f365a ^ 0x30de4dc1 - 0x3817cdcc
257	vmop_257_plus0x2_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87 ^ u16_0 - state0 - 0x509f61c9 + 0x1b9def5 - 0x7d4ca123 | 0x1d2af87
258	vmop_258_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e & u16_0 - state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ 0x5812e92c
259	vmop_259_plus0xa_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_0;u32_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 & u32_2 - state0 | flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x71457984 + flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b ^ flags0 ^ 0x5b05419c + 0x792f3332 ^ 0x8bcb284 - 0x36b43160 ^ 0x674120fe - 0x57f37797 | 0x5190c117 + 0x5ad08ad1 ^ 0x76155fd ^ 0x2e1ba290 ^ 0x61a2d9b | u16_0
260	vmop_260_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 - u16_0 - state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & u16_2 + state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 - flags0 - 0x705f9ad2 + 0x760922e2 ^ 0x34525a09 ^ 0x17010cf2 | state0 + 0x581f6275 ^ flags0 - 0x705f9ad2 + 0x760922e2 & 0x2efb7283 | 0x7ba7e961 + flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x5af0e1db | 0x17270855 | flags0 - 0x705f9ad2 + 0x760922e2 | flags0 - 0x705f9ad2 + 0x760922e2 & 0x624bad50 ^ 0x470c080d
261	vmop_261_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_2	candidate_simplified	add2_const	state0 + u16_2 + 0x4c539d29u	4107	random_differential_against_compiled_original_not_formal_proof	state0 + u16_2 + 0x4c539d29
264	vmop_264_plus0xa_state_formula_slot_mba_stateful	algebraic_mba	state_formula	state0;u16_8	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & u16_8 + state0 - 0x6fba3362
266	vmop_266_minus0x2e8_sampled_backedge_slot_unknown	dispatch_unknown	sampled_backedge	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
267	vmop_267_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x22c7ea36 | flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & 0x18f9e0e8 - 0x376fe1fd | 0x2bce070c + u16_0 + state0 & 0x22c7ea36 | flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & flags0 | 0x10c4506b ^ 0x5cdc1fad + 0x50bb45db - 0x13e853fe & 0x18f9e0e8 - 0x376fe1fd | 0x2bce070c ^ 0x17e28bdf
268	vmop_268_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x71bd1bb1 + u16_0 - state0 | 0x71bd1bb1 - flags0 & flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 | flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 + 0x12696b26 ^ u16_2 - state0 | 0x71bd1bb1 + u16_0 - state0 | 0x71bd1bb1 - flags0 & flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 | flags0 + 0x33c0c75b & 0x174c40ef - 0x554d11ee & 0x30ef8696 + 0x12696b26 + 0x73efcc77
269	vmop_269_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + u16_3 + state0 ^ flags0 & state0 & 0x6f7fff69 & flags0 & state0 | flags0 & state0 ^ 0x4f60a287 + 0x4faa382
273	vmop_273_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 | u16_0 + state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e + u16_2 - state0 - flags0 + 0x4b959cd0 + flags0 & 0x908616e ^ flags0 - 0x2e0be660
276	vmop_276_plus0xa_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_0;u32_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a ^ u16_0 + state0 & 0x7246aa41 ^ flags0 | 0x47166ef1 - flags0 | flags0 - u32_2 - 0x332a16a - 0x63f74381
278	vmop_278_plus0xa_state_preserve_slot_multi_path	algebraic_mba	state_preserve	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 | u16_2 - state0 | flags0 + 0x68baea26
281	vmop_281_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f + u16_0 ^ state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 & u16_2 + state0 - 0x31642a8c ^ 0x5b9839d1 | flags0 - flags0 - flags0 - 0x1ec23851 ^ 0x6445395f - 0x519e8380
282	vmop_282_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 - 0x54c8658a & 0x259f380d & 0x41d706e9 - 0x334721c0
283	vmop_283_plus0x5_state_preserve_slot_mba_stateful	algebraic_mba	state_preserve	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
284	vmop_284_plus0xd_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_11	candidate_simplified	sub2_const	state0 - u16_11 + 0xeb4695b4u	4107	random_differential_against_compiled_original_not_formal_proof	state0 - u16_11 - 0x14b96a4c
285	vmop_285_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 + u16_2 - state0 ^ flags0
287	vmop_287_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 - u16_0 + state0 & 0xa6ddb71 - flags0 - 0x67686890 + 0x609b810a + 0x6975e1b1 - 0x4988e425 | 0x3ab14dd1 ^ 0xa841ebd
290	vmop_290_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 & 0x3acb356d & u16_2 + state0 | flags0 & 0x3acb356d ^ 0x29d9517b
