source_entry	opcode_name	problem_kind	state_kind	variables	status	template	candidate_c	random_tests	validation	original_state_formula
291	vmop_291_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 ^ u16_0 - flags0 ^ 0x5acd2fa ^ 0x12648cbe - flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c + 0x610956a9 & flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c | 0x55d764bb ^ 0x17a0094a - 0x1f6881d8 | u16_2 + state0 ^ flags0 ^ u16_0 - flags0 ^ 0x5acd2fa ^ 0x12648cbe - flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c + 0x610956a9 & flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c | 0x55d764bb ^ 0x17a0094a - 0x1f6881d8 + 0xa61c44c
292	vmop_292_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_1;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 + u16_1 - state0 | flags0 & u16_3 ^ state0 | flags0 + u16_1 - state0 | flags0 + 0x628c34bc
295	vmop_295_plus0x5_state_mixed_slot_mba_stateful	algebraic_mba	state_mixed	state0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | u16_2 - 0x396ecbf2
297	vmop_297_plus0x3_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;b0;flags0;u16_1	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb - u16_1 - state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x9f24ccb
299	vmop_299_minus0x7fe6_sampled_backedge_slot_unknown	dispatch_unknown	sampled_backedge	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33
300	vmop_300_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33
301	vmop_301_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf
302	vmop_302_minus0x40_sampled_backedge_slot_unknown	dispatch_unknown	sampled_backedge	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
305	vmop_305_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & u16_0 + state0
308	vmop_308_plus0x20_exact_slot_unknown	dispatch_unknown	exact	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
311	vmop_311_plus0xa_state_preserve_slot_multi_path	algebraic_mba	state_preserve	state0;flags0;u16_3	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 - u16_3 ^ state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 ^ 0xa9f4228
313	vmop_313_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ u16_2 + state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ 0x35363d0a
314	vmop_314_plus0xa_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u32_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - u32_0 ^ state0 + 0x477d7abb
315	vmop_315_plus0x4_state_mixed_slot_mba_stateful	algebraic_mba	state_mixed	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x7562ddb5 ^ 0x25ede89c - 0x19140c1b ^ flags0 ^ 0x285c750c | u16_2 ^ 0x42c7f071
316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	dispatch_unknown	sampled_backedge	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
317	vmop_317_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + u16_0 - state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + 0x18e7b255
319	vmop_319_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + u16_2 + state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + 0x7f20b820
320	vmop_320_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0	candidate_simplified	and_mask	state0 & 0x81ebc77cu	4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 - flags0 - 0x7e143884
321	vmop_321_plus0xd_state_preserve_slot_multi_path	algebraic_mba	state_preserve	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4
322	vmop_322_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4
326	vmop_326_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_1	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 + u16_1 ^ 0x50d4eebe
331	vmop_331_plus0x3_state_formula_slot_multi_path	algebraic_mba	state_formula	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 + u16_0 - state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 - 0x35a6d51
332	vmop_332_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 ^ u16_2 ^ state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x42097e5d
333	vmop_333_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3 + u16_0 - state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3
334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	dispatch_unknown	sampled_long_or_sparse	state0	candidate_simplified	identity	state0	4107	random_differential_against_compiled_original_not_formal_proof	state0
336	vmop_336_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & u16_2 ^ 0x114009e8
337	vmop_337_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 | u16_0 + state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 ^ 0x2060ddea
338	vmop_338_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_0	candidate_simplified	const_sub	0xb40741f4u - u16_0	4107	random_differential_against_compiled_original_not_formal_proof	state0 - u16_0 - state0 - 0x4bf8be0c
340	vmop_340_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 - u16_0 + state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 + 0x9097995
345	vmop_345_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0;u32_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + u32_2 ^ state0 + flags0 + u16_0 + state0 + u32_2 ^ state0 + flags0
346	vmop_346_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0	candidate_simplified	xor2_const	state0 ^ flags0 ^ 0x45daa5e4u	4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 ^ 0x45fbcef1
347	vmop_347_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 + u16_2 + flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 - flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 ^ 0x7bd54e39 - 0x10871fd8
348	vmop_348_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x4ead272 + flags0 | flags0 | 0x2730b0cc - 0x5c278a20 & 0x31691179 - 0x5c3efee3 & 0x19c08712 & u16_0 ^ state0 & 0x4ead272 + flags0 | flags0 | 0x2730b0cc - 0x5c278a20 & 0x31691179 - 0x5c3efee3 & 0x19c08712 - 0x369ef0d5
350	vmop_350_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0;u16_0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_0 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_2 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_0 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f ^ 0x678e3cb6
351	vmop_351_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 | u16_2 + state0 - 0x7b3a2d18
352	vmop_352_plus0x2_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & 0x31863366 | u16_0 + state0 & 0x31863366 + 0x331dfc06
356	vmop_356_plus0xa_state_preserve_slot_mba_stateful	algebraic_mba	state_preserve	state0;flags0	candidate_simplified	xor2_const	state0 ^ flags0 ^ 0x0u	4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0
357	vmop_357_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state_add_const	state0;flags0	candidate_simplified	xor2_const	state0 ^ flags0 ^ 0x0u	4107	random_differential_against_compiled_original_not_formal_proof	state0 ^ flags0
358	vmop_358_plus0x5_state_formula_slot_unknown	dispatch_unknown	state_formula	state0;flags0;u16_0	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 + flags0 - 0x3bcc6446 ^ 0x50eab96 - flags0 + flags0 | 0x4ea692e8 ^ flags0 ^ flags0 ^ 0x3b02b16c + 0x63b77c87 | flags0 | u16_0 ^ state0 + flags0 - 0x3bcc6446 ^ 0x50eab96 - flags0 + flags0 | 0x4ea692e8 ^ flags0 ^ flags0 ^ 0x3b02b16c + 0x63b77c87 | flags0 - 0x45b1cde1
359	vmop_359_plus0x5_state_add_const_slot_multi_path	algebraic_mba	state_add_const	state0;flags0;u16_2	unsolved_by_current_templates			4107	random_differential_against_compiled_original_not_formal_proof	state0 & flags0 | 0x16bae797 | u16_2 + state0 & flags0 | 0x16bae797 - 0x6683bbe1
