source_entry	source_target	opcode_name	class	events	ir_rows	delta	shape	word_shape	operand_layout	word_layout	state_kind	state_class_mix	state_effect_rows	state_effect_preview	dispatch_slot_kind	dispatch_slot_preview	ip_advance_ir	long_branch_ir	sampled_operand_ir	top_bytes	programs	readability_status	state_effect_ir	dispatch_slot_ir
31	0x7ecd2	vmop_031_plus0x5_state_preserve_slot_mba_stateful	static_validated	2	1	+0x5	CCCCC	CC	b0=0x3d;b1=0x01;b2=0xdf;b3=0x2e;b4=0xed	w0=0x013d;w1=0x2edf	state_preserve	state_preserve:1	1	state0	slot_mba_stateful	2=(mask32((mask32(u16_2 + state0)) - 0x72a124af)) & 0xffff	2=0x5			3d01df2eed:1	042:1	named_structural;needs_algebraic_simplification	state0	2=(mask32((mask32(u16_2 + state0)) - 0x72a124af)) & 0xffff
33	0x7f7c4	vmop_033_plus0x4_state_add_const_slot_multi_path	static_validated	9247	807	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var122(top=0x34:5.8%);b3=var129(top=0xc8:6.6%)	w0=0x01e8;w1=var677(top=0x8c34:2.8%)	state_add_const	state_add_const:378,state_mixed:92,state_const_post:20	807	state0 | 0x15422921 & u16_2 + state0 | 0x15422921 + 0x2d0713f3	slot_multi_path	128=(mask32((mask32(u16_2 + (mask32(state0 | 0x15422921)))) + 0x2d0713f3)) & 0xffff	128=0x4			e801a4c9:7,e80154cd:7,e80174cd:6,e801d4c7:6,e801fcca:6,e80184cc:6,e8012cc8:5,e8017ccd:5	041:110,021:65,056:46,055:36,032:35,010:29,042:27,050:27,046:25,028:24,048:21,061:21	named_structural;needs_algebraic_simplification	state0 | 0x15422921 & u16_2 + state0 | 0x15422921 + 0x2d0713f3	128=(mask32((mask32(u16_2 + (mask32(state0 | 0x15422921)))) + 0x2d0713f3)) & 0xffff
35	0x7fd4d	vmop_035_plus0x5_state_preserve_slot_mba_stateful	static_validated	1	1	+0x5	CCCCC	CC	b0=0x69;b1=0xf8;b2=0x00;b3=0x3d;b4=0x01	w0=0xf869;w1=0x3d00	state_preserve	state_preserve:1	1	state0	slot_mba_stateful	1=(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff	1=0x5			69f8003d01:1	001:1	named_structural;needs_algebraic_simplification	state0	1=(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff
36	0x800a1	vmop_036_plus0x5_state_add_const_slot_multi_path	static_validated	4	1	+0x5	CCCCC	CC	b0=0x5c;b1=0xc2;b2=0xa3;b3=0x3d;b4=0x01	w0=0xc25c;w1=0x3da3	state_add_const	state_add_const:1	1	state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860 ^ u16_0 - state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860	slot_multi_path	4=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff	4=0x5			5cc2a33d01:1	052:1	named_structural;needs_algebraic_simplification	state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860 ^ u16_0 - state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860	4=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff
37	0x80685	vmop_037_plus0x5_state_add_const_slot_mba_stateful	static_validated	2035	221	+0x5	VVVCC	VV	b0=var141(top=0xc1:12.7%);b1=var150(top=0x3e:12.6%);b2=var27(top=0x00:78.2%);b3=0x3d;b4=0x01	w0=var220(top=0x3e74:12.6%);w1=var27(top=0x3d00:78.2%)	state_add_const	state_add_const:130	221	state0 - flags0 + 0x504fc3d - 0x4eca0e49 | u16_0 ^ state0 - flags0 + 0x504fc3d - 0x4eca0e49 ^ 0x384e1c86	slot_mba_stateful	128=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - (mask32(flags0 + 0x504fc3d)))) - 0x4eca0e49)))) ^ 0x384e1c86)) & 0xffff	128=0x5			7d66003d01:1,1f0b003d01:1,9b64c93d01:1,3504003d01:1,fc27003d01:1,051b003d01:1,ad95003d01:1,aceb003d01:1	055:38,056:21,063:19,041:16,042:14,021:13,048:11,050:11,059:11,046:10,061:9,032:6	named_structural;needs_algebraic_simplification	state0 - flags0 + 0x504fc3d - 0x4eca0e49 | u16_0 ^ state0 - flags0 + 0x504fc3d - 0x4eca0e49 ^ 0x384e1c86	128=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - (mask32(flags0 + 0x504fc3d)))) - 0x4eca0e49)))) ^ 0x384e1c86)) & 0xffff
40	0x8115d	vmop_040_plus0x6_state_add_const_slot_mba_stateful	static_validated	928	93	+0x6	CCCCVV	CCV	b0=0xe8;b1=0x01;b2=0x3d;b3=0x01;b4=var77(top=0xb0:10.2%);b5=var73(top=0x03:10.1%)	w0=0x01e8;w1=0x013d;w2=var90(top=0x0848:9.9%)	state_add_const	state_add_const:46,state_preserve:8	93	state0 & u16_4 ^ state0	slot_mba_stateful	128=(mask32(u16_4 ^ state0)) & 0xffff	128=0x6			e8013d01c804:3,e8013d014808:2,e8013d015a48:1,e8013d01f745:1,e8013d019003:1,e8013d01e890:1,e8013d017c61:1,e8013d01199c:1	041:12,056:7,021:6,032:5,010:4,034:4,061:4,025:3,048:3,050:3,055:3,000:2	named_structural;needs_algebraic_simplification	state0 & u16_4 ^ state0	128=(mask32(u16_4 ^ state0)) & 0xffff
42	0x815ea	vmop_042_plus0x4_state_mixed_slot_const_or_affine	static_validated	3	3	+0x4	CCEE	CE	b0=0x00;b1=0x00;b2=enum2(0xa9:2,0x36:1);b3=enum2(0x00:2,0x01:1)	w0=0x0000;w1=enum2(0x00a9:2,0x0136:1)	state_mixed	state_mixed:2,state_add_const:1	3	state0 - flags0 ^ state0 - 0x327f38a4 - 0x471012ae ^ 0x160c3a44	slot_const_or_affine	3=u16_2 << 0x3	3=0x4			0000a900:2,00003601:1	041:1,048:1,052:1	named_structural;needs_algebraic_simplification	state0 - flags0 ^ state0 - 0x327f38a4 - 0x471012ae ^ 0x160c3a44	3=u16_2 << 0x3
43	0x8173d	vmop_043_plus0x4_state_add_const_slot_mba_stateful	static_validated	16136	1460	+0x4	VVVV	VV	b0=var251(top=0x17:2.2%);b1=var251(top=0x74:5.0%);b2=var252(top=0xa3:3.3%);b3=var244(top=0x00:10.4%)	w0=var1390(top=0x7bb7:1.6%);w1=var1246(top=0x005f:2.2%)	state_add_const	state_add_const:839,state_const_post:14	1460	state0 ^ u16_2 ^ state0	slot_mba_stateful	128=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(u16_2 ^ state0)))))) - 0x64d373dc)) & 0xffff	128=0x4			25749900:3,3d799900:3,348350fe:3,757b9900:3,7f741300:2,c77ce301:2,4d759100:2,14757801:2	041:177,055:142,056:97,021:95,032:64,042:63,059:59,063:59,048:57,061:47,050:43,052:41	named_structural;needs_algebraic_simplification	state0 ^ u16_2 ^ state0	128=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(u16_2 ^ state0)))))) - 0x64d373dc)) & 0xffff
48	0x82477	vmop_048_plus0x5_state_add_const_slot_multi_path	static_validated	283	93	+0x5	VVEVV	VV	b0=var36(top=0xa8:11.3%);b1=var50(top=0x80:14.1%);b2=enum4(0x3a:109,0x50:80,0x62:69,0x32:25);b3=var73(top=0x01:9.5%);b4=var76(top=0x3b:9.2%)	w0=var84(top=0x8024:9.2%);w1=var86(top=0x013a:8.8%)	state_add_const	state_add_const:59	93	state0 & u16_3 + state0 ^ flags0 ^ 0x8881ae0 - 0x1accc893 + 0x4f1a7667 - flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 ^ 0x79fc8ff4 | flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41...#32d	slot_multi_path	78=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 & (mask32((mask32(u16_3 + state0)) ^ flags0)))) + 0x4f1a7667)) - (mask32(flags0 & 0x6134e706)))) & (mask32(flags0 & 0x6134e7...#0107acd66a38 | 28=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mas...#1bf	119=0x5			a4453a10b6:1,d87e3a780b:1,8c7c5026f2:1,b006505ca6:1,a48050bffa:1,84f562413c:1,9c785050a5:1,48e43aa117:1	055:13,042:11,056:11,041:8,059:8,046:5,048:5,050:5,052:5,063:5,010:2,032:2	named_structural;needs_algebraic_simplification	state0 & u16_3 + state0 ^ flags0 ^ 0x8881ae0 - 0x1accc893 + 0x4f1a7667 - flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 ^ 0x79fc8ff4 | flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 - 0x430c028c & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 + 0x157b2443 - u16_0 + state0 & u16_3 + state0 ^ flags0 ^ 0x8881ae0 - 0x1accc893 + 0x4f1a7667 - flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 ^ 0x79fc8ff4 | flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 - 0x430c028c & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 + 0x157b2443	78=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 & (mask32((mask32(u16_3 + state0)) ^ flags0)))) + 0x4f1a7667)) - (mask32(flags0 & 0x6134e706)))) & (mask32(flags0 & 0x6134e7...#0107acd66a38 | 28=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 & (mask32((mask32(u16_3 + state0)) ^ (mask32((mask32(flags0 ^ 0x8881ae0)) - 0x1accc893)))))) + 0x4f1a7667)) - (mask32((mask3...#e5611d77c267
49	0x82820	vmop_049_plus0x5_state_add_const_slot_mba_stateful	static_validated	4132	415	+0x5	CVVCC	VV	b0=0x00;b1=var168(top=0x78:8.6%);b2=var190(top=0xa7:6.9%);b3=0x3d;b4=0x01	w0=var168(top=0x7800:8.6%);w1=var190(top=0x3da7:6.9%)	state_add_const	state_add_const:232,state_const_post:2	415	state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 - u16_1 + state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 + 0x55b8ef8d	slot_mba_stateful	128=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32(state0 & flags0)) + flags0)) - 0x353700ed)) + 0x55a592d8)))) + 0x55b8ef8d)) & 0xffff	128=0x5			0040a53d01:2,0088723d01:2,0028d73d01:2,0088823d01:2,0084093d01:2,00523b3d01:1,007ad93d01:1,0044793d01:1	055:63,041:43,056:31,021:25,059:22,063:22,042:20,048:18,050:16,061:13,052:12,028:11	named_structural;needs_algebraic_simplification	state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 - u16_1 + state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 + 0x55b8ef8d	128=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32(state0 & flags0)) + flags0)) - 0x353700ed)) + 0x55a592d8)))) + 0x55b8ef8d)) & 0xffff
52	0x833c7	vmop_052_plus0x5_state_add_const_slot_mba_stateful	static_validated	1103	55	+0x5	VVVCC	VV	b0=var48(top=0x82:23.2%);b1=var45(top=0xb0:23.9%);b2=var40(top=0x47:23.2%);b3=0x3d;b4=0x01	w0=var55(top=0xb082:23.2%);w1=var40(top=0x3d47:23.2%)	state_add_const	state_add_const:31	55	state0 + u16_0 + state0 ^ 0x7823b2da	slot_mba_stateful	128=(mask32((mask32(u16_0 + state0)) ^ 0x7823b2da)) & 0xffff	128=0x5			d88bb13d01:1,135fbd3d01:1,af71d73d01:1,64cf353d01:1,4096513d01:1,eef7af3d01:1,4ababf3d01:1,886a8d3d01:1	055:10,035:5,002:4,056:4,059:4,061:4,063:4,042:3,029:2,041:2,048:2,004:1	named_structural;needs_algebraic_simplification	state0 + u16_0 + state0 ^ 0x7823b2da	128=(mask32((mask32(u16_0 + state0)) ^ 0x7823b2da)) & 0xffff
54	0x837cb	vmop_054_plus0x5_state_add_const_slot_mba_stateful	static_validated	1	1	+0x5	CCCCC	CC	b0=0xf1;b1=0x1b;b2=0xbd;b3=0x3d;b4=0x01	w0=0x1bf1;w1=0x3dbd	state_add_const	state_add_const:1	1	state0 & flags0 - 0x68b4ad2f	slot_mba_stateful	1=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 & flags0)) - 0x68b4ad2f)))) ^ 0x437360e7)) & 0xffff	1=0x5			f11bbd3d01:1	042:1	named_structural;needs_algebraic_simplification	state0 & flags0 - 0x68b4ad2f	1=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 & flags0)) - 0x68b4ad2f)))) ^ 0x437360e7)) & 0xffff
56	0x83e76	vmop_056_plus0x5_state_add_const_slot_mba_stateful	static_validated	27	4	+0x5	EECCE	EC	b0=enum4(0x8d:11,0x02:10,0x34:4,0x42:2);b1=enum4(0x76:11,0xf0:10,0x75:4,0x66:2);b2=0x3d;b3=0x01;b4=enum4(0x4b:11,0x1b:10,0xb7:4,0x27:2)	w0=enum4(0x768d:11,0xf002:10,0x7534:4,0x6642:2);w1=0x013d	state_add_const	state_add_const:2	4	state0 + u16_0 - state0 ^ 0x5380ff71	slot_mba_stateful	6=(mask32((mask32(u16_0 - state0)) ^ 0x5380ff71)) & 0xffff	6=0x5			34753d01b7:1,42663d0127:1,02f03d011b:1,8d763d014b:1	048:1,055:1,059:1,061:1	named_structural;needs_algebraic_simplification	state0 + u16_0 - state0 ^ 0x5380ff71	6=(mask32((mask32(u16_0 - state0)) ^ 0x5380ff71)) & 0xffff
62	0x84aa3	vmop_062_plus0x4_state_add_const_slot_multi_path	static_validated	120	16	+0x4	VVVV	VV	b0=var14(top=0xf9:77.5%);b1=var14(top=0xc9:75.8%);b2=var16(top=0xa3:75.8%);b3=var16(top=0x52:75.8%)	w0=var16(top=0xc9f9:75.8%);w1=var16(top=0x52a3:75.8%)	state_add_const	state_add_const:11	16	state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + u16_0 ^ state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + 0x7ebb48a2	slot_multi_path	36=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | (mask32(u16_2 ^ (mask32(flags0 + 0xd90ded5)))))) ^ 0x5dbb6647)))) + 0x7ebb48a2)) & 0xffff	36=0x4			a1db1f85:1,f8518dfe:1,ce09f1ca:1,90571022:1,f9c9a352:1,4661c7dc:1,b1dabe5f:1,dca0bd1e:1	041:3,042:2,055:2,056:2,022:1,032:1,046:1,048:1,053:1,061:1,063:1	named_structural;needs_algebraic_simplification	state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + u16_0 ^ state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + 0x7ebb48a2	36=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | (mask32(u16_2 ^ (mask32(flags0 + 0xd90ded5)))))) ^ 0x5dbb6647)))) + 0x7ebb48a2)) & 0xffff
64	0x85059	vmop_064_plus0x4_state_add_const_slot_multi_path	static_validated	23678	2222	+0x4	VVVV	VV	b0=var256(top=0xef:1.6%);b1=var256(top=0x8a:1.6%);b2=var256(top=0x93:2.0%);b3=var252(top=0x00:3.6%)	w0=var2176(top=0x8a33:1.1%);w1=var1967(top=0x0091:1.3%)	state_add_const	state_add_const:1200	2222	state0 - 0x79614de5 ^ u16_2 + flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 ^ flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 + 0x729dddb0	slot_multi_path	77=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + flags0)))) ^ (mask32(flags0 + 0x729dddb0)))))) + 0x2701cdcd)) & 0xffff | 51=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + (mask32(flags0 + 0x4cd0c9ae)))))) ^ (mask...#173	128=0x4			bda29900:4,9da79900:3,2da79900:2,c5a69900:2,1da89900:2,ba22613a:2,0a9a8cc8:2,8252183b:1	041:277,055:166,021:150,056:145,032:94,042:80,050:75,048:73,059:70,046:69,063:68,010:59	named_structural;needs_algebraic_simplification	state0 - 0x79614de5 ^ u16_2 + flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 ^ flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 + 0x729dddb0	77=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + flags0)))) ^ (mask32(flags0 + 0x729dddb0)))))) + 0x2701cdcd)) & 0xffff | 51=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + (mask32(flags0 + 0x4cd0c9ae)))))) ^ (mask32((mask32(flags0 + 0x4cd0c9ae)) + 0x729dddb0)))))) + 0x2701cdcd)) & 0xffff
65	0x85371	vmop_065_plus0x4_state_simple_slot_mba_stateful	static_validated	23	16	+0x4	VVVV	VV	b0=var16(top=0x05:17.4%);b1=var14(top=0x57:17.4%);b2=var15(top=0x5d:17.4%);b3=var15(top=0xff:17.4%)	w0=var16(top=0x5705:17.4%);w1=var16(top=0xff5d:17.4%)	state_simple	state_preserve:7	16	state0	slot_mba_stateful	9=(mask32((mask32(u16_0 ^ state0)) - 0x5db84d25)) & 0xffff	9=0x4			ad55fdcc:1,74dcc501:1,8354e0cc:1,d5d8fd77:1,f4c5e11a:1,54d88adf:1,11a7d7e5:1,9f840f37:1	042:4,026:3,032:2,056:2,059:2,055:1,061:1,063:1	named_structural;needs_algebraic_simplification	state0	9=(mask32((mask32(u16_0 ^ state0)) - 0x5db84d25)) & 0xffff
66	0x855ff	vmop_066_plus0x3_state_add_const_slot_multi_path	static_validated	22739	2180	+0x3	VVV	V	b0=var248(top=0x65:2.5%);b1=var253(top=0xa8:2.1%);b2=var114(top=0x3a:8.4%)	w0=var2074(top=0xc1e2:1.1%)	state_add_const	state_add_const:1184,state_const_post:10,state_mixed:4	2180	state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 ^ u16_0 - state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 - 0x3cd18153	slot_multi_path	99=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2cdd)) - (mask32(flags0 ^ 0x42a6ffd6)))))) - ...#921995e973bc | 29=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(stat...#1bf	128=0x3			e98e3a:3,854438:3,79933a:3,bb542a:3,24432a:2,4d5c3a:2,b52cd8:2,f9973a:2	041:249,055:169,056:161,021:135,042:93,059:82,032:80,063:76,048:71,050:64,061:60,010:56	named_structural;needs_algebraic_simplification	state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 ^ u16_0 - state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 - 0x3cd18153	99=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2cdd)) - (mask32(flags0 ^ 0x42a6ffd6)))))) - ...#921995e973bc | 29=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2cdd)) - (mask32((mask32((mask32(flags0 - 0x5...#0b5fd959eb50
69	0x85f24	vmop_069_plus0xd_state_formula_slot_unknown	partial	2	1	+0xd	CCCCCCCCCCCCC	CCCCCC	b0=0x00;b1=0x09;b2=0xc9;b3=0x8e;b4=0x9a;b5=0x20;b6=0x65;b7=0xea;b8=0x55;b9=0x36;b10=0x00;b11=0x80;...+1	w0=0x0900;w1=0x8ec9;w2=0x209a;w3=0xea65;w4=0x3655;w5=0x8000	state_formula		1	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ...#18c	slot_unknown					0009c98e9a2065ea5536008000:1	056:1	named_structural;needs_algebraic_simplification	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 | 0x528cef01	
70	0x8610e	vmop_070_plus0x5_state_add_const_slot_mba_stateful	static_validated	1629	229	+0x5	VVVCC	VV	b0=var93(top=0x8b:15.8%);b1=var143(top=0xb7:16.0%);b2=var23(top=0x00:58.9%);b3=0x3d;b4=0x01	w0=var227(top=0xb78b:15.7%);w1=var23(top=0x3d00:58.9%)	state_add_const	state_add_const:136	229	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ...#18c	slot_mba_stateful	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) - (mask32((mask32((mask32((mask32(flags0 + (mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) + 0x55fafa0c))...#559049604f0e	128=0x5			79b2003d01:2,caaf003d01:2,51b7003d01:1,2a51003d01:1,e9e2003d01:1,4293003d01:1,db17593d01:1,4ac2003d01:1	055:34,056:25,041:16,042:15,059:14,063:12,050:10,052:10,046:9,032:8,061:8,021:7	named_structural;needs_algebraic_simplification	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 | 0x528cef01	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) - (mask32((mask32((mask32((mask32(flags0 + (mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) + 0x55fafa0c))...#559049604f0e
74	0x86d43	vmop_074_plus0x5_state_add_const_slot_mba_stateful	static_validated	33	13	+0x5	VVCCV	VC	b0=var13(top=0x4c:15.2%);b1=var13(top=0x2c:15.2%);b2=0x3d;b3=0x01;b4=var12(top=0x7f:18.2%)	w0=var13(top=0x2c4c:15.2%);w1=0x013d	state_add_const	state_add_const:8	13	state0 - flags0 & state0 - 0x7af5a4e2 - 0x619b65dc ^ 0x65dcaffc + 0x33d7fc12	slot_mba_stateful	25=(mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32((mask32(flags0 & (mask32(state0 - 0x7af5a4e2)))) - 0x619b65dc)))) ^ 0x65dcaffc)) + 0x33d7fc12)))) & 0xffff	25=0x5			b5c23d017f:1,c6cf3d01a7:1,bc313d01bb:1,b7fc3d0129:1,2c243d019d:1,55a63d0123:1,6af53d01f1:1,3c853d01f7:1	056:3,048:2,055:2,014:1,029:1,039:1,041:1,042:1,050:1	named_structural;needs_algebraic_simplification	state0 - flags0 & state0 - 0x7af5a4e2 - 0x619b65dc ^ 0x65dcaffc + 0x33d7fc12	25=(mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32((mask32(flags0 & (mask32(state0 - 0x7af5a4e2)))) - 0x619b65dc)))) ^ 0x65dcaffc)) + 0x33d7fc12)))) & 0xffff
75	0x873fc	vmop_075_minus0x6d_sampled_backedge_slot_unknown	sampled_only	276	14	-0x6d	sampled				sampled_backedge	sampled_backedge:14	14	state0	slot_unknown			255=next = table[171], ip -= 0x6d | 9=next = table[165], ip += 0x60		a5000000300000003d0122:2,a5000000880200003d0100:2,620100003e0200003d0122:1,ab000000a52a00003d0122:1,a5000000d90100003d0122:1,ab0000006d0000803d019a:1,a50000004f0200003d0122:1,620100000e4f00003d0122:1	042:2,055:2,002:1,004:1,011:1,029:1,036:1,041:1,048:1,053:1,056:1,059:1	named_structural	state0	
