program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
035	192	0x292986	0x292b48	0x292b48	120	exact_instruction	20@0x292986-0x293694+0x0	0xe8	0x1	0xa5	0x0	0xb9	0x0	0x1e8	0xa501	0xa5	0xb9	e801a500b9004bab3a8c91ce5499d09ed8e801a9faef80ef026b1795ff9057b6						174	95				covered_synthetic_fallthrough		0x292b48	174	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	frontier_span_of_14:1	11	0	0	0					165:11	e801a500:11
035	193	0x292b56	0x292de8	0x292de8	175	exact_instruction	20@0x292986-0x293694+0x1d0	0x2	0x1	0xbe	0xc2	0x7	0x76	0x102	0xbe01	0xc2be	0x7607	0201bec207765b843aa6f8c285c684e8017c152b0077507cd44b803a4578e801						20	278				covered_synthetic_fallthrough		0x292de8	20	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	frontier_span_of_14:1	11	0	0	0					258:11	0201:11
035	194	0x292df6	0x292f3e	0x292f3e	86	exact_instruction	20@0x292986-0x293694+0x470	0x12	0x0	0xe8	0x5	0x3a	0xae	0x12	0xe800	0x5e8	0xae3a	1200e8053aaea5d4a22fb1e3001fabe801979b47c6b1931646ab887143dfe801						160	171				fallthrough	195	0x292f3e	160	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_const_post		11	0	0	0					18:11	1200:11
035	195	0x292f3e	0x293001	0x293001	53	exact_instruction	20@0x292986-0x293694+0x5b8	0x12	0x0	0x88	0xa	0x3a	0x4c	0x12	0x8800	0xa88	0x4c3a	1200880a3a4ced3b0be801d21ffc95b3000a47c40a52e801e8013d01b9ef4d3a						158	264				covered_synthetic_fallthrough		0x293001	158	264	+0x4	next = 264@0xaf4cf:2, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	22	0	0	0					18:22	1200:22
035	196	0x29300f	0x293222	0x293222	141	exact_instruction	20@0x292986-0x293694+0x689	0x54	0x1	0x4c	0xe	0x99	0x0	0x154	0x4c01	0xe4c	0x99	54014c0e990058010eb2fac6811de0e801179a87b7fd4d3acf823c9de80171f2						123	78				covered_synthetic_fallthrough		0x293222	123	78	+0x4	next = 78@0x883c0:2, ip += +0x4; dispatch_model=static_100	hidden_span_of_17:1	22	0	0	0					340:22	5401:22
035	197	0x293233	0x293344	0x293344	72	exact_instruction	20@0x292986-0x293694+0x8ad	0xc4	0x0	0x4f	0x6e	0x24	0xf0	0xc4	0x4f00	0x6e4f	0xf024	c4004f6e24f00cacc425880907f113e80193eaab00b83eab00dea7b1e801ac05						125	334				covered_synthetic_fallthrough		0x293344	125	334	+0x5	next = 334@0xbdd18:2, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:2	22	0	0	0					196:22	c400:22
035	198	0x293355	0x293470	0x293470	76	exact_instruction	20@0x292986-0x293694+0x9cf	0xb2	0xd4	0x34	0xe2	0xd0	0x4	0xd4b2	0x34d4	0xe234	0x4d0	b2d434e2d004ec9401340de80113ac003d0177bee79acf9d147adb0d3abab018						123	216				covered_synthetic_fallthrough		0x293470	123	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	frontier_span_of_14:1	21	0	0	0					28:21	b2d434e2:21
035	199	0x29347e	0x2935da	0x2935da	91	exact_instruction	20@0x292986-0x293694+0xaf8	0x4d	0x1	0xa3	0xe5	0x99	0x0	0x14d	0xa301	0xe5a3	0x99	4d01a3e59900d80a00b90a9d820e34e80192b841fb6008427bca6169a59ae801						122	210				covered_synthetic_fallthrough		0x2935da	122	210	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					333:11	4d01:11
035	200	0x2935eb	0x2935fd	0x2935fd	4	exact_instruction	20@0x292986-0x293694+0xc65	0x1b	0xc9	0xb3	0x0	0xde	0xb8	0xc91b	0xb3c9	0xb3	0xb8de	1bc9b300deb8b7dd9db2a00170d74c613d01a5000000f10000003d0100a78267						52	75				covered_synthetic_fallthrough		0x2935fd	52	75	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					253:11	1bc9b300:11
035	201	0x29360e	0x293620	0x293620	4	exact_instruction	20@0x292986-0x293694+0xc88	0xf2	0x91	0x76	0xbb	0x2c	0x1e	0x91f2	0x7691	0xbb76	0x1e2c	f29176bb2c1e930b1784a001096a6c7b3d01a5000000622b00003d0122900070						52	145				covered_synthetic_fallthrough		0x293620	52	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_16:1	11	0	0	0					347:11	f29176bb2c1e:11
035	202	0x293630	0x293643	0x293643	4	exact_instruction	20@0x292986-0x293694+0xcaa	0xbf	0x9d	0xb9	0x69	0x11	0x2	0x9dbf	0xb99d	0x69b9	0x211	bf9db9691102c121aca219897bf83c5bfb3d01620100005b0000003d0100b48c						52	75				covered_synthetic_fallthrough		0x293643	52	75	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					239:11	bf9db969:11
035	203	0x293654	0x293666	0x293666	4	exact_instruction	20@0x292986-0x293694+0xcce	0xa6	0x1a	0x9	0x7b	0xc5	0xd3	0x1aa6	0x91a	0x7b09	0xd3c5	a61a097bc5d3090d43f05007c0dabcb93d01a5000000910100003d01225dede1						52	316				covered_synthetic_fallthrough		0x293666	52	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					172:11	a61a09:11
035	204	0x293677	0x293689	0x293689	4	exact_instruction	20@0x292986-0x293694+0xcf1	0x24	0xf8	0xf9	0xfd	0xe7	0xd4	0xf824	0xf9f8	0xfdf9	0xd4e7	24f8f9fde7d4c5c6b24cdd772a63ee3d014b62010000701800003d012217c6ab						122	246				covered_synthetic_fallthrough		0x293689	122	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100	target_footprint_of_11:1	11	0	0	0					297:11	24f8f9fde7d4:11
