section	offset	end	size	realsz	name	safe_name	kind	nbbs	ninstrs	edges	indegree	outdegree	nlocals	nargs	stackframe	noreturn	signature
.text	0x69abc	0x69c7b	447	447	fcn.00069abc	native_stub_00069abc_fcn_00069abc	r2_discovered	9	119	11	1	21	5	4	136	0	fcn.00069abc (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x69c7c	0x6a114	1176	1176	fcn.00069c7c	native_stub_00069c7c_fcn_00069c7c	r2_discovered	44	282	67	1	40	16	5	216	0	fcn.00069c7c (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4, int64_t arg5);
.text	0x6a114	0x6a3ea	726	726	fcn.0006a114	native_stub_0006a114_fcn_0006a114	r2_discovered	24	188	36	2	23	9	4	392	0	fcn.0006a114 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x6a3ea	0x6a511	295	295	fcn.0006a3ea	native_stub_0006a3ea_fcn_0006a3ea	r2_discovered	6	77	7	1	12	7	4	120	0	fcn.0006a3ea (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x6a512	0x6a643	305	305	fcn.0006a512	native_stub_0006a512_fcn_0006a512	r2_discovered	6	79	7	1	12	8	5	136	0	fcn.0006a512 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4, int64_t arg5);
.text	0x6a648	0x6a670	40	40	fcn.0006a648	native_stub_0006a648_fcn_0006a648	r2_discovered	1	11	0	3	3	0	1	0	0	fcn.0006a648 (int64_t arg1);
.text	0x6a670	0x6a6b3	67	67	fcn.0006a670	native_stub_0006a670_fcn_0006a670	r2_discovered	4	23	5	5	1	1	2	40	0	fcn.0006a670 (int64_t arg1, uint32_t arg3);
.text	0x6a6b4	0x6a6f7	67	67	fcn.0006a6b4	native_stub_0006a6b4_fcn_0006a6b4	r2_discovered	3	17	4	2	3	0	1	0	0	fcn.0006a6b4 (int64_t arg1);
.text	0x6a710	0x6a73b	43	43	fcn.0006a710	native_stub_0006a710_fcn_0006a710	r2_discovered	1	11	0	4	1	0	1	8	0	fcn.0006a710 (int64_t arg1);
.text	0x6a73c	0x6a79b	95	95	fcn.0006a73c	native_stub_0006a73c_fcn_0006a73c	r2_discovered	9	36	12	2	2	0	2	40	0	fcn.0006a73c (int64_t arg1, int64_t arg2);
.text	0x6a79c	0x6a7ef	83	83	fcn.0006a79c	native_stub_0006a79c_fcn_0006a79c	r2_discovered	4	28	5	1	2	1	4	40	0	fcn.0006a79c (int64_t arg1, int64_t arg2, uint32_t arg3, int64_t arg4);
.text	0x6a7f0	0x6a82f	63	63	fcn.0006a7f0	native_stub_0006a7f0_fcn_0006a7f0	r2_discovered	1	20	0	2	4	0	2	24	0	fcn.0006a7f0 (int64_t arg1, int64_t arg2);
.text	0x6a82f	0x6a892	99	99	fcn.0006a82f	native_stub_0006a82f_fcn_0006a82f	r2_discovered	1	33	0	2	4	0	3	40	0	fcn.0006a82f (int64_t arg1, int64_t arg2, int64_t arg3);
.text	0x6a892	0x6a8a4	18	18	fcn.0006a892	native_stub_0006a892_fcn_0006a892	r2_discovered	1	7	0	3	1	0	1	8	0	fcn.0006a892 (int64_t arg1);
.text	0x6a8a4	0x6a971	205	205	fcn.0006a8a4	native_stub_0006a8a4_fcn_0006a8a4	r2_discovered	11	65	15	1	8	0	2	40	0	fcn.0006a8a4 (int64_t arg1, int64_t arg2);
.text	0x6a974	0x6aa3b	199	199	fcn.0006a974	native_stub_0006a974_fcn_0006a974	r2_discovered	2	55	1	1	6	1	2	72	0	fcn.0006a974 (int64_t arg1, int64_t arg2);
.text	0x6aba4	0x6ac17	115	115	fcn.0006aba4	native_stub_0006aba4_fcn_0006aba4	r2_discovered	1	29	0	2	1	0	1	8	0	fcn.0006aba4 (int64_t arg1);
.text	0x6ac18	0x6ac9b	131	131	fcn.0006ac18	native_stub_0006ac18_fcn_0006ac18	r2_discovered	3	35	3	1	7	0	1	24	0	fcn.0006ac18 (int64_t arg1);
.text	0x6ac9c	0x6ad17	123	123	fcn.0006ac9c	native_stub_0006ac9c_fcn_0006ac9c	r2_discovered	5	43	6	2	6	0	2	40	0	fcn.0006ac9c (int64_t arg1, int64_t arg2);
.text	0x6ad18	0x6ae2b	275	275	fcn.0006ad18	native_stub_0006ad18_fcn_0006ad18	r2_discovered	13	78	19	1	8	3	3	216	0	fcn.0006ad18 (int64_t arg1, int64_t arg2, int64_t arg3);
.text	0x6af9a	0x6afbe	36	36	fcn.0006af9a	native_stub_0006af9a_fcn_0006af9a	r2_discovered	1	10	1	4	2	0	1	0	0	fcn.0006af9a (int64_t arg1);
.text	0x6afde	0x6afe9	11	11	fcn.0006afde	native_stub_0006afde_fcn_0006afde	r2_discovered	1	3	0	1	0	0	1	0	0	fcn.0006afde (uint32_t arg1);
.text	0x6b0ae	0x6b109	91	91	fcn.0006b0ae	native_stub_0006b0ae_fcn_0006b0ae	r2_discovered	3	25	2	1	3	1	2	40	0	fcn.0006b0ae (int64_t arg1, int64_t arg2);
.text	0x6b28c	0x6b33b	175	175	fcn.0006b28c	native_stub_0006b28c_fcn_0006b28c	r2_discovered	5	45	5	1	4	3	2	72	0	fcn.0006b28c (int64_t arg1, int64_t arg2);
.text	0x6b33c	0x6b3eb	175	175	fcn.0006b33c	native_stub_0006b33c_fcn_0006b33c	r2_discovered	5	45	5	1	4	3	2	72	0	fcn.0006b33c (int64_t arg1, int64_t arg2);
.text	0x6b492	0x6b56e	220	220	fcn.0006b492	native_stub_0006b492_fcn_0006b492	r2_discovered	13	62	17	1	7	3	1	72	0	fcn.0006b492 (int64_t arg1);
.text	0x6b56e	0x6b6a5	311	311	fcn.0006b56e	native_stub_0006b56e_fcn_0006b56e	r2_discovered	14	83	21	1	9	2	2	56	0	fcn.0006b56e (int64_t arg1, int64_t arg2);
.text	0x6b6a6	0x6b6ce	40	40	fcn.0006b6a6	native_stub_0006b6a6_fcn_0006b6a6	r2_discovered	1	10	1	3	2	0	1	8	0	fcn.0006b6a6 (int64_t arg1);
.text	0x6b6e6	0x6b79f	185	185	fcn.0006b6e6	native_stub_0006b6e6_fcn_0006b6e6	r2_discovered	8	51	9	1	5	4	3	104	0	fcn.0006b6e6 (int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x6b7a0	0x6b8bb	283	283	fcn.0006b7a0	native_stub_0006b7a0_fcn_0006b7a0	r2_discovered	15	78	22	1	8	3	2	312	0	fcn.0006b7a0 (char **arg2, int64_t arg3);
.text	0x6bab2	0x6baf3	65	65	fcn.0006bab2	native_stub_0006bab2_fcn_0006bab2	r2_discovered	1	13	0	2	2	0	1	8	0	fcn.0006bab2 (int64_t arg1);
.text	0x6bb54	0x6bc90	316	316	fcn.0006bb54	native_stub_0006bb54_fcn_0006bb54	r2_discovered	9	71	10	1	7	14	1	184	0	fcn.0006bb54 (int64_t arg1);
.text	0x6bd38	0x6bd77	63	63	fcn.0006bd38	native_stub_0006bd38_fcn_0006bd38	r2_discovered	7	22	7	2	1	0	1	24	0	fcn.0006bd38 (uint32_t arg1);
.text	0x6bd3e	0x6bd8a	76	76	fcn.0006bd3e	native_stub_0006bd3e_fcn_0006bd3e	r2_discovered	3	22	2	2	1	0	1	8	0	fcn.0006bd3e (int64_t arg1);
.text	0x6bd8a	0x6bf2a	416	416	fcn.0006bd8a	native_stub_0006bd8a_fcn_0006bd8a	r2_discovered	17	118	23	2	6	0	2	56	0	fcn.0006bd8a (int64_t arg1, int64_t arg2);
.text	0x6bf2a	0x6bfdb	177	177	fcn.0006bf2a	native_stub_0006bf2a_fcn_0006bf2a	r2_discovered	1	37	0	4	2	0	1	24	0	fcn.0006bf2a (int64_t arg1);
.text	0x6bfdb	0x6c008	45	45	fcn.0006bfdb	native_stub_0006bfdb_fcn_0006bfdb	r2_discovered	1	13	0	2	0	0	2	0	0	fcn.0006bfdb (int64_t arg1, int64_t arg2);
.text	0x70ef4	0x70eff	11	11	fcn.00070ef4	native_stub_00070ef4_fcn_00070ef4	r2_discovered	3	4	2	4	0	0	1	0	0	fcn.00070ef4 (int64_t arg1);
.text	0x70f00	0x70f76	118	118	fcn.00070f00	native_stub_00070f00_fcn_00070f00	r2_discovered	8	29	11	2	2	0	2	8	0	fcn.00070f00 (uint32_t arg1, uint32_t arg2);
.text	0x70fba	0x71009	79	79	fcn.00070fba	native_stub_00070fba_fcn_00070fba	r2_discovered	6	28	7	2	2	0	2	24	0	fcn.00070fba (uint32_t arg1, int64_t arg2);
.text	0x7100a	0x71017	13	13	fcn.0007100a	native_stub_0007100a_fcn_0007100a	r2_discovered	3	5	2	4	0	0	1	0	0	fcn.0007100a (int64_t arg1);
.text	0x7104e	0x7105c	14	14	fcn.0007104e	native_stub_0007104e_fcn_0007104e	r2_discovered	1	6	0	1	1	0	1	8	0	fcn.0007104e (int64_t arg1);
.text	0x713da	0x7151e	324	324	fcn.000713da	native_stub_000713da_fcn_000713da	r2_discovered	8	99	8	1	10	1	4	72	0	fcn.000713da (int64_t arg1, int64_t arg2, uint32_t arg3, int64_t arg4);
.text	0x7151e	0x7154a	44	44	fcn.0007151e	native_stub_0007151e_fcn_0007151e	r2_discovered	4	15	4	11	0	0	3	0	0	fcn.0007151e (uint32_t arg1, int64_t arg2, uint32_t arg3);
.text	0x7154a	0x7157a	48	48	fcn.0007154a	native_stub_0007154a_fcn_0007154a	r2_discovered	7	14	8	2	0	0	1	0	0	fcn.0007154a (uint32_t arg1);
.text	0x7157a	0x715a1	39	39	fcn.0007157a	native_stub_0007157a_fcn_0007157a	r2_discovered	6	12	6	1	0	0	1	0	0	fcn.0007157a (int64_t arg1);
.text	0x715a1	0x716c8	295	295	fcn.000715a1	native_stub_000715a1_fcn_000715a1	r2_discovered	17	78	23	2	9	5	2	72	0	fcn.000715a1 (int64_t arg1, int64_t arg2);
.text	0x71754	0x717ca	118	118	fcn.00071754	native_stub_00071754_fcn_00071754	r2_discovered	8	29	11	2	2	0	2	8	0	fcn.00071754 (uint32_t arg1, uint32_t arg2);
.text	0x717ca	0x717fa	48	48	fcn.000717ca	native_stub_000717ca_fcn_000717ca	r2_discovered	7	14	8	2	0	0	1	0	0	fcn.000717ca (uint32_t arg1);
.text	0x717fa	0x71841	71	71	fcn.000717fa	native_stub_000717fa_fcn_000717fa	r2_discovered	5	27	6	3	2	0	2	24	0	fcn.000717fa (int64_t arg1, int64_t arg2);
.text	0x71842	0x718ad	107	107	fcn.00071842	native_stub_00071842_fcn_00071842	r2_discovered	6	36	7	1	4	0	2	40	0	fcn.00071842 (uint32_t arg1, int64_t arg2);
.text	0x718ad	0x7192a	125	125	fcn.000718ad	native_stub_000718ad_fcn_000718ad	r2_discovered	3	29	2	1	4	2	1	424	0	fcn.000718ad (int64_t arg1);
.text	0x7192a	0x71a15	235	235	fcn.0007192a	native_stub_0007192a_fcn_0007192a	r2_discovered	6	52	6	1	10	3	1	440	0	fcn.0007192a (int64_t arg1);
.text	0x71a15	0x71b9e	393	393	fcn.00071a15	native_stub_00071a15_fcn_00071a15	r2_discovered	26	106	37	1	13	2	1	424	0	fcn.00071a15 (int64_t arg1);
.text	0x71b9e	0x71c5f	193	193	fcn.00071b9e	native_stub_00071b9e_fcn_00071b9e	r2_discovered	13	60	19	3	8	0	2	24	0	fcn.00071b9e (int64_t arg1, int64_t arg2);
.text	0x71c60	0x71ced	141	141	fcn.00071c60	native_stub_00071c60_fcn_00071c60	r2_discovered	1	23	0	12	4	0	1	8	0	fcn.00071c60 (int64_t arg1);
.text	0x71d34	0x71eaa	374	374	fcn.00071d34	native_stub_00071d34_fcn_00071d34	r2_discovered	2	101	2	2	0	5	5	96	0	fcn.00071d34 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4, int64_t arg5);
.text	0x71dae	0x71e69	187	187	fcn.00071dae	native_stub_00071dae_fcn_00071dae	r2_discovered	10	54	12	1	5	1	1	56	0	fcn.00071dae (int64_t arg1);
.text	0x71e6a	0x71e86	28	28	fcn.00071e6a	native_stub_00071e6a_fcn_00071e6a	r2_discovered	3	8	3	1	0	0	1	0	0	fcn.00071e6a (uint32_t arg1);
.text	0x71e86	0x7214c	710	710	fcn.00071e86	native_stub_00071e86_fcn_00071e86	r2_discovered	16	149	21	4	15	19	5	0	0	fcn.00071e86 (int64_t arg1, uint32_t arg2, int64_t arg3, int64_t arg4, int64_t arg5);
.text	0x7214c	0x7215b	15	15	fcn.0007214c	native_stub_0007214c_fcn_0007214c	r2_discovered	1	4	1	8	0	0	2	0	0	fcn.0007214c (int64_t arg1, int64_t arg2);
.text	0x7216c	0x72178	12	12	fcn.0007216c	native_stub_0007216c_fcn_0007216c	r2_discovered	1	4	1	3	0	0	4	248	0	fcn.0007216c (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x72178	0x7227e	262	262	fcn.00072178	native_stub_00072178_fcn_00072178	r2_discovered	9	74	10	1	8	1	2	72	0	fcn.00072178 (int64_t arg1, int64_t arg2);
.text	0x72496	0x72587	241	241	fcn.00072496	native_stub_00072496_fcn_00072496	r2_discovered	10	60	12	8	8	3	2	88	0	fcn.00072496 (int64_t arg1, int64_t arg2);
.text	0x72588	0x7259e	22	22	fcn.00072588	native_stub_00072588_fcn_00072588	r2_discovered	1	6	1	3	1	0	1	40	0	fcn.00072588 (int64_t arg1);
.text	0x7259e	0x725f1	83	83	fcn.0007259e	native_stub_0007259e_fcn_0007259e	r2_discovered	1	17	1	11	5	0	1	8	0	fcn.0007259e (int64_t arg1);
.text	0x7260a	0x72682	120	120	fcn.0007260a	native_stub_0007260a_fcn_0007260a	r2_discovered	6	33	6	17	5	1	1	40	0	fcn.0007260a (uint32_t arg1);
.text	0x7261c	0x7269d	129	129	fcn.0007261c	native_stub_0007261c_fcn_0007261c	r2_discovered	3	33	2	2	3	4	2	72	0	fcn.0007261c (int64_t arg1, int64_t arg2);
.text	0x7269e	0x726d3	53	53	fcn.0007269e	native_stub_0007269e_fcn_0007269e	r2_discovered	7	21	9	2	2	0	2	24	0	fcn.0007269e (uint32_t arg1, int64_t arg2);
.text	0x726d4	0x7270e	58	58	fcn.000726d4	native_stub_000726d4_fcn_000726d4	r2_discovered	4	21	4	3	3	0	2	24	0	fcn.000726d4 (int64_t arg1, int64_t arg2);
.text	0x7270e	0x7274f	65	65	fcn.0007270e	native_stub_0007270e_fcn_0007270e	r2_discovered	1	22	0	2	4	0	2	24	0	fcn.0007270e (int64_t arg1, int64_t arg2);
.text	0x72750	0x7276d	29	29	fcn.00072750	native_stub_00072750_fcn_00072750	r2_discovered	1	10	0	2	2	0	1	8	0	fcn.00072750 (int64_t arg1);
.text	0x72782	0x727da	88	88	fcn.00072782	native_stub_00072782_fcn_00072782	r2_discovered	3	24	2	4	4	1	1	0	0	fcn.00072782 (int64_t arg1);
.text	0x727da	0x72832	88	88	fcn.000727da	native_stub_000727da_fcn_000727da	r2_discovered	3	24	2	2	4	1	1	40	0	fcn.000727da (int64_t arg1);
.text	0x72832	0x72931	255	255	fcn.00072832	native_stub_00072832_fcn_00072832	r2_discovered	10	70	12	3	7	5	2	88	0	fcn.00072832 (int64_t arg1, uint32_t arg2);
.text	0x7293a	0x72994	90	90	fcn.0007293a	native_stub_0007293a_fcn_0007293a	r2_discovered	3	24	2	44	4	2	1	40	0	fcn.0007293a (int64_t arg1);
.text	0x72994	0x72999	5	5	fcn.00072994	native_stub_00072994_fcn_00072994	r2_discovered	1	1	0	40	0	0	0	0	0	fcn.00072994 ();
.text	0x7299a	0x7299f	5	5	fcn.0007299a	native_stub_0007299a_fcn_0007299a	r2_discovered	1	1	0	3	0	0	0	0	0	fcn.0007299a ();
.text	0x729a0	0x729b0	16	16	fcn.000729a0	native_stub_000729a0_fcn_000729a0	r2_discovered	1	6	0	2	1	0	0	8	0	fcn.000729a0 ();
.text	0x729b0	0x729b5	5	5	fcn.000729b0	native_stub_000729b0_fcn_000729b0	r2_discovered	1	1	0	5	0	0	0	0	0	fcn.000729b0 ();
.text	0x729b6	0x729c1	11	11	fcn.000729b6	native_stub_000729b6_fcn_000729b6	r2_discovered	1	3	0	92	0	0	2	0	0	fcn.000729b6 (int64_t arg1, uint32_t arg2);
.text	0x729c2	0x729cd	11	11	fcn.000729c2	native_stub_000729c2_fcn_000729c2	r2_discovered	1	3	0	3	0	0	2	0	0	fcn.000729c2 (int64_t arg1, int64_t arg2);
.text	0x729ce	0x729d6	8	8	fcn.000729ce	native_stub_000729ce_fcn_000729ce	r2_discovered	1	2	0	98	0	0	1	0	0	fcn.000729ce (int64_t arg1);
.text	0x72a14	0x72a24	16	16	fcn.00072a14	native_stub_00072a14_fcn_00072a14	r2_discovered	1	4	1	1	0	0	1	0	0	fcn.00072a14 (int64_t arg1);
.text	0x72a24	0x72a53	47	47	fcn.00072a24	native_stub_00072a24_fcn_00072a24	r2_discovered	1	12	0	1	2	0	1	8	0	fcn.00072a24 (int64_t arg1);
.text	0x72a54	0x72a62	14	14	fcn.00072a54	native_stub_00072a54_fcn_00072a54	r2_discovered	3	4	3	1	0	0	1	0	0	fcn.00072a54 (uint32_t arg1);
.text	0x72b18	0x72b9f	135	135	fcn.00072b18	native_stub_00072b18_fcn_00072b18	r2_discovered	5	38	5	8	5	1	1	40	0	fcn.00072b18 (int64_t arg1);
.text	0x72ba0	0x72bbc	28	28	fcn.00072ba0	native_stub_00072ba0_fcn_00072ba0	r2_discovered	3	10	3	1	1	0	1	8	0	fcn.00072ba0 (int64_t arg1);
.text	0x72c22	0x72c32	16	16	fcn.00072c22	native_stub_00072c22_fcn_00072c22	r2_discovered	1	7	1	1	1	0	1	8	0	fcn.00072c22 (int64_t arg1);
.text	0x72c32	0x72c6b	57	57	fcn.00072c32	native_stub_00072c32_fcn_00072c32	r2_discovered	2	16	1	2	3	0	1	0	0	fcn.00072c32 (int64_t arg1);
.text	0x72dce	0x72dd3	5	5	fcn.00072dce	native_stub_00072dce_fcn_00072dce	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00072dce (int64_t arg1);
.text	0x72e54	0x72e5d	9	9	fcn.00072e54	native_stub_00072e54_fcn_00072e54	r2_discovered	1	4	0	2	0	0	1	0	0	fcn.00072e54 (int64_t arg1);
.text	0x7343e	0x73478	58	58	fcn.0007343e	native_stub_0007343e_fcn_0007343e	r2_discovered	1	15	0	2	5	0	1	8	0	fcn.0007343e (int64_t arg1);
.text	0x7368a	0x736db	81	81	fcn.0007368a	native_stub_0007368a_fcn_0007368a	r2_discovered	1	21	0	4	0	0	2	0	0	fcn.0007368a (int64_t arg1, int64_t arg2);
.text	0x74b41	0x74b7e	61	61	fcn.00074b41	native_stub_00074b41_fcn_00074b41	r2_discovered	3	17	2	1	1	0	2	0	0	fcn.00074b41 (int64_t arg_ch, int64_t canary);
.text	0x752b0	0x75411	353	353	fcn.000752b0	native_stub_000752b0_fcn_000752b0	r2_discovered	15	96	21	7	15	3	2	40	0	fcn.000752b0 (int64_t arg1, int64_t arg2);
.text	0x75db0	0x75db4	4	4	fcn.00075db0	native_stub_00075db0_fcn_00075db0	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00075db0 (int64_t arg1);
.text	0x75db4	0x75db8	4	4	fcn.00075db4	native_stub_00075db4_fcn_00075db4	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00075db4 (int64_t arg1);
.text	0x75db8	0x75dbc	4	4	fcn.00075db8	native_stub_00075db8_fcn_00075db8	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00075db8 (int64_t arg1);
.text	0x75dbc	0x75dc0	4	4	fcn.00075dbc	native_stub_00075dbc_fcn_00075dbc	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00075dbc (int64_t arg1);
.text	0x75dc0	0x75dc4	4	4	fcn.00075dc0	native_stub_00075dc0_fcn_00075dc0	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.00075dc0 (int64_t arg1);
.text	0x76e22	0x76e33	17	17	fcn.00076e22	native_stub_00076e22_fcn_00076e22	r2_discovered	1	4	0	3	0	0	1	0	0	fcn.00076e22 (int64_t arg1);
.text	0x76e68	0x76ede	118	118	fcn.00076e68	native_stub_00076e68_fcn_00076e68	r2_discovered	8	29	11	2	2	0	2	8	0	fcn.00076e68 (uint32_t arg1, uint32_t arg2);
.text	0x76ede	0x76f49	107	107	fcn.00076ede	native_stub_00076ede_fcn_00076ede	r2_discovered	6	36	7	1	4	0	2	40	0	fcn.00076ede (uint32_t arg1, int64_t arg2);
.text	0x76f4a	0x76f8e	68	68	fcn.00076f4a	native_stub_00076f4a_fcn_00076f4a	r2_discovered	3	24	3	1	3	0	2	24	0	fcn.00076f4a (int64_t arg1, int64_t arg2);
.text	0x772a6	0x772f8	82	82	fcn.000772a6	native_stub_000772a6_fcn_000772a6	r2_discovered	4	25	4	2	2	0	1	24	0	fcn.000772a6 (int64_t arg1);
.text	0x772f8	0x773af	183	183	fcn.000772f8	native_stub_000772f8_fcn_000772f8	r2_discovered	8	60	10	2	2	0	4	56	0	fcn.000772f8 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x773b0	0x77429	121	121	fcn.000773b0	native_stub_000773b0_fcn_000773b0	r2_discovered	9	46	14	3	1	0	4	56	0	fcn.000773b0 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x7742a	0x77502	216	216	fcn.0007742a	native_stub_0007742a_fcn_0007742a	r2_discovered	15	68	20	2	3	0	2	40	0	fcn.0007742a (int64_t arg1, int64_t arg2);
.text	0x7826e	0x7834c	222	222	fcn.0007826e	native_stub_0007826e_fcn_0007826e	r2_discovered	15	59	20	8	3	1	3	56	0	fcn.0007826e (int64_t arg1, int64_t arg2, uint32_t arg3);
.text	0x78364	0x7836c	8	8	fcn.00078364	native_stub_00078364_fcn_00078364	r2_discovered	1	3	0	1	0	0	1	0	0	fcn.00078364 (uint32_t arg1);
.text	0xbd2a0	0xbd36d	205	205	fcn.000bd2a0	native_stub_000bd2a0_fcn_000bd2a0	r2_discovered	1	43	0	1	0	0	4	0	0	fcn.000bd2a0 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg5);
.text	0xc2f86	0xc3406	1152	1152	fcn.000c2f86	native_stub_000c2f86_fcn_000c2f86	r2_discovered	13	250	18	1	0	1	2	8	0	fcn.000c2f86 (int64_t arg4, int64_t arg6);
.text	0xcc5a1	0xcdac9	5416	5416	fcn.000cc5a1	native_stub_000cc5a1_fcn_000cc5a1	r2_discovered	9	1314	11	1	0	22	9	264	0	fcn.000cc5a1 (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4, int64_t arg5, int64_t arg6, int64_t arg_90h, int64_t arg_78h_2, int64_t arg_78h);
.text	0xe50f4	0xe519c	168	168	fcn.000e50f4	native_stub_000e50f4_fcn_000e50f4	r2_discovered	1	45	1	1	0	0	4	8	0	fcn.000e50f4 (int64_t arg3, int64_t arg_10h, int64_t arg_10h_2, int64_t arg_20h);
.text	0xfeebc	0xfefee	306	306	fcn.000feebc	native_stub_000feebc_fcn_000feebc	r2_discovered	1	85	1	1	0	2	5	40	0	fcn.000feebc (int64_t arg4, int64_t arg6, int64_t arg_8h, int64_t arg_20h_2, int64_t arg_20h);
.text	0x104c68	0x104c78	16	16	fcn.00104c68	native_stub_00104c68_fcn_00104c68	r2_discovered	1	6	0	1	0	0	1	0	0	fcn.00104c68 (int64_t arg1);
.text	0x1060ab	0x1061bf	276	276	fcn.001060ab	native_stub_001060ab_fcn_001060ab	r2_discovered	1	78	1	0	0	1	6	32	0	fcn.001060ab (int64_t arg2, int64_t arg3, int64_t arg5, int64_t arg_10h, int64_t arg_8h, int64_t arg_20h);
.text	0x119b8e	0x119bc1	46	51	fcn.00119b8e	native_stub_00119b8e_fcn_00119b8e	r2_discovered	4	15	4	1	0	0	4	16	0	fcn.00119b8e (int64_t arg1, int64_t arg2, int64_t arg3, int64_t arg4);
.text	0x11c52d	0x11c546	25	25	fcn.0011c52d	native_stub_0011c52d_fcn_0011c52d	r2_discovered	1	6	0	1	0	0	1	8	0	fcn.0011c52d (int64_t arg2);
.text	0x126851	0x1268dc	139	139	fcn.00126851	native_stub_00126851_fcn_00126851	r2_discovered	1	41	1	1	0	0	6	0	0	fcn.00126851 (int64_t arg1, int64_t arg3, int64_t arg4, int64_t arg_8h, int64_t arg_10h, int64_t arg_20h);
.text	0x1300d5	0x13010e	57	57	fcn.001300d5	native_stub_001300d5_fcn_001300d5	r2_discovered	5	16	5	1	0	0	3	0	0	fcn.001300d5 (int64_t arg1, int64_t arg2, int64_t arg4);
.text	0x13158d	0x1315a5	24	24	fcn.0013158d	native_stub_0013158d_fcn_0013158d	r2_discovered	1	5	0	1	0	0	2	0	0	fcn.0013158d (int64_t arg2, int64_t arg3);
.text	0x134781	0x1347a4	35	35	fcn.00134781	native_stub_00134781_fcn_00134781	r2_discovered	1	7	0	1	0	0	1	8	0	fcn.00134781 (int64_t arg2);
.text	0x13a7f8	0x13a809	17	17	fcn.0013a7f8	native_stub_0013a7f8_fcn_0013a7f8	r2_discovered	1	5	0	1	0	0	0	0	0	fcn.0013a7f8 ();
.text	0x13c266	0x13c268	2	2	fcn.0013c266	native_stub_0013c266_fcn_0013c266	r2_discovered	1	2	0	1	0	0	0	0	0	fcn.0013c266 ();
.text	0x140711	0x140713	2	2	fcn.00140711	native_stub_00140711_fcn_00140711	r2_discovered	1	2	0	1	0	0	2	0	0	fcn.00140711 (int64_t arg1, int64_t arg2);
.text	0x15be73	0x15beec	121	121	fcn.0015be73	native_stub_0015be73_fcn_0015be73	r2_discovered	1	34	1	1	0	0	3	8	0	fcn.0015be73 (int64_t arg1, int64_t arg_10h, int64_t arg_20h);
.text	0x15f1f0	0x15f200	16	16	fcn.0015f1f0	native_stub_0015f1f0_fcn_0015f1f0	r2_discovered	1	5	0	1	0	0	0	0	0	fcn.0015f1f0 ();
.text	0x161df6	0x161eaa	178	180	fcn.00161df6	native_stub_00161df6_fcn_00161df6	r2_discovered	4	46	5	1	0	0	5	8	0	fcn.00161df6 (int64_t arg4, int64_t arg5, int64_t arg6, int64_t arg_10h, int64_t arg_20h);
.text	0x1a1fa3	0x1a203d	154	154	fcn.001a1fa3	native_stub_001a1fa3_fcn_001a1fa3	r2_discovered	1	41	1	1	0	0	4	24	0	fcn.001a1fa3 (int64_t arg2, int64_t arg4, int64_t arg_10h, int64_t arg_20h);
.text	0x1a3e94	0x1a3fa9	277	277	fcn.001a3e94	native_stub_001a3e94_fcn_001a3e94	r2_discovered	1	81	1	1	0	3	5	40	0	fcn.001a3e94 (int64_t arg1, int64_t arg2, int64_t arg_10h, int64_t arg_8h_2, int64_t arg_8h);
.text	0x1a4638	0x1a46bb	131	131	fcn.001a4638	native_stub_001a4638_fcn_001a4638	r2_discovered	1	35	1	0	0	0	4	0	0	fcn.001a4638 (int64_t arg3, int64_t arg5, int64_t arg_10h, int64_t arg_20h);
.text	0x1a7ffe	0x1a80bb	189	189	fcn.001a7ffe	native_stub_001a7ffe_fcn_001a7ffe	r2_discovered	1	53	1	1	0	0	5	8	0	fcn.001a7ffe (int64_t arg3, int64_t arg6, int64_t arg_8h, int64_t arg_10h, int64_t arg_20h);
.text	0x1aaadd	0x1aab1c	60	63	fcn.001aaadd	native_stub_001aaadd_fcn_001aaadd	r2_discovered	3	24	2	1	0	1	0	0	0	fcn.001aaadd ();
.text	0x1acd1b	0x1acd1e	3	3	fcn.001acd1b	native_stub_001acd1b_fcn_001acd1b	r2_discovered	1	2	0	1	0	0	1	0	0	fcn.001acd1b (int64_t arg1);
