section	start	stop	bytes	symbol	normalized_symbol	categories	classification_confidence	classification_reason	provenance
.plt	0x1fd90	0x1fda0	16	__duplocale@plt	__duplocale	locale_i18n	high	locale/i18n import	native_linkage_stub_inventory
.plt	0x1fda0	0x1fdb0	16	_Unwind_GetDataRelBase@plt	_Unwind_GetDataRelBase	cxx_runtime	high	C++ ABI/exception import	native_linkage_stub_inventory
.plt	0x1fdb0	0x1fdc0	16	blake3_hasher_update@plt	blake3_hasher_update	crypto_hashing	high	crypto/hash/random import	native_linkage_stub_inventory
.plt	0x1fdc0	0x1fdd0	16	ioctl@plt	ioctl	host_environment_inventory	high	host/process environment import	native_linkage_stub_inventory
.plt	0x1fdd0	0x1fde0	16	abort@plt	abort	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fde0	0x1fdf0	16	memchr@plt	memchr	memory_string	high	memory/string helper import	native_linkage_stub_inventory
.plt	0x1fdf0	0x1fe00	16	ZydisGetInstructionEncodingInfo@plt	ZydisGetInstructionEncodingInfo	disassembly_metadata	high	Zydis disassembly symbol	native_linkage_stub_inventory
.plt	0x1fe00	0x1fe10	16	epoll_create@plt	epoll_create	network	high	network libc/syscall import	native_linkage_stub_inventory
.plt	0x1fe10	0x1fe20	16	sem_destroy@plt	sem_destroy	threading_sync	high	pthread/semaphore/scheduler import	native_linkage_stub_inventory
.plt	0x1fe20	0x1fe30	16	puts@plt	puts	text_formatting	high	formatting/output import	native_linkage_stub_inventory
.plt	0x1fe30	0x1fe40	16	uname@plt	uname	host_environment_inventory	high	host/process environment import	native_linkage_stub_inventory
.plt	0x1fe40	0x1fe50	16	fseek@plt	fseek	filesystem_io	high	filesystem/device I/O import	native_linkage_stub_inventory
.plt	0x1fe50	0x1fe60	16	getaddrinfo@plt	getaddrinfo	network	high	network libc/syscall import	native_linkage_stub_inventory
.plt	0x1fe60	0x1fe70	16	bindtextdomain@plt	bindtextdomain	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fe70	0x1fe80	16	wmemcmp@plt	wmemcmp	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fe80	0x1fe90	16	__strftime_l@plt	__strftime_l	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fe90	0x1fea0	16	gettimeofday@plt	gettimeofday	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fea0	0x1feb0	16	__cxa_call_terminate@plt	__cxa_call_terminate	cxx_runtime	high	C++ ABI/exception import	native_linkage_stub_inventory
.plt	0x1feb0	0x1fec0	16	setvbuf@plt	setvbuf	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fec0	0x1fed0	16	__strxfrm_l@plt	__strxfrm_l	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1fed0	0x1fee0	16	putchar@plt	putchar	text_formatting	high	formatting/output import	native_linkage_stub_inventory
.plt	0x1fee0	0x1fef0	16	_ITM_RU1@plt	_ITM_RU1	cxx_runtime	high	GNU transactional-memory runtime symbol	native_linkage_stub_inventory
.plt	0x1fef0	0x1ff00	16	mbsnrtowcs@plt	mbsnrtowcs	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1ff00	0x1ff10	16	read@plt	read	filesystem_io	high	filesystem/device I/O import	native_linkage_stub_inventory
.plt	0x1ff10	0x1ff20	16	strncmp@plt	strncmp	memory_string	high	memory/string helper import	native_linkage_stub_inventory
.plt	0x1ff20	0x1ff30	16	malloc@plt	malloc	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1ff30	0x1ff40	16	fopen@plt	fopen	filesystem_io	high	filesystem/device I/O import	native_linkage_stub_inventory
.plt	0x1ff40	0x1ff50	16	recv@plt	recv	network	high	network libc/syscall import	native_linkage_stub_inventory
.plt	0x1ff50	0x1ff60	16	__cxa_guard_release@plt	__cxa_guard_release	cxx_runtime	high	C++ ABI/exception import	native_linkage_stub_inventory
.plt	0x1ff60	0x1ff70	16	gettext@plt	gettext	locale_i18n	high	locale/i18n import	native_linkage_stub_inventory
.plt	0x1ff70	0x1ff80	16	blake3_xof_many_avx512@plt	blake3_xof_many_avx512	crypto_hashing	high	crypto/hash/random import	native_linkage_stub_inventory
.plt	0x1ff80	0x1ff90	16	ZydisDecoderDecodeInstruction@plt	ZydisDecoderDecodeInstruction	disassembly_metadata	high	Zydis disassembly symbol	native_linkage_stub_inventory
.plt	0x1ff90	0x1ffa0	16	blake3_hasher_finalize_seek@plt	blake3_hasher_finalize_seek	crypto_hashing	high	crypto/hash/random import	native_linkage_stub_inventory
.plt	0x1ffa0	0x1ffb0	16	strtold_l@plt	strtold_l	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
.plt	0x1ffb0	0x1ffc0	16	sched_yield@plt	sched_yield	threading_sync	high	pthread/semaphore/scheduler import	native_linkage_stub_inventory
.plt	0x1ffc0	0x1ffd0	16	ungetwc@plt	ungetwc	native_runtime_misc	low	no stronger side-effect category	native_linkage_stub_inventory
