program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
061	437	0x36b124	0x36b346	0x36b346	143	exact_instruction	35@0x36b124-0x36db0d+0x0	0xab	0x0	0xe8	0x1	0x51	0x1	0xab	0xe800	0x1e8	0x151	ab00e801510130989900bf500cbc63173a6d9ce8010fd5ab000cdaab0070920a						144	354				fallthrough	438	0x36b346	144	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_mixed		11	0	0	0					171:11	ab00e801:11
061	438	0x36b346	0x36b369	0x36b369	7	long_branch_forward	35@0x36b124-0x36db0d+0x222	0x5b	0x1	0xb0	0x3c	0x42	0x9	0x15b	0xb001	0x3cb0	0x942	5b01b03c420972af8d79e6d5d96001715743fa5ab9613d01ab00000030000000						316	171				decoded_control	440	0x36b38e	316	171	+0x30	next = table[171], ip += 0x30		462	0	0	0					347:462	5b01:462
061	439	0x36b374	0x36b38e	0x36b38e	6	long_branch_backedge	35@0x36b124-0x36db0d+0x250	0x8f	0x68	0x54	0x6	0xd6	0x6	0x688f	0x5468	0x654	0x6d6	8f685406d6062dc353a93a8dc23d01357ed562010000400000804000dea66800						117	354				decoded_control	438	0x36b346	117	354	-0x40	next = table[354], ip -= 0x40		451	0	0	0					258:451	8f685406:451
061	440	0x36b38e	0x36b592	0x36b592	134	exact_instruction	35@0x36b124-0x36db0d+0x26a	0x40	0x0	0xde	0xa6	0x68	0x0	0x40	0xde00	0xa6de	0x68	4000dea66800a7456800230c3aad56c9e67308e801e0843d0100f79eb30a6800						144	171				fallthrough	441	0x36b592	144	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		11	0	0	0					64:11	4000:11
061	441	0x36b592	0x36b693	0x36b693	69	exact_instruction	35@0x36b124-0x36db0d+0x46e	0xac	0x0	0x43	0xaf	0xc3	0x0	0xac	0x4300	0xaf43	0xc3	ac0043afc300908f063ed800e801d82c0acc2c6800003d01e70b6ff30e56cf9b						123	78				covered_synthetic_fallthrough		0x36b693	123	78	+0x4	next = 78@0x883c0:11, ip += +0x4; dispatch_model=static_100	hidden_span_of_17:11	121	0	0	0					172:121	ac00:121
061	442	0x36b6a4	0x36b8a1	0x36b8a1	130	long_branch_forward	35@0x36b124-0x36db0d+0x580	0x4d	0x1	0xeb	0xe0	0x99	0x0	0x14d	0xeb01	0xe0eb	0x99	4d01ebe099001226915f0801e0e80106f2f5b6f4e3e8305683e7ab00dd92e801						210	354				decoded_control	444	0x36bb1e	210	354	+0x288	next = table[354], ip += 0x288		121	0	0	0					333:121	4d01:121
061	443	0x36b8a7	0x36bb1e	0x36bb1e	163	long_branch_backedge	35@0x36b124-0x36db0d+0x783	0x97	0x18	0x2a	0x43	0x49	0xd2	0x1897	0x2a18	0x432a	0xd249	97182a4349d24ff838a801e801cfee00f8813d01f02ca1753e242087b3116075						308	171				decoded_control	441	0x36b592	308	171	-0x584	next = table[171], ip -= 0x584		110	0	0	0					258:110	97182a:110
061	444	0x36bb1e	0x36bee0	0x36bee0	254	exact_instruction	35@0x36b124-0x36db0d+0x9fa	0xc4	0x0	0x1e	0x6e	0x34	0xf8	0xc4	0x1e00	0x6e1e	0xf834	c4001e6e34f8cf102ea9e801f688880a7f3484f90a36a03d0100ffb53f30d29d						158	95				covered_synthetic_fallthrough		0x36bee0	158	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					196:11	c400:11
061	445	0x36beee	0x36c10a	0x36c10a	143	exact_instruction	35@0x36b124-0x36db0d+0xdca	0x2b	0x0	0xf5	0x77	0x99	0x0	0x2b	0xf500	0x77f5	0x99	2b00f57799004b65fbabd00a40e393e80105e3210874d7ab0020153a4ce2e801						174	216				covered_synthetic_fallthrough		0x36c10a	174	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					43:11	2b00:11
061	446	0x36c118	0x36c395	0x36c395	169	exact_instruction	35@0x36b124-0x36db0d+0xff4	0xc4	0x0	0x4f	0x6e	0x5c	0xf4	0xc4	0x4f00	0x6e4f	0xf45c	c4004f6e5cf4c324a6edcb4892e80111f828463e2dc62ac28a28425a6e1ce801						184	95				covered_synthetic_fallthrough		0x36c395	184	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					196:11	c400:11
