source_entry	opcode_name	reduction_status	proof_status	original_chars	candidate_chars	candidate_c	smt2	solver_output_excerpt
326	vmop_326_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	((u16_1 + flags0) & state0) ^ 0x50d4eebeu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_326.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
331	vmop_331_plus0x3_state_formula_slot_multi_path	compiler_expression_recovered	proved_equivalent	193	187	(((((u16_0 + 0x47dd4277u) - state0) & ((0x3eb8b067u + flags0) & flags0)) ^ (0x87e2e175u + flags0)) | (((state0 & flags0) & (0x3eb8b067u + flags0)) ^ (0x87e2e175u + flags0))) | 0x4482d526u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_331.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
332	vmop_332_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	720	83	(((state0 ^ 0xc975ddbu) | state0) | ((state0 ^ u16_2) ^ 0x10401a05u)) | 0x1cf75fdfu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_332.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
333	vmop_333_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	235	139	(((((u16_0 + 0x569ecec3u) - state0) ^ (state0 ^ flags0)) | (((flags0 & 0xd5e75f83u) ^ (state0 + flags0)) ^ state0)) | flags0) | 0x77dedeebu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_333.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	compiler_expression_recovered	proved_equivalent	6	6	state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_334.smt2	"unsat\n(error ""line 6 column 10: model is not available"")"
336	vmop_336_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	27	30	(state0 & u16_2) ^ 0x114009e8u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_336.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
337	vmop_337_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	solver_unparsed	314	261	((((flags0 + 0x61f749a7u) ^ 0x5dd3431eu) | ((flags0 + 0x61f749a7u) ^ 0x7db39ef4u)) | ((((0x2051de91u + state0) + state0) - (u16_2 + flags0)) & (flags0 + 0x61f749a7u))) | (((u16_0 - (u16_2 + flags0)) + ((0x2051de91u + state0) + state0)) & (flags0 + 0x61f749a7u))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_337.smt2	timeout
338	vmop_338_plus0x6_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	19	0xb40741f4u - u16_0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_338.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
340	vmop_340_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	103	124	((((0xd4d1a5dau + state0) + u16_2) - u16_0) ^ 0x7535dd25u) | (((state0 - 0x2b2e5a26u) ^ 0x7535dd25u) | (u16_2 + 0x9097995u))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_340.smt2	"unsat\n(error ""line 10 column 10: model is not available"")"
345	vmop_345_plus0x6_state_add_const_slot_mba_stateful	compiler_expression_recovered	solver_unparsed	75	89	(((u16_0 + state0) + u32_2) + (flags0 + state0)) ^ ((state0 + u32_2) ^ (flags0 + state0))	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_345.smt2	timeout
346	vmop_346_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	54	31	(state0 ^ flags0) ^ 0x45daa5e4u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_346.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
347	vmop_347_plus0x4_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	1228	295	((((((((((0x5cf483c7u + u16_2) + flags0) ^ state0) ^ 0x2efc96c5u) | state0) | (0x6fa972f0u + flags0)) | (state0 ^ flags0)) | ((0x45223942u + state0) & (0x6fa972f0u + flags0))) | (((flags0 & 0x5cf483c7u) ^ state0) ^ 0x2efc96c5u)) | (((0x5cf483c7u - flags0) ^ state0) ^ 0x2efc96c5u)) | 0x7ffebfe7u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_347.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
348	vmop_348_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	226	119	((((u16_0 & 0x1000200u) ^ ((0x4ead272u + flags0) & state0)) | flags0) | ((0x4ead272u + flags0) & state0)) | 0xc1000204u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_348.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
350	vmop_350_plus0x4_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	350	60	(((state0 - 0x7d911f5du) & (~u16_2)) & flags0) ^ 0x678e3cb6u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_350.smt2	"unsat\n(error ""line 11 column 10: model is not available"")"
351	vmop_351_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	36	41	((0x84c5d2e8u + u16_2) + state0) | state0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_351.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
352	vmop_352_plus0x2_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	62	57	((u16_0 + state0) & 0x64a42f6cu) | (state0 & 0x31863366u)	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_352.smt2	"unsat\n(error ""line 8 column 10: model is not available"")"
356	vmop_356_plus0xa_state_preserve_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	15	15	state0 ^ flags0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_356.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
357	vmop_357_plus0x5_state_add_const_slot_mba_stateful	compiler_expression_recovered	proved_equivalent	15	15	state0 ^ flags0	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_357.smt2	"unsat\n(error ""line 7 column 10: model is not available"")"
358	vmop_358_plus0x5_state_formula_slot_unknown	compiler_expression_recovered	proved_equivalent	272	163	(((((u16_0 ^ ((0xc4339bbau + state0) + flags0)) ^ 0x50eab96u) | flags0) | (flags0 - 0x45b1cde1u)) | (((0xc4339bbau + state0) + flags0) ^ 0x50eab96u)) | 0xd01cbf1bu	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_358.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
359	vmop_359_plus0x5_state_add_const_slot_multi_path	compiler_expression_recovered	proved_equivalent	80	52	(((u16_2 + state0) | state0) & flags0) | 0xb6bfefb7u	dumps/vmtail-wide-1m-w16/vm_mba_state_formula_compiler_proofs/state_359.smt2	"unsat\n(error ""line 9 column 10: model is not available"")"
