observation	delta	shape	constant_bytes	skeleton_hash	events	entries	top_entries	top_targets	top_ops	skeleton
exact	+0x2	VV	-	0010bd536e7d9081	4958	1	257@0xadbfd:4958	172@0x9b68a:777,43@0x8173d:281,157@0x98a9a:273,185@0x9d964:247,203@0xa1484:215,168@0x9aa83:213	WF+0x170/4:5,RF+0x81/8:4,RF+0x170/4:3,RF+0x194/1:3,RF+0x0/8:2,WF+0x23/4:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x2	VV	-	e808eee02dbbb23c	4955	1	198@0xa037e:4955	199@0xa0631:355,300@0xb6c36:328,18@0x7be9b:316,258@0xadf2c:314,337@0xbec0e:296,215@0xa4609:272	WF+0x170/4:4,RF+0x81/8:3,RF+0x170/4:3,RF+0x0/8:2,RF+0x23/4:2,RF+0x194/1:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x2	VV	-	5e667fbd6324a85b	4424	1	352@0xc1ec4:4424	258@0xadf2c:408,307@0xb8064:319,196@0x9fbcd:305,340@0xbf435:288,292@0xb540f:263,172@0x9b68a:240	RF+0x81/8:6,RF+0x170/4:5,WF+0x23/4:3,WF+0x170/4:2,RF+0x194/1:2,RF+0x71/8:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	55c67d9dd50df2f2	4380	1	301@0xb708d:4380	160@0x994cf:954,198@0xa037e:729,173@0x9ba74:669,352@0xc1ec4:627,256@0xad849:458,144@0x95887:350	RF+0x81/8:5,WF+0x23/4:4,RF+0x170/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x60/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	c2e10f1c32d90ff8	4132	1	49@0x82820:4132	144@0x95887:1018,352@0xc1ec4:600,257@0xadbfd:590,198@0xa037e:521,160@0x994cf:514,173@0x9ba74:413	WF+0x170/4:5,RF+0x81/8:5,RF+0x0/8:4,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0xa/8:mov
exact	+0x2	VV	-	4c1cc07cb7c11ec4	3880	1	256@0xad849:3880	340@0xbf435:390,189@0x9e7af:295,199@0xa0631:233,168@0x9aa83:225,215@0xa4609:209,114@0x90319:207	RF+0x81/8:6,WF+0x170/4:6,RF+0x194/1:4,RF+0x170/4:4,WF+0x23/4:4,RF+0x71/8:3	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
exact	+0x5	VVCCC	b2=0x3d,b3=0x01,b4=0x00	7d87dcfc7cbb730f	3633	1	79@0x885b0:3633	257@0xadbfd:865,198@0xa037e:745,160@0x994cf:451,108@0x8f24b:397,144@0x95887:373,256@0xad849:350	WF+0x170/4:8,RF+0x23/4:4,RF+0xa/8:4,RF+0x81/8:3,RF+0x0/8:3,RF+0x170/4:3	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0xa/8:mov
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	cb7f458eb8294432	3576	1	220@0xa522e:3576	144@0x95887:813,108@0x8f24b:555,173@0x9ba74:520,198@0xa037e:485,352@0xc1ec4:405,256@0xad849:351	WF+0x170/4:6,RF+0x170/4:4,WF+0x23/4:4,RF+0x81/8:4,RF+0x71/8:4,RF+0x23/4:3	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
exact	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	c5c28a74c5e993fd	3434	1	3@0x78c77:3434	160@0x994cf:635,256@0xad849:510,257@0xadbfd:503,144@0x95887:485,352@0xc1ec4:418,173@0x9ba74:377	WF+0x170/4:7,RF+0x71/8:4,RF+0x81/8:3,RF+0xa/8:3,RF+0x194/1:2,RF+0x23/4:2	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x4	VVVV	-	0eed524ebe9adb99	3292	1	332@0xbd36d:3292	347@0xc088d:268,114@0x90319:257,90@0x8b334:256,99@0x8c99a:256,319@0xba72f:256,258@0xadf2c:249	RF+0x170/4:9,WF+0x23/4:7,WF+0x170/4:7,RF+0x23/4:6,RF+0x81/8:3,RF+0x0/8:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0x170/4:mov
exact	+0x4	VVVV	-	37a76dff328e0402	3190	1	300@0xb6c36:3190	258@0xadf2c:517,220@0xa522e:355,183@0x9d495:268,337@0xbec0e:262,333@0xbd8af:262,185@0x9d964:260	RF+0x170/4:9,RF+0x0/8:7,WF+0x170/4:5,RF+0x81/8:4,RF+0x23/4:3,WF+0x23/4:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x60/8:mov
exact	+0x4	VVVV	-	adfdaaf22c0ee0e7	2645	1	260@0xae90b:2645	180@0x9cf32:356,189@0x9e7af:271,340@0xbf435:257,183@0x9d495:247,91@0x8b6de:204,64@0x85059:186	WF+0x170/4:10,RF+0x23/4:8,WF+0x23/4:6,RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
exact	+0x5	CCCVV	b0=0x00,b1=0x3d,b2=0x01	00aaf97f2f192f08	2612	1	269@0xb045b:2612	108@0x8f24b:571,352@0xc1ec4:384,256@0xad849:368,160@0x994cf:364,173@0x9ba74:364,257@0xadbfd:274	WF+0x170/4:5,RF+0x170/4:4,RF+0x23/4:4,RF+0x0/8:4,WF+0x23/4:3,RF+0xa/8:3	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVVV	-	bd9bfc556204bbec	2590	1	30@0x7e849:2590	183@0x9d495:397,203@0xa1484:350,91@0x8b6de:266,192@0x9f00a:256,337@0xbec0e:187,185@0x9d964:185	RF+0x81/8:6,RF+0x170/4:4,RF+0x23/4:4,WF+0x23/4:4,RF+0x194/1:2,RF+0x0/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x2	VE	-	de487504532ecb86	2533	1	171@0x9b4b3:2533	196@0x9fbcd:352,337@0xbec0e:328,322@0xbb3c9:256,333@0xbd8af:191,43@0x8173d:186,66@0x855ff:152	WF+0x170/4:4,WF+0x23/4:4,RF+0x23/4:2,RF+0x71/8:1,WF+0xf3/4:1,RF+0xa/8:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x6	VVVVVV	-	4aee3d98c70ca8c7	2519	1	239@0xa991e:2519	297@0xb64d7:255,28@0x7e390:228,320@0xbada5:208,37@0x80685:177,157@0x98a9a:154,340@0xbf435:138	WF+0x170/4:5,WF+0x23/4:5,RF+0x23/4:3,RF+0x170/4:3,RF+0x81/8:2,RF+0xa/8:2	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	312982e7598b7293	2509	1	167@0x9a8d2:2509	351@0xc1d48:1262,283@0xb3612:790,295@0xb60e0:457	RF+0xa/8:3,RF+0x23/4:2,RF+0x71/8:1,IPADV+0x2:1,IPADV+0x0:1,RIP+0x2/2:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
exact	+0x5	VVCCC	b2=0x00,b3=0x3d,b4=0x01	43f6f4962f358ef0	2508	1	83@0x8947b:2508	173@0x9ba74:548,108@0x8f24b:441,160@0x994cf:336,257@0xadbfd:286,352@0xc1ec4:284,144@0x95887:271	WF+0x170/4:5,RF+0x81/8:3,RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,RF+0x23/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	VVVV	-	1136caaa8bf2edf2	2414	1	350@0xc1926:2414	183@0x9d495:318,258@0xadf2c:257,281@0xb2db6:257,91@0x8b6de:203,114@0x90319:158,180@0x9cf32:147	WF+0x170/4:5,RF+0x170/4:4,RF+0x71/8:4,RF+0x81/8:3,WF+0x23/4:2,RF+0xa/8:2	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x5	VVCCV	b2=0x3d,b3=0x01	d21c7a75e432cbe9	2339	1	192@0x9f00a:2339	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:319,173@0x9ba74:181	RF+0x170/4:7,RF+0x0/8:7,RF+0x23/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x194/1:4	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x4	CCVV	b0=0xe8,b1=0x01	13284f8da5f71d16	2326	1	183@0x9d495:2326	114@0x90319:323,297@0xb64d7:232,215@0xa4609:140,333@0xbd8af:137,337@0xbec0e:136,18@0x7be9b:123	WF+0x170/4:3,RF+0xa/8:2,RF+0x23/4:2,WF+0x23/4:2,RF+0x0/8:1,IPADV+0x0:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov
exact	+0x4	VVCC	b2=0xe8,b3=0x01	39bb7a05c930bd65	2251	1	91@0x8b6de:2251	340@0xbf435:205,258@0xadf2c:201,337@0xbec0e:180,220@0xa522e:171,199@0xa0631:144,347@0xc088d:138	RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:2,RF+0x81/8:1,IPADV+0x2:1,RIP+0x2/2:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
exact	+0x4	VVVV	-	89a34e7f3ea36f41	2209	1	154@0x97ce6:2209	91@0x8b6de:389,180@0x9cf32:275,196@0x9fbcd:157,185@0x9d964:156,105@0x8e6b4:134,189@0x9e7af:104	RF+0x23/4:6,WF+0x23/4:6,WF+0x170/4:4,RF+0x170/4:3,RF+0xa/8:2,IPADV+0x2:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x4	VVVV	-	f135fdffa3e33a37	2198	1	121@0x91379:2198	307@0xb8064:350,180@0x9cf32:244,114@0x90319:190,91@0x8b6de:171,196@0x9fbcd:117,66@0x855ff:117	RF+0x170/4:4,RF+0x71/8:3,WF+0x170/4:3,RF+0x23/4:2,RF+0x194/1:2,RF+0xa/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x6	VVVVVV	-	0b02bdba7f5ea61d	2190	1	140@0x94e5a:2190	64@0x85059:260,189@0x9e7af:224,185@0x9d964:208,347@0xc088d:189,37@0x80685:132,17@0x7bae9:125	WF+0x23/4:7,RF+0x23/4:5,RF+0x170/4:4,RF+0x81/8:3,RF+0x0/8:2,RF+0x194/1:2	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x4	VVVV	-	46a47d1ebc130e09	2115	1	273@0xb11ca:2115	183@0x9d495:269,199@0xa0631:258,180@0x9cf32:171,196@0x9fbcd:159,347@0xc088d:155,258@0xadf2c:123	WF+0x170/4:6,RF+0x23/4:4,RF+0x170/4:3,RF+0x71/8:2,RF+0xa/8:2,RF+0x0/8:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9;RF+0x23/4:mov
exact	+0x5	VCCVV	b1=0x3d,b2=0x01	31468ee72b928e68	2080	1	320@0xbada5:2080	173@0x9ba74:379,198@0xa037e:371,256@0xad849:314,160@0x994cf:243,257@0xadbfd:234,352@0xc1ec4:226	RF+0x0/8:5,RF+0x170/4:4,RF+0xa/8:4,RF+0x194/1:3,WF+0x170/4:3,RF+0x60/8:2	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi;RF+0xa/8:mov
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	8e37e98b505b28f3	2035	1	37@0x80685:2035	160@0x994cf:437,257@0xadbfd:427,256@0xad849:373,144@0x95887:276,352@0xc1ec4:163,108@0x8f24b:159	RF+0x81/8:8,RF+0x0/8:5,RF+0x194/1:4,RF+0x170/4:4,WF+0x23/4:4,WF+0x170/4:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x4	VVVV	-	4e9eaa674a9abc7e	1988	1	254@0xad32c:1988	180@0x9cf32:282,66@0x855ff:270,183@0x9d495:207,28@0x7e390:197,91@0x8b6de:184,297@0xb64d7:160	WF+0x170/4:10,RF+0x23/4:4,RF+0x81/8:4,RF+0xa/8:2,WF+0x23/4:2,IPADV+0x0:1	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x6	VVVVVV	-	8511cbd5890d7403	1984	1	253@0xacfb1:1984	297@0xb64d7:269,199@0xa0631:208,337@0xbec0e:194,28@0x7e390:173,17@0x7bae9:151,340@0xbf435:125	RF+0x81/8:7,WF+0x170/4:6,RF+0x170/4:3,RF+0x23/4:3,RF+0x0/8:2,RF+0xa/8:2	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x6	VVVVVV	-	39d445c7a3017a14	1883	1	345@0xc02e4:1883	52@0x833c7:345,196@0x9fbcd:333,172@0x9b68a:109,189@0x9e7af:104,37@0x80685:98,192@0x9f00a:86	RF+0x170/4:3,WF+0x23/4:3,RF+0xa/8:2,RF+0x81/8:2,RF+0x23/4:2,WF+0x170/4:2	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x2	VE	-	d1d6a0b3c1c11cb4	1872	1	354@0xc2241:1872	185@0x9d964:251,268@0xb0007:225,168@0x9aa83:197,340@0xbf435:195,157@0x98a9a:190,189@0x9e7af:188	WF+0x170/4:3,WF+0x23/4:3,RF+0x23/4:2,RF+0x170/4:2,RF+0x0/8:2,WF+0xf3/4:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x5	CCVVV	b0=0x3d,b1=0x01	a5d3d8acd05f68fa	1850	1	319@0xba72f:1850	173@0x9ba74:559,257@0xadbfd:324,144@0x95887:250,108@0x8f24b:207,198@0xa037e:186,160@0x994cf:161	RF+0x23/4:6,WF+0x23/4:6,RF+0x170/4:5,WF+0x170/4:5,RF+0x0/8:4,RF+0x71/8:4	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x4	VVCC	b2=0xe8,b3=0x01	10a9467e1a030c89	1848	1	180@0x9cf32:1848	168@0x9aa83:355,79@0x885b0:232,337@0xbec0e:148,269@0xb045b:134,157@0x98a9a:129,297@0xb64d7:117	RF+0xa/8:2,RF+0x81/8:2,WF+0x23/4:2,RF+0x194/1:1,IPADV+0x2:1,RIP+0x2/2:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x4	VVVV	-	88457c4e1846d4e9	1847	1	322@0xbb3c9:1847	91@0x8b6de:280,347@0xc088d:276,157@0x98a9a:257,183@0x9d495:172,337@0xbec0e:134,64@0x85059:98	RF+0x170/4:7,RF+0x0/8:5,WF+0x170/4:4,WF+0x23/4:3,RF+0xa/8:2,RF+0x23/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	CCVVC	b0=0xe8,b1=0x01,b4=0x10	3db9cb0ec7530274	1844	1	351@0xc1d48:1844	297@0xb64d7:256,258@0xadf2c:188,189@0x9e7af:185,172@0x9b68a:182,28@0x7e390:102,254@0xad32c:98	RF+0xa/8:3,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x2:1	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x2	VE	-	777a8fb0a3e3fb1d	1825	1	165@0x9a24c:1825	114@0x90319:356,333@0xbd8af:215,340@0xbf435:198,268@0xb0007:188,203@0xa1484:186,18@0x7be9b:159	RF+0x170/4:3,WF+0x170/4:2,RF+0x0/8:2,RF+0x71/8:2,RF+0x23/4:2,WF+0x23/4:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9;RF+0x170/4:mov
exact	+0x4	EECC	b2=0xe8,b3=0x01	a5e363329a569ca4	1796	1	169@0x9af18:1796	171@0x9b4b3:756,354@0xc2241:658,165@0x9a24c:382	WF+0x170/4:2,RF+0x170/4:2,RF+0x0/8:2,RF+0xa/8:2,RF+0x194/1:1,WF+0x23/4:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
exact	+0x6	VVVVVV	-	df5bdd5b2d267473	1796	1	124@0x91e81:1796	320@0xbada5:235,192@0x9f00a:199,43@0x8173d:191,37@0x80685:147,333@0xbd8af:139,307@0xb8064:123	WF+0x170/4:8,RF+0x23/4:5,RF+0x81/8:5,WF+0x23/4:4,RF+0x170/4:4,RF+0xa/8:2	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
exact	+0x6	VVCCCC	b2=0x3d,b3=0x01,b4=0xe8,b5=0x01	e0dd23af5d966a7f	1753	1	338@0xbf128:1753	283@0xb3612:648,351@0xc1d48:582,295@0xb60e0:523	RF+0xa/8:3,RF+0x81/8:2,RF+0x194/1:1,IPADV+0x4:1,RIP+0x4/2:1,IPADV+0x2:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	d13d30e3eec95e5b	1629	1	70@0x8610e:1629	108@0x8f24b:577,198@0xa037e:236,144@0x95887:215,256@0xad849:181,160@0x994cf:165,352@0xc1ec4:138	WF+0x23/4:6,RF+0x23/4:5,WF+0x170/4:5,RF+0x81/8:4,RF+0x170/4:4,RF+0x71/8:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x4	CCEE	b0=0xe8,b1=0x01	2d51551f41dd3b72	1614	1	310@0xb8556:1614	165@0x9a24c:666,354@0xc2241:566,171@0x9b4b3:382	WF+0x23/4:4,RF+0x194/1:2,RF+0x23/4:2,RF+0xa/8:2,RF+0x71/8:1,IPADV+0x0:1	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	fd4180a8b4964efe	1537	1	237@0xa8e1f:1537	352@0xc1ec4:472,108@0x8f24b:350,144@0x95887:218,160@0x994cf:173,256@0xad849:150,257@0xadbfd:77	RF+0x81/8:4,RF+0x23/4:4,WF+0x170/4:4,RF+0x0/8:4,RF+0x170/4:3,WF+0x23/4:3	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x6	VVVVVV	-	ed6485f1152ebfac	1511	1	200@0xa0a9e:1511	297@0xb64d7:228,18@0x7be9b:138,199@0xa0631:111,185@0x9d964:108,333@0xbd8af:104,43@0x8173d:103	RF+0x23/4:7,WF+0x170/4:5,WF+0x23/4:5,RF+0x81/8:4,RF+0x194/1:2,RF+0x71/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x23/4:mov
exact	+0x5	CCCVV	b0=0x10,b1=0xe8,b2=0x01	e9bcbc93e5ef6568	1438	1	283@0xb3612:1438	333@0xbd8af:186,215@0xa4609:185,168@0x9aa83:184,258@0xadf2c:168,185@0x9d964:98,307@0xb8064:97	RF+0xa/8:3,IPADV+0x0:1,RIP+0x0/1:1,IPADV+0x1:1,RIP+0x1/2:1,IPADV+0x3:1	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x6	CCCCVV	b0=0x3d,b1=0x01,b2=0xe8,b3=0x01	f3201c9ea89cc9fc	1407	1	181@0x9d13f:1407	215@0xa4609:256,189@0x9e7af:189,297@0xb64d7:120,337@0xbec0e:108,347@0xc088d:100,340@0xbf435:98	RF+0xa/8:3,IPADV+0x2:1,IPADV+0x0:1,RIP+0x0/2:1,RIP+0x2/2:1,RF+0x10f/8:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x5	EVVVV	-	ca03b74714698b71	1158	1	128@0x9299b:1158	268@0xb0007:282,215@0xa4609:268,64@0x85059:262,3@0x78c77:71,196@0x9fbcd:45,347@0xc088d:32	WF+0x170/4:9,WF+0x23/4:7,RF+0x23/4:6,RF+0x81/8:3,RF+0xa/8:3,RF+0x170/4:2	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	701a06a21227d665	1103	1	52@0x833c7:1103	316@0xb987b:335,75@0x873fc:297,145@0x95b5c:156,196@0x9fbcd:91,64@0x85059:67,334@0xbdd18:63	RF+0xa/8:4,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x71/8:2,TDYN:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;TABLEADV+0x2;TDYN;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0xa/8:mov
exact	+0x6	CCVECC	b0=0xe8,b1=0x01,b4=0x3d,b5=0x01	f1883432698c3d25	1074	1	261@0xaeda2:1074	114@0x90319:215,297@0xb64d7:189,347@0xc088d:184,18@0x7be9b:110,337@0xbec0e:101,215@0xa4609:95	RF+0xa/8:3,IPADV+0x4:1,RIP+0x4/2:1,RF+0x81/8:1,IPADV+0x0:1,RIP+0x0/2:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
