observation	delta	shape	constant_bytes	skeleton_hash	events	entries	top_entries	top_targets	top_ops	skeleton
exact	+0x5	CCVVC	b0=0xe8,b1=0x01,b4=0x10	4614dc8f5dc7a210	980	1	295@0xb60e0:980	258@0xadf2c:218,28@0x7e390:184,66@0x855ff:183,64@0x85059:100,43@0x8173d:97,157@0x98a9a:92	RF+0xa/8:3,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x2:1	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	76d1af607c2da508	928	1	40@0x8115d:928	66@0x855ff:102,64@0x85059:102,340@0xbf435:100,215@0xa4609:99,297@0xb64d7:97,199@0xa0631:97	RF+0x170/4:3,RF+0xa/8:3,WF+0x23/4:2,IPADV+0x0:1,IPADV+0x2:1,RIP+0x0/2:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
exact	+0x6	CCCCVV	b0=0xe8,b1=0x01,b2=0x3d,b3=0x01	49f2f08157e1a128	922	1	119@0x90ebc:922	28@0x7e390:190,64@0x85059:187,340@0xbf435:107,337@0xbec0e:99,297@0xb64d7:96,18@0x7be9b:96	RF+0xa/8:3,WF+0x23/4:2,RF+0x23/4:1,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x0:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
exact	+0x5	EVVVV	-	ecf052ebb296b1ff	802	1	208@0xa2361:802	307@0xb8064:225,114@0x90319:91,79@0x885b0:75,49@0x82820:74,340@0xbf435:66,297@0xb64d7:66	WF+0x23/4:13,RF+0x23/4:8,RF+0x170/4:5,WF+0x170/4:5,RF+0xa/8:3,RF+0x71/8:2	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
exact	+0x5	VVEVV	-	018722ee4d0fe2c1	758	1	17@0x7bae9:758	300@0xb6c36:256,122@0x9170d:150,28@0x7e390:132,18@0x7be9b:31,92@0x8b8cb:31,200@0xa0a9e:30	WF+0x23/4:7,RF+0x170/4:5,RF+0x23/4:4,WF+0x170/4:4,RF+0xa/8:3,RF+0x0/8:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	fe1b549a5c4bde46	742	1	216@0xa4a61:742	310@0xb8556:552,169@0x9af18:190	RF+0xa/8:6,IPADV+0x0:2,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,IPADV+0x6:1	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	65adbd203a16a238	741	1	356@0xc291a:741	310@0xb8556:373,169@0x9af18:368	RF+0xa/8:7,IPADV+0x0:2,RF+0x60/8:2,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
exact	+0x5	EVVVV	-	e43eee5d9cadfa9f	737	1	179@0x9ca8d:737	99@0x8c99a:131,337@0xbec0e:117,268@0xb0007:106,43@0x8173d:103,18@0x7be9b:83,203@0xa1484:22	RF+0x81/8:4,RF+0x170/4:3,WF+0x170/4:3,RF+0xa/8:3,RF+0x71/8:2,RF+0x0/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x194/1:mov
exact	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	04a6e53ce1c11a32	695	1	99@0x8c99a:695	198@0xa037e:387,108@0x8f24b:153,173@0x9ba74:132,160@0x994cf:8,256@0xad849:7,144@0x95887:5	RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,WF+0x0/8:1,WF+0x60/8:1	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x5	VVVVE	-	57277538343f5125	671	1	105@0x8e6b4:671	350@0xc1926:256,28@0x7e390:129,291@0xb4edd:72,140@0x94e5a:33,92@0x8b8cb:32,349@0xc140b:13	RF+0x71/8:3,RF+0x23/4:3,WF+0x23/4:3,WF+0x170/4:3,RF+0xa/8:3,RF+0x170/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0x5	EVVVV	-	4ae90eeb71cbdda6	651	1	292@0xb540f:651	185@0x9d964:259,350@0xc1926:64,307@0xb8064:64,317@0xba1e2:34,90@0x8b334:34,199@0xa0631:28	WF+0x170/4:3,RF+0x81/8:3,RF+0xa/8:3,RF+0x170/4:3,RF+0x71/8:2,RF+0x23/4:2	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx;RF+0x81/8:mov
exact	+0x5	EVVVV	-	a99973f1e589a4b1	578	1	146@0x96407:578	258@0xadf2c:186,172@0x9b68a:98,70@0x8610e:64,28@0x7e390:30,199@0xa0631:25,79@0x885b0:21	WF+0x170/4:6,RF+0x23/4:4,WF+0x23/4:3,RF+0x170/4:3,RF+0xa/8:3,RF+0x71/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
exact	+0x4	VVVV	-	76ad8ba92a9302f5	567	1	90@0x8b334:567	49@0x82820:257,260@0xae90b:64,140@0x94e5a:34,220@0xa522e:32,3@0x78c77:25,330@0xbc9b8:18	WF+0x170/4:9,RF+0x23/4:5,WF+0x23/4:2,RF+0xa/8:2,RF+0x0/8:1,IPADV+0x2:1	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x81/8:mov
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	9214e50ca8894298	562	1	95@0x8c41c:562	169@0x9af18:374,310@0xb8556:188	RF+0xa/8:7,IPADV+0x6:2,IPADV+0x4:2,RIP+0x4/2:2,IPADV+0x0:2,RIP+0x6/4:1	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
exact	+0x4	VVVV	-	0d1380c358725258	555	1	281@0xb2db6:555	269@0xb045b:257,253@0xacfb1:153,322@0xbb3c9:11,292@0xb540f:9,3@0x78c77:8,30@0x7e849:7	WF+0x170/4:7,RF+0x81/8:5,RF+0x23/4:3,RF+0x194/1:2,RF+0xa/8:2,RF+0x170/4:2	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	06344577cd8aec6c	553	1	278@0xb2342:553	169@0x9af18:368,310@0xb8556:185	RF+0xa/8:6,IPADV+0x4:2,IPADV+0x0:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x23/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x23/4:mov
exact	+0x4	VVVV	-	131518123507e302	537	1	317@0xba1e2:537	154@0x97ce6:139,70@0x8610e:125,28@0x7e390:34,282@0xb3128:32,330@0xbc9b8:29,52@0x833c7:28	RF+0x23/4:11,WF+0x170/4:9,RF+0x81/8:4,WF+0x23/4:4,RF+0xa/8:2,IPADV+0x2:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x4	VVVV	-	0491d1bcb577d092	503	1	349@0xc140b:503	17@0x7bae9:264,105@0x8e6b4:31,332@0xbd36d:26,282@0xb3128:25,28@0x7e390:17,200@0xa0a9e:15	WF+0x170/4:9,RF+0x170/4:8,RF+0x23/4:7,WF+0x23/4:6,RF+0x0/8:4,RF+0x81/8:3	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x5	VVCCV	b2=0x3d,b3=0x01	a0e7e909dc8a155c	498	1	122@0x9170d:498	334@0xbdd18:155,316@0xb987b:112,258@0xadf2c:92,210@0xa2da3:59,145@0x95b5c:40,246@0xab427:14	RF+0xa/8:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x170/4:2,WF+0x71/8:2,RF+0x71/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x81/8:mov
exact	+0x4	VVVV	-	ff173eb43ce4c897	479	1	291@0xb4edd:479	79@0x885b0:95,292@0xb540f:77,330@0xbc9b8:69,18@0x7be9b:68,48@0x82477:25,66@0x855ff:16	RF+0x23/4:6,WF+0x170/4:5,WF+0x23/4:5,RF+0x194/1:3,RF+0x170/4:2,RF+0x81/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
sampled_backedge	-0x3c4	sampled	-	a18b4ce0e63e043d	447	1	316@0xb987b:447	165@0x9a24c:258,354@0xc2241:95,171@0x9b4b3:94	RF+0xa/8:4,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1,RIP+0xa/1:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:rax
exact	+0x3	CVV	b0=0x62	bd19b521009f6a44	398	1	118@0x90c23:398	332@0xbd36d:256,217@0xa4b11:65,322@0xbb3c9:64,172@0x9b68a:3,114@0x90319:3,208@0xa2361:3	WF+0x23/4:5,RF+0x81/8:2,RF+0x23/4:2,RF+0x170/4:2,RF+0xa/8:2,RF+0x71/8:1	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
exact	+0x5	EEECC	b3=0x3d,b4=0x01	b6fe8cf9dfe353dd	384	1	127@0x926c3:384	108@0x8f24b:256,144@0x95887:64,257@0xadbfd:64	RF+0xa/8:4,RF+0x194/1:2,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x23/4:mov
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	a92eb36510f4ce60	382	1	311@0xb86f8:382	169@0x9af18:192,310@0xb8556:190	RF+0xa/8:6,RF+0x194/1:4,RF+0x81/8:4,WF+0x170/4:3,IPADV+0x0:2,RF+0x0/8:2	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov
exact	+0x5	CCEEV	b0=0x3d,b1=0x01	1771bdf4fbed5f09	341	1	201@0xa0dca:341	173@0x9ba74:257,256@0xad849:72,144@0x95887:4,160@0x994cf:4,198@0xa037e:2,257@0xadbfd:2	WF+0x170/4:10,RF+0x23/4:6,RF+0x0/8:4,RF+0x170/4:4,RF+0x81/8:3,WF+0x23/4:3	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;WF+0x170/4:sub;TDYN;RTdyn/8:mov;TABLEADV+0x1;WF+0xa/8:add;JMP:r10
exact	+0x5	VVEVV	-	1be34c2be5af31f5	316	1	330@0xbc9b8:316	260@0xae90b:91,18@0x7be9b:68,140@0x94e5a:25,66@0x855ff:13,122@0x9170d:12,291@0xb4edd:10	WF+0x23/4:12,RF+0x170/4:10,RF+0x23/4:4,WF+0x170/4:4,RF+0x0/8:4,RF+0x81/8:3	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
exact	+0x4	VVVV	-	d38d77d40270527e	307	1	92@0x8b8cb:307	282@0xb3128:67,49@0x82820:31,17@0x7bae9:29,332@0xbd36d:26,3@0x78c77:26,18@0x7be9b:16	RF+0x170/4:5,WF+0x170/4:5,RF+0x23/4:4,RF+0x81/8:4,RF+0x0/8:4,WF+0x23/4:3	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0xa	VVECCCVVEC	b3=0x00,b4=0x80,b5=0x00,b9=0x00	2e458807d9d980f0	291	1	264@0xaf4cf:291	169@0x9af18:191,310@0xb8556:100	RF+0xa/8:20,IPADV+0x6:2,IPADV+0x4:2,RIP+0x4/2:2,IPADV+0x0:2,RF+0x0/8:2	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x8;RIP+0x8/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	VVEVV	-	c899ea9e0e7050dc	283	1	48@0x82477:283	239@0xa991e:31,317@0xba1e2:30,269@0xb045b:26,66@0x855ff:25,281@0xb2db6:18,297@0xb64d7:11	RF+0x23/4:8,WF+0x170/4:8,RF+0x71/8:5,WF+0x23/4:5,RF+0xa/8:3,RF+0x170/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
sampled_backedge	-0x6d	sampled	-	30a09b15f5f967b8	276	1	75@0x873fc:276	171@0x9b4b3:256,165@0x9a24c:16,354@0xc2241:4	RF+0xa/8:4,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1,RIP+0xa/1:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r14
exact	+0x5	VVVVE	-	7217b0df88f254e8	269	1	282@0xb3128:269	280@0xb2661:64,220@0xa522e:27,90@0x8b334:21,199@0xa0631:13,140@0x94e5a:12,66@0x855ff:12	WF+0x23/4:5,RF+0x81/8:4,RF+0x23/4:4,RF+0xa/8:3,RF+0x0/8:2,RF+0x170/4:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	CCCCC	b0=0x9e,b1=0xd4,b2=0xa9,b3=0x3d,b4=0x01	8a8ec59f6c54073d	256	1	107@0x8eef4:256	160@0x994cf:256	RF+0xa/8:4,RF+0x0/8:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2,WF+0x0/8:1	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
exact	+0x5	VVVVE	-	a830b090133ac958	254	1	222@0xa5f3c:254	220@0xa522e:67,301@0xb708d:20,268@0xb0007:14,49@0x82820:13,28@0x7e390:12,43@0x8173d:11	RF+0x23/4:6,WF+0x170/4:6,WF+0x23/4:5,RF+0x194/1:4,RF+0x170/4:4,RF+0xa/8:3	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x5	CCVVV	b0=0x3d,b1=0x01	bdf7b25b42014a7b	224	1	190@0x9eacb:224	352@0xc1ec4:134,257@0xadbfd:86,144@0x95887:4	RF+0xa/8:4,RF+0x0/8:2,RF+0x60/8:2,IPADV+0x0:2,RIP+0x0/2:2,WF+0x71/8:2	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
exact	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	fe1b549a5c4bde46	215	1	217@0xa4b11:215	198@0xa037e:70,352@0xc1ec4:66,144@0x95887:66,108@0x8f24b:7,173@0x9ba74:3,160@0x994cf:1	RF+0xa/8:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x23/4:1,WF+0x170/4:1	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
sampled_backedge	-0x2e8	sampled	-	cf09eea42c4c5ac9	200	1	266@0xaf8af:200	354@0xc2241:135,171@0x9b4b3:57,165@0x9a24c:8	RF+0xa/8:2,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:rdx
exact	+0x5	CCVVV	b0=0x3d,b1=0x01	e4a147e1f1371081	181	1	242@0xaa87d:181	75@0x873fc:92,246@0xab427:38,145@0x95b5c:33,199@0xa0631:9,334@0xbdd18:4,210@0xa2da3:2	RF+0xa/8:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,WF+0x60/8:1,WF+0x0/8:1	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x3	EEE	-	e2f089aca69790d5	157	1	331@0xbcfc8:157	340@0xbf435:125,196@0x9fbcd:25,99@0x8c99a:3,222@0xa5f3c:1,168@0x9aa83:1,333@0xbd8af:1	WF+0x170/4:7,RF+0x23/4:5,RF+0x81/8:5,RF+0x0/8:3,RF+0x71/8:3,RF+0xa/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	28ccce2848f4ed9f	149	1	88@0x8aa14:149	352@0xc1ec4:65,257@0xadbfd:64,173@0x9ba74:11,256@0xad849:6,108@0x8f24b:3	RF+0x194/1:4,RF+0x170/4:3,WF+0x170/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x60/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
exact	+0x5	CCVVV	b0=0x3d,b1=0x01	f6e3dc2eff9d6cdb	144	1	148@0x96b6e:144	160@0x994cf:74,144@0x95887:25,352@0xc1ec4:23,173@0x9ba74:12,257@0xadbfd:6,108@0x8f24b:4	RF+0xa/8:4,RF+0x71/8:2,RF+0x0/8:2,RF+0x60/8:2,IPADV+0x0:2,RIP+0x0/2:2	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
exact	+0x3	VVC	b2=0x62	5f8067a16ce2d57d	142	1	82@0x8920e:142	99@0x8c99a:67,333@0xbd8af:65,217@0xa4b11:4,307@0xb8064:2,168@0x9aa83:2,157@0x98a9a:1	RF+0x81/8:3,RF+0x23/4:3,RF+0x71/8:2,WF+0x23/4:2,WF+0x170/4:2,RF+0xa/8:2	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
sampled_long_or_sparse	+0x139	sampled	-	4f3b1c75cd1d5073	142	1	145@0x95b5c:142	354@0xc2241:132,165@0x9a24c:6,171@0x9b4b3:4	RF+0xa/8:4,TDYN:2,WF+0xa/8:2,IPADV+0x8:1,RIP+0x8/2:1,IPADV+0xa:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r12
exact	+0x3	VVE	-	0ff1f0f741a60558	139	1	129@0x92f21:139	215@0xa4609:64,99@0x8c99a:64,66@0x855ff:3,199@0xa0631:2,217@0xa4b11:2,172@0x9b68a:1	WF+0x170/4:6,RF+0x170/4:6,WF+0x23/4:5,RF+0x23/4:4,RF+0xa/8:2,RF+0x0/8:2	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
exact	+0x5	VVVCC	b3=0x3d,b4=0x01	d749ac93595bda00	129	1	125@0x922c4:129	316@0xb987b:96,334@0xbdd18:9,246@0xab427:6,18@0x7be9b:4,114@0x90319:3,210@0xa2da3:3	RF+0xa/8:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,RF+0x81/8:1,WF+0x60/8:1	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
sampled_backedge	-0x40	sampled	-	a18b4ce0e63e043d	122	1	117@0x90acd:122	354@0xc2241:71,165@0x9a24c:48,171@0x9b4b3:3	RF+0xa/8:2,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:rax
exact	+0x4	VVVV	-	6dbf2a4dde04702a	120	1	62@0x84aa3:120	157@0x98a9a:93,307@0xb8064:13,347@0xc088d:3,200@0xa0a9e:2,253@0xacfb1:2,337@0xbec0e:1	WF+0x170/4:3,WF+0x23/4:2,RF+0xa/8:2,RF+0x81/8:2,IPADV+0x2:1,RIP+0x2/2:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
sampled_backedge	-0x40	sampled	-	846056db3888fe7b	109	1	302@0xb7586:109	171@0x9b4b3:70,165@0x9a24c:35,354@0xc2241:4	RF+0xa/8:2,WF+0xa/8:2,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,TDYN:1	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;TDYN;RTdyn/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/4:mov;WF+0xa/8:sub;WF+0xa/8:add;JMP:r12
exact	+0x5	EEVCC	b3=0x3d,b4=0x01	205b6c953a7cf600	108	1	280@0xb2661:108	257@0xadbfd:66,160@0x994cf:12,108@0x8f24b:10,198@0xa037e:8,173@0x9ba74:7,256@0xad849:5	WF+0x170/4:9,RF+0x23/4:8,RF+0x81/8:5,RF+0x0/8:3,WF+0x23/4:3,RF+0x71/8:3	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
exact	+0xd	EEEEEEEEEECCC	b10=0x00,b11=0x80	88457c4e1846d4e9	97	1	321@0xbb1dd:97	169@0x9af18:94,310@0xb8556:3	RF+0xa/8:13,RF+0x170/4:7,RF+0x0/8:5,IPADV+0x7:4,RIP+0x7/4:4,WF+0x170/4:4	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
exact	+0x5	EEECC	b3=0x3d,b4=0x01	f2d00d75215898ae	91	1	94@0x8bd69:91	173@0x9ba74:74,144@0x95887:13,160@0x994cf:3,198@0xa037e:1	RF+0x170/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x0/8:4,RF+0x23/4:3,RF+0x194/1:3	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
