rank	kind	key	priority	events	unique_start_ips	unique_end_ips	sources	targets	deltas	statuses	sites	nearest_recovered	sample_starts	sample_ends	detail
11	decoded_long_branch_source	246	585	39	0	0	246:39	165@0x9a24c:31,354@0xc2241:6,171@0x9b4b3:2	+0x78:25,+0x792:3,+0x21a:2,+0x288:2,+0x28b:2	decoded_long_branch:39	tail@0xabc56:39				source_target=0xab427;unique_vm_ips=13;top_targets=165@0x9a24c:31,354@0xc2241:6,171@0x9b4b3:2;top_deltas=+0x78:25,+0x792:3,+0x21a:2,+0x288:2,+0x28b:2;long_branch_events=39;long_branch_variants=12;long_branch_operand_lens=0xb:39;long_branch_operand_shapes=39=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;long_branch_top_ir=25=next = table[165], ip += 0x78,3=next = table[165], ip += 0x792,2=next = table[354], ip += 0x28b,1=next = table[165], ip += 0x211,1=next = table[165], ip += 0x21a
12	decoded_long_branch_sample	308->171:-0x51a4	455	91	1	1	308:91	171:91	-0x51a4:91	backedge_sample:91	tail@0xb84a4:91	inside=63@0x30e872-0x316692+0x22aa	0x315cc0	0x310b1c	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=91;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x51a4
13	decoded_long_branch_sample	308->171:-0x9de	320	64	1	1	308:64	171:64	-0x9de:64	backedge_sample:64	tail@0xb84a4:64	inside=43@0x230722-0x231237+0x117	0x231217	0x230839	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=64;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x9de
14	decoded_long_branch_sample	117->354:-0x40	280	56	3	3	117:56	354:56	-0x40:56	backedge_sample:56	tail@0x90c21:56	inside=75@0x33f278-0x34556c+0x450	0x33f708,0x343f34,0x36b386	0x33f6c8,0x343ef4,0x36b346	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=56;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x40
15	decoded_long_branch_sample	266->171:-0x40	260	52	4	4	266:52	171:52	-0x40:52	backedge_sample:52	tail@0xafa1d:52	inside=64@0x31aa27-0x31e23f+0x15c6	0x31c02d,0x340f43,0x341a6d,0x3427f5	0x31bfed,0x340f03,0x341a2d,0x3427b5	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=52;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x40
16	decoded_long_branch_source	210	225	15	0	0	210:15	354@0xc2241:7,171@0x9b4b3:6,165@0x9a24c:2	+0x30:4,+0x28b:3,+0x60:3,+0x288:2,+0x670:1	decoded_long_branch:15	tail@0xa35dd:15				source_target=0xa2da3;unique_vm_ips=13;top_targets=354@0xc2241:7,171@0x9b4b3:6,165@0x9a24c:2;top_deltas=+0x30:4,+0x28b:3,+0x60:3,+0x288:2,+0x670:1;long_branch_events=15;long_branch_variants=9;long_branch_operand_lens=0xb:15;long_branch_operand_shapes=15=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;long_branch_top_ir=3=next = table[171], ip += 0x30,3=next = table[354], ip += 0x60,2=next = table[171], ip += 0x28b,2=next = table[354], ip += 0x288,1=next = table[165], ip += 0x30
17	uncovered_exact_destination	0x24bd2a	200	2	1	1	20:2	299:2	+0x4:2	exact:2	tail@0x7ca96:2	prev=46@0x249468-0x24bd2a+0x0;next=47@0x26cd71-0x26cf3b-0x21047	0x24bd26	0x24bd2a	exact positive instruction exits recovered bytecode coverage
18	decoded_long_branch_sample	302->171:-0x40	195	39	1	1	302:39	171:39	-0x40:39	backedge_sample:39	tail@0xb7699:39	inside=80@0x3674c3-0x36a0bc+0x222	0x367725	0x3676e5	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=39;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x40
19	decoded_long_branch_sample	117->165:-0x40	135	27	2	2	117:27	165:27	-0x40:27	backedge_sample:27	tail@0x90c21:27	inside=69@0x334a3d-0x3369f2+0x226	0x30eee2,0x334ca3	0x30eea2,0x334c63	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=27;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x40
20	decoded_long_branch_sample	308->171:-0x17ed	125	25	1	1	308:25	171:25	-0x17ed:25	backedge_sample:25	tail@0xb84a4:25	inside=82@0x36ecdc-0x371ff7+0x157a	0x371a43	0x370256	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=25;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x17ed
21	decoded_long_branch_sample	308->171:-0x40	120	24	2	2	308:24	171:24	-0x40:24	backedge_sample:24	tail@0xb84a4:24	inside=64@0x31aa27-0x31e23f+0x8dc	0x31b343,0x33196d	0x31b303,0x33192d	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=24;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x40
22	decoded_long_branch_sample	302->165:-0x40	110	22	1	1	302:22	165:22	-0x40:22	backedge_sample:22	tail@0xb7699:22	inside=82@0x36ecdc-0x371ff7+0x222	0x36ef3e	0x36eefe	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=22;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x40
23	uncovered_exact_destination	0x11d6a2	100	1	1	1	176:1	95:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=8@0x11ac5e-0x11d6a2+0x0;next=9@0x11d6b0-0x11d91b-0xe	0x11d69e	0x11d6a2	exact positive instruction exits recovered bytecode coverage
24	uncovered_exact_destination	0x11d91b	100	1	1	1	123:1	264:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=9@0x11d6b0-0x11d91b+0x0;next=10@0x11d929-0x11f4da-0xe	0x11d917	0x11d91b	exact positive instruction exits recovered bytecode coverage
25	uncovered_exact_destination	0x120af4	100	1	1	1	174:1	264:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=11@0x1209d2-0x120af4+0x0;next=12@0x120b02-0x121924-0xe	0x120af0	0x120af4	exact positive instruction exits recovered bytecode coverage
26	uncovered_exact_destination	0x121924	100	1	1	1	123:1	278:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=12@0x120b02-0x121924+0x0;next=13@0x121932-0x121c83-0xe	0x121920	0x121924	exact positive instruction exits recovered bytecode coverage
27	uncovered_exact_destination	0x121c83	100	1	1	1	184:1	95:1	+0x4:1	exact:1	tail@0x9d961:1	prev=13@0x121932-0x121c83+0x0;next=14@0x121c91-0x121ec6-0xe	0x121c7f	0x121c83	exact positive instruction exits recovered bytecode coverage
28	uncovered_exact_destination	0x121ec6	100	1	1	1	176:1	278:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=14@0x121c91-0x121ec6+0x0;next=15@0x121ed4-0x122196-0xe	0x121ec2	0x121ec6	exact positive instruction exits recovered bytecode coverage
29	uncovered_exact_destination	0x122196	100	1	1	1	174:1	356:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=15@0x121ed4-0x122196+0x0;next=16@0x1221a4-0x122466-0xe	0x122192	0x122196	exact positive instruction exits recovered bytecode coverage
30	uncovered_exact_destination	0x122466	100	1	1	1	20:1	264:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=16@0x1221a4-0x122466+0x0;next=17@0x122474-0x122c7b-0xe	0x122462	0x122466	exact positive instruction exits recovered bytecode coverage
31	uncovered_exact_destination	0x122c7b	100	1	1	1	184:1	278:1	+0x4:1	exact:1	tail@0x9d961:1	prev=17@0x122474-0x122c7b+0x0;next=18@0x122c89-0x122e3c-0xe	0x122c77	0x122c7b	exact positive instruction exits recovered bytecode coverage
32	uncovered_exact_destination	0x122e3c	100	1	1	1	174:1	299:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=18@0x122c89-0x122e3c+0x0;next=19@0x128952-0x128b72-0x5b16	0x122e38	0x122e3c	exact positive instruction exits recovered bytecode coverage
33	uncovered_exact_destination	0x128b72	100	1	1	1	123:1	278:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=19@0x128952-0x128b72+0x0;next=20@0x128b80-0x128de7-0xe	0x128b6e	0x128b72	exact positive instruction exits recovered bytecode coverage
34	uncovered_exact_destination	0x128de7	100	1	1	1	161:1	95:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=20@0x128b80-0x128de7+0x0;next=21@0x128df5-0x12906f-0xe	0x128de3	0x128de7	exact positive instruction exits recovered bytecode coverage
35	uncovered_exact_destination	0x12906f	100	1	1	1	174:1	278:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=21@0x128df5-0x12906f+0x0;next=22@0x1705a9-0x172877-0x4753a	0x12906b	0x12906f	exact positive instruction exits recovered bytecode coverage
36	uncovered_exact_destination	0x172877	100	1	1	1	174:1	311:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=22@0x1705a9-0x172877+0x0;next=23@0x172885-0x172aa1-0xe	0x172873	0x172877	exact positive instruction exits recovered bytecode coverage
37	uncovered_exact_destination	0x172aa1	100	1	1	1	174:1	356:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=23@0x172885-0x172aa1+0x0;next=24@0x172aaf-0x172d58-0xe	0x172a9d	0x172aa1	exact positive instruction exits recovered bytecode coverage
38	uncovered_exact_destination	0x172d58	100	1	1	1	161:1	356:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=24@0x172aaf-0x172d58+0x0;next=25@0x172d66-0x173043-0xe	0x172d54	0x172d58	exact positive instruction exits recovered bytecode coverage
39	uncovered_exact_destination	0x173043	100	1	1	1	158:1	95:1	+0x4:1	exact:1	tail@0x992ca:1	prev=25@0x172d66-0x173043+0x0;next=26@0x173051-0x1732b3-0xe	0x17303f	0x173043	exact positive instruction exits recovered bytecode coverage
40	uncovered_exact_destination	0x1732b3	100	1	1	1	174:1	216:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=26@0x173051-0x1732b3+0x0;next=27@0x1732c1-0x1734dd-0xe	0x1732af	0x1732b3	exact positive instruction exits recovered bytecode coverage
41	uncovered_exact_destination	0x1734dd	100	1	1	1	174:1	311:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=27@0x1732c1-0x1734dd+0x0;next=28@0x1734eb-0x173707-0xe	0x1734d9	0x1734dd	exact positive instruction exits recovered bytecode coverage
42	uncovered_exact_destination	0x173707	100	1	1	1	20:1	278:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=28@0x1734eb-0x173707+0x0;next=29@0x173715-0x1739be-0xe	0x173703	0x173707	exact positive instruction exits recovered bytecode coverage
43	uncovered_exact_destination	0x1739be	100	1	1	1	161:1	95:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=29@0x173715-0x1739be+0x0;next=30@0x1739cc-0x173ca9-0xe	0x1739ba	0x1739be	exact positive instruction exits recovered bytecode coverage
44	uncovered_exact_destination	0x173ca9	100	1	1	1	20:1	311:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=30@0x1739cc-0x173ca9+0x0;next=31@0x173cb7-0x173f19-0xe	0x173ca5	0x173ca9	exact positive instruction exits recovered bytecode coverage
45	uncovered_exact_destination	0x173f19	100	1	1	1	20:1	216:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=31@0x173cb7-0x173f19+0x0;next=32@0x173f27-0x174143-0xe	0x173f15	0x173f19	exact positive instruction exits recovered bytecode coverage
46	uncovered_exact_destination	0x174143	100	1	1	1	176:1	278:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=32@0x173f27-0x174143+0x0;next=33@0x174151-0x17436d-0xe	0x17413f	0x174143	exact positive instruction exits recovered bytecode coverage
47	uncovered_exact_destination	0x17436d	100	1	1	1	184:1	264:1	+0x4:1	exact:1	tail@0x9d961:1	prev=33@0x174151-0x17436d+0x0;next=34@0x17437b-0x17452e-0xe	0x174369	0x17436d	exact positive instruction exits recovered bytecode coverage
48	uncovered_exact_destination	0x17452e	100	1	1	1	123:1	299:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=34@0x17437b-0x17452e+0x0;next=35@0x176883-0x177ca2-0x2355	0x17452a	0x17452e	exact positive instruction exits recovered bytecode coverage
49	uncovered_exact_destination	0x17a420	100	1	1	1	161:1	175:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=36@0x179f43-0x17a420+0x0;next=37@0x18b66f-0x18bd8c-0x1124f	0x17a41c	0x17a420	exact positive instruction exits recovered bytecode coverage
50	uncovered_exact_destination	0x18bd8c	100	1	1	1	184:1	216:1	+0x4:1	exact:1	tail@0x9d961:1	prev=37@0x18b66f-0x18bd8c+0x0;next=38@0x18bd9a-0x18c07a-0xe	0x18bd88	0x18bd8c	exact positive instruction exits recovered bytecode coverage
51	uncovered_exact_destination	0x18c07a	100	1	1	1	20:1	311:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=38@0x18bd9a-0x18c07a+0x0;next=39@0x18c088-0x18c467-0xe	0x18c076	0x18c07a	exact positive instruction exits recovered bytecode coverage
52	uncovered_exact_destination	0x18c467	100	1	1	1	184:1	195:1	+0x4:1	exact:1	tail@0x9d961:1	prev=39@0x18c088-0x18c467+0x0;next=40@0x1a480d-0x1a6041-0x183a6	0x18c463	0x18c467	exact positive instruction exits recovered bytecode coverage
53	uncovered_exact_destination	0x1a6041	100	1	1	1	174:1	175:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=40@0x1a480d-0x1a6041+0x0;next=41@0x1ec0ab-0x1ed483-0x4606a	0x1a603d	0x1a6041	exact positive instruction exits recovered bytecode coverage
54	uncovered_exact_destination	0x1ed483	100	1	1	1	161:1	195:1	+0x4:1	exact:1	tail@0x99b3a:1	prev=41@0x1ec0ab-0x1ed483+0x0;next=42@0x22fe2d-0x2304b8-0x429aa	0x1ed47f	0x1ed483	exact positive instruction exits recovered bytecode coverage
55	uncovered_exact_destination	0x2304b8	100	1	1	1	184:1	195:1	+0x4:1	exact:1	tail@0x9d961:1	prev=42@0x22fe2d-0x2304b8+0x0;next=43@0x230722-0x231237-0x26a	0x2304b4	0x2304b8	exact positive instruction exits recovered bytecode coverage
56	uncovered_exact_destination	0x2319b3	100	1	1	1	174:1	278:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=44@0x2316bf-0x2319b3+0x0;next=45@0x2319c1-0x231b74-0xe	0x2319af	0x2319b3	exact positive instruction exits recovered bytecode coverage
57	uncovered_exact_destination	0x231b74	100	1	1	1	174:1	195:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=45@0x2319c1-0x231b74+0x0;next=46@0x249468-0x24bd2a-0x178f4	0x231b70	0x231b74	exact positive instruction exits recovered bytecode coverage
58	uncovered_exact_destination	0x292b48	100	1	1	1	174:1	95:1	+0x4:1	exact:1	tail@0x9c08c:1	prev=49@0x292986-0x292b48+0x0;next=50@0x292b56-0x292de8-0xe	0x292b44	0x292b48	exact positive instruction exits recovered bytecode coverage
59	uncovered_exact_destination	0x292de8	100	1	1	1	20:1	278:1	+0x4:1	exact:1	tail@0x7ca96:1	prev=50@0x292b56-0x292de8+0x0;next=51@0x292df6-0x293470-0xe	0x292de4	0x292de8	exact positive instruction exits recovered bytecode coverage
60	uncovered_exact_destination	0x293470	100	1	1	1	123:1	216:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=51@0x292df6-0x293470+0x0;next=52@0x29347e-0x293689-0xe	0x29346c	0x293470	exact positive instruction exits recovered bytecode coverage
61	uncovered_exact_destination	0x293689	100	1	1	1	122:1	246:1	+0x5:1	exact:1	tail@0x91a57:1	prev=52@0x29347e-0x293689+0x0;next=53@0x2bec2e-0x2bed4f-0x2b5a5	0x293684	0x293689	exact positive instruction exits recovered bytecode coverage
62	uncovered_exact_destination	0x2bed4f	100	1	1	1	184:1	264:1	+0x4:1	exact:1	tail@0x9d961:1	prev=53@0x2bec2e-0x2bed4f+0x0;next=54@0x2bed5d-0x2bef26-0xe	0x2bed4b	0x2bed4f	exact positive instruction exits recovered bytecode coverage
63	uncovered_exact_destination	0x2bef26	100	1	1	1	176:1	80:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=54@0x2bed5d-0x2bef26+0x0;next=55@0x2bef37-0x2bf3b8-0x11	0x2bef22	0x2bef26	exact positive instruction exits recovered bytecode coverage
64	uncovered_exact_destination	0x2bf3b8	100	1	1	1	123:1	216:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=55@0x2bef37-0x2bf3b8+0x0;next=56@0x2bf3c6-0x2bf50f-0xe	0x2bf3b4	0x2bf3b8	exact positive instruction exits recovered bytecode coverage
65	uncovered_exact_destination	0x2bff90	100	1	1	1	176:1	216:1	+0x4:1	exact:1	tail@0x9c3f4:1	prev=58@0x2bfe6f-0x2bff90+0x0;next=59@0x2bff9e-0x2c0230-0xe	0x2bff8c	0x2bff90	exact positive instruction exits recovered bytecode coverage
66	uncovered_exact_destination	0x2c0230	100	1	1	1	158:1	264:1	+0x4:1	exact:1	tail@0x992ca:1	prev=59@0x2bff9e-0x2c0230+0x0;next=60@0x2c023e-0x2c045a-0xe	0x2c022c	0x2c0230	exact positive instruction exits recovered bytecode coverage
67	uncovered_exact_destination	0x2c045a	100	1	1	1	123:1	356:1	+0x4:1	exact:1	tail@0x91e7f:1	prev=60@0x2c023e-0x2c045a+0x0;next=61@0x2c0468-0x2c05b1-0xe	0x2c0456	0x2c045a	exact positive instruction exits recovered bytecode coverage
