rank	kind	key	priority	events	unique_start_ips	unique_end_ips	sources	targets	deltas	statuses	sites	nearest_recovered	sample_starts	sample_ends	detail
124	decoded_long_branch_sample	210->165:prefix_32_of_1648	5	1	1	1	210:1	165:1	+0x670:1	prefix_32_of_1648:1	tail@0xa35dd:1	inside=7@0xdac57-0xdaf39+0x0	0xda5e7	0xdac57	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x670
125	decoded_long_branch_sample	246->171:prefix_32_of_1828	5	1	1	1	246:1	171:1	+0x724:1	prefix_32_of_1828:1	tail@0xabc56:1	inside=73@0x33b647-0x33d2d9+0xf71	0x33be94	0x33c5b8	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x724
126	decoded_long_branch_sample	246->354:prefix_32_of_1937	5	1	1	1	246:1	354:1	+0x791:1	prefix_32_of_1937:1	tail@0xabc56:1	inside=80@0x3674c3-0x36a0bc+0x2665	0x369397	0x369b28	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x791
127	decoded_long_branch_sample	266->165:-0x4e0	5	1	1	1	266:1	165:1	-0x4e0:1	backedge_sample:1	tail@0xafa1d:1	inside=76@0x3603af-0x364c68+0x39d5	0x364264	0x363d84	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x4e0
128	decoded_long_branch_sample	266->165:-0x566	5	1	1	1	266:1	165:1	-0x566:1	backedge_sample:1	tail@0xafa1d:1	inside=64@0x31aa27-0x31e23f+0x1812	0x31c79f	0x31c239	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[165], ip -= 0x566
129	decoded_long_branch_sample	266->171:-0x2e48f	5	1	1	1	266:1	171:1	-0x2e48f:1	backedge_sample:1	tail@0xafa1d:1	inside=51@0x292df6-0x293470+0x148	0x2c13cd	0x292f3e	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x2e48f
130	decoded_long_branch_sample	308->171:-0x4e6	5	1	1	1	308:1	171:1	-0x4e6:1	backedge_sample:1	tail@0xb84a4:1	inside=75@0x33f278-0x34556c+0x69c	0x33fdfa	0x33f914	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[171], ip -= 0x4e6
131	decoded_long_branch_sample	308->354:-0x4e6	5	1	1	1	308:1	354:1	-0x4e6:1	backedge_sample:1	tail@0xb84a4:1	inside=64@0x31aa27-0x31e23f+0xb28	0x31ba35	0x31b54f	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip -= 0x4e6
132	decoded_long_branch_sample	308->354:prefix_32_of_8897	5	1	1	1	308:1	354:1	+0x22c1:1	prefix_32_of_8897:1	tail@0xb84a4:1	inside=36@0x179f43-0x17a420+0x0	0x177c82	0x179f43	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0x8;operand_shape=target_u32@+0,delta_u32@+4;ir=next = table[354], ip += 0x22c1
133	decoded_long_branch_sample	316->165:prefix_32_of_4803	5	1	1	1	316:1	165:1	+0x12c3:1	prefix_32_of_4803:1	tail@0xba0cc:1	inside=82@0x36ecdc-0x371ff7+0x2d87	0x3707a0	0x371a63	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x12c3
134	decoded_long_branch_sample	316->354:prefix_32_of_1219	5	1	1	1	316:1	354:1	+0x4c3:1	prefix_32_of_1219:1	tail@0xba0cc:1	inside=58@0x2bfe6f-0x2bff90+0x0	0x2bf9ac	0x2bfe6f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x4c3
135	decoded_long_branch_sample	334->165:prefix_32_of_1165	5	1	1	1	334:1	165:1	+0x48d:1	prefix_32_of_1165:1	tail@0xbe55b:1	inside=57@0x2bf97c-0x2bf9cc+0x0	0x2bf4ef	0x2bf97c	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[165], ip += 0x48d
136	decoded_long_branch_sample	334->171:prefix_32_of_3013	5	1	1	1	334:1	171:1	+0xbc5:1	prefix_32_of_3013:1	tail@0xbe55b:1	inside=62@0x2c1156-0x2c13ed+0x0	0x2c0591	0x2c1156	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0xbc5
137	decoded_long_branch_sample	334->354:prefix_32_of_1937	5	1	1	1	334:1	354:1	+0x791:1	prefix_32_of_1937:1	tail@0xbe55b:1	inside=81@0x36b124-0x36db0d+0x2455	0x36cde8	0x36d579	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x791
138	decoded_long_branch_sample	334->354:prefix_32_of_5400	5	1	1	1	334:1	354:1	+0x1518:1	prefix_32_of_5400:1	tail@0xbe55b:1	inside=11@0x1209d2-0x120af4+0x0	0x11f4ba	0x1209d2	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x1518
139	decoded_long_branch_sample	75->171:prefix_32_of_10917	5	1	1	1	75:1	171:1	+0x2aa5:1	prefix_32_of_10917:1	tail@0x87c25:1	inside=6@0xda38f-0xda607+0x0	0xd78ea	0xda38f	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[171], ip += 0x2aa5
140	decoded_long_branch_sample	75->354:prefix_32_of_20238	5	1	1	1	75:1	354:1	+0x4f0e:1	prefix_32_of_20238:1	tail@0x87c25:1	inside=63@0x30e872-0x316692+0x7456	0x310dba	0x315cc8	positive VM IP delta exceeds logged byte window; long_branch_events=1;operand_min_len=0xb;operand_shape=target_u32@+0,delta_u32@+4,u16_8@+0x8,b10@+0xa;ir=next = table[354], ip += 0x4f0e
141	sampled_operand_known	175->310:prefix_32_of_184055	4	1	1	1	175:1	310:1	+0x2cef7:1	prefix_32_of_184055:1	dispatch@0xcdac7:1	inside=75@0x33f278-0x34556c+0x42f1	0x316672	0x343569	positive VM IP delta exceeds logged byte window; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=central_or_long:1;ir=sampled operand footprint 0x6; observed target table[310], delta +0x2cef7
142	sampled_operand_known	195->310:-0x542a	4	1	1	1	195:1	310:1	-0x542a:1	backedge_sample:1	dispatch@0xc80b9:1	inside=77@0x364c72-0x364e55+0x0	0x36a09c	0x364c72	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=sampled_backedge:1;ir=sampled operand footprint 0x6; observed target table[310], delta -0x542a
143	sampled_operand_known	195->310:-0x8c8e	4	1	1	1	195:1	310:1	-0x8c8e:1	backedge_sample:1	dispatch@0xc80b9:1	inside=78@0x364e5f-0x365042+0x0	0x36daed	0x364e5f	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=sampled_backedge:1;ir=sampled operand footprint 0x6; observed target table[310], delta -0x8c8e
144	sampled_operand_known	195->86:-0x2306	4	1	1	1	195:1	86:1	-0x2306:1	backedge_sample:1	dispatch@0xc80b9:1	inside=47@0x26cd71-0x26cf3b+0x0	0x26f077	0x26cd71	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=sampled_backedge:1;ir=sampled operand footprint 0x6; observed target table[86], delta -0x2306
145	sampled_operand_known	278->323:prefix_32_of_2234224	4	1	1	1	278:1	323:1	+0x221770:1	prefix_32_of_2234224:1	dispatch@0xcdac7:1	inside=75@0x33f278-0x34556c+0x0	0x11db08	0x33f278	positive VM IP delta exceeds logged byte window; sampled_operand_events=1;operand_min_len=0xa;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,b4@+0x4,u16_4@+0x4,u32_6@+0x6;source_observations=exact:1;ir=sampled operand footprint 0xa; observed target table[323], delta +0x221770
146	sampled_operand_known	278->86:prefix_32_of_2369210	4	1	1	1	278:1	86:1	+0x2426ba:1	prefix_32_of_2369210:1	dispatch@0xc80b9:1	inside=76@0x3603af-0x364c68+0x0	0x11dcf5	0x3603af	positive VM IP delta exceeds logged byte window; sampled_operand_events=1;operand_min_len=0xa;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,b4@+0x4,u16_4@+0x4,u32_6@+0x6;source_observations=exact:1;ir=sampled operand footprint 0xa; observed target table[86], delta +0x2426ba
147	sampled_operand_known	299->169:-0x7fe6	4	1	1	1	299:1	169:1	-0x7fe6:1	backedge_sample:1	dispatch@0xc80b9:1	inside=70@0x3369fc-0x33710f+0x0	0x33e9e2	0x3369fc	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=sampled_backedge:1;ir=sampled operand footprint 0x6; observed target table[169], delta -0x7fe6
148	sampled_operand_known	299->310:-0xcf8b	4	1	1	1	299:1	310:1	-0xcf8b:1	backedge_sample:1	dispatch@0xc80b9:1	inside=79@0x36504c-0x3655e4+0x0	0x371fd7	0x36504c	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0x6;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;source_observations=sampled_backedge:1;ir=sampled operand footprint 0x6; observed target table[310], delta -0xcf8b
149	sampled_operand_known	311->42:-0x34ced	4	1	1	1	311:1	42:1	-0x34ced:1	backedge_sample:1	dispatch@0xcdac7:1	inside=63@0x30e872-0x316692+0x0	0x34355f	0x30e872	negative VM IP delta, exact consumed bytes unavailable from forward lookahead; sampled_operand_events=1;operand_min_len=0xa;operand_shape=b0@+0x0,u32_0@+0x0,u16_1@+0x1,u16_3@+0x3,u16_4@+0x4,u32_6@+0x6;source_observations=exact:1;ir=sampled operand footprint 0xa; observed target table[42], delta -0x34ced
150	sampled_operand_known	311->42:prefix_32_of_92651	4	1	1	1	311:1	42:1	+0x169eb:1	prefix_32_of_92651:1	dispatch@0xc80b9:1	inside=69@0x334a3d-0x3369f2+0x0	0x31e052	0x334a3d	positive VM IP delta exceeds logged byte window; sampled_operand_events=1;operand_min_len=0xa;operand_shape=b0@+0x0,u32_0@+0x0,u16_1@+0x1,u16_3@+0x3,u16_4@+0x4,u32_6@+0x6;source_observations=exact:1;ir=sampled operand footprint 0xa; observed target table[42], delta +0x169eb
151	sampled_operand_known	95->42:prefix_32_of_118830	4	1	1	1	95:1	42:1	+0x1d02e:1	prefix_32_of_118830:1	dispatch@0xc80b9:1	inside=73@0x33b647-0x33d2d9+0x0	0x31e619	0x33b647	positive VM IP delta exceeds logged byte window; sampled_operand_events=1;operand_min_len=0xa;operand_shape=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4,u16_6@+0x6,u32_6@+0x6;source_observations=exact:1;ir=sampled operand footprint 0xa; observed target table[42], delta +0x1d02e
152	sampled_operand_source	175	4	1	0	0	175:1	310@0xb8556:1	+0x2cef7:1	sampled_operand_known:1	dispatch@0xcdac7:1				source_target=0x9c08f;unique_vm_ips=1;top_targets=310@0xb8556:1;top_deltas=+0x2cef7:1;sampled_operand_events=1;sampled_operand_variants=1;sampled_operand_lens=0x6:1;sampled_operand_shapes=1=u16_0@+0x0,u32_0@+0x0,u16_2@+0x2,u16_4@+0x4;sampled_operand_top_ir=1=sampled operand footprint 0x6; observed target table[310], delta +0x2cef7
153	unobserved_entry	1	1	0	0	0	1:0	0x78835:0		unobserved:0					target=0x78835;frame_reads=0xa,0x23,0x170,0x71,0xbb,0x81,0x194,0x10f;frame_writes=0x170,0x23,0x1dc,0x60,0xa;ip_reads=+0x6/2,+0x4/2,+0x0/4,+0x2/4,+0x2/8,+0x0/2;rets=1
154	unobserved_entry	10	1	0	0	0	10:0	0x7a04f:0		unobserved:0					target=0x7a04f;frame_reads=0x0,0x170,0x81,0x194,0xa,0x23,0x60,0x71,0x10f;frame_writes=0x170,0x23,0x71,0x0,0x60,0xa;ip_reads=+0x4/1,+0x2/2,+0x0/2;rets=0
155	unobserved_entry	100	1	0	0	0	100:0	0x8cc81:0		unobserved:0					target=0x8cc81;frame_reads=0xa,0x170,0x0,0x199,0x10f;frame_writes=0x170,0xa;ip_reads=+0x0/2,+0x2/2,+0x6/2,+0x8/1,+0x4/2,+0x9/2;rets=0
156	unobserved_entry	103	1	0	0	0	103:0	0x8df9c:0		unobserved:0					target=0x8df9c;frame_reads=0xa,0x0,0x60,0x81,0x194,0x71,0x10f,0x170;frame_writes=0x71,0x0,0x60,0x170,0xa;ip_reads=+0x3/2,+0x2/1,+0x0/2;rets=0
157	unobserved_entry	104	1	0	0	0	104:0	0x8e2ef:0		unobserved:0					target=0x8e2ef;frame_reads=0x23,0xa,0x60,0x0,0x194,0x71,0x10f,0x170;frame_writes=0x23,0x71,0x60,0x0,0xa;ip_reads=+0x0/1,+0x1/2,+0x3/2;rets=0
158	unobserved_entry	106	1	0	0	0	106:0	0x8eb79:0		unobserved:0					target=0x8eb79;frame_reads=0xa,0x0,0x60,0x194,0x71,0x10f;frame_writes=0x71,0x0,0x60,0x23,0x170,0xa;ip_reads=+0x0/1,+0x1/2,+0x3/2;rets=0
159	unobserved_entry	109	1	0	0	0	109:0	0x8f6d1:0		unobserved:0					target=0x8f6d1;frame_reads=0xa,0x194,0x10f,0x170;frame_writes=0x170,0xa;ip_reads=+0x2/2,+0x6/2,+0x4/2,+0x0/2;rets=0
160	unobserved_entry	11	1	0	0	0	11:0	0x7a4d8:0		unobserved:0					target=0x7a4d8;frame_reads=0xa,0x12,0xbb,0x10f,0x170;frame_writes=0x12,0x1dc,0x170,0xa;ip_reads=+0x6/2,+0x8/1,+0x0/4,+0x4/2,+0x9/2,+0xb/2;rets=1
161	unobserved_entry	110	1	0	0	0	110:0	0x8f834:0		unobserved:0					target=0x8f834;frame_reads=0xa,0x0,0x170,0xbb,0x71,0x10f;frame_writes=0x170,0x71,0x1dc,0x0,0xa;ip_reads=+0x2/4,+0x0/2,+0x0/1,+0x1/2,+0x3/2;rets=1
162	unobserved_entry	111	1	0	0	0	111:0	0x8f8ae:0		unobserved:0					target=0x8f8ae;frame_reads=0x0,0xa,0x170,0x71,0x10f;frame_writes=0x170,0x71,0x0,0xa;ip_reads=+0x0/1,+0x1/2,+0x3/2;rets=0
163	unobserved_entry	113	1	0	0	0	113:0	0x9026f:0		unobserved:0					target=0x9026f;frame_reads=0x23,0x170,0xa,0x81,0x0,0x194,0xbb,0x71,0x10f;frame_writes=0x23,0x170,0x1dc,0x0,0x16f,0xa;ip_reads=+0x6/2,+0x4/2,+0x0/4,+0x2/2,+0x0/2;rets=1
164	unobserved_entry	115	1	0	0	0	115:0	0x90895:0		unobserved:0					target=0x90895;frame_reads=0xa,0x23,0x170,0x0,0x10f;frame_writes=0x170,0xa;ip_reads=+0x2/2,+0x0/2,+0x4/2,+0x6/2;rets=0
165	unobserved_entry	116	1	0	0	0	116:0	0x90a1b:0		unobserved:0					target=0x90a1b;frame_reads=0xa,0x10f;frame_writes=0xa,0x1dc;ip_reads=+0x0/4,+0x0/2,+0x4/4;rets=1
166	unobserved_entry	12	1	0	0	0	12:0	0x7acd8:0		unobserved:0					target=0x7acd8;frame_reads=0xa,0x23,0x10f,0x170;frame_writes=0x170,0xa;ip_reads=+0x4/2,+0x6/2,+0x2/2,+0x0/2;rets=0
167	unobserved_entry	120	1	0	0	0	120:0	0x9106a:0		unobserved:0					target=0x9106a;frame_reads=0xa,0x71,0x199,0x10f;frame_writes=0x23,0x170,0xa;ip_reads=+0x4/2,+0x6/2,+0x9/2,+0x8/1,+0x2/2,+0x0/2;rets=0
168	unobserved_entry	126	1	0	0	0	126:0	0x92615:0		unobserved:0					target=0x92615;frame_reads=0xa,0x194,0x0,0xbb,0x81,0x71,0x10f,0x170,0x23;frame_writes=0x71,0x1dc,0x0,0x170,0xa;ip_reads=+0x3/2,+0x6/2,+0x4/2,+0x0/4,+0x2/1,+0x0/2;rets=1
169	unobserved_entry	132	1	0	0	0	132:0	0x93f79:0		unobserved:0					target=0x93f79;frame_reads=0xa,0x23,0x170,0x81,0xbb,0x194,0x0,0x10f;frame_writes=0x23,0x170,0x1dc,0x16f,0x0,0xa;ip_reads=+0x0/2,+0x2/4,+0x2/2,+0x0/4,+0x4/2;rets=2
170	unobserved_entry	133	1	0	0	0	133:0	0x93ff3:0		unobserved:0					target=0x93ff3;frame_reads=0xa,0x23,0x170,0x81,0x194,0x0,0x10f;frame_writes=0x23,0x170,0x1dc,0x16f,0x0,0xa;ip_reads=+0x0/2,+0x2/2,+0x0/4,+0x4/2;rets=1
171	unobserved_entry	134	1	0	0	0	134:0	0x9406d:0		unobserved:0					target=0x9406d;frame_reads=0x23,0x170,0x81,0xa,0x194,0x0,0x10f;frame_writes=0x23,0x170,0x16f,0x0,0xa;ip_reads=+0x0/4,+0x4/2;rets=0
172	unobserved_entry	135	1	0	0	0	135:0	0x94478:0		unobserved:0					target=0x94478;frame_reads=0xa,0x170,0x0,0x199,0x10f;frame_writes=0xa;ip_reads=+0x0/2,+0x7/2,+0x3/2,+0x5/2;rets=0
173	unobserved_entry	137	1	0	0	0	137:0	0x94973:0		unobserved:0					target=0x94973;frame_reads=0xa,0x170,0x0,0x199,0x10f;frame_writes=0x170,0xa;ip_reads=+0x0/2,+0x4/2,+0x6/2,+0x2/2;rets=0
174	unobserved_entry	138	1	0	0	0	138:0	0x94c3a:0		unobserved:0					target=0x94c3a;frame_reads=0xa,0x170,0x81,0x10f;frame_writes=0x23,0x170,0xa;ip_reads=+0x6/2,+0x4/2,+0x2/2,+0x0/2;rets=0
175	unobserved_entry	139	1	0	0	0	139:0	0x94ddf:0		unobserved:0					target=0x94ddf;frame_reads=0x23,0xa,0x170,0x81,0x0,0x194,0xbb,0x10f;frame_writes=0x23,0x170,0x1dc,0x60,0xa;ip_reads=+0x0/4,+0x4/2,+0x2/4,+0x0/2;rets=1
176	unobserved_entry	14	1	0	0	0	14:0	0x7b3be:0		unobserved:0					target=0x7b3be;frame_reads=0xa,0x0,0x60,0xe1,0x23,0x71,0x10f;frame_writes=0x71,0x170,0x0,0x60,0xa;ip_reads=+0x4/1,+0x2/2,+0x0/2;rets=0
177	unobserved_entry	141	1	0	0	0	141:0	0x951c2:0		unobserved:0					target=0x951c2;frame_reads=0xa,0x71,0x10f,0x170;frame_writes=0xa;ip_reads=+0x6/2,+0x0/2,+0x4/2,+0x2/2;rets=0
178	unobserved_entry	143	1	0	0	0	143:0	0x957d9:0		unobserved:0					target=0x957d9;frame_reads=0xa,0x0,0x194,0x81,0x170,0xbb,0x71,0x16f,0x23,0x10f;frame_writes=0x170,0x23,0x1dc,0xa;ip_reads=+0x6/2,+0x4/2,+0x0/4,+0x0/2;rets=1
179	unobserved_entry	147	1	0	0	0	147:0	0x96918:0		unobserved:0					target=0x96918;frame_reads=0xa,0x0,0x71,0x23,0x10f;frame_writes=0x71,0x0,0x170,0xa;ip_reads=+0x0/1,+0x3/2,+0x1/2;rets=0
180	unobserved_entry	149	1	0	0	0	149:0	0x96eb4:0		unobserved:0					target=0x96eb4;frame_reads=0xa,0x0,0x60,0x194,0x71,0x23,0x10f;frame_writes=0x71,0x170,0x1dc,0x60,0x0,0xa;ip_reads=+0x0/2,+0x2/2,+0x4/1;rets=1
181	unobserved_entry	15	1	0	0	0	15:0	0x7b6cb:0		unobserved:0					target=0x7b6cb;frame_reads=0xa,0x60,0x0,0x71,0x23,0xe1,0x10f,0x81;frame_writes=0x170,0x71,0x1dc,0x60,0x0,0xa;ip_reads=+0x0/4,+0x0/1,+0x3/2,+0x1/2;rets=1
182	unobserved_entry	150	1	0	0	0	150:0	0x96f2a:0		unobserved:0					target=0x96f2a;frame_reads=0xa,0x0,0x60,0x194,0x71,0x23,0x10f;frame_writes=0x71,0x170,0x60,0x0,0xa;ip_reads=+0x0/2,+0x4/1,+0x2/2;rets=0
183	unobserved_entry	152	1	0	0	0	152:0	0x9768c:0		unobserved:0					target=0x9768c;frame_reads=0xa,0x170,0x199,0x0,0x10f;frame_writes=0x170,0xa;ip_reads=+0x9/2,+0x1/2,+0x7/2,+0x0/1,+0x3/2,+0x5/2;rets=0
184	unobserved_entry	155	1	0	0	0	155:0	0x980ab:0		unobserved:0					target=0x980ab;frame_reads=0xa,0x170,0x0,0x199,0x10f;frame_writes=0x170,0xa;ip_reads=+0x0/2,+0x4/2,+0x6/2,+0x2/2;rets=0
185	unobserved_entry	156	1	0	0	0	156:0	0x98354:0		unobserved:0					target=0x98354;frame_reads=0x23,0x194,0x0,0xa,0x81,0x170,0x60,0x71,0x10f;frame_writes=0x23,0x170,0x71,0x0,0x60,0xa;ip_reads=+0x4/1,+0x0/2,+0x2/2;rets=0
186	unobserved_entry	159	1	0	0	0	159:0	0x992cd:0		unobserved:0					target=0x992cd;frame_reads=0xa,0x23,0x199,0x194,0x10f,0x170,0x81;frame_writes=0x23,0x170,0xa;ip_reads=+0x2/2,+0x0/2,+0x6/2,+0x4/2;rets=0
187	unobserved_entry	16	1	0	0	0	16:0	0x7b77c:0		unobserved:0					target=0x7b77c;frame_reads=0xa,0x60,0x0,0x71,0x23,0xe1,0x10f,0x81;frame_writes=0x170,0x71,0x60,0x0,0xa;ip_reads=+0x0/1,+0x3/2,+0x1/2;rets=0
188	unobserved_entry	162	1	0	0	0	162:0	0x99b3c:0		unobserved:0					target=0x99b3c;frame_reads=0xa,0x199,0x10f;frame_writes=0x170,0xa;ip_reads=+0x7/2,+0x3/2,+0x5/2,+0x2/1,+0x0/2,+0x9/2;rets=0
189	unobserved_entry	163	1	0	0	0	163:0	0x99e21:0		unobserved:0					target=0x99e21;frame_reads=0xa,0x0,0x60,0x194,0x71,0x23,0x10f,0x170;frame_writes=0x170,0x71,0x1dc,0x0,0x60,0xa;ip_reads=+0x2/2,+0x0/2,+0x4/1;rets=1
190	unobserved_entry	164	1	0	0	0	164:0	0x99e99:0		unobserved:0					target=0x99e99;frame_reads=0xa,0x0,0x60,0x194,0x71,0x23,0x10f,0x170;frame_writes=0x170,0x71,0x0,0x60,0xa;ip_reads=+0x2/2,+0x4/1,+0x0/2;rets=0
191	unobserved_entry	166	1	0	0	0	166:0	0x9a46e:0		unobserved:0					target=0x9a46e;frame_reads=0x170,0x23,0x81,0x71,0xa,0x0,0x10f;frame_writes=0x170,0x23,0x16f,0x0,0xa;ip_reads=+0x2/4,+0x0/2;rets=0
192	unobserved_entry	170	1	0	0	0	170:0	0x9b0c8:0		unobserved:0					target=0x9b0c8;frame_reads=0xa,0x194,0x199,0x81,0x23,0x10f,0x170;frame_writes=0x23,0x170,0xa;ip_reads=+0x9/2,+0x3/2,+0x5/2,+0x0/1,+0x1/2,+0x7/2;rets=0
193	unobserved_entry	177	1	0	0	0	177:0	0x9c3f7:0		unobserved:0					target=0x9c3f7;frame_reads=0xa,0x10f;frame_writes=0x199,0x170,0xa;ip_reads=+0x3/2,+0x2/1,+0x0/2;rets=0
194	unobserved_entry	178	1	0	0	0	178:0	0x9c74a:0		unobserved:0					target=0x9c74a;frame_reads=0xa,0x81,0x199,0x10f;frame_writes=0xa;ip_reads=+0x9/2,+0x2/2,+0x0/2,+0x6/1,+0x7/2,+0x4/2;rets=0
195	unobserved_entry	182	1	0	0	0	182:0	0x9d24c:0		unobserved:0					target=0x9d24c;frame_reads=0xa,0x23,0x10f;frame_writes=0x23,0x170,0xa;ip_reads=+0x2/2,+0x6/2,+0x0/2,+0x4/2;rets=0
196	unobserved_entry	19	1	0	0	0	19:0	0x7c30a:0		unobserved:0					target=0x7c30a;frame_reads=0xa,0x81,0x199,0x10f,0x170;frame_writes=0x170,0xa;ip_reads=+0x4/2,+0x2/2,+0x9/2,+0x8/1,+0x0/2,+0x6/2;rets=0
197	unobserved_entry	191	1	0	0	0	191:0	0x9ede9:0		unobserved:0					target=0x9ede9;frame_reads=0xa,0x0,0x71,0x10f,0x170,0x23;frame_writes=0x170,0x71,0x0,0xa;ip_reads=+0x4/1,+0x0/2,+0x2/2;rets=0
198	unobserved_entry	193	1	0	0	0	193:0	0x9f77c:0		unobserved:0					target=0x9f77c;frame_reads=0xa,0x23,0x71,0x199,0x10f,0x170;frame_writes=0x170,0xa;ip_reads=+0x3/2,+0x7/2,+0x0/2,+0x5/2;rets=0
199	unobserved_entry	194	1	0	0	0	194:0	0x9faa4:0		unobserved:0					target=0x9faa4;frame_reads=0xa,0x23,0x170,0x71,0xbb,0x81,0x194,0x10f;frame_writes=0x170,0x23,0x1dc,0x81,0xa;ip_reads=+0x4/2,+0x0/4,+0x6/2,+0x0/2,+0x2/2;rets=2
200	unobserved_entry	197	1	0	0	0	197:0	0xa006b:0		unobserved:0					target=0xa006b;frame_reads=0xa,0x10f,0x170,0x81;frame_writes=0x199,0x170,0xa;ip_reads=+0x0/2,+0x4/1,+0x2/2;rets=0
201	unobserved_entry	2	1	0	0	0	2:0	0x788e2:0		unobserved:0					target=0x788e2;frame_reads=0x23,0xa,0x170,0x71,0x81,0x194,0x10f;frame_writes=0x170,0x23,0x60,0xa;ip_reads=+0x2/4,+0x2/8,+0x0/2;rets=0
202	unobserved_entry	202	1	0	0	0	202:0	0xa13d6:0		unobserved:0					target=0xa13d6;frame_reads=0x23,0xa,0x170,0x81,0x0,0x194,0xbb,0x10f;frame_writes=0x170,0x23,0x1dc,0x81,0xa;ip_reads=+0x6/2,+0x4/2,+0x0/4,+0x2/2,+0x0/2;rets=1
203	unobserved_entry	204	1	0	0	0	204:0	0xa1939:0		unobserved:0					target=0xa1939;frame_reads=0xa,0x81,0x194,0x10f;frame_writes=0x170,0xa;ip_reads=+0x2/2,+0x6/2,+0x0/2,+0x4/2;rets=0
