source_entry	opcode_name	problem_kind	trace_rows	trace_files	dynamic_start_vm_ips	dynamic_target_entries	pre_state_samples	pre_flags_samples	post_state_samples	post_flags_samples	byte_samples	required_inputs	capture_status
290	vmop_290_plus0x5_state_add_const_slot_multi_path	algebraic_mba	54	vm_instruction_trace.tsv:27;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:27	0x31b33c;0x341a66;0x343f2d	108;257					3d01467c8f;3d015f3cd5;3d017794bb	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
291	vmop_291_plus0x4_state_add_const_slot_multi_path	algebraic_mba	958	vm_instruction_trace.tsv:479;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:479	0x11c1f7;0x128cbd;0x177c2b;0x1a5ecf;0x2309fe;0x230c86;0x230f57;0x26ea38;0x26efb6;0x30effa;0x30f555;0x30f62e;0x31102f;0x31abfe;0x31b027;0x31b416;0x31b7d5;0x31baba;0x31c824;0x31cc71;0x31d5e2;0x331a8a;0x331dde;0x332055;...+65	3;17;18;28;48;49;56;66;70;79;83;105;121;122;124;140;154;185;199;215;220;239;269;273;...+10					4ead83d2;ffb31c3a;262b7307;87333b18;478e3bcc;a60303e0;12b7aff6;9e473bcb	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
292	vmop_292_plus0x5_state_add_const_slot_multi_path	algebraic_mba	1302	vm_instruction_trace.tsv:651;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:651	0xd0e98;0x17798a;0x1a55de;0x22ff72;0x2303e9;0x230c8a;0x230d2a;0x30f320;0x30f369;0x30f8dd;0x31b06a;0x31b6e2;0x31be6c;0x31c227;0x31c786;0x33183e;0x331a3f;0x3350ec;0x3353f9;0x335573;0x3357b1;0x336466;0x33820f;0x338341;...+60	3;18;28;49;52;66;74;79;83;90;92;124;140;185;199;200;215;220;254;269;281;291;297;300;...+8					3a5f008bcb;62dc7bd0aa;325f007bcf;62217e15a8;62550089d4;50675c4b89;505ff07b26;3a27002bd4	pre_state;pre_flags;raw_vm_bytes:u16_1,u16_3	no_state_samples_in_current_traces
295	vmop_295_plus0x5_state_mixed_slot_mba_stateful	algebraic_mba	1960	vm_instruction_trace.tsv:980;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:980	0xd1108;0xd40a8;0xd498f;0xd4dbf;0xd514d;0xd5327;0xd5c1d;0xd728a;0x11b46a;0x11be65;0x11d4d9;0x11d7a8;0x11da21;0x11e136;0x11e79b;0x11f2bd;0x11f4a1;0x120bfa;0x120e6d;0x121796;0x121a2a;0x121fcc;0x128eed;0x170c47;...+88	18;28;30;43;64;66;114;121;140;154;157;165;168;185;189;196;199;200;215;254;258;260;268;273;...+12					e80102d410;e80182cf10;e80152d410;e801dad110;e801e2d310;e801f2cd10;e8017ad410;e80152d510	pre_state;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
297	vmop_297_plus0x3_state_add_const_slot_multi_path	algebraic_mba	41280	vm_instruction_trace.tsv:20640;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:20640	0xd0ba0;0xd0bf7;0xd0c29;0xd0ca2;0xd0cc3;0xd0d31;0xd0d8f;0xd0da6;0xd0ded;0xd0f50;0xd0fc4;0xd0fcb;0xd0ff7;0xd113f;0xd1204;0xd122c;0xd1251;0xd1263;0xd143a;0xd3fb2;0xd3fd8;0xd3fe7;0xd3fee;0xd406a;...+1819	3;17;20;26;30;33;37;43;48;49;52;64;70;74;79;82;83;88;92;105;114;121;122;123;...+57					5506ae;28b7e6;83dfc1;d5b12a;fb8fea;3f73e8;04735c;fb10bb	pre_state;pre_flags;raw_vm_bytes:b0,u16_1	no_state_samples_in_current_traces
299	vmop_299_minus0x7fe6_sampled_backedge_slot_unknown	dispatch_unknown	10	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:8;vm_instruction_trace.tsv:2	0x122e3c;0x17452e;0x24bd2a;0x33710f;0x33a6cc;0x33e9e2;0x371fd7	169;310			0x26e60110;0x5f858df9	0x37feff37;0x42a6d7c6	7950070080000f92c09c689a07ed63558f0424555d415149b9a9000000000000;f681070080000f95c09c4881ec080000006833fc0f0241578f04248f04244d89;533f06008000;3d4b07008000;924d07008000;eb1303008000;09d402008000	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
300	vmop_300_plus0x4_state_add_const_slot_multi_path	algebraic_mba	6380	vm_instruction_trace.tsv:3190;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3190	0xd0ebd;0xd454f;0xd5750;0xd5c28;0xd72c1;0x11b46f;0x11b4a8;0x11b928;0x11c554;0x11c795;0x11c86f;0x11df05;0x11e5c1;0x11e817;0x122351;0x128c81;0x128f77;0x17135d;0x171b2a;0x171fca;0x172039;0x172eb7;0x17318b;0x17389f;...+214	3;17;18;28;43;48;49;64;66;79;83;90;91;92;105;114;157;168;180;183;185;189;196;199;...+21					b0fd600a;b5731301;6635d2ae;88a54f21;a32eaf6b;5365b93e;5884287f;f29fca22	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
301	vmop_301_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	8760	vm_instruction_trace.tsv:4380;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4380	0xd0ea4;0xd4106;0xd47ab;0xd57a0;0xda3d2;0x11ad72;0x11b05a;0x11b482;0x11b4b0;0x11be7d;0x11c58e;0x11c818;0x11c85d;0x11cb48;0x11cbbb;0x11d113;0x11d4ed;0x11d507;0x11d57b;0x11e7e2;0x11ecd9;0x11ef7a;0x11f096;0x120a16;...+365	108;144;160;173;198;256;257;352					003d0170c6;003d015ff0;003d01b6a1;003d013ff0;003d018709;003d014f9f;003d0153a4;003d01c0f1	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
302	vmop_302_minus0x40_sampled_backedge_slot_unknown	dispatch_unknown	218	vm_instruction_trace.tsv:109;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:109	0xd0eab;0x31be7c;0x33382d;0x336d73;0x3433a5;0x362f69;0x367725;0x367e8e;0x36ef3e;0x370768	165;171;354					620100004c0200802b00ac7968000000c4e06855d004e801768978043a102f3d;a5000000ce020080bd0068003cef600888fe3ddd69150edff1630fe801003d01;a5000000550000005b01a93d310933585ed8643ab803330ce801fae28d003d01;ab0000005500000033013ac5b137b6d6759d0f3acfe801768c28728ed1a9f800;ab000000ce0200801101d8e928020b08e80183528a2cb7e8ce8031cc92003d01;ab000000ce0200801e00101fe8010b0ee80114275ff92f5656d57741aa3eab3d;ab000000400000809a00a038e8018b09e801c29cf254e96c0519fd9e3e003d01;a50000005d0500804c011cd77fcf5443e80180d714bdbc377b031dd5f1f1f400	pre_state	no_state_samples_in_current_traces
305	vmop_305_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	21748	vm_instruction_trace.tsv:10874;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:10874	0xd0b1c;0xd0b58;0xd0dd6;0xd0de5;0xd101d;0xd1086;0xd10ef;0xd12f9;0xd1308;0xd1371;0xd4026;0xd4044;0xd4053;0xd4274;0xd42dd;0xd43ed;0xd4492;0xd44bf;0xd4ae9;0xd4b16;0xd4b25;0xd4b7f;0xd4d10;0xd50bc;...+747	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1					a660e801;854de801;ecffe801;5eb5e801;451ee801;f6fae801;5588e801;2c01e801	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
308	vmop_308_plus0x20_exact_slot_unknown	dispatch_unknown	492	vm_instruction_trace.tsv:246;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:246	0x11bbd4;0x122aaa;0x177c82;0x231217;0x315cc0;0x31b343;0x31ba35;0x33196d;0x335853;0x33a330;0x33fdfa;0x3401bb;0x3421fd;0x342f5e;0x3613b3;0x3617fa;0x3682d5;0x36bb16;0x371a43	171;354					ab00000054000000cb00ef9f0476feb929b6232c1738f0eb678b3a003d014efa;ab000000de090080e5525a9b2f6dfa2257e801e8015f6d3d018cb7d9775361de;ab00000040000080b900a3a83aad81f324e80165ae0cfe2302378f02ec003d01;62010000e6040080020177c1d675b6ad5303103ff3bdfbbfe801bebdd9003d01;62010000ce0200802b00fc7a6800f00048371cf0bed310e801128a6c41b12600;ab000000400000805b01813c3109f79814b7fcd92802330ce8015684b1003d01;6201000055000000b9004bab3a2c919d54b9e35300dc161f94e801f2b4003d01;ab000000e6040080420069983ac5306f8a90945a47e801e6b63b086800003d01	pre_state	no_state_samples_in_current_traces
311	vmop_311_plus0xa_state_preserve_slot_multi_path	algebraic_mba	850	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:466;vm_instruction_trace.tsv:384	0xd4cb9;0x11aee0;0x11b364;0x11b7e8;0x121435;0x170856;0x172877;0x1734dd;0x173ca9;0x18c07a;0x18c2a6;0x1a4a91;0x1a5d7e;0x1ecfff;0x24a4d5;0x26dee4;0x26e63d;0x26ebb3;0x30ea96;0x30fc65;0x312230;0x314968;0x314ffb;0x31547c;...+15	42;165;169;171;310;354			0xe9cdbd2a;0xbffd4e77;0xceebcfb8;0xffc939bf;0xdfe1fdbf;0xa86c6e49;0x3f0660ca;0x64d900a0	0xe9cdb52a;0xe19e5301;0x88bf1241;0x7170d2b7;0x61e7f7db;0xf0397358;0x40120412;0x7edffeb5	dff82600800000fd0100;e3fc2600800000fd0100;d6ff2600800000fd0100;a0003200800020490700e801a500c4004f6e34f07eba184d91ac2be801e9f9d7;15713300800080090200;835934008000602e0700e801ab005401cc1599008a4c4ed1e2d2adac57e80172;0868310080001c600300;916b31008000ac8a0500	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
313	vmop_313_plus0x5_state_add_const_slot_multi_path	algebraic_mba	8	vm_instruction_trace.tsv:4;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4	0x33c260	352					3d017e59ff	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
314	vmop_314_plus0xa_state_add_const_slot_mba_stateful	algebraic_mba	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	0x33cce1	189					2c74fa95ffffffff6abb	pre_state;raw_vm_bytes:u16_8,u32_0	no_state_samples_in_current_traces
315	vmop_315_plus0x4_state_mixed_slot_mba_stateful	algebraic_mba	19842	vm_instruction_trace.tsv:9921;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9921	0xd0ae0;0xd0b49;0xd0b67;0xd0bb2;0xd0d8b;0xd0e3f;0xd102c;0xd1059;0xd1326;0xd1362;0xd3fdb;0xd3fea;0xd4071;0xd409e;0xd4265;0xd4465;0xd48ef;0xd492b;0xd4949;0xd4ada;0xd4d5b;0xd509e;0xd50ad;0xd50da;...+789	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1					e80199f5;e801e1f3;e80129f1;e801b9f5;e801f9fa;e801d1fa;e80149f6;e80199f4	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	dispatch_unknown	1020	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:573;vm_instruction_trace.tsv:447	0xd4beb;0x11e14f;0x1217c7;0x1a5a8a;0x1ec466;0x2303ae;0x293666;0x2bf9ac;0x30f3c5;0x31297d;0x3157e1;0x31b31b;0x31e35e;0x31ea8c;0x339a83;0x33cd0f;0x3406cb;0x343f0c;0x362919;0x36405b;0x364d87;0x36b35e;0x3707a0;0x371a20	18;28;43;114;121;165;171;183;185;189;196;199;203;258;268;297;322;340;345;347;354					a5000000c40300803d019a6cb3e80548381b90d9800d6d4dbe452b0a0126003d;a5000000300000003d01227def13006b589d013d018009de80af7d9dae7fc179;62010000580000003d01224513d3f568009d8b44a898420848e8013fecc21db2;62010000880200003d01008459c7c66800f57246950b8acfc8fbe8019143acd7;ab000000880200003d01007c5c8e42078e3001360b1328f63f1de801d8acad87;620100002d0000003d012295f21487160763d19100a34f122429001916a9003d;ab0000002d0000003d0122508b11cd2b0e2db3b7f403ac8dbbe54322d30c003d;62010000300000003d0122d64e803d015f9d9d011300029e6dd8acb4dbaf19a8	pre_state	no_state_samples_in_current_traces
317	vmop_317_plus0x4_state_add_const_slot_multi_path	algebraic_mba	1074	vm_instruction_trace.tsv:537;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:537	0xd4531;0x11bb72;0x11d56b;0x1a55da;0x1ec1ec;0x24ba20;0x2c13b4;0x30f3b9;0x30f84d;0x31ab65;0x31b06f;0x31b222;0x31b4f9;0x31bbe7;0x31c108;0x31c905;0x31e7b3;0x331843;0x331a44;0x331b1a;0x33213c;0x334d7b;0x335175;0x3353f5;...+61	3;17;18;28;48;49;52;56;66;70;79;83;105;121;124;154;185;199;200;215;220;239;254;260;...+13					5fd1c4c7;a749643d;17cbc8dc;df317822;780a837c;28875ff9;ffd6c4c7;bf0bf47e	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
319	vmop_319_plus0x5_state_add_const_slot_multi_path	algebraic_mba	3700	vm_instruction_trace.tsv:1850;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1850	0xd0ee0;0x11b49a;0x11bbb6;0x11df2c;0x11e187;0x11ecf1;0x11f0ae;0x1209ff;0x121b8d;0x12259c;0x122a73;0x122b3c;0x17098c;0x171111;0x172c1c;0x1775ee;0x177968;0x179f70;0x1a556e;0x1a5b22;0x1a5b67;0x1a5ec8;0x2302e2;0x230325;...+201	108;144;160;173;198;256;257;352					3d01be2e00;3d01062c00;3d017e7600;3d018e7e00;3d01e36900;3d01e67377;3d01be2c00;3d01de7100	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
320	vmop_320_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	4160	vm_instruction_trace.tsv:2080;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2080	0xd0e5f;0xd554d;0x11adec;0x11b044;0x11b258;0x11b91e;0x11b94c;0x11be95;0x11bf8a;0x11c7b8;0x11c801;0x11cba5;0x11d51f;0x11ef92;0x120c2a;0x1212e5;0x1217ff;0x121de8;0x128a7e;0x171380;0x171d77;0x172543;0x172e8e;0x177298;...+208	108;144;160;173;198;256;257;352					003d01603b;003d01dea8;003d0184c2;713d0178dd;003d0170d1;f93d013807;003d017ccf;003d016b98	pre_state;pre_flags;raw_vm_bytes:u16_3	no_state_samples_in_current_traces
321	vmop_321_plus0xd_state_preserve_slot_multi_path	algebraic_mba	266	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:169;vm_instruction_trace.tsv:97	0xd420b;0xd521e;0x1a5968;0x230e07;0x31285b;0x31aec3;0x3404c8;0x341d7a;0x369275	165;169;310;354			0x3f06018a;0xd7b4a7cd;0x3f06a742	0x14020000;0x2000a00;0x221c12	4ef42eb2cc110d725534008000;00d688e7540b46e45634008000;44f22580597854786631008000;e181c02402a612c25e0d008000e801a500;a55cd83d0f9e67571423008000a500e801;8da7bd9ff7b97a1b630d008000e8016201;7ada8fde2ec873b7f231008000e8016201;c1ae1489fb6f79a2a036008000e8016201	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
322	vmop_322_plus0x4_state_add_const_slot_multi_path	algebraic_mba	3694	vm_instruction_trace.tsv:1847;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1847	0xd47bd;0xd4b99;0xd4bdb;0x11adc5;0x11adf3;0x11b6e6;0x11bf91;0x11c218;0x11c599;0x11cb3c;0x11cc0a;0x11d803;0x11dc17;0x11dea8;0x11e85f;0x11ea78;0x11eedd;0x11f0e6;0x120c03;0x1217b7;0x1217d8;0x121a52;0x1225c1;0x122626;...+189	3;18;28;43;48;49;52;64;66;74;83;90;91;92;99;157;172;180;183;189;196;199;215;220;...+14					e440ac94;78ff4e4a;f0b07369;24f2c994;df68193c;e27fb3f1;e83bb034;8f994d07	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
326	vmop_326_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	140	vm_instruction_trace.tsv:70;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:70	0x30eedb;0x3427ee;0x36771e	108;352					55deed3d01;ddbee53d01;31deed3d01	pre_state;pre_flags;raw_vm_bytes:u16_1	no_state_samples_in_current_traces
331	vmop_331_plus0x3_state_formula_slot_multi_path	algebraic_mba	314	vm_instruction_trace.tsv:157;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:157	0x31e800;0x33e922;0x3417cb;0x369d95;0x37109c;0x371530;0x371ccb	99;146;168;196;222;333;340					e8e762;40ef62;08e562;30de62;f0b932;686b32;587162	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
332	vmop_332_plus0x4_state_add_const_slot_multi_path	algebraic_mba	6584	vm_instruction_trace.tsv:3292;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3292	0xd0c54;0xd5a35;0xd751a;0xda39c;0xdaca1;0x11ae14;0x11c322;0x11cb85;0x11cbaf;0x11cbfb;0x11ce02;0x11d075;0x11e38e;0x11f046;0x11f0d0;0x1209d4;0x120c4f;0x12154b;0x122076;0x1220c2;0x12238f;0x170771;0x1709f2;0x170ef6;...+234	3;17;18;28;37;43;48;49;64;66;79;83;90;91;99;114;157;168;172;180;183;185;189;196;...+22					e0c6d3c3;5197ef14;2dd7334c;2dc773c5;e0d6b3cf;4d164395;51d4dfca;2dd783c7	pre_state;pre_flags;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
333	vmop_333_plus0x4_state_add_const_slot_multi_path	algebraic_mba	24388	vm_instruction_trace.tsv:12194;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:12194	0xd0b7a;0xd0bef;0xd0d62;0xd0dda;0xd10af;0xd118c;0xd119e;0xd1297;0xd1304;0xd133c;0xd401e;0xd408b;0xd4093;0xd42c6;0xd4407;0xd4413;0xd4478;0xd44e1;0xd4906;0xd4950;0xd4b21;0xd4bd7;0xd4ce7;0xd4d66;...+1141	3;18;26;28;30;33;37;49;64;66;70;79;83;91;99;114;121;122;124;125;128;140;146;148;...+39					7fdfab00;93f49100;d3d19100;7fef9900;8bf98900;9ff94701;0bf67900;b3fa9100	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	dispatch_unknown	277	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:235;vm_instruction_trace.tsv:42	0xd4561;0x11beb3;0x11c200;0x11f4ba;0x120e9e;0x121a5b;0x121ffd;0x1226c6;0x177930;0x1a4daa;0x293344;0x2bf4ef;0x2c0591;0x31dd95;0x331e7d;0x3364c6;0x33f6e0;0x34142c;0x362ce6;0x364f74;0x365161;0x365488;0x3676fd;0x368dd8;...+3	18;43;64;66;91;114;121;165;171;183;185;189;239;258;347;354					620100000d0200003d019a13cfc38e794020061ab77465de8c0a000100a2663d;ab000000fa0100003d019a83cd2002a654cbaab9e801ad72f3c5b19cc22956e8;62010000880200003d010083ced64817fd740e3a707fd8405307e8010c45b03f;ab000000300000003d0122cbc99d01cc8613003d0180619864852006bc4a11fd;a5000000880200003d0100c3c9183aa80d8157e801456c68003f9e24c273beb6;620100008b0200003d0100e3ca0e017a44d800e801e5004f692455e575abd416;62010000300000003d0122b3cb1300eb539d013d0180769328564a8d7640703e;62010000910700003d012273c8cf0733087d8a9c7258672e9d1f155f88010012	pre_state	no_state_samples_in_current_traces
336	vmop_336_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	88	vm_instruction_trace.tsv:44;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:44	0x30f14a;0x30f2e7;0x31be2a;0x335801;0x3389a2;0x338a19;0x33bfee;0x33c142;0x3425f2;0x343353;0x360f4c;0x362f17;0x368283;0x36fa9c	108;144;173;198;256;352					3d01680d4f;3d01800ccd;3d01880adf;3d01e801c1;3d01e80137;3d01e802ab;3d01680d5f;3d01880a9f	pre_state;raw_vm_bytes:u16_2	no_state_samples_in_current_traces
337	vmop_337_plus0x4_state_add_const_slot_multi_path	algebraic_mba	53068	vm_instruction_trace.tsv:26534;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:26534	0xd0b11;0xd0b5f;0xd0b90;0xd0d2d;0xd0d75;0xd0e1d;0xd0efd;0xd0f4c;0xd0f97;0xd0fa2;0xd0faa;0xd0fc0;0xd0fce;0xd0ffa;0xd1037;0xd104e;0xd10ab;0xd10d5;0xd11a2;0xd127c;0xd129b;0xd12e6;0xd12fd;0xd13b6;...+2297	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;88;121;123;124;125;128;131;140;146;...+48					33adc1d6;2891b80a;d4991300;50b50876;cfba5fe2;64fc9df7;ecf41bf7;10732831	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
338	vmop_338_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	3506	vm_instruction_trace.tsv:1753;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1753	0xd0e43;0xd1384;0xd44d2;0xd4db9;0xd5147;0xd5dfb;0xd7284;0xd76f1;0xdae78;0x11b222;0x11b464;0x11b8e8;0x11bb2a;0x11be5f;0x11c1ac;0x11c782;0x11cb2a;0x11d4d3;0x11dc08;0x11e130;0x11e795;0x11ec8c;0x11f49b;0x120e67;...+154	283;295;351					74d53d01e801;14183d01e801;d4d13d01e801;66cb3d01e801;00ad3d01e801;95d33d01e801;39393d01e801;f4d13d01e801	pre_state;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
340	vmop_340_plus0x4_state_add_const_slot_multi_path	algebraic_mba	52224	vm_instruction_trace.tsv:26112;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:26112	0xd0afa;0xd0b02;0xd0b9c;0xd0d0c;0xd0e25;0xd0f16;0xd0f6b;0xd0fd9;0xd1028;0xd105d;0xd107b;0xd10c6;0xd10e8;0xd10f3;0xd112d;0xd120e;0xd1245;0xd1266;0xd126e;0xd12aa;0xd1366;0xd1375;0xd1419;0xd3fc4;...+2235	3;18;20;26;28;30;33;37;43;49;66;70;79;82;83;118;121;122;123;124;128;129;140;146;...+50					76199900;144aab00;bf5e6800;a53a6800;fcc7b300;c40cb300;50a31300;b41eb300	pre_state;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
345	vmop_345_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	3766	vm_instruction_trace.tsv:1883;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1883	0xd1123;0xd4f83;0xd74de;0xda3b3;0xda5c6;0x11b00c;0x11b033;0x11be84;0x11d7cb;0x11e80a;0x11efce;0x121320;0x1217a6;0x121b94;0x128a78;0x17075c;0x170a13;0x170a3a;0x170cac;0x1716a4;0x1718d4;0x171d71;0x17224f;0x1722df;...+281	3;18;28;37;43;48;49;52;64;66;70;79;83;88;90;92;105;114;122;148;151;157;168;172;...+28					c14cd639bd3f;08ed3aca3ff7;91f967927afb;ed1763947fbd;700ad87e6dac;36da1c67d017;80010040ac55;c8ff907e7daf	pre_state;pre_flags;raw_vm_bytes:u16_0,u32_2	no_state_samples_in_current_traces
346	vmop_346_plus0x4_state_add_const_slot_multi_path	algebraic_mba	18146	vm_instruction_trace.tsv:9073;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9073	0xd0b94;0xd0e30;0xd1077;0xd10a4;0xd10fe;0xd12cc;0xd12db;0xd1317;0xd4283;0xd440b;0xd441a;0xd4429;0xd48a4;0xd48c2;0xd4985;0xd4af8;0xd4b34;0xd4b70;0xd4d2e;0xd4d97;0xd4da6;0xd5062;0xd50cb;0xd50f8;...+740	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1					6e34e801;d1c3e801;a4fae801;a495e801;f1e9e801;a442e801;1a2ce801;14ece801	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
347	vmop_347_plus0x4_state_add_const_slot_multi_path	algebraic_mba	48598	vm_instruction_trace.tsv:24299;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:24299	0xd0ad8;0xd0b20;0xd0b3e;0xd0ba7;0xd0bdb;0xd0c0d;0xd0cd5;0xd0d01;0xd0d22;0xd0d56;0xd0e07;0xd0e55;0xd0e7c;0xd0ed6;0xd0f5d;0xd0f76;0xd0fb5;0xd1019;0xd106c;0xd10be;0xd11c6;0xd122f;0xd12f1;0xd134c;...+2122	3;18;20;26;28;30;33;37;43;49;52;66;70;79;83;118;121;122;123;124;125;128;140;146;...+49					0f808b01;72bd54c9;ef8bfb20;5500f782;060b5a01;b60f1aa2;67824b03;86870842	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
348	vmop_348_plus0x5_state_add_const_slot_multi_path	algebraic_mba	74	vm_instruction_trace.tsv:37;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:37	0xda5cc;0x121fe2;0x22ff3d;0x22ffe3;0x2bf4d4;0x31b6e7;0x31b791;0x31e827;0x3352b2;0x3356f7;0x33c0e1;0x3411f4;0x342e04;0x343249;0x3629de;0x36f1ef	108;144;160;173;198;256;257;352					c5703d01f3;3d743d0127;27753d01e5;d7f83d0187;d7723d012d;17703d016b;c5733d0153;2d713d0153	pre_state;pre_flags;raw_vm_bytes:u16_0	no_state_samples_in_current_traces
350	vmop_350_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	4828	vm_instruction_trace.tsv:2414;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2414	0xd0c09;0xd0e6d;0xd477b;0xd478a;0xd47a7;0xd54e2;0xda3e4;0xdac5d;0x11ad6a;0x11b71c;0x11c2de;0x11c953;0x11d574;0x11d84c;0x11def6;0x11eaaa;0x11eab5;0x11f070;0x12134c;0x121ff1;0x122571;0x12266b;0x128ccf;0x128ef2;...+207	3;18;28;37;43;49;64;66;70;74;79;83;90;91;92;105;114;157;168;172;180;183;185;189;...+21					ee8d6e3e;bbdfee3d;07b1fe39;24be053a;6e8aee3f;28a2b53f;068a463e;d54f2c3a	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	no_state_samples_in_current_traces
