entry	target	events	tail_site	insns_seen	state_update_count	flag_update_count	branch_count	ip_reads	state_updates	final_state_expr	flag_updates	branches
258	0xadf2c	28058	0xae32f	218	4	4	2	0xadf39:byte0,0xadf81:byte0,0xae01f:byte0,0xae064:u16_2,0xae06f:u16_2,0xae234:u16_0	0xadf8e:xor:state0 ^ 0x11095fd5;0xae01c:add:state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e;0xae101:xor:state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e;0xae2d0:and:state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e & u16_0 - state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ 0x5812e92c	state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e & u16_0 - state0 ^ 0x11095fd5 + flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ u16_2 - flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e ^ 0x5812e92c	0xadf61:sub:flags0 - 0x1510614f;0xadf71:or:flags0 - 0x1510614f | 0xa1b079a;0xadfb6:xor:flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e;0xae110:sub:flags0 - 0x1510614f | 0xa1b079a ^ 0x1769756e - 0x63deb9c4	0xadf51:je,0xadfe1:je
