program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
063	0x36fcb6	needs_stateful_capture	0x9a46b	165	114	7200	0x36fca8	0x36fcb6	adjacent_unhooked_span	264	0x36fca8,0x36fcb6	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36fca8,0x36fcb6 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36fcb6 with vm_state/vm_flags/vm_byte populated
063	0x36fee2	needs_stateful_capture	0x9a46b	165	199	c700	0x36fed4	0x36fee2	adjacent_unhooked_span	356	0x36fed4,0x36fee2	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36fed4,0x36fee2 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36fee2 with vm_state/vm_flags/vm_byte populated
063	0x370138	needs_stateful_capture	0xc240d	354	43	2b00	0x370127	0x370138	adjacent_unhooked_span	69	0x370127,0x370138	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370127,0x370138 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370138 with vm_state/vm_flags/vm_byte populated
063	0x370256	needs_stateful_capture	0x9b687	171	340	5401	0x371a43	0x370256	0xb84a4	308	0x371a43,0x370256	0xb84a4,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x371a43,0x370256 EAC_VMTAIL_FOCUS_SITES=0xb84a4,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370256 with vm_state/vm_flags/vm_byte populated
063	0x370258	needs_stateful_capture	0xbf886	340	18	fc0d6800	0x370249	0x370258	adjacent_unhooked_span	246	0x370249,0x370258	0xbf886	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370249,0x370258 EAC_VMTAIL_FOCUS_SITES=0xbf886 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370258 with vm_state/vm_flags/vm_byte populated
063	0x3703e6	needs_stateful_capture	0x9a46b	165	333	4d01	0x3703d8	0x3703e6	adjacent_unhooked_span	311	0x3703d8,0x3703e6	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3703d8,0x3703e6 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3703e6 with vm_state/vm_flags/vm_byte populated
063	0x370508	needs_stateful_capture	0x859f9	66	64	55acaa	0x3704f7	0x370508	adjacent_unhooked_span	145	0x3704f7,0x370508	0x859f9	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3704f7,0x370508 EAC_VMTAIL_FOCUS_SITES=0x859f9 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370508 with vm_state/vm_flags/vm_byte populated
063	0x370632	needs_stateful_capture	0x9a46b	165	157	9d00	0x370624	0x370632	adjacent_unhooked_span	95	0x370624,0x370632	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370624,0x370632 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370632 with vm_state/vm_flags/vm_byte populated
063	0x370756	needs_stateful_capture	0xa0068	196	28	7508258f	0x370743	0x370756	adjacent_unhooked_span	145	0x370743,0x370756	0xa0068	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370743,0x370756 EAC_VMTAIL_FOCUS_SITES=0xa0068 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370756 with vm_state/vm_flags/vm_byte populated
063	0x370770	needs_stateful_capture	0xc240d	354	199	c700	0x3704f7	0x370770	0x9634f	145	0x3704f7,0x370770	0x9634f,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3704f7,0x370770 EAC_VMTAIL_FOCUS_SITES=0x9634f,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370770 with vm_state/vm_flags/vm_byte populated
063	0x37078a	needs_stateful_capture	0x9b687	171	168	a800	0x370768	0x37078a	0xb7699	302	0x370768,0x37078a	0xb7699,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370768,0x37078a EAC_VMTAIL_FOCUS_SITES=0xb7699,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x37078a with vm_state/vm_flags/vm_byte populated
063	0x3707b1	needs_stateful_capture	0xa1936	203	332	679204da	0x3707a0	0x3707b1	adjacent_unhooked_span	316	0x3707a0,0x3707b1	0xa1936	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3707a0,0x3707b1 EAC_VMTAIL_FOCUS_SITES=0xa1936 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3707b1 with vm_state/vm_flags/vm_byte populated
063	0x3708f2	needs_stateful_capture	0x9a46b	165	337	5101	0x3708e4	0x3708f2	adjacent_unhooked_span	264	0x3708e4,0x3708f2	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x3708e4,0x3708f2 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3708f2 with vm_state/vm_flags/vm_byte populated
063	0x370a91	needs_stateful_capture	0xc0d7b	347	157	4d0fef82	0x370a81	0x370a91	adjacent_unhooked_span	246	0x370a81,0x370a91	0xc0d7b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370a81,0x370a91 EAC_VMTAIL_FOCUS_SITES=0xc0d7b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370a91 with vm_state/vm_flags/vm_byte populated
063	0x370cbe	needs_stateful_capture	0x9b687	171	66	4200	0x370cb0	0x370cbe	adjacent_unhooked_span	356	0x370cb0,0x370cbe	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370cb0,0x370cbe EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370cbe with vm_state/vm_flags/vm_byte populated
063	0x370f18	needs_stateful_capture	0x9b687	171	199	c700	0x370f0a	0x370f18	adjacent_unhooked_span	264	0x370f0a,0x370f18	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x370f0a,0x370f18 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x370f18 with vm_state/vm_flags/vm_byte populated
063	0x37142c	needs_stateful_capture	0xc240d	354	185	b900	0x37142a	0x37142c	0x9bd8c	173	0x37142a,0x37142c	0x9bd8c,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x37142a,0x37142c EAC_VMTAIL_FOCUS_SITES=0x9bd8c,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x37142c with vm_state/vm_flags/vm_byte populated
063	0x371488	needs_stateful_capture	0x9d692	183	297	e801002a	0x371477	0x371488	adjacent_unhooked_span	334	0x371477,0x371488	0x9d692	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x371477,0x371488 EAC_VMTAIL_FOCUS_SITES=0x9d692 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x371488 with vm_state/vm_flags/vm_byte populated
