program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
056	0x360dfd	needs_stateful_capture	0x9b687	171	347	5b01	0x360dfb	0x360dfd	0xc21c0	352	0x360dfb,0x360dfd	0xc21c0,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x360dfb,0x360dfd EAC_VMTAIL_FOCUS_SITES=0xc21c0,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x360dfd with vm_state/vm_flags/vm_byte populated
056	0x361143	needs_stateful_capture	0xaeda0	260	183	150f49b4	0x361133	0x361143	adjacent_unhooked_span	75	0x361133,0x361143	0xaeda0	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x361133,0x361143 EAC_VMTAIL_FOCUS_SITES=0xaeda0 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x361143 with vm_state/vm_flags/vm_byte populated
056	0x3613bb	needs_stateful_capture	0x9a46b	165	254	fe00	0x361133	0x3613bb	0x87c25	75	0x361133,0x3613bb	0x87c25,0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x361133,0x3613bb EAC_VMTAIL_FOCUS_SITES=0x87c25,0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x3613bb with vm_state/vm_flags/vm_byte populated
056	0x36152c	needs_stateful_capture	0x9b687	171	337	5101	0x36152a	0x36152c	0xa062e	198	0x36152a,0x36152c	0xa062e,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36152a,0x36152c EAC_VMTAIL_FOCUS_SITES=0xa062e,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36152c with vm_state/vm_flags/vm_byte populated
056	0x361587	needs_stateful_capture	0xae32f	258	333	8a9e58d3	0x361577	0x361587	adjacent_unhooked_span	246	0x361577,0x361587	0xae32f	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x361577,0x361587 EAC_VMTAIL_FOCUS_SITES=0xae32f EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x361587 with vm_state/vm_flags/vm_byte populated
056	0x361802	needs_stateful_capture	0xc240d	354	30	1e00	0x361577	0x361802	0xabc56	246	0x361577,0x361802	0xabc56,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x361577,0x361802 EAC_VMTAIL_FOCUS_SITES=0xabc56,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x361802 with vm_state/vm_flags/vm_byte populated
056	0x362615	needs_stateful_capture	0xc240d	354	307	3301	0x362613	0x362615	0x8f6cf	108	0x362613,0x362615	0x8f6cf,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x362613,0x362615 EAC_VMTAIL_FOCUS_SITES=0x8f6cf,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x362615 with vm_state/vm_flags/vm_byte populated
056	0x36292a	needs_stateful_capture	0x9170b	121	91	67fb0660	0x362919	0x36292a	adjacent_unhooked_span	316	0x362919,0x36292a	0x9170b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x362919,0x36292a EAC_VMTAIL_FOCUS_SITES=0x9170b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36292a with vm_state/vm_flags/vm_byte populated
056	0x362b2a	needs_stateful_capture	0x9b687	171	28	1c00	0x362919	0x362b2a	0xba0cc	316	0x362919,0x362b2a	0xba0cc,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x362919,0x362b2a EAC_VMTAIL_FOCUS_SITES=0xba0cc,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x362b2a with vm_state/vm_flags/vm_byte populated
056	0x362c9b	needs_stateful_capture	0x9b687	171	337	5101	0x362c99	0x362c9b	0xadbfa	256	0x362c99,0x362c9b	0xadbfa,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x362c99,0x362c9b EAC_VMTAIL_FOCUS_SITES=0xadbfa,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x362c9b with vm_state/vm_flags/vm_byte populated
