program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
063	0x36ecdc	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	143	
063	0x36eefe	ready_for_mba_reduction	all required static/runtime fields are present	276	23	23	23	yes	yes	7	
063	0x36ef2c	ready_for_mba_reduction	all required static/runtime fields are present	264	22	22	22	yes	yes	6	
063	0x36ef46	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	134	
063	0x36f14a	ready_for_mba_reduction	all required static/runtime fields are present	72	6	6	6	yes	yes	190	
063	0x36f438	ready_for_mba_reduction	all required static/runtime fields are present	60	5	5	5	yes	yes	163	
063	0x36f6af	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	96	
063	0x36f820	ready_for_mba_reduction	all required static/runtime fields are present	36	3	3	3	yes	yes	20	
063	0x36f87c	ready_for_mba_reduction	all required static/runtime fields are present	24	2	2	2	yes	yes	164	
063	0x36faf6	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	116	
063	0x36fcb6	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	144	
063	0x36fee2	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	153	
063	0x370138	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	72	
063	0x370256	ready_for_mba_reduction	all required static/runtime fields are present	276	1	1	1	yes	yes	1	
063	0x370258	ready_for_mba_reduction	all required static/runtime fields are present	288	2	2	2	yes	yes	102	
063	0x3703e6	ready_for_mba_reduction	all required static/runtime fields are present	288	2	2	2	yes	yes	73	
063	0x370508	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	76	
063	0x370632	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	72	
063	0x370756	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	6	
063	0x370770	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	7	
063	0x37078a	ready_for_mba_reduction	all required static/runtime fields are present	288	2	2	2	yes	yes	7	
063	0x3707b1	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	82	
063	0x3708f2	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	104	
063	0x370a91	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	144	
063	0x370cbe	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	156	
063	0x370f18	ready_for_mba_reduction	all required static/runtime fields are present	277	2	2	2	yes	yes	334	
063	0x37142c	ready_for_mba_reduction	all required static/runtime fields are present	1660	10	10	10	yes	yes	20	
063	0x371488	ready_for_mba_reduction	all required static/runtime fields are present	1384	9	9	9	yes	yes	69	
