program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
050	307	0x337e84	0x338682	0x338682	524	exact_instruction	29@0x337e84-0x33a6d2+0x0	0x62	0x1	0xe8	0x1	0x51	0x1	0x162	0xe801	0x1e8	0x151	6201e8015101f0949900ecfc7b03fba85be80119fa93f8ab005255b44c0eab00						257	354				fallthrough	308	0x338682	257	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		17	4	4	4	0x68f22732:4	0x3a40a80a:4	0x8e3b9c95:4	0xb1ebd03d:4	354:17	6201e801:17
050	308	0x338682	0x3386d8	0x3386d8	20	long_branch_forward	29@0x337e84-0x33a6d2+0x7fe	0x9a	0x0	0xa0	0x38	0xe8	0x1	0x9a	0xa000	0x38a0	0x1e8	9a00a038e801430fe801867d60043674eea08f9cf9e0c33d010075f0db016800						145	165				decoded_control	311	0x338e18	145	165	+0x74b	next = table[165], ip += 0x74b		85	20	20	20	0xfffee7a7:16,0xfffce4bf:4	0x0:20	0x6fd3ffe2:16,0x7fd6efd9:4	0x0:20	154:85	9a00:85
050	309	0x3386de	0x3387d9	0x3387d9	67	exact_instruction	29@0x337e84-0x33a6d2+0x85a	0x33	0xc	0xe8	0x1	0xae	0x58	0xc33	0xe80c	0x1e8	0x58ae	330ce801ae5859958d2d01c6a2ab0833d2003d012702da3f68000ff86800b8a7						158	69				covered_synthetic_fallthrough		0x3387d9	158	69	+0x4	next = 69@0x85f24:4, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:4	68	16	16	16	0xdd7615e0:16	0xfd7717f8:16	0x8f14b9ec:16	0x2b20c3e1:16	199:68	330ce801:68
050	310	0x3387ea	0x338e18	0x338e18	411	long_branch_backedge	29@0x337e84-0x33a6d2+0x966	0x2b	0x0	0x3d	0x79	0x99	0x0	0x2b	0x3d00	0x793d	0x99	2b003d7999003ca43a0a67d8da44f3e8018b889bf87f2bab00704b3640bee801						266	354				decoded_control	308	0x338682	266	354	-0x78e	next = table[354], ip -= 0x78e		68	16	16	16	0xbffce21a:16	0x0:16	0xa957a10d:16	0x0:16	43:68	2b00:68
050	311	0x338e18	0x338f6c	0x338f6c	91	exact_instruction	29@0x337e84-0x33a6d2+0xf94	0xc4	0x0	0x1e	0x6e	0x14	0xf9	0xc4	0x1e00	0x6e1e	0xf914	c4001e6e14f9c6683e38d310e801258b6fc239188afaa23d010028bb12108975						176	95				covered_synthetic_fallthrough		0x338f6c	176	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0x7b3b02eb:4	0x0:4	0x8f14b9ec:4	0x0:4	196:17	c400:17
050	312	0x338f7a	0x3391ac	0x3391ac	150	exact_instruction	29@0x337e84-0x33a6d2+0x10f6	0x4d	0x1	0x33	0xe8	0x99	0x0	0x14d	0x3301	0xe833	0x99	4d0133e89900e49b76fc362809e801a9face0c6e04d344ab009807bcf59de801						123	278				covered_synthetic_fallthrough		0x3391ac	123	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0xddd181d8:4	0x0:4	0x33534da8:4	0x0:4	333:17	4d01:17
050	313	0x3391ba	0x339432	0x339432	168	exact_instruction	29@0x337e84-0x33a6d2+0x1336	0x33	0x1	0x3a	0x1d	0xb4	0xfb	0x133	0x3a01	0x1d3a	0xfbb4	33013a1db4fbe69900c17bffd4b59ae801818f2a619b2737c91a7d67e80131f5						184	95				covered_synthetic_fallthrough		0x339432	184	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0x99ac9a10:4	0x0:4	0x202403c9:4	0x0:4	307:17	3301:17
050	314	0x339440	0x339674	0x339674	150	exact_instruction	29@0x337e84-0x33a6d2+0x15bc	0x72	0x0	0x53	0x63	0x8c	0xac	0x72	0x5300	0x6353	0xac8c	720053638cac9900a6cff8085528a7e8019745ad619586dbd79287970207e801						161	356				covered_synthetic_fallthrough		0x339674	161	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_mixed	hidden_span_of_14:1	17	4	4	4	0x3f069cca:4	0x0:4	0x4001000:4	0x0:4	114:17	7200:17
050	315	0x339682	0x3398e6	0x3398e6	162	exact_instruction	29@0x337e84-0x33a6d2+0x17fe	0x33	0x1	0x3a	0xd	0xab	0x75	0x133	0x3a01	0xd3a	0x75ab	33013a0dab757b990047bc0776e80154cd5feaab00eb144c16113d2ce51fe801						184	356				covered_synthetic_fallthrough		0x3398e6	184	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0xff35ff53:4	0x0:4	0x9b3cb945:4	0x0:4	307:17	3301:17
050	316	0x3398f4	0x339a83	0x339a83	104	exact_instruction	29@0x337e84-0x33a6d2+0x1a70	0xc	0x1	0x4a	0x1c	0x9e	0x68	0x10c	0x4a01	0x1c4a	0x689e	0c014a1c9e6800027faaaae5ff999be801ac9823f631e1d4b72a4a34f6d0e801						122	316				covered_synthetic_fallthrough		0x339a83	122	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0x1055179a:4	0x0:4	0x3fc44428:4	0x0:4	268:17	0c01:17
050	317	0x339a94	0x339c26	0x339c26	107	exact_instruction	29@0x337e84-0x33a6d2+0x1c10	0xe8	0x1	0x45	0xee	0x2c	0x26	0x1e8	0x4501	0xee45	0x262c	e80145ee2c269300a88268008288e5003d01e7c10625fd9db1d6c230988017fa						158	264				covered_synthetic_fallthrough		0x339c26	158	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0xfffe5aa3:4	0x7eef97f9:4	0x10000210:4	0x10000210:4	172:17	e80145ee:17
050	318	0x339c34	0x339dc3	0x339dc3	104	exact_instruction	29@0x337e84-0x33a6d2+0x1db0	0xa8	0x0	0x99	0x0	0x86	0xd5	0xa8	0x9900	0x99	0xd586	a800990086d5d80a5c8003ec8226cce80117cd23d82585b8b891f198e8012a8a						122	246				covered_synthetic_fallthrough		0x339dc3	122	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0x914f7129:4	0x0:4	0x1bec4806:4	0x0:4	168:17	a800:17
050	319	0x339dd4	0x339faf	0x339faf	126	exact_instruction	29@0x337e84-0x33a6d2+0x1f50	0x7a	0x26	0x13	0x81	0xbb	0x7d	0x267a	0x1326	0x8113	0x7dbb	7a261381bb7de801bf09d37dca50947518003d0120299784e8c9cf92049788fb						20	216				covered_synthetic_fallthrough		0x339faf	20	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	frontier_span_of_14:1	17	4	4	4	0xf6f6641f:4	0xfffe7ce3:4	0x5929e172:4	0x10103a23:4	91:17	7a261381:17
050	320	0x339fbd	0x33a225	0x33a225	164	exact_instruction	29@0x337e84-0x33a6d2+0x2139	0x12	0x0	0x20	0x6	0x3a	0xdc	0x12	0x2000	0x620	0xdc3a	120020063adca30cdc50825ce0e22de8011d0b93003ce9ab00fa17440027e801						174	356				covered_synthetic_fallthrough		0x33a225	174	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	hidden_span_of_14:1	17	4	4	4	0x26e60110:4	0x0:4	0x7ecd2d50:4	0x0:4	18:17	1200:17
050	321	0x33a233	0x33a338	0x33a338	68	long_branch_forward	29@0x337e84-0x33a6d2+0x23af	0x51	0x1	0xf0	0x94	0x99	0x0	0x151	0xf001	0x94f0	0x99	5101f0949900ecfcfb0fc7923a051ee80160b2a30ad403babd9cb2dce6e7e801						308	354				decoded_control	322	0x33a385	308	354	+0x55	next = table[354], ip += 0x55		17	4	4	4	0xbc0c0003:4	0x0:4	0xd2451705:4	0x0:4	337:17	5101:17
