program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
042	0x31c239	ready_for_mba_reduction	244	69	exact_instruction	0x31c33a	69	covered_synthetic_fallthrough	+0x4	next = 69@0x85f24:2, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x12 0x0 0xf0 0xa 0x3a 0xe2	0x12	0xf000	0xaf0	0xe23a	0x6000010	0x1f78d882		18	34	8	concrete_successor_edge	
042	0x31c34b	ready_for_mba_reduction	245	154	long_branch_forward	0x31c7a7	354	decoded_control	+0x211	next = table[354], ip += 0x211	0x42 0x0 0xd1 0x92 0x3a 0x1c	0x42	0xd100	0x92d1	0x1c3a	0x31f7f4bf	0x31f3d4bd		66	34	8	concrete_successor_edge	
042	0x31c5a7	ready_for_mba_reduction	246	132	long_branch_backedge	0x31c239	165	decoded_control	-0x566	next = table[165], ip -= 0x566	0x50 0x15 0x2e 0x7a 0x66 0x13	0x1550	0x2e15	0x7a2e	0x1366	0x50000000	0xfe549fd4		114	17	4	concrete_successor_edge	
042	0x31c7a7	ready_for_mba_reduction	247	96	exact_instruction	0x31c918	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x9d 0x0 0xd7 0xd4 0x68 0x0	0x9d	0xd700	0xd4d7	0x68	0x7ecb7623	0x7ad6fefd		157	17	4	concrete_successor_edge	
042	0x31c918	ready_for_mba_reduction	248	20	long_branch_forward	0x31cbee	354	decoded_control	+0x28b	next = table[354], ip += 0x28b	0x9a 0x0 0xd8 0x35 0xe8 0x1	0x9a	0xd800	0x35d8	0x1e8	0x320	0x14108361		154	68	16	concrete_successor_edge	
042	0x31c974	ready_for_mba_reduction	249	164	long_branch_backedge	0x31c918	171	decoded_control	-0x2ce	next = table[171], ip -= 0x2ce	0xb9 0x56 0x89 0x22 0xae 0x67	0x56b9	0x8956	0x2289	0x67ae	0x46e06938	0x847eb340		322	51	12	concrete_successor_edge	
042	0x31cbee	ready_for_mba_reduction	250	110	exact_instruction	0x31cd8c	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xfe 0x0 0xe8 0x1 0x42 0x47	0xfe	0xe800	0x1e8	0x4742	0xe5061e50	0x72deb6fd		254	17	4	concrete_successor_edge	
042	0x31cd9a	ready_for_mba_reduction	251	144	exact_instruction	0x31cfb6	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x33 0x1 0x3a 0xf5 0xae 0x99	0x133	0x3a01	0xf53a	0x99ae	0xc10e80d3	0xa1dbd90e		307	17	4	concrete_successor_edge	
042	0x31cfc4	ready_for_mba_reduction	252	182	exact_instruction	0x31d273	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x40 0x0 0xc5 0xa9 0x99 0x0	0x40	0xc500	0xa9c5	0x99	0x3fffe6fb	0x1f438161		64	17	4	concrete_successor_edge	
042	0x31d281	ready_for_mba_reduction	253	144	exact_instruction	0x31d49d	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x54 0x1 0x8c 0x13 0x99 0x0	0x154	0x8c01	0x138c	0x99	0x10544d3a	0x3fc24c3a		340	17	4	concrete_successor_edge	
042	0x31d4ab	ready_for_mba_reduction	254	182	exact_instruction	0x31d75a	311	covered_synthetic_fallthrough	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x54 0x1 0x54 0x12 0x99 0x0	0x154	0x5401	0x1254	0x99	0x40010353	0x40a26cc		340	17	4	concrete_successor_edge	
042	0x31d768	ready_for_mba_reduction	255	144	exact_instruction	0x31d984	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x54 0x1 0x4c 0xe 0x99 0x0	0x154	0x4c01	0xe4c	0x99	0x7d3efed6	0x933cb175		340	17	4	concrete_successor_edge	
042	0x31d992	ready_for_mba_reduction	256	182	exact_instruction	0x31dc41	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x51 0x1 0x18 0x99 0x99 0x0	0x151	0x1801	0x9918	0x99	0x3ffce65c	0x871c9944		337	17	4	concrete_successor_edge	
042	0x31dc4f	ready_for_mba_reduction	257	86	long_branch_forward	0x31df8f	171	decoded_control	+0x1fa	next = table[171], ip += 0x1fa	0xbd 0x0 0x99 0x0 0x6c 0xed	0xbd	0x9900	0x99	0xed6c	0x914bf3e2	0x295376bc		189	17	4	concrete_successor_edge	
