program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
042	0x31aa27	ready_for_mba_reduction	230	307	exact_instruction	0x31aec3	321	covered_synthetic_fallthrough	+0x4	next = 321@0xbb1dd:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xe8 0x1 0x62 0x1 0x2 0x1	0x1e8	0x6201	0x162	0x102	0x6bb71fd7	0x3d153672		354	17	4	concrete_successor_edge	
042	0x31aed4	ready_for_mba_reduction	231	280	exact_instruction	0x31b303	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_const_post	0xb9 0x0 0x9b 0xa0 0x3a 0x2e	0xb9	0x9b00	0xa09b	0x2e3a	0xc000e202	0x4ac58a04		185	17	4	concrete_successor_edge	
042	0x31b303	ready_for_mba_reduction	232	7	long_branch_forward	0x31b34b	165	decoded_control	+0x30	next = table[165], ip += 0x30	0x51 0x1 0xd0 0x9a 0x79 0x0	0x151	0xd001	0x9ad0	0x79	0xfffee637	0x6cd0e9ed		337	136	32	concrete_successor_edge	
042	0x31b331	ready_for_mba_reduction	233	6	long_branch_backedge	0x31b303	171	decoded_control	-0x40	next = table[171], ip -= 0x40	0x9 0xde 0x80 0xaf 0x7d 0x9d	0xde09	0x80de	0xaf80	0x9d7d	0xed5011f0	0x7924da69		307	119	28	concrete_successor_edge	
042	0x31b34b	ready_for_mba_reduction	234	134	exact_instruction	0x31b54f	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0xb9 0x0 0xa3 0xa8 0x3a 0xad	0xb9	0xa300	0xa8a3	0xad3a	0x7c2309e0	0x536c0df		185	17	4	concrete_successor_edge	
042	0x31b54f	ready_for_mba_reduction	235	190	long_branch_forward	0x31ba3d	354	decoded_control	+0x211	next = table[354], ip += 0x211	0x29 0x1 0x31 0x7e 0xe2 0x36	0x129	0x3101	0x7e31	0x36e2	0x573b8b91	0xa02004		297	34	8	concrete_successor_edge	
042	0x31b83d	ready_for_mba_reduction	236	132	long_branch_backedge	0x31b54f	354	decoded_control	-0x4e6	next = table[354], ip -= 0x4e6	0xe5 0x99 0x1e 0x39 0xc3 0xb	0x99e5	0x1e99	0x391e	0xbc3	0x99813904	0xc820008		180	17	4	concrete_successor_edge	
042	0x31ba3d	ready_for_mba_reduction	237	96	exact_instruction	0x31bbae	165	fallthrough	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x2 0x1 0x77 0xc1 0xd6 0x75	0x102	0x7701	0xc177	0x75d6	0xe505e8a3	0x794d571a		258	17	4	concrete_successor_edge	
042	0x31bbae	ready_for_mba_reduction	238	20	long_branch_forward	0x31be84	354	decoded_control	+0x28b	next = table[354], ip += 0x28b	0x29 0x1 0x31 0xd6 0xe6 0xa7	0x129	0x3101	0xd631	0xa7e6	0x573b8bf1	0xee972fd9		297	68	16	concrete_successor_edge	
042	0x31bc0a	ready_for_mba_reduction	239	164	long_branch_backedge	0x31bbae	165	decoded_control	-0x2ce	next = table[165], ip -= 0x2ce	0x7 0x53 0x68 0x0 0xc8 0x89	0x5307	0x6853	0x68	0x89c8	0x321c4d18	0x4ac58800		273	51	12	concrete_successor_edge	
042	0x31be84	ready_for_mba_reduction	240	95	exact_instruction	0x31bfed	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0xbd 0x0 0x68 0x0 0x3c 0xef	0xbd	0x6800	0x68	0xef3c	0xe50568f9	0xa2447151		189	17	4	concrete_successor_edge	
042	0x31bfed	ready_for_mba_reduction	241	7	long_branch_forward	0x31c035	165	decoded_control	+0x30	next = table[165], ip += 0x30	0x72 0x0 0x73 0x63 0x6c 0xac	0x72	0x7300	0x6373	0xac6c	0xb84fc5c9	0xb0beee60		114	136	32	concrete_successor_edge	
042	0x31c01b	ready_for_mba_reduction	242	6	long_branch_backedge	0x31bfed	171	decoded_control	-0x40	next = table[171], ip -= 0x40	0xcf 0xad 0x18 0xfb 0x60 0x8	0xadcf	0x18ad	0xfb18	0x860	0x8a9ca64e	0xf7fe9ddb		28	119	28	concrete_successor_edge	
042	0x31c035	ready_for_mba_reduction	243	134	exact_instruction	0x31c239	165	fallthrough	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x11 0x1 0xf0 0xe9 0x28 0x2	0x111	0xf001	0xe9f0	0x228	0x7a2302ba	0xf7fe9ddb		273	17	4	concrete_successor_edge	
