program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
035	0x292986	needs_stateful_capture	0xb86f5	310	165	e801a500					0x292986	0xb86f5	1	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x292986 EAC_VMTAIL_FOCUS_SITES=0xb86f5 EAC_VMTAIL_STOP_AFTER_MATCHES=1	emit VMTAIL row for 0x292986 with vm_state/vm_flags/vm_byte populated
035	0x292b56	needs_stateful_capture	0x9a46b	165	258	0201	0x292b48	0x292b56	exact_destination_gap	95	0x292b48,0x292b56	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x292b48,0x292b56 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x292b56 with vm_state/vm_flags/vm_byte populated
035	0x292df6	needs_stateful_capture	0x9a46b	165	18	1200	0x292de8	0x292df6	exact_destination_gap	278	0x292de8,0x292df6	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x292de8,0x292df6 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x292df6 with vm_state/vm_flags/vm_byte populated
035	0x292f3e	needs_stateful_capture	0x9b687	171	18	1200	0x292f3c	0x292f3e	0x99757	160	0x292f3c,0x292f3e	0x99757,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x292f3c,0x292f3e EAC_VMTAIL_FOCUS_SITES=0x99757,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x292f3e with vm_state/vm_flags/vm_byte populated
035	0x29300f	needs_stateful_capture	0x9b687	171	340	5401	0x293001	0x29300f	adjacent_unhooked_span	264	0x293001,0x29300f	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293001,0x29300f EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x29300f with vm_state/vm_flags/vm_byte populated
035	0x293233	needs_stateful_capture	0xc240d	354	196	c400	0x293222	0x293233	adjacent_unhooked_span	78	0x293222,0x293233	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293222,0x293233 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x293233 with vm_state/vm_flags/vm_byte populated
035	0x293355	needs_stateful_capture	0x9eac9	189	28	b2d434e2	0x293344	0x293355	adjacent_unhooked_span	334	0x293344,0x293355	0x9eac9	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293344,0x293355 EAC_VMTAIL_FOCUS_SITES=0x9eac9 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x293355 with vm_state/vm_flags/vm_byte populated
035	0x29347e	needs_stateful_capture	0x9b687	171	333	4d01	0x293470	0x29347e	exact_destination_gap	216	0x293470,0x29347e	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293470,0x29347e EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x29347e with vm_state/vm_flags/vm_byte populated
035	0x2935eb	needs_stateful_capture	0x8536e	64	253	1bc9b300	0x2935da	0x2935eb	adjacent_unhooked_span	210	0x2935da,0x2935eb	0x8536e	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x2935da,0x2935eb EAC_VMTAIL_FOCUS_SITES=0x8536e EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x2935eb with vm_state/vm_flags/vm_byte populated
035	0x29360e	needs_stateful_capture	0x951c0	140	347	f29176bb2c1e	0x2935fd	0x29360e	adjacent_unhooked_span	75	0x2935fd,0x29360e	0x951c0	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x2935fd,0x29360e EAC_VMTAIL_FOCUS_SITES=0x951c0 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x29360e with vm_state/vm_flags/vm_byte populated
035	0x293630	needs_stateful_capture	0xb0458	268	239	bf9db969	0x293620	0x293630	adjacent_unhooked_span	145	0x293620,0x293630	0xb0458	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293620,0x293630 EAC_VMTAIL_FOCUS_SITES=0xb0458 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x293630 with vm_state/vm_flags/vm_byte populated
035	0x293654	needs_stateful_capture	0xa0a9c	199	172	a61a09	0x293643	0x293654	adjacent_unhooked_span	75	0x293643,0x293654	0xa0a9c	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293643,0x293654 EAC_VMTAIL_FOCUS_SITES=0xa0a9c EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x293654 with vm_state/vm_flags/vm_byte populated
035	0x293677	needs_stateful_capture	0xc0532	345	297	24f8f9fde7d4	0x293666	0x293677	adjacent_unhooked_span	316	0x293666,0x293677	0xc0532	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x293666,0x293677 EAC_VMTAIL_FOCUS_SITES=0xc0532 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x293677 with vm_state/vm_flags/vm_byte populated
