program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
010	0x11c2aa	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	90	
010	0x11c407	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	169	
010	0x11c690	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	244	
010	0x11ca38	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	187	
010	0x11cd05	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	144	
010	0x11cf2f	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	193	
010	0x11d215	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	119	
010	0x11d3e1	ready_for_mba_reduction	all required static/runtime fields are present	18	5	5	5	yes	yes	187	
010	0x11d6b0	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	164	
010	0x11d929	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	72	
010	0x11da4b	ready_for_mba_reduction	all required static/runtime fields are present	17	4	4	4	yes	yes	52	
010	0x11db16	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	72	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
010	0x11dc37	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	52	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
010	0x11dd03	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	72	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
010	0x11de27	needs_more_evidence	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte	11	0	0	0	yes	yes	6	state_trace_pre_state,state_trace_pre_flags,state_trace_pre_byte
