program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
026	139	0x1a480d	0x1a4a91	0x1a4a91	170	exact_instruction	12@0x1a480d-0x1a6047+0x0	0xab	0x0	0xe8	0x1	0x51	0x1	0xab	0xe800	0x1e8	0x151	ab00e80151016895990017af9900d00adc29a9e801cd6fbc3f7331173c973b0b						123	311				covered_synthetic_fallthrough		0x1a4a91	123	311	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					171:11	ab00e801:11
026	140	0x1a4a9f	0x1a4c73	0x1a4c73	125	exact_instruction	12@0x1a480d-0x1a6047+0x292	0x2b	0x0	0xed	0x7d	0x99	0x0	0x2b	0xed00	0x7ded	0x99	2b00ed7d99003ab5abedaa9900569be8012499abf6013e75434a85aa5efce801						174	356				covered_synthetic_fallthrough		0x1a4c73	174	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					43:11	2b00:11
026	141	0x1a4c81	0x1a4daa	0x1a4daa	78	exact_instruction	12@0x1a480d-0x1a6047+0x474	0xc	0x1	0x4a	0x1c	0xae	0x67	0x10c	0x4a01	0x1c4a	0x67ae	0c014a1cae67fe093a3e1a99003469e80164538285b2e6e222f808df44a4e801						125	334				covered_synthetic_fallthrough		0x1a4daa	125	334	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					268:11	0c01:11
026	142	0x1a4dbb	0x1a4fc9	0x1a4fc9	139	exact_instruction	12@0x1a480d-0x1a6047+0x5ae	0x17	0x82	0xd3	0x28	0x8e	0x98	0x8217	0xd382	0x28d3	0x988e	1782d3288e985801b4707c140900c6823d011f97ad55fdcc689868fe0991c130						161	356				covered_synthetic_fallthrough		0x1a4fc9	161	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					28:11	1782d3288e98:11
026	143	0x1a4fd7	0x1a519e	0x1a519e	121	exact_instruction	12@0x1a480d-0x1a6047+0x7ca	0x9d	0x0	0x2f	0xcf	0x99	0x0	0x9d	0x2f00	0xcf2f	0x99	9d002fcf9900bcd999008a969c3903e80185af230211cb36f2f8084df8b4e801						176	80				covered_synthetic_fallthrough		0x1a519e	176	80	+0x4	next = 80@0x88a58:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					157:11	9d00:11
026	144	0x1a51af	0x1a52c0	0x1a52c0	72	exact_instruction	12@0x1a480d-0x1a6047+0x9a2	0x9d	0x0	0x2f	0xcf	0x99	0x0	0x9d	0x2f00	0xcf2f	0x99	9d002fcf990044e19900794db1fd9ee801ef9d8776cf74acdca50e371d1de801						245	75				covered_synthetic_fallthrough		0x1a52c0	245	75	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_16:1	11	0	0	0					157:11	9d00:11
026	145	0x1a52d0	0x1a5438	0x1a5438	95	exact_instruction	12@0x1a480d-0x1a6047+0xac3	0x94	0x95	0xbc	0x54	0xa	0x3a	0x9594	0xbc95	0x54bc	0x3a0a	9495bc540a3a3647e6bed246e8014cc8003d01e7f377f3e5de31005fc70e8c34						176	278				covered_synthetic_fallthrough		0x1a5438	176	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					43:11	9495bc54:11
026	146	0x1a5446	0x1a55ef	0x1a55ef	110	exact_instruction	12@0x1a480d-0x1a6047+0xc39	0x12	0x0	0x40	0x5	0x3a	0x14	0x12	0x4000	0x540	0x143a	120040053a14565ed24367342ac5a2e801816a54fef4009fc3f808680a39e801						122	145				covered_synthetic_fallthrough		0x1a55ef	122	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					18:11	1200:11
026	147	0x1a5600	0x1a5793	0x1a5793	107	exact_instruction	12@0x1a480d-0x1a6047+0xdf3	0x11	0x86	0xfe	0x38	0x43	0xf	0x8611	0xfe86	0x38fe	0xf43	1186fe38430fe80129957cdab4cbfd7f8b003d012709020db0e79b249fe96c00						176	278				covered_synthetic_fallthrough		0x1a5793	176	278	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_14:1	11	0	0	0					180:11	1186fe38:11
026	148	0x1a57a1	0x1a5968	0x1a5968	121	exact_instruction	12@0x1a480d-0x1a6047+0xf94	0x72	0x0	0xdb	0x63	0x8c	0xac	0x72	0xdb00	0x63db	0xac8c	7200db638cac8f963a54685dd6359be8019166fea74d236cc72353a8e801ac7b						161	321				covered_synthetic_fallthrough		0x1a5968	161	321	+0x4	next = 321@0xbb1dd:1, ip += +0x4; dispatch_model=static_100	hidden_span_of_17:1	11	0	0	0					114:11	7200:11
