program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
048	0x334a3d	ready_for_mba_reduction	293	144	exact_instruction	0x334c63	165	fallthrough	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x0 0x0 0xa9 0x0 0x62 0x1	0x0	0xa900	0xa9	0x162	0xffc939bf	0x7170d2b7		169	20	17	concrete_successor_edge	
048	0x334c63	ready_for_mba_reduction	294	7	long_branch_forward	0x334cab	354	decoded_control	+0x30	next = table[354], ip += 0x30	0x4d 0x1 0xeb 0xe0 0x79 0x0	0x14d	0xeb01	0xe0eb	0x79	0x22450388	0xb4da3a5d		333	255	60	concrete_successor_edge	
048	0x334c91	ready_for_mba_reduction	295	6	long_branch_backedge	0x334c63	165	decoded_control	-0x40	next = table[165], ip -= 0x40	0x58 0x1 0xc4 0x3e 0x8b 0xe2	0x158	0xc401	0x3ec4	0xe28b	0x1da2f235	0x8504cd4		43	238	56	concrete_successor_edge	
048	0x334cab	ready_for_mba_reduction	296	134	exact_instruction	0x334eaf	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x29 0x1 0x31 0xee 0xe5 0xd3	0x129	0x3101	0xee31	0xd3e5	0x81338600	0x8504cd4		297	17	4	concrete_successor_edge	
048	0x334eaf	ready_for_mba_reduction	297	190	long_branch_forward	0x335414	165	decoded_control	+0x288	next = table[165], ip += 0x288	0x1c 0x0 0xf0 0x7 0x10 0x27	0x1c	0xf000	0x7f0	0x2710	0xa3993273	0xe10f6d44		28	68	16	concrete_successor_edge	
048	0x33519c	ready_for_mba_reduction	298	163	long_branch_backedge	0x334eaf	171	decoded_control	-0x55d	next = table[171], ip -= 0x55d	0x1f 0x1b 0xdc 0xbc 0x53 0xc	0x1b1f	0xdc1b	0xbcdc	0xc53	0x3553baf4	0xcaa845ab		180	51	12	concrete_successor_edge	
048	0x335414	ready_for_mba_reduction	299	96	exact_instruction	0x335585	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0xcb 0x0 0xf7 0x92 0x4 0x76	0xcb	0xf700	0x92f7	0x7604	0xe505e0a5	0x16833a04		203	17	4	concrete_successor_edge	
048	0x335585	ready_for_mba_reduction	300	20	long_branch_forward	0x33585b	171	decoded_control	+0x28b	next = table[171], ip += 0x28b	0x54 0x1 0x7c 0xf 0x68 0x0	0x154	0x7c01	0xf7c	0x68	0x87800000	0xb8eee7c2		340	51	12	concrete_successor_edge	
048	0x3355e0	ready_for_mba_reduction	301	164	long_branch_backedge	0x335585	354	decoded_control	-0x2ce	next = table[354], ip -= 0x2ce	0x16 0xa6 0x44 0xf7 0x15 0xf	0xa616	0x44a6	0xf744	0xf15	0x12900118	0x52923918		260	34	8	concrete_successor_edge	
048	0x33585b	ready_for_mba_reduction	302	835	exact_instruction	0x3364c6	334	covered_synthetic_fallthrough	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0x2b 0x0 0xfc 0x7a 0x68 0x0	0x2b	0xfc00	0x7afc	0x68	0xe5057e49	0x52df7d99		43	17	4	concrete_successor_edge	
048	0x3364d7	ready_for_mba_reduction	303	213	exact_instruction	0x336806	145	covered_synthetic_fallthrough	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0x2d 0x25 0xa 0x55 0x82 0x6f	0x252d	0xa25	0x550a	0x6f82	0xfb5ffa39	0x7bf38cd4		347	17	4	concrete_successor_edge	
048	0x336817	ready_for_mba_reduction	304	126	exact_instruction	0x3369f2	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_mixed	0x95 0xa1 0xd3 0x63 0xe8 0x1	0xa195	0xd3a1	0x63d3	0x1e8	0x7c9f	0x48440050		183	17	4	concrete_successor_edge	
048	0x3369fc	ready_for_mba_reduction	305	235	long_branch_forward	0x336dc8	165	decoded_control	+0x55	next = table[165], ip += 0x55	0xab 0x0 0xe8 0x1 0x9d 0x0	0xab	0xe800	0x1e8	0x9d	0x26e60110	0x37feff37		171	20	17	concrete_successor_edge	
