entry	target	observation	observed_events	delta	shape	tail_site	static_stop	top_targets	state_update_count	flag_update_count	branch_count	ip_reads	state_static_pct	state_static_mismatches	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	dispatch_model_events	dispatch_affine_cv_status	dispatch_affine_cv_pct	dispatch_affine_terms	transfer_expr_events	transfer_expr_target_pct	transfer_expr_ip_pct	transfer_expr_unique_slot_exprs	transfer_expr_unique_ip_exprs	transfer_expr_top_slot_exprs	transfer_expr_top_ip_exprs	path_profile_events	path_profile_unique_paths	path_profile_branch_sites	path_profile_top_paths	branch_predicate_events	branch_predicate_unknown_events	branch_predicate_unknown_pct	branch_predicate_top_classes	branch_predicate_top_unknown_sites	branch_predicate_top_unknown_conditions	branch_gpr_predicate_events	branch_gpr_predicate_unknown_events	branch_gpr_predicate_unknown_pct	branch_gpr_predicate_top_classes	branch_gpr_predicate_top_unknown_sites	branch_gpr_predicate_top_unknown_conditions	long_branch_events	long_branch_variants	long_branch_operand_lens	long_branch_operand_shapes	long_branch_top_ir	sampled_operand_events	sampled_operand_variants	sampled_operand_lens	sampled_operand_shapes	sampled_operand_top_ir	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	decode_signature	dispatch_skeleton	final_state_expr
20	0x7c62b	exact	9485	+0x4	CCVV	0x7ca96	0x7caa6	114@0x90319:1277,258@0xadf2c:806,337@0xbec0e:720,185@0x9d964:712,347@0xc088d:691,18@0x7be9b:539	6	3	3	0x7c63f:byte0,0x7c6ed:byte0,0x7c836:u16_0,0x7c9df:u16_2	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	2490	no_train_fit	0.0	0	128	100.0	100.0	2	1	67=(mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x180e72f2)))) - 0x36332ac8)) - (mask32(flags0 & 0x1fa2014f)))) | 0x38e67f26)) - flags0)))) & 0xffff;61=(mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 | 0x180e72f2)))) - 0x36332ac8)) - (mask32((mask32((mask32(flags0 ^ 0x58f71b08)) & 0x17188826)) & 0x1fa2014f)))) | 0x38e67f26)) - (mask32((mask32(flags0 ^ 0x58f71b08)) & 0x17188826)))))) & 0xffff	128=0x4	2490	2	0x7c649,0x7c702,0x7c858	1434:608892ddc57fe1bf:0x7c649:je:?;0x7c702:je:1;0x7c858:jne:1|1056:91581e7b11756f10:0x7c649:je:?;0x7c702:je:0;0x7c858:jne:1	384	128	33.3	live_in_reg:128	0x7c649:je:live_in_reg:128	0x7c645:cmp:r14b, 0:low8(live_in(r14))(?livein_r14) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	384	0	0.0														rcx	consumed_slot	r14	rax	0x7ca6a	0x7ca5d	2490	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0xa/8:mov	state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^ 0x58f71b08 & 0x17188826 & 0x1fa2014f | 0x38e67f26 - flags0 ^ 0x58f71b08 & 0x17188826 & u16_2 ^ state0 | flags0 | 0x180e72f2 - 0x36332ac8 - flags0 ^ 0x58f71b08 & 0x17188826 & 0x1fa2014f | 0x38e67f26 - flags0 ^ 0x58f71b08 & 0x17188826
21	0x7ca98	unobserved	0	-	-	0x7d004	0x7d014		4	5	10	0x7caaa:u32_0,0x7cafb:u32_0,0x7cb91:byte0,0x7ccbf:byte0,0x7cd3f:byte0,0x7ce38:byte0,0x7ce66:b2,0x7ce92:u16_0,0x7cf10:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub	state0 - flags0 ^ 0x293ef0b0 + 0xf4dbe5a & 0x75af46b | flags0 ^ 0x293ef0b0 + 0xf4dbe5a ^ u16_3 + state0 - flags0 ^ 0x293ef0b0 + 0xf4dbe5a & 0x75af46b | flags0 ^ 0x293ef0b0 + 0xf4dbe5a
22	0x7cb43	unobserved	0	-	-	0x7d004	0x7d014		4	5	8	0x7cb91:byte0,0x7ccbf:byte0,0x7cd3f:byte0,0x7ce38:byte0,0x7ce66:b2,0x7ce92:u16_0,0x7cf10:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14;RF+0x71/8:sub	state0 - flags0 ^ 0x293ef0b0 + 0xf4dbe5a & 0x75af46b | flags0 ^ 0x293ef0b0 + 0xf4dbe5a ^ u16_3 + state0 - flags0 ^ 0x293ef0b0 + 0xf4dbe5a & 0x75af46b | flags0 ^ 0x293ef0b0 + 0xf4dbe5a
23	0x7d007	unobserved	0	-	-	0x7d5e9	0x7d5f9		5	1	6	0x7d2a2:byte0,0x7d2b9:byte0,0x7d402:b2,0x7d44f:u16_0,0x7d501:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	state0 ^ flags0 & 0x3758c69b | 0x21171a0c | 0x76974dc1 - flags0 & 0x3758c69b + 0x69611da6 - u16_3 + state0 ^ flags0 & 0x3758c69b | 0x21171a0c | 0x76974dc1 - flags0 & 0x3758c69b + 0x69611da6 ^ 0x6fa319ce
24	0x7d5ec	unobserved	0	-	-	0x7d93f	0x7d94f		0	1	3	0x7d6a0:u16_0,0x7d6ba:u16_4,0x7d713:u16_9,0x7d7bb:u16_0,0x7d7cc:u16_4,0x7d84d:b6,0x7d888:u16_7,0x7d88f:u16_7 + (Ptr(kind='frame', off=0)),0x7d8da:u16_2,0x7d91b:u16_2 ^ state0 + 0x68420565 & 0xffff																																																									IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	state0
25	0x7d941	unobserved	0	-	-	0x7dbb8	0x7dbc8		1	1	2	0x7d9b0:u16_0,0x7d9ba:u16_7,0x7d9e8:u16_9,0x7da2e:u16_7,0x7da3f:u16_0,0x7daa4:b6,0x7daea:u16_2,0x7db49:u16_4																																																									IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x170/4:mov	state0 ^ u16_4 + state0
26	0x7dbbb	exact	9886	+0x4	VVCC	0x7dfbd	0x7dfcd	157@0x98a9a:959,66@0x855ff:687,114@0x90319:655,28@0x7e390:652,258@0xadf2c:567,185@0x9d964:518	3	13	11	0x7dc59:byte0,0x7dd8f:byte0,0x7ddd5:u16_2,0x7df05:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	3024	no_train_fit	0.0	0	128	100.0	100.0	4	1	48=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - 0x471264ca)) + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (mask32(state0 ^ 0x5fcdb203)))) ^ (mask32((mask32(state0 - 0x471264ca)) | 0x2a01f150)))) | 0x7bdf07f3)) + 0x104dd6df)) ^ 0x505df542)) ^ 0xe71ae1d)) + (mask32((mask32(state0 -...#d83963d64636;43=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - 0x471264ca)) + (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(flags0 - (mask32(state0 ^ 0x5fcdb203)))) & 0x637d285c)) + 0x44b4a975)) ^ (mask32((mask32(state0 - 0x471264ca)) | 0x2a01f150)))) | 0x7bdf07f3)) + 0x104dd6df)) ^ 0x505df...#43f92fd4e4c8;26=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - 0x471264ca)) + (mask32((mask32((mask32((mask32((mask32(flags0 - (mask32(state0 ^ 0x5fcdb203)))) & 0x637d285c)) + 0x44b4a975)) ^ (mask32((mask32(state0 - 0x471264ca)) | 0x2a01f150)))) + (mask32((mask32(state0 - 0x471264ca)) + 0x1bfb4659)))))))) ^ 0x6f23a80c)) & 0xffff;11=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - 0x471264ca)) + (mask32((mask32((mask32(flags0 - (mask32(state0 ^ 0x5fcdb203)))) ^ (mask32((mask32(state0 - 0x471264ca)) | 0x2a01f150)))) + (mask32((mask32(state0 - 0x471264ca)) + 0x1bfb4659)))))))) ^ 0x6f23a80c)) & 0xffff	128=0x4	3024	5	0x7dc03,0x7dc9b,0x7dd00,0x7dd5d,0x7ddeb,0x7ddfc,0x7de1d,0x7de2c,0x7de4d,0x7dea3	1190:8623fffaa53cc3c3:0x7dc03:je:1;0x7dc9b:je:0;0x7dd00:je:0;0x7dd5d:je:1;0x7ddeb:jne:?;0x7ddfc:jne:1;0x7de1d:je:0;0x7de2c:je:1;0x7de4d:je:0;0x7dea3:je:1|971:3d4c2c25c0aa4a55:0x7dc03:je:0;0x7dc9b:je:1;0x7dd00:je:1;0x7dd5d:je:1;0x7ddeb:jne:?;0x7ddfc:jne:1;0x7de1d:je:0;0x7de2c:je:1;0x7de4d:je:0;0x7dea3:je:0|561:056f8504ff5c263e:0x7dc03:je:0;0x7dc9b:je:0;0x7dd00:je:0;0x7dd5d:je:1;0x7ddeb:jne:?;0x7ddfc:jne:1;0x7de1d:je:0;0x7de2c:je:1;0x7de4d:je:0;0x7dea3:je:1|286:7319cea63a33ea09:0x7dc03:je:1;0x7dc9b:je:1;0x7dd00:je:1;0x7dd5d:je:1;0x7ddeb:jne:?;0x7ddfc:jne:1;0x7de1d:je:0;0x7de2c:je:1;0x7de4d:je:0;0x7dea3:je:0|16:0cd0d723d4931417:0x7dc03:je:1;0x7dc9b:je:1;0x7dd00:je:1;0x7dd5d:je:1;0x7ddeb:jne:?;0x7ddfc:jne:1;0x7de1d:je:0;0x7de2c:je:1;0x7de4d:je:0;0x7dea3:je:1	1280	128	10.0	unknown_frame_field:128	0x7ddeb:jne:unknown_frame_field:128	0x7dde8:cmp:r8, rbx:(u16_2 + frame)(frame+0x1e8) ? (frame+0x81 + 0x1a44e4ef)(?binop):zf=None:constant,derived_unknown,frame_pointer,unknown,unknown_frame_field,vm_bytecode:128:128	1280	0	0.0														rdi	live_slot	r11				3024	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 - 0x471264ca + flags0 - state0 ^ 0x5fcdb203 & 0x637d285c + 0x44b4a975 ^ state0 - 0x471264ca | 0x2a01f150 | 0x7bdf07f3 + 0x104dd6df ^ 0x505df542 ^ 0xe71ae1d & 0x6dbe9345 + 0x521a2f7b + state0 - 0x471264ca + 0x1bfb4659 - u16_0 ^ state0 - 0x471264ca + flags0 - state0 ^ 0x5fcdb203 & 0x637d285c + 0x44b4a975 ^ state0 - 0x471264ca | 0x2a01f150 | 0x7bdf07f3 + 0x104dd6df ^ 0x505df542 ^ 0xe71ae1d & 0x6dbe9345 + 0x521a2f7b + state0 - 0x471264ca + 0x1bfb4659 ^ 0x6f23a80c
27	0x7dfbf	unobserved	0	-	-	0x7e38d	0x7e39d		1	0	8	0x7e001:u16_3,0x7e04c:b2,0x7e082:u16_3 + (Ptr(kind='frame', off=0)),0x7e2fe:u16_0,0x7e35d:u16_0 - state0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10;RF+0x170/4:mov	state0 & u16_0 - state0
28	0x7e390	exact	26610	+0x3	VVV	0x7e7ca	0x7e7da	347@0xc088d:2147,258@0xadf2c:1654,340@0xbf435:1637,337@0xbec0e:1601,114@0x90319:1452,189@0x9e7af:1398	4	7	4	0x7e3ec:b2,0x7e67c:byte0,0x7e743:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	8348	robust	100.0	9	128	100.0	100.0	1	1	128=u16_0 & 0xffff	128=0x3	8348	3	0x7e549,0x7e584,0x7e5dc,0x7e604	3051:9b3b818dc141b14f:0x7e549:je:1;0x7e584:je:1;0x7e5dc:je:0;0x7e604:je:0|2924:e0fd2755e33377c7:0x7e549:je:0;0x7e584:je:0;0x7e5dc:je:0;0x7e604:je:0|2373:a584853ff2ab10f8:0x7e549:je:0;0x7e584:je:1;0x7e5dc:je:0;0x7e604:je:0	512	0	0.0				512	0	0.0														r11	live_slot	rbx	r14			8351	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	state0 | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a + 0x43078fb1 & 0x282416bb ^ 0x53f50e0b ^ state0 | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a - 0x7e20fbab ^ flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a + 0x43078fb1 & 0x282416bb ^ 0x53f50e0b ^ state0 | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a - 0x7e20fbab | u16_0
29	0x7e7cd	unobserved	0	-	-	0x7ecd0	0x7ece0		2	4	6	0x7e7e8:u32_2,0x7e813:u16_0,0x7e853:byte0,0x7e965:byte0,0x7ea01:u16_2,0x7ec01:u16_0																																																									IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 | flags0 & 0x614d4b17 + 0x64fd160c
30	0x7e849	exact	2590	+0x4	VVVV	0x7ecd0	0x7ece0	183@0x9d495:397,203@0xa1484:350,91@0x8b6de:266,192@0x9f00a:256,337@0xbec0e:187,185@0x9d964:185	2	4	6	0x7e853:byte0,0x7e965:byte0,0x7ea01:u16_2,0x7ec01:u16_0	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	1050	no_train_fit	0.0	0	128	100.0	100.0	2	1	113=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | flags0)) + 0x64fd160c)))) + 0x5903fc84)) & 0xffff;15=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | (mask32(flags0 & 0x614d4b17)))) + 0x64fd160c)))) + 0x5903fc84)) & 0xffff	128=0x4	1050	2	0x7e868,0x7e896,0x7e8b1,0x7e913,0x7e92e,0x7eb45	838:a8fe593d2a856ce5:0x7e868:je:?;0x7e896:je:?;0x7e8b1:je:?;0x7e913:je:?;0x7e92e:je:1;0x7eb45:je:1|212:c9474e5fdbe3f9aa:0x7e868:je:?;0x7e896:je:?;0x7e8b1:je:?;0x7e913:je:?;0x7e92e:je:0;0x7eb45:je:0	768	512	66.7	live_in_reg:384,unknown_frame_field:128	0x7e868:je:live_in_reg:128,0x7e896:je:live_in_reg:128,0x7e8b1:je:unknown_frame_field:128,0x7e913:je:live_in_reg:128	0x7e864:cmp:sil, 0:low8(live_in(rsi))(?livein_rsi) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128,0x7e893:cmp:cl, 0:low8(live_in(rcx))(?livein_rcx) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128,0x7e8ae:cmp:bl, 0:low8((frame+0x81 ^ 0x681ea231))(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,unknown,unknown_frame_field:128:128,0x7e90f:cmp:r15b, 0:low8(live_in(r15))(?livein_r15) ? 0x0(0x0):zf=None:constant,live_in_reg,unknown:128:128	768	0	0.0														rdi	live_slot	r11	r9			1050	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 | flags0 & 0x614d4b17 + 0x64fd160c
31	0x7ecd2	exact	2	+0x5	CCCCC	0x7efa6	0x7efb6	352@0xc1ec4:2	0	0	5	0x7ed79:byte0,0x7ee61:b4,0x7ee9a:u16_0,0x7ef1f:u16_2	100.0	0	fit	robust	100.0	4	100.0	0	100.0	0	static_100	100.0	2	robust	100.0	3	2	100.0	100.0	1	1	2=(mask32((mask32(u16_2 + state0)) - 0x72a124af)) & 0xffff	2=0x5	2	1	0x7eda5,0x7edb6,0x7edc5,0x7eddd,0x7ee6c	2:7c575499fb7c10f7:0x7eda5:jne:1;0x7edb6:jne:1;0x7edc5:jne:0;0x7eddd:jne:1;0x7ee6c:je:0	10	0	0.0				10	0	0.0														rax	live_slot	r9				2	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	state0
32	0x7efa8	unobserved	0	-	-	0x7f7c1	0x7f7d1		1	0	38	0x7effd:u16_6,0x7f047:b8,0x7f652:u32_0,0x7f67d:u16_4,0x7f6cc:u16_9,0x7f733:u16_11																																																									IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;RF+0x170/4:mov	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x170/4:mov	state0 - u16_11
33	0x7f7c4	exact	9247	+0x4	CCVV	0x7fba1	0x7fbb1	258@0xadf2c:873,307@0xb8064:735,157@0x98a9a:700,114@0x90319:514,167@0x9a8d2:489,64@0x85059:438	2	5	10	0x7f882:byte0,0x7f892:byte0,0x7f8c2:byte0,0x7f8d3:byte0,0x7f90c:u16_0,0x7fac2:u16_2	100.0	0	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	static_100	100.0	2035	no_train_fit	0.0	0	128	100.0	100.0	1	1	128=(mask32((mask32(u16_2 + (mask32(state0 | 0x15422921)))) + 0x2d0713f3)) & 0xffff	128=0x4	2035	2	0x7f7fd,0x7f845,0x7f916,0x7f927,0x7f94a,0x7f95a,0x7f983,0x7f9b7,0x7f9e8	1296:734d5a9027a3d795:0x7f7fd:je:1;0x7f845:je:1;0x7f916:jne:?;0x7f927:jne:1;0x7f94a:je:0;0x7f95a:je:1;0x7f983:je:?;0x7f9b7:je:1;0x7f9e8:je:1|739:bd6e85696b15f83a:0x7f7fd:je:0;0x7f845:je:0;0x7f916:jne:?;0x7f927:jne:1;0x7f94a:je:0;0x7f95a:je:1;0x7f983:je:?;0x7f9b7:je:0;0x7f9e8:je:0	1152	256	22.2	unknown_frame_field:256	0x7f916:jne:unknown_frame_field:128,0x7f983:je:unknown_frame_field:128	0x7f913:cmp:r12, r14:(u16_0 + frame)(frame+0x1e8) ? (frame+0x81 + 0x1a44e4ef)(?binop):zf=None:constant,derived_unknown,frame_pointer,unknown,unknown_frame_field,vm_bytecode:128:128,0x7f97f:cmp:r14b, 0:low8((frame+0x81 + 0x1a44e4ef))(?binop) ? 0x0(0x0):zf=None:constant,derived_unknown,unknown,unknown_frame_field:128:128	1152	0	0.0														rdi	live_slot	r8	rsi			2035	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	state0 | 0x15422921 & u16_2 + state0 | 0x15422921 + 0x2d0713f3
34	0x7fba3	unobserved	0	-	-	0x7fd4a	0x7fd5a		2	0	1	0x7fbd2:u16_1,0x7fbe9:u16_5,0x7fc16:u16_7,0x7fc65:u16_1,0x7fc6c:u16_5,0x7fcda:u16_3																																																									IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	state0 - 0x3a52e622 + u16_3 + state0 - 0x3a52e622 ^ 0x459b6b23
35	0x7fd4d	exact	1	+0x5	CCCCC	0x8009e	0x800ae	256@0xad849:1	0	0	3	0x7ff34:b2,0x7ffa6:u16_3,0x80023:u16_0	100.0	0	fit	no_test	0.0	15	100.0	0	100.0	0	static_100	100.0	1	no_test	0.0	1	1	100.0	100.0	1	1	1=(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff	1=0x5	1	1	0x7fe93,0x7feab,0x7ff5d	1:c7830853672d5a5f:0x7fe93:jne:?;0x7feab:jne:?;0x7ff5d:je:1	3	2	66.7	unknown_frame_field:2	0x7fe93:jne:unknown_frame_field:1,0x7feab:jne:unknown_frame_field:1	0x7fe8f:cmp:r13b, 0x62:low8(frame+0xe1)(?frame_e1) ? 0x62(0x62):zf=None:constant,unknown,unknown_frame_field:1:1,0x7fea7:cmp:r13b, 0x32:low8(frame+0xe1)(?frame_e1) ? 0x32(0x32):zf=None:constant,unknown,unknown_frame_field:1:1	3	0	0.0														r8	live_slot	rcx				1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov	state0
36	0x800a1	exact	4	+0x5	CCCCC	0x80682	0x80692	108@0x8f24b:4	5	3	7	0x803c8:byte0,0x804cd:b2,0x8053f:u16_3,0x805e1:u16_0	100.0	0	fit	robust	100.0	25	100.0	0	100.0	0	static_100	100.0	4	robust	100.0	4	4	100.0	100.0	1	1	4=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff	4=0x5	4	1	0x800b2,0x80346,0x803d6,0x803e9,0x803f7,0x80404,0x804d8	4:6eb380f706ec49f0:0x800b2:je:0;0x80346:je:0;0x803d6:jne:1;0x803e9:jne:1;0x803f7:jne:0;0x80404:jne:1;0x804d8:je:0	28	0	0.0				28	0	0.0														r15	consumed_slot	r8	rdx	0x80668	0x8065c	4	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860 ^ u16_0 - state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860
