rank	offset	end	bytes	semantic_covered_bytes	semantic_uncovered_bytes	coverage_x100	kind	name	nbbs	ninstrs	outdegree	priority_class	next_action	selected_range
915	0x572ed0	0x572f50	128	0	128	0	r2_discovered	fcn.00572ed0	5	36	4	tier0_small_native_gap	targeted_retdec_single_function	0x572ed0-0x572f50
916	0x572f70	0x572ff0	128	0	128	0	r2_discovered	fcn.00572f70	5	36	4	tier0_small_native_gap	targeted_retdec_single_function	0x572f70-0x572ff0
917	0x496ab0	0x496b2f	127	0	127	0	r2_discovered	fcn.00496ab0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x496ab0-0x496b2f
918	0x496b40	0x496bbf	127	0	127	0	r2_discovered	fcn.00496b40	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x496b40-0x496bbf
919	0x498740	0x4987bf	127	0	127	0	r2_discovered	fcn.00498740	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x498740-0x4987bf
920	0x4a8bb0	0x4a8c2f	127	0	127	0	r2_discovered	fcn.004a8bb0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4a8bb0-0x4a8c2f
921	0x4aa540	0x4aa5bf	127	0	127	0	r2_discovered	fcn.004aa540	11	42	2	tier0_small_native_gap	targeted_retdec_single_function	0x4aa540-0x4aa5bf
922	0x4ab2f0	0x4ab36f	127	0	127	0	r2_discovered	fcn.004ab2f0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ab2f0-0x4ab36f
923	0x4adc80	0x4adcff	127	0	127	0	r2_discovered	fcn.004adc80	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4adc80-0x4adcff
924	0x4b4e60	0x4b4edf	127	0	127	0	r2_discovered	fcn.004b4e60	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b4e60-0x4b4edf
925	0x4b6270	0x4b62ef	127	0	127	0	r2_discovered	fcn.004b6270	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b6270-0x4b62ef
926	0x4b6b10	0x4b6b8f	127	0	127	0	r2_discovered	fcn.004b6b10	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b6b10-0x4b6b8f
927	0x4b6bc0	0x4b6c3f	127	0	127	0	r2_discovered	fcn.004b6bc0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b6bc0-0x4b6c3f
928	0x4b82e0	0x4b835f	127	0	127	0	r2_discovered	fcn.004b82e0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b82e0-0x4b835f
929	0x4b90b0	0x4b912f	127	0	127	0	r2_discovered	fcn.004b90b0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b90b0-0x4b912f
930	0x4c0310	0x4c038f	127	0	127	0	r2_discovered	fcn.004c0310	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4c0310-0x4c038f
931	0x4c1d60	0x4c1ddf	127	0	127	0	r2_discovered	fcn.004c1d60	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4c1d60-0x4c1ddf
932	0x4c6890	0x4c690f	127	0	127	0	r2_discovered	fcn.004c6890	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4c6890-0x4c690f
933	0x4cb410	0x4cb48f	127	0	127	0	r2_discovered	fcn.004cb410	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cb410-0x4cb48f
934	0x4ccc30	0x4cccaf	127	0	127	0	r2_discovered	fcn.004ccc30	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ccc30-0x4cccaf
935	0x4cdd20	0x4cdd9f	127	0	127	0	r2_discovered	fcn.004cdd20	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cdd20-0x4cdd9f
936	0x4cf010	0x4cf08f	127	0	127	0	r2_discovered	fcn.004cf010	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cf010-0x4cf08f
937	0x4cf940	0x4cf9bf	127	0	127	0	r2_discovered	fcn.004cf940	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cf940-0x4cf9bf
938	0x4cffb0	0x4d002f	127	0	127	0	r2_discovered	fcn.004cffb0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cffb0-0x4d002f
939	0x4d19d0	0x4d1a4f	127	0	127	0	r2_discovered	fcn.004d19d0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4d19d0-0x4d1a4f
940	0x4d2af0	0x4d2b6f	127	0	127	0	r2_discovered	fcn.004d2af0	15	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4d2af0-0x4d2b6f
941	0x4eef80	0x4eefff	127	0	127	0	r2_discovered	fcn.004eef80	7	39	3	tier0_small_native_gap	targeted_retdec_single_function	0x4eef80-0x4eefff
942	0x4f1440	0x4f14bf	127	0	127	0	r2_discovered	fcn.004f1440	15	33	0	tier0_small_native_gap	targeted_retdec_single_function	0x4f1440-0x4f14bf
943	0x54f430	0x54f4af	127	0	127	0	native_discovered	method.std::__codecvt_utf8_utf16_base_char16_t_.virtual_32	3	33	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f430-0x54f4af
944	0x568fd0	0x56904f	127	0	127	0	r2_discovered	fcn.00568fd0	15	42	0	tier0_small_native_gap	targeted_retdec_single_function	0x568fd0-0x56904f
945	0x58165	0x581e3	126	0	126	0	r2_discovered	fcn.00058165	5	33	6	tier0_small_native_gap	targeted_retdec_single_function	0x58165-0x581e3
946	0x4968b0	0x49692e	126	0	126	0	r2_discovered	fcn.004968b0	6	33	0	tier0_small_native_gap	targeted_retdec_single_function	0x4968b0-0x49692e
947	0x4afa40	0x4afabe	126	0	126	0	r2_discovered	fcn.004afa40	5	36	0	tier0_small_native_gap	targeted_retdec_single_function	0x4afa40-0x4afabe
948	0x4f0700	0x4f077e	126	0	126	0	r2_discovered	fcn.004f0700	5	28	6	tier0_small_native_gap	targeted_retdec_single_function	0x4f0700-0x4f077e
949	0x52b0c0	0x52b13e	126	0	126	0	r2_discovered	fcn.0052b0c0	8	41	2	tier0_small_native_gap	targeted_retdec_single_function	0x52b0c0-0x52b13e
950	0x5798c0	0x57993e	126	0	126	0	r2_discovered	fcn.005798c0	14	42	1	tier0_small_native_gap	targeted_retdec_single_function	0x5798c0-0x57993e
951	0x5c6d6	0x5c753	125	0	125	0	r2_discovered	fcn.0005c6d6	10	44	4	tier0_small_native_gap	targeted_retdec_single_function	0x5c6d6-0x5c753
952	0x68fb0	0x6902d	125	0	125	0	r2_discovered	fcn.00068fb0	6	43	5	tier0_small_native_gap	targeted_retdec_single_function	0x68fb0-0x6902d
953	0x718ad	0x7192a	125	0	125	0	r2_discovered	fcn.000718ad	3	29	4	tier0_small_native_gap	targeted_retdec_single_function	0x718ad-0x7192a
954	0x4aff10	0x4aff8d	125	0	125	0	r2_discovered	fcn.004aff10	7	38	1	tier0_small_native_gap	targeted_retdec_single_function	0x4aff10-0x4aff8d
955	0x54f650	0x54f6cd	125	0	125	0	r2_discovered	fcn.0054f650	12	49	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f650-0x54f6cd
956	0x48fd30	0x48fdac	124	0	124	0	r2_discovered	fcn.0048fd30	3	31	3	tier0_small_native_gap	targeted_retdec_single_function	0x48fd30-0x48fdac
957	0x4b9f70	0x4b9fec	124	0	124	0	r2_discovered	fcn.004b9f70	3	36	5	tier0_small_native_gap	targeted_retdec_single_function	0x4b9f70-0x4b9fec
958	0x54f3b0	0x54f42c	124	0	124	0	native_discovered	method.std::codecvt_char16_t__char____mbstate_t_.virtual_32	3	31	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f3b0-0x54f42c
959	0x20dec	0x20e67	123	0	123	0	native_discovered	entry.init2	1	16	1	tier0_small_native_gap	targeted_retdec_single_function	0x20dec-0x20e67
960	0x211b1	0x2122c	123	0	123	0	native_discovered	entry.init12	1	16	1	tier0_small_native_gap	targeted_retdec_single_function	0x211b1-0x2122c
961	0x6ac9c	0x6ad17	123	0	123	0	r2_discovered	fcn.0006ac9c	5	43	6	tier0_small_native_gap	targeted_retdec_single_function	0x6ac9c-0x6ad17
962	0x4cf0c0	0x4cf13b	123	0	123	0	r2_discovered	fcn.004cf0c0	8	37	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cf0c0-0x4cf13b
963	0x213b0	0x2142a	122	0	122	0	native_discovered	entry.init17	17	33	0	tier0_small_native_gap	targeted_retdec_single_function	0x213b0-0x2142a
964	0x21430	0x214aa	122	0	122	0	native_discovered	entry.init18	17	33	0	tier0_small_native_gap	targeted_retdec_single_function	0x21430-0x214aa
965	0x442cf	0x44349	122	0	122	0	r2_discovered	fcn.000442cf	6	38	2	tier0_small_native_gap	targeted_retdec_single_function	0x442cf-0x44349
966	0x449a8	0x44a22	122	0	122	0	r2_discovered	fcn.000449a8	1	39	3	tier0_small_native_gap	targeted_retdec_single_function	0x449a8-0x44a22
967	0x5bda0	0x5be1a	122	0	122	0	r2_discovered	fcn.0005bda0	3	35	5	tier0_small_native_gap	targeted_retdec_single_function	0x5bda0-0x5be1a
968	0x48f5c8	0x48f642	122	0	122	0	r2_discovered	fcn.0048f5c8	5	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x48f5c8-0x48f642
969	0x4b0460	0x4b04da	122	0	122	0	r2_discovered	fcn.004b0460	8	39	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b0460-0x4b04da
970	0x54ff00	0x54ff7a	122	0	122	0	r2_discovered	fcn.0054ff00	7	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x54ff00-0x54ff7a
971	0x4f6a0	0x4f719	121	0	121	0	r2_discovered	fcn.0004f6a0	14	36	0	tier0_small_native_gap	targeted_retdec_single_function	0x4f6a0-0x4f719
972	0x50e24	0x50e9d	121	0	121	0	r2_discovered	fcn.00050e24	3	31	6	tier0_small_native_gap	targeted_retdec_single_function	0x50e24-0x50e9d
973	0x59c58	0x59cd1	121	0	121	0	r2_discovered	fcn.00059c58	9	46	1	tier0_small_native_gap	targeted_retdec_single_function	0x59c58-0x59cd1
974	0x773b0	0x77429	121	0	121	0	r2_discovered	fcn.000773b0	9	46	1	tier0_small_native_gap	targeted_retdec_single_function	0x773b0-0x77429
975	0x15be73	0x15beec	121	0	121	0	r2_discovered	fcn.0015be73	1	34	0	tier0_small_native_gap	targeted_retdec_single_function	0x15be73-0x15beec
976	0x2b9f30	0x2b9fa9	121	0	121	0	native_discovered	int.002b9f30	9	45	0	tier0_small_native_gap	targeted_retdec_single_function	0x2b9f30-0x2b9fa9
977	0x4967e0	0x496859	121	0	121	0	r2_discovered	fcn.004967e0	4	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x4967e0-0x496859
978	0x4b1080	0x4b10f9	121	0	121	0	r2_discovered	fcn.004b1080	6	42	2	tier0_small_native_gap	targeted_retdec_single_function	0x4b1080-0x4b10f9
979	0x4b66d0	0x4b6749	121	0	121	0	r2_discovered	fcn.004b66d0	6	35	4	tier0_small_native_gap	targeted_retdec_single_function	0x4b66d0-0x4b6749
980	0x4d3110	0x4d3189	121	0	121	0	r2_discovered	fcn.004d3110	6	35	4	tier0_small_native_gap	targeted_retdec_single_function	0x4d3110-0x4d3189
981	0x4eeeb0	0x4eef29	121	0	121	0	symbol_named	sym.__cxa_end_catch	12	36	2	tier0_small_native_gap	targeted_retdec_single_function	0x4eeeb0-0x4eef29
982	0x547670	0x5476e9	121	0	121	0	r2_discovered	fcn.00547670	7	39	3	tier0_small_native_gap	targeted_retdec_single_function	0x547670-0x5476e9
983	0x35ef6	0x35f6e	120	0	120	0	r2_discovered	fcn.00035ef6	6	39	5	tier0_small_native_gap	targeted_retdec_single_function	0x35ef6-0x35f6e
984	0x21271	0x212e8	119	0	119	0	native_discovered	entry.init15	1	18	2	tier0_small_native_gap	targeted_retdec_single_function	0x21271-0x212e8
985	0x24e7c	0x24ef3	119	0	119	0	r2_discovered	fcn.00024e7c	1	33	4	tier0_small_native_gap	targeted_retdec_single_function	0x24e7c-0x24ef3
986	0x45059	0x450d0	119	0	119	0	r2_discovered	fcn.00045059	4	43	1	tier0_small_native_gap	targeted_retdec_single_function	0x45059-0x450d0
987	0x527fe	0x52875	119	0	119	0	r2_discovered	fcn.000527fe	6	41	4	tier0_small_native_gap	targeted_retdec_single_function	0x527fe-0x52875
988	0x61f32	0x61fa9	119	0	119	0	r2_discovered	fcn.00061f32	5	34	2	tier0_small_native_gap	targeted_retdec_single_function	0x61f32-0x61fa9
989	0x48e641	0x48e6b8	119	0	119	0	r2_discovered	fcn.0048e641	9	41	4	tier0_small_native_gap	targeted_retdec_single_function	0x48e641-0x48e6b8
990	0x49eff0	0x49f067	119	0	119	0	r2_discovered	fcn.0049eff0	9	34	1	tier0_small_native_gap	targeted_retdec_single_function	0x49eff0-0x49f067
991	0x4b0f10	0x4b0f87	119	0	119	0	r2_discovered	fcn.004b0f10	14	37	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b0f10-0x4b0f87
992	0x24cfa	0x24d70	118	0	118	0	r2_discovered	fcn.00024cfa	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x24cfa-0x24d70
993	0x26106	0x2617c	118	0	118	0	r2_discovered	fcn.00026106	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x26106-0x2617c
994	0x283c8	0x2843e	118	0	118	0	r2_discovered	fcn.000283c8	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x283c8-0x2843e
995	0x2c1b0	0x2c226	118	0	118	0	r2_discovered	fcn.0002c1b0	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x2c1b0-0x2c226
996	0x35a7e	0x35af4	118	0	118	0	r2_discovered	fcn.00035a7e	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x35a7e-0x35af4
997	0x38a5e	0x38ad4	118	0	118	0	r2_discovered	fcn.00038a5e	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x38a5e-0x38ad4
998	0x3ad24	0x3ad9a	118	0	118	0	r2_discovered	fcn.0003ad24	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x3ad24-0x3ad9a
999	0x470e0	0x47156	118	0	118	0	r2_discovered	fcn.000470e0	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x470e0-0x47156
1000	0x4c714	0x4c78a	118	0	118	0	r2_discovered	fcn.0004c714	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c714-0x4c78a
1001	0x4e8b2	0x4e928	118	0	118	0	r2_discovered	fcn.0004e8b2	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x4e8b2-0x4e928
1002	0x504e1	0x50557	118	0	118	0	r2_discovered	fcn.000504e1	18	34	0	tier0_small_native_gap	targeted_retdec_single_function	0x504e1-0x50557
1003	0x50712	0x50788	118	0	118	0	r2_discovered	fcn.00050712	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x50712-0x50788
1004	0x533c6	0x5343c	118	0	118	0	r2_discovered	fcn.000533c6	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x533c6-0x5343c
1005	0x57cea	0x57d60	118	0	118	0	r2_discovered	fcn.00057cea	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x57cea-0x57d60
1006	0x5a314	0x5a38a	118	0	118	0	r2_discovered	fcn.0005a314	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x5a314-0x5a38a
1007	0x5b2e6	0x5b35c	118	0	118	0	r2_discovered	fcn.0005b2e6	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x5b2e6-0x5b35c
1008	0x5c5ec	0x5c662	118	0	118	0	r2_discovered	fcn.0005c5ec	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x5c5ec-0x5c662
1009	0x6080a	0x60880	118	0	118	0	r2_discovered	fcn.0006080a	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x6080a-0x60880
1010	0x673c2	0x67438	118	0	118	0	r2_discovered	fcn.000673c2	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x673c2-0x67438
1011	0x68e3e	0x68eb4	118	0	118	0	r2_discovered	fcn.00068e3e	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x68e3e-0x68eb4
1012	0x70f00	0x70f76	118	0	118	0	r2_discovered	fcn.00070f00	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x70f00-0x70f76
1013	0x71754	0x717ca	118	0	118	0	r2_discovered	fcn.00071754	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x71754-0x717ca
1014	0x76e68	0x76ede	118	0	118	0	r2_discovered	fcn.00076e68	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x76e68-0x76ede
1015	0x489dce	0x489e44	118	0	118	0	r2_discovered	fcn.00489dce	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x489dce-0x489e44
1016	0x48c3e4	0x48c45a	118	0	118	0	r2_discovered	fcn.0048c3e4	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x48c3e4-0x48c45a
1017	0x48c82e	0x48c8a4	118	0	118	0	r2_discovered	fcn.0048c82e	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x48c82e-0x48c8a4
1018	0x48d122	0x48d198	118	0	118	0	r2_discovered	fcn.0048d122	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x48d122-0x48d198
1019	0x48f9d8	0x48fa4e	118	0	118	0	r2_discovered	fcn.0048f9d8	8	29	2	tier0_small_native_gap	targeted_retdec_single_function	0x48f9d8-0x48fa4e
1020	0x54e3e0	0x54e456	118	0	118	0	native_discovered	method.std::codecvt_char16_t__char____mbstate_t_.virtual_16	3	30	2	tier0_small_native_gap	targeted_retdec_single_function	0x54e3e0-0x54e456
1021	0x54f6f0	0x54f766	118	0	118	0	native_discovered	method.std::codecvt_char32_t__char____mbstate_t_.virtual_32	3	30	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f6f0-0x54f766
1022	0x54f770	0x54f7e6	118	0	118	0	native_discovered	method.std::__codecvt_utf8_base_char32_t_.virtual_32	3	30	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f770-0x54f7e6
1023	0x54f7f0	0x54f866	118	0	118	0	native_discovered	method.std::__codecvt_utf8_base_wchar_t_.virtual_32	3	30	2	tier0_small_native_gap	targeted_retdec_single_function	0x54f7f0-0x54f866
1024	0x550900	0x550976	118	0	118	0	r2_discovered	fcn.00550900	8	36	2	tier0_small_native_gap	targeted_retdec_single_function	0x550900-0x550976
1025	0x566100	0x566176	118	0	118	0	r2_discovered	fcn.00566100	5	37	2	tier0_small_native_gap	targeted_retdec_single_function	0x566100-0x566176
1026	0x215b0	0x21625	117	0	117	0	native_discovered	entry.init21	4	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x215b0-0x21625
1027	0x35b38	0x35bad	117	0	117	0	r2_discovered	fcn.00035b38	10	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x35b38-0x35bad
1028	0x38b18	0x38b8d	117	0	117	0	r2_discovered	fcn.00038b18	10	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x38b18-0x38b8d
1029	0x478b0	0x47925	117	0	117	0	r2_discovered	fcn.000478b0	10	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x478b0-0x47925
1030	0x4eb52	0x4ebc7	117	0	117	0	r2_discovered	fcn.0004eb52	10	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x4eb52-0x4ebc7
1031	0x5b4f4	0x5b569	117	0	117	0	r2_discovered	fcn.0005b4f4	10	40	3	tier0_small_native_gap	targeted_retdec_single_function	0x5b4f4-0x5b569
1032	0x4b2830	0x4b28a5	117	0	117	0	r2_discovered	fcn.004b2830	9	40	2	tier0_small_native_gap	targeted_retdec_single_function	0x4b2830-0x4b28a5
1033	0x519810	0x519885	117	0	117	0	r2_discovered	fcn.00519810	6	38	2	tier0_small_native_gap	targeted_retdec_single_function	0x519810-0x519885
1034	0x52b020	0x52b095	117	0	117	0	r2_discovered	fcn.0052b020	10	30	1	tier0_small_native_gap	targeted_retdec_single_function	0x52b020-0x52b095
1035	0x52c9e0	0x52ca55	117	0	117	0	r2_discovered	fcn.0052c9e0	9	40	2	tier0_small_native_gap	targeted_retdec_single_function	0x52c9e0-0x52ca55
1036	0x54b560	0x54b5d5	117	0	117	0	r2_discovered	fcn.0054b560	9	39	2	tier0_small_native_gap	targeted_retdec_single_function	0x54b560-0x54b5d5
1037	0x68b30	0x68ba4	116	0	116	0	r2_discovered	fcn.00068b30	1	28	1	tier0_small_native_gap	targeted_retdec_single_function	0x68b30-0x68ba4
1038	0x499c70	0x499ce4	116	0	116	0	r2_discovered	fcn.00499c70	9	32	1	tier0_small_native_gap	targeted_retdec_single_function	0x499c70-0x499ce4
1039	0x4ad070	0x4ad0e4	116	0	116	0	r2_discovered	fcn.004ad070	6	32	1	tier0_small_native_gap	targeted_retdec_single_function	0x4ad070-0x4ad0e4
1040	0x4c5330	0x4c53a4	116	0	116	0	r2_discovered	fcn.004c5330	11	37	2	tier0_small_native_gap	targeted_retdec_single_function	0x4c5330-0x4c53a4
1041	0x4eed10	0x4eed84	116	0	116	0	symbol_named	sym.__cxa_guard_abort	8	27	1	tier0_small_native_gap	targeted_retdec_single_function	0x4eed10-0x4eed84
1042	0x3602c	0x3609f	115	0	115	0	r2_discovered	fcn.0003602c	6	40	4	tier0_small_native_gap	targeted_retdec_single_function	0x3602c-0x3609f
1043	0x4a8c6	0x4a939	115	0	115	0	r2_discovered	fcn.0004a8c6	6	40	4	tier0_small_native_gap	targeted_retdec_single_function	0x4a8c6-0x4a939
1044	0x6aba4	0x6ac17	115	0	115	0	r2_discovered	fcn.0006aba4	1	29	1	tier0_small_native_gap	targeted_retdec_single_function	0x6aba4-0x6ac17
1045	0x491024	0x491097	115	0	115	0	r2_discovered	fcn.00491024	20	37	0	tier0_small_native_gap	targeted_retdec_single_function	0x491024-0x491097
1046	0x4945c0	0x494633	115	0	115	0	r2_discovered	fcn.004945c0	3	27	1	tier0_small_native_gap	targeted_retdec_single_function	0x4945c0-0x494633
1047	0x496760	0x4967d3	115	0	115	0	r2_discovered	fcn.00496760	4	26	2	tier0_small_native_gap	targeted_retdec_single_function	0x496760-0x4967d3
1048	0x4ac570	0x4ac5e3	115	0	115	0	r2_discovered	fcn.004ac570	7	40	1	tier0_small_native_gap	targeted_retdec_single_function	0x4ac570-0x4ac5e3
1049	0x4c35e0	0x4c3653	115	0	115	0	r2_discovered	fcn.004c35e0	7	43	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c35e0-0x4c3653
1050	0x54e140	0x54e1b3	115	0	115	0	native_discovered	method.std::__codecvt_utf8_base_char32_t_.virtual_16	3	28	2	tier0_small_native_gap	targeted_retdec_single_function	0x54e140-0x54e1b3
1051	0x54e1c0	0x54e233	115	0	115	0	native_discovered	method.std::__codecvt_utf8_base_wchar_t_.virtual_16	3	28	2	tier0_small_native_gap	targeted_retdec_single_function	0x54e1c0-0x54e233
1052	0x250b0	0x25122	114	0	114	0	r2_discovered	fcn.000250b0	6	38	5	tier0_small_native_gap	targeted_retdec_single_function	0x250b0-0x25122
1053	0x4425d	0x442cf	114	0	114	0	r2_discovered	fcn.0004425d	12	42	0	tier0_small_native_gap	targeted_retdec_single_function	0x4425d-0x442cf
1054	0x477fa	0x4786c	114	0	114	0	r2_discovered	fcn.000477fa	6	38	5	tier0_small_native_gap	targeted_retdec_single_function	0x477fa-0x4786c
1055	0x4ed34	0x4eda6	114	0	114	0	r2_discovered	fcn.0004ed34	5	31	4	tier0_small_native_gap	targeted_retdec_single_function	0x4ed34-0x4eda6
1056	0x5cab4	0x5cb26	114	0	114	0	r2_discovered	fcn.0005cab4	6	38	5	tier0_small_native_gap	targeted_retdec_single_function	0x5cab4-0x5cb26
1057	0x5f290	0x5f302	114	0	114	0	r2_discovered	fcn.0005f290	7	36	1	tier0_small_native_gap	targeted_retdec_single_function	0x5f290-0x5f302
1058	0x69166	0x691d8	114	0	114	0	r2_discovered	fcn.00069166	6	38	5	tier0_small_native_gap	targeted_retdec_single_function	0x69166-0x691d8
1059	0x4cf150	0x4cf1c2	114	0	114	0	r2_discovered	fcn.004cf150	5	35	0	tier0_small_native_gap	targeted_retdec_single_function	0x4cf150-0x4cf1c2
1060	0x20eb4	0x20f25	113	0	113	0	native_discovered	entry.init4	1	17	3	tier0_small_native_gap	targeted_retdec_single_function	0x20eb4-0x20f25
