program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
035	0x292986	ready_for_mba_reduction	192	120	exact_instruction	0x292b48	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100	0xe8 0x1 0xa5 0x0 0xb9 0x0	0x1e8	0xa501	0xa5	0xb9	0x5be4c908	0xe4188598		165	12	1	concrete_successor_edge	
035	0x292b56	ready_for_mba_reduction	193	175	exact_instruction	0x292de8	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100	0x2 0x1 0xbe 0xc2 0x7 0x76	0x102	0xbe01	0xc2be	0x7607	0xffa78fe5	0x34d7dad		258	12	1	concrete_successor_edge	
035	0x292df6	ready_for_mba_reduction	194	86	exact_instruction	0x292f3e	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_const_post	0x12 0x0 0xe8 0x5 0x3a 0xae	0x12	0xe800	0x5e8	0xae3a	0xa5d60030	0xfead2d50		18	12	1	concrete_successor_edge	
035	0x292f3e	ready_for_mba_reduction	195	53	exact_instruction	0x293001	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:2, ip += +0x4; dispatch_model=static_100	0x12 0x0 0x88 0xa 0x3a 0x4c	0x12	0x8800	0xa88	0x4c3a	0x573b8bd0	0xe2e98999		18	29	7	concrete_successor_edge	
035	0x29300f	ready_for_mba_reduction	196	141	exact_instruction	0x293222	78	covered_synthetic_fallthrough	+0x4	next = 78@0x883c0:2, ip += +0x4; dispatch_model=static_100	0x54 0x1 0x4c 0xe 0x99 0x0	0x154	0x4c01	0xe4c	0x99	0x114babdc	0x783681d3		340	29	7	concrete_successor_edge	
035	0x293233	ready_for_mba_reduction	197	72	exact_instruction	0x293344	334	covered_synthetic_fallthrough	+0x5	next = 334@0xbdd18:2, ip += +0x5; dispatch_model=static_100	0xc4 0x0 0x4f 0x6e 0x24 0xf0	0xc4	0x4f00	0x6e4f	0xf024	0x7a2b3665	0xe4252730		196	29	7	concrete_successor_edge	
035	0x293355	ready_for_mba_reduction	198	76	exact_instruction	0x293470	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100	0xb2 0xd4 0x34 0xe2 0xd0 0x4	0xd4b2	0x34d4	0xe234	0x4d0	0x7fffb7fb	0x7ffd8cc5		28	28	7	concrete_successor_edge	
035	0x29347e	ready_for_mba_reduction	199	91	exact_instruction	0x2935da	210	covered_synthetic_fallthrough	+0x5	next = 210@0xa2da3:1, ip += +0x5; dispatch_model=static_100	0x4d 0x1 0xa3 0xe5 0x99 0x0	0x14d	0xa301	0xe5a3	0x99	0x694c698c	0xee396f18		333	18	7	concrete_successor_edge	
035	0x2935eb	ready_for_mba_reduction	200	4	exact_instruction	0x2935fd	75	covered_synthetic_fallthrough	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	0x1b 0xc9 0xb3 0x0 0xde 0xb8	0xc91b	0xb3c9	0xb3	0xb8de	0x9fe8	0x40000000		253	18	7	concrete_successor_edge	
035	0x29360e	ready_for_mba_reduction	201	4	exact_instruction	0x293620	145	covered_synthetic_fallthrough	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100	0xf2 0x91 0x76 0xbb 0x2c 0x1e	0x91f2	0x7691	0xbb76	0x1e2c	0xc20060	0x2d427e84		347	18	7	concrete_successor_edge	
035	0x293630	ready_for_mba_reduction	202	4	exact_instruction	0x293643	75	covered_synthetic_fallthrough	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100	0xbf 0x9d 0xb9 0x69 0x11 0x2	0x9dbf	0xb99d	0x69b9	0x211	0x803bf7b0	0x7bd69d5b		239	17	6	concrete_successor_edge	
035	0x293654	ready_for_mba_reduction	203	4	exact_instruction	0x293666	316	covered_synthetic_fallthrough	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100	0xa6 0x1a 0x9 0x7b 0xc5 0xd3	0x1aa6	0x91a	0x7b09	0xd3c5	0xf6f5d887	0xbc1635da		172	14	3	concrete_successor_edge	
035	0x293677	ready_for_mba_reduction	204	4	exact_instruction	0x293689	246	covered_synthetic_fallthrough	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100	0x24 0xf8 0xf9 0xfd 0xe7 0xd4	0xf824	0xf9f8	0xfdf9	0xd4e7	0x58701122	0x73681327		297	13	2	concrete_successor_edge	
