program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
064	491	0x3716c7	0x37171c	0x37171c	21	long_branch_backedge	36@0x36ecdc-0x371ff7+0x29eb	0xc	0x1	0x19	0x1c	0xbe	0x6c	0x10c	0x1901	0x1c19	0x6cbe	0c01191cbe6c452fff8af03af048c15be801ee9d11003d01df0079288be86800						266	354				decoded_control	489	0x37142c	266	354	-0x2e8	next = table[354], ip -= 0x2e8		1375	0	0	0					268:1375	0c01:1375
064	492	0x37171c	0x371757	0x371757	14	long_branch_forward	36@0x36ecdc-0x371ff7+0x2a40	0xfd	0x0	0x1e	0xbe	0x0	0x0	0xfd	0x1e00	0xbe1e	0x0	fd001ebe000000000e6b1ce1dbb1b748151db3003d011f18e2e6120020066202						246	165				decoded_control	493	0x3717c4	246	165	+0x78	next = table[165], ip += 0x78		275	0	0	0					253:275	fd00:275
