program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
043	258	0x31df8f	0x31e05c	0x31e05c	54	sampled_operand_forward	26@0x31aa27-0x31f2b7+0x3568	0x1c	0x0	0xe8	0x5	0x10	0x74	0x1c	0xe800	0x5e8	0x7410	1c00e8051074f5d0e7cd92e801ee083aa30805cc9975e801e8018f693d010002						311	42				decoded_control	293	0x334a3d	311	42	+0x169eb	sampled operand footprint 0xa; observed target table[42], delta +0x169eb		17	4	4	4	0xe505eed1:4	0x0:4	0x566fcefc:4	0x0:4	28:17	1c00:17
043	259	0x31e060	0x31e171	0x31e171	72	exact_instruction	26@0x31aa27-0x31f2b7+0x3639	0xc4	0x0	0x4f	0x6e	0x34	0xf0	0xc4	0x4f00	0x6e4f	0xf034	c4004f6e34f07eba184d91ac2be801e9f9d7c5b1aca321c64b3bab00584ee801						125	145				covered_synthetic_fallthrough		0x31e171	125	145	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0x16833a04:4	0x0:4	0x16833a04:4	0x0:4	196:17	c400:17
043	260	0x31e182	0x31e23f	0x31e23f	51	exact_instruction	26@0x31aa27-0x31f2b7+0x375b	0xe	0x4d	0x49	0xe8	0x1	0xce	0x4d0e	0x494d	0xe849	0xce01	0e4d49e801ced5900384296416ab24eae801e8013d01149f00fece6435791ae8						123	216				covered_synthetic_fallthrough		0x31e23f	123	216	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	frontier_span_of_14:1	17	4	4	4	0x18020620:4	0xfae004f9:4	0xf8d800f1:4	0x16833a04:4	176:17	0e4d49:17
043	261	0x31e24d	0x31e35e	0x31e35e	72	exact_instruction	26@0x31aa27-0x31f2b7+0x3826	0x4d	0x1	0x7b	0xdf	0x99	0x0	0x14d	0x7b01	0xdf7b	0x99	4d017bdf990018a82a6c628dabada3e8018bac3af0902052fee43b0be8017cf8						125	316				covered_synthetic_fallthrough		0x31e35e	125	316	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0xcd4a57b7:4	0x0:4	0x493c4ece:4	0x0:4	333:17	4d01:17
043	262	0x31e36f	0x31e42c	0x31e42c	51	exact_instruction	26@0x31aa27-0x31f2b7+0x3948	0x3	0x97	0x80	0xe8	0x1	0x9	0x9703	0x8097	0xe880	0x901	039780e8010971c356b617fe10dde80106503d01e801b8076ba3aad741470046						161	356				covered_synthetic_fallthrough		0x31e42c	161	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	frontier_span_of_14:1	17	4	4	4	0xa8c7de82:4	0xaa06338c:4	0xcffaa845:4	0xddfba4cf:4	20:17	039780:17
043	263	0x31e43a	0x31e54b	0x31e54b	72	exact_instruction	26@0x31aa27-0x31f2b7+0x3a13	0x29	0x1	0x31	0xe	0xeb	0xba	0x129	0x3101	0xe31	0xbaeb	2901310eebba22613ad292b6efda10e801a00a3a144aab00cbf0ab00e801b2f5						245	75				covered_synthetic_fallthrough		0x31e54b	245	75	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0x8e2e68bf:4	0x0:4	0x834faf4d:4	0x0:4	297:17	2901:17
043	264	0x31e55c	0x31e623	0x31e623	52	sampled_operand_forward	26@0x31aa27-0x31f2b7+0x3b35	0xa0	0x0	0xac	0xe8	0x1	0x8b	0xa0	0xac00	0xe8ac	0x8b01	a000ace8018b113155b41c01b300170ce801e8013d01c513e8029dc208052ede						95	42				decoded_control	324	0x33b647	95	42	+0x1d02e	sampled operand footprint 0xa; observed target table[42], delta +0x1d02e		17	4	4	4	0x99812d03:4	0x900118ab:4	0x10812ba0:4	0x4bd8e7e4:4	20:17	a000ac:17
043	265	0x31e627	0x31e738	0x31e738	72	exact_instruction	26@0x31aa27-0x31f2b7+0x3c00	0x40	0x0	0xc5	0xa6	0x99	0x0	0x40	0xc500	0xa6c5	0x99	4000c5a6990034c17b03fb98eee80129f6ef9d97b7ffb414e4d00a3ea01ce801						125	246				covered_synthetic_fallthrough		0x31e738	125	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0xb709749d:4	0x0:4	0xda6abf6d:4	0x0:4	64:17	4000:17
043	266	0x31e749	0x31e765	0x31e765	6	long_branch_forward	26@0x31aa27-0x31f2b7+0x3d22	0x9f	0xa0	0xc	0xf6	0x46	0xc1	0xa09f	0xca0	0xf60c	0xc146	9fa00cf646c1661346ab305b62124f3d0100f4b062010000220000004000e3aa						117	354				decoded_control	267	0x31e77f	117	354	+0x22	next = table[354], ip += 0x22		17	4	4	4	0x48100200:4	0x28021922:4	0x3a08325a:4	0xab461367:4	253:17	9fa00cf6:17
043	267	0x31e77f	0x31e84d	0x31e84d	52	long_branch_forward	26@0x31aa27-0x31f2b7+0x3d58	0x72	0x0	0x9a	0x64	0x5b	0xac	0x72	0x9a00	0x649a	0xac5b	72009a645baccf9d057673063a1f5c204dac12e801003d01efd9a781ed0cf700						246	354				decoded_control	268	0x31ea5c	246	354	+0x21a	next = table[354], ip += 0x21a		17	4	4	4	0xc0171c7b:4	0x0:4	0xa7b508c2:4	0x0:4	114:17	7200:17
