source_entry	opcode_name	problem_kind	variables	constants	constant_count	operator_summary	requires_state	requires_flags	requires_operands	state_formula	dispatch_formula
290	vmop_290_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0xffff;0x29d9517b;0x3acb356d	3	mask32:4;&:5;|:3;^:2;+:2	1	1	u16_2	state0 | flags0 & 0x3acb356d & u16_2 + state0 | flags0 & 0x3acb356d ^ 0x29d9517b	17=(mask32((mask32(u16_2 + (mask32(state0 | (mask32(flags0 & 0x3acb356d)))))) ^ 0x29d9517b)) & 0xffff
291	vmop_291_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x5acd2fa;0xa61c44c;0x12648cbe;0x17a0094a;0x1f6881d8;0x2e91bd1c;0x55d764bb;0x610956a9	8	mask32:24;&:2;|:4;^:32;+:7;-:10	1	1	u16_0,u16_2	state0 ^ flags0 ^ u16_0 - flags0 ^ 0x5acd2fa ^ 0x12648cbe - flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c + 0x610956a9 & flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c | 0x55d764bb ^ 0x17a0094a - 0x1f6881d8 | u16_2 + state0 ^ flags0 ^ u16_0 - flags0 ^ 0x5acd2fa ^ 0x12648cbe - flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c + 0x610956a9 & flags0 ^ 0x5acd2fa ^ 0x12648cbe ^ 0x2e91bd1c | 0x55d764bb ^ 0x17a0094a - 0x1f6881d8 + 0xa61c44c	84=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ (mask32(u16_0 - (mask32(flags0 ^ 0x12648cbe)))))) - (mask32((mask32((mask32(flags0 ^ 0x12648cbe)) ^ 0x2e91bd1c)) + 0x610956a9))...#2506bf4c3168 | 44=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ (mask32(u16_0 - (mask32((mask32(flags0 ^ 0x5acd2fa)) ^ 0x12648cbe)))))) - (mask32((mask32((mask32((mask32(flags0 ^ 0x5acd2fa)) ...#9226f937720a
292	vmop_292_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_1;u16_3	0xffff;0x628c34bc	2	mask32:6;&:2;|:6;^:2;+:5;-:3	1	1	u16_1,u16_3	state0 | flags0 + u16_1 - state0 | flags0 & u16_3 ^ state0 | flags0 + u16_1 - state0 | flags0 + 0x628c34bc	128=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 | flags0)) + (mask32(u16_1 - (mask32(state0 | flags0)))))))) + 0x628c34bc)) & 0xffff
295	vmop_295_plus0x5_state_mixed_slot_mba_stateful	algebraic_mba	state0;u16_2	0xffff;0x396ecbf2	2	mask32:1;&:1;|:1;-:2	1	0	u16_2	state0 | u16_2 - 0x396ecbf2	128=(mask32(u16_2 - 0x396ecbf2)) & 0xffff
297	vmop_297_plus0x3_state_add_const_slot_multi_path	algebraic_mba	b0;flags0;state0;u16_1	0x9f24ccb;0x283684b4;0x48220942;0x4a5a939a;0x6650e9bb;0x6b7f38b7	6	mask32:24;|:14;^:15;+:18;-:11	1	1	b0,u16_1	state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb - u16_1 - state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + b0 + state0 - 0x48220942 | flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x6b7f38b7 + flags0 + 0x283684b4 ^ 0x4a5a939a | 0x6650e9bb ^ 0x9f24ccb	90=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0 - 0x48220942)) | flags0)) ^ 0x6b7f38b7)))) + ...#1cd190d01d02 | 38=(mask32((mask32(u16_1 - (mask32((mask32((mask32((mask32(state0 - 0x48220942)) | (mask32((mask32(flags0 + 0x283684b4)) ^ 0x4a5a939a)))) ^ 0x6b7f38b7)) + (mask32((mask32(b0 + (mask32((mask32((mask32(state0...#7c8518f30604
299	vmop_299_minus0x7fe6_sampled_backedge_slot_unknown	dispatch_unknown	flags0;state0;u16_0;u16_2	0x742354d;0x1011ba33;0x2b7e7713;0x2ff05a2b;0x515f6307	5	&:14;|:2;^:1;+:8;-:4	1	1	u16_0,u16_2	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33	dispatch slot expression not recovered; use per-row target evidence when available
300	vmop_300_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x101;0x742354d;0x1011ba33;0x2b7e7713;0x2ff05a2b;0x515f6307	6	mask32:21;&:24;|:4;^:1;+:12;-:7	1	1	u16_0,u16_2	state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33 ^ u16_2 - state0 & 0x2b7e7713 & 0x515f6307 - u16_0 + state0 & 0x2b7e7713 & 0x515f6307 + flags0 & 0x742354d + 0x2ff05a2b | flags0 & 0x742354d + 0x2ff05a2b & 0x1011ba33	120=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + flags0)))) | (mask32(flags0 & 0x101...#c6f36fb6c762 | 8=(mask32(u16_2 - (mask32((mask32((mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)) - (mask32((mask32(u16_0 + (mask32((mask32(state0 & 0x2b7e7713)) & 0x515f6307)))) + (mask32((mask32(flags0 & 0x742354d)...#048ef6ca5a85
301	vmop_301_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_3	0xffff;0x2c0febdf	2	mask32:3;&:4;^:1;-:4	1	1	u16_3	state0 & flags0 ^ u16_3 - state0 & flags0 - 0x2c0febdf	128=(mask32((mask32(u16_3 - (mask32(state0 & flags0)))) - 0x2c0febdf)) & 0xffff
302	vmop_302_minus0x40_sampled_backedge_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
305	vmop_305_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_0	0xffff	1	mask32:1;&:2;+:2	1	0	u16_0	state0 & u16_0 + state0	128=(mask32(u16_0 + state0)) & 0xffff
308	vmop_308_plus0x20_exact_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
311	vmop_311_plus0xa_state_preserve_slot_multi_path	algebraic_mba	flags0;state0;u16_3	0xffff;0xa9f4228;0x1889c111;0x2b959efa;0x35e8abc1;0x3cae9026	6	mask32:9;&:1;|:6;^:4;+:3;-:13	1	1	u16_3	state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 - u16_3 ^ state0 - 0x1889c111 - flags0 - state0 - 0x1889c111 + 0x3cae9026 | 0x2b959efa | 0x35e8abc1 ^ 0xa9f4228	67=(mask32((mask32(u16_3 ^ (mask32((mask32(state0 - 0x1889c111)) - (mask32((mask32((mask32(flags0 - (mask32((mask32(state0 - 0x1889c111)) + 0x3cae9026)))) | 0x2b959efa)) | 0x35e8abc1)))))) ^ 0xa9f4228)) & 0xffff
313	vmop_313_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0x3764731;0x2d0c0392;0x2f39160a;0x344abbda;0x35363d0a;0x40989976;0x52bb641c;0x6ecf352a;0x7af00ac1	9	mask32:16;&:2;|:23;^:25;+:25;-:39	1	1	u16_2	state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ u16_2 + state0 - flags0 + 0x40989976 | 0x2f39160a ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a | 0x6ecf352a & flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a - 0x344abbda ^ flags0 - state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x7af00ac1 ^ state0 - flags0 + 0x40989976 | 0x2f39160a ^ 0x3764731 - state0 - flags0 + 0x40989976 | 0x2f39160a + 0x52bb641c - 0x2d0c0392 ^ 0x35363d0a	4=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32((mask32(state0 - (mask32(flags0 + 0x40989976)))) | 0x2f39160a)) ^ (mask32((mask32((mask32((mask32(flags0 - (mask32((mask32((mask32(state0 - (mask32...#4e261addcdf9
314	vmop_314_plus0xa_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_8	0xffff;0x477d7abb;0x5861bc11	3	mask32:5;&:1;^:2;+:3;-:3	1	0	u16_8	state0 - u32_0 ^ state0 + 0x477d7abb	1=(mask32((mask32(u16_8 + (mask32((mask32(state0 - (mask32(u32_0 ^ state0)))) + 0x477d7abb)))) - 0x5861bc11)) & 0xffff
315	vmop_315_plus0x4_state_mixed_slot_mba_stateful	algebraic_mba	flags0;state0;u16_2	0xffff;0x19140c1b;0x25ede89c;0x285c750c;0x42c7f071;0x7562ddb5	6	mask32:1;&:2;|:1;^:5;-:1	1	1	u16_2	state0 & 0x7562ddb5 ^ 0x25ede89c - 0x19140c1b ^ flags0 ^ 0x285c750c | u16_2 ^ 0x42c7f071	128=(mask32(u16_2 ^ 0x42c7f071)) & 0xffff
316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
317	vmop_317_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x19a77ba;0x12461866;0x189c9c80;0x18e7b255;0x2d8e67e2;0x4373d071;0x501e3e6c	7	mask32:26;&:23;|:10;^:25;+:25;-:24	1	1	u16_0,u16_2	state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + u16_0 - state0 - flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ u16_2 + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 & 0x19a77ba + flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 | 0x501e3e6c ^ flags0 + 0x189c9c80 - 0x4373d071 ^ 0x12461866 & 0x2d8e67e2 + 0x18e7b255	47=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) | flags0)) ^ (mask32(u16_2 + flags0)))) & (mask32(flags0 & 0x19a77ba)))) + flags0)) | flags0)) ^ ...#8b0ee047c830 | 12=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 - (mask32((mask32((mask32((mask32(flags0 + 0x189c9c80)) - 0x4373d071)) ^ 0x12461866)) & 0x2d8e67e2)))) | (ma...#3585223c3e71
319	vmop_319_plus0x5_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0x27c134ad;0x2ba77993;0x4fa9822e;0x55d6ffe2;0x5ed258f1;0x655e4f3b;0x6be63b72;0x7f20b820	8	mask32:25;&:13;|:22;^:16;+:16	1	1	u16_2	state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + u16_2 + state0 & flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e | 0x5ed258f1 | flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e ^ flags0 | 0x6be63b72 ^ 0x55d6ffe2 ^ 0x655e4f3b | 0x27c134ad & state0 + 0x4fa9822e + 0x2ba77993 + 0x7f20b820	72=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32(flags0 & (mask32(state0 + 0x4fa9822e)))))) ^ (mask32((mask32(f...#8770af8af8ff | 56=(mask32((mask32(u16_2 + (mask32((mask32((mask32((mask32(state0 & (mask32((mask32((mask32(flags0 | 0x6be63b72)) ^ 0x55d6ffe2)) & (mask32(state0 + 0x4fa9822e)))))) | 0x5ed258f1)) | (mask32((mask32((mask32(...#4c66f61318cf
320	vmop_320_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_3	0xffff;0x7e143884	2	mask32:4;&:3;-:5	1	1	u16_3	state0 & flags0 - flags0 - 0x7e143884	128=(mask32(u16_3 - (mask32((mask32((mask32(state0 & flags0)) - flags0)) - 0x7e143884)))) & 0xffff
321	vmop_321_plus0xd_state_preserve_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x2d680d90;0x69cbe1a0;0x7ba65dc4	4	mask32:6;&:2;|:3;^:3;+:8;-:2	1	1	u16_0,u16_2	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	19=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff
322	vmop_322_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0xffff;0x2d680d90;0x69cbe1a0;0x7ba65dc4	4	mask32:6;&:2;|:3;^:3;+:8;-:2	1	1	u16_0,u16_2	state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 & u16_2 - state0 + u16_0 ^ flags0 | 0x2d680d90 + 0x69cbe1a0 + 0x7ba65dc4	128=(mask32((mask32(u16_2 - (mask32((mask32((mask32(state0 + (mask32(u16_0 ^ flags0)))) | 0x2d680d90)) + 0x69cbe1a0)))) + 0x7ba65dc4)) & 0xffff
326	vmop_326_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_1	0xffff;0x50d4eebe	2	mask32:1;&:2;^:2;+:1	1	1	u16_1	state0 & flags0 + u16_1 ^ 0x50d4eebe	31=(mask32(u16_1 ^ 0x50d4eebe)) & 0xffff
331	vmop_331_plus0x3_state_formula_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0x35a6d51;0x1f891278;0x3eb8b067;0x47dd4277;0x6859cefd	6	mask32:9;&:7;|:3;^:3;+:10;-:4	1	1	u16_0	state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 + u16_0 - state0 & 0x3eb8b067 + flags0 & flags0 ^ 0x1f891278 + flags0 + 0x6859cefd | 0x47dd4277 - 0x35a6d51	5=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32((mask32(state0 & 0x3eb8b067)) + flags0)) & (mask32(flags0 ^ 0x1f891278)))) + flags0)) + 0x6859cefd)) | 0x47dd4277)))) - 0x35a6d51)) & 0xffff
332	vmop_332_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_2	0x149316fa;0x23cebdbc;0x2f0ca7d2;0x30661b97;0x42097e5d;0x57d9fe65	6	mask32:14;&:25;|:26;^:9;+:5;-:6	1	1	u16_2	state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 ^ u16_2 ^ state0 | 0x30661b97 & 0x57d9fe65 | flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 & flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x149316fa + flags0 & state0 | 0x2f0ca7d2 & state0 | 0x30661b97 - 0x23cebdbc ^ state0 | 0x30661b97 & 0x57d9fe65 + 0x42097e5d	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32((mask32((mask32(state0 | 0x30661b97)) & 0x57d9fe65)) | (mask32((mask32((mask32(flags0 & (mask32(state0 | 0x2f0ca7d2)))) & (mask32((mask32(state0 | ...#6b21d34199eb
333	vmop_333_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0x71;0x37ccc6ea;0x569ecec3;0x61e56767;0x71cc1ee8	5	mask32:11;&:3;|:8;^:12;+:4;-:5	1	1	u16_0	state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3 + u16_0 - state0 ^ flags0 ^ state0 | 0x37ccc6ea - 0x61e56767 & flags0 ^ state0 + flags0 ^ state0 | 0x71cc1ee8 | 0x569ecec3	128=(mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ (mask32((mask32(flags0 ^ state0)) | 0x37ccc6ea)))) - 0x61e56767)) & (mask32(flags0 ^ state0)))) + (mask32((mask32(flags0 ^ state0)) | 0x71...#3558817d6cd6
334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	dispatch_unknown	state0		0	-:1	1	0		state0	dispatch slot expression not recovered; use per-row target evidence when available
336	vmop_336_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_2	0xffff;0x114009e8	2	mask32:1;&:2;^:2	1	0	u16_2	state0 & u16_2 ^ 0x114009e8	33=(mask32(u16_2 ^ 0x114009e8)) & 0xffff
337	vmop_337_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0xe04b834;0x2051de91;0x2060ddea;0x3de72107;0x51d7631a;0x61f749a7	6	mask32:24;&:6;|:4;^:5;+:21;-:12	1	1	u16_0,u16_2	state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 | u16_0 + state0 - flags0 - u16_2 + state0 - flags0 + flags0 + 0x2051de91 & flags0 + 0x61f749a7 | 0x51d7631a ^ flags0 + 0x61f749a7 ^ 0x3de72107 & 0xe04b834 ^ 0x2060ddea	85=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7))...#70dcd015f490 | 43=(mask32((mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32(state0 - flags0)) - (mask32((mask32(u16_2 + (mask32(state0 - flags0)))) + flags0)))) + 0x2051de91)) & (mask32(flags0 + 0x61f749a7))...#cdd3e2f1e474
338	vmop_338_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	state0;u16_0	0xffff;0x4bf8be0c	2	mask32:2;&:1;-:5	1	0	u16_0	state0 - u16_0 - state0 - 0x4bf8be0c	128=(mask32((mask32(u16_0 - state0)) - 0x4bf8be0c)) & 0xffff
340	vmop_340_plus0x4_state_add_const_slot_multi_path	algebraic_mba	state0;u16_0;u16_2	0xffff;0x9097995;0x2b2e5a26;0x7535dd25	4	mask32:5;&:1;|:3;^:3;+:4;-:4	1	0	u16_0,u16_2	state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 - u16_0 + state0 - 0x2b2e5a26 ^ 0x7535dd25 | u16_2 + 0x9097995	128=(mask32((mask32(u16_0 + (mask32((mask32((mask32(state0 - 0x2b2e5a26)) ^ 0x7535dd25)) | u16_2)))) + 0x9097995)) & 0xffff
345	vmop_345_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	flags0;state0;u16_0	0xffff	1	mask32:4;&:1;^:3;+:9	1	1	u16_0	state0 + u32_2 ^ state0 + flags0 + u16_0 + state0 + u32_2 ^ state0 + flags0	128=(mask32(u16_0 + (mask32(state0 + (mask32((mask32(u32_2 ^ state0)) + flags0)))))) & 0xffff
346	vmop_346_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0	0xffff;0x3f5501a6;0x3f746ab3;0x45fbcef1;0x7f7eb061	5	mask32:10;&:2;|:1;^:12;+:2	1	1	u16_0	state0 ^ flags0 ^ 0x3f746ab3 ^ 0x3f5501a6 ^ 0x45fbcef1	74=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(flags0 ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff | 54=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32((mask32((mask32(flags0 ^ 0x3f746ab3)) ^ 0x3f5501a6)) ^ 0x45fbcef1)))))) + 0x7f7eb061)) & 0xffff
347	vmop_347_plus0x4_state_add_const_slot_multi_path	algebraic_mba	flags0;state0;u16_0;u16_2	0x10871fd8;0x1a7ef2ae;0x2efc96c5;0x45223942;0x5cf483c7;0x6630614f;0x6fa972f0;0x7bd54e39	8	mask32:30;&:11;|:52;^:23;+:38;-:2	1	1	u16_0,u16_2	state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 & flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 + u16_2 + flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 - flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 | 0x6630614f ^ 0x1a7ef2ae | state0 | flags0 + 0x6fa972f0 | flags0 ^ state0 | flags0 + 0x6fa972f0 & 0x45223942 + state0 | flags0 + 0x6fa972f0 | 0x2efc96c5 ^ 0x5cf483c7 ^ 0x7bd54e39 - 0x10871fd8	92=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))...#ff65f5013123 | 36=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))) | (mask32((mask32(flags0 ^ (mask32((mask32(state0 | (mask32(flags0 + 0x6fa972f0)))...#65eb4914bbdc
