ref_index	program	site	value	string_vaddr	section_name	match_class	text	context_status	distance_bytes	row_start	row_end	source_block	source_entry	opcode_name	row_kind	bytes	state_kind	dispatch_slot_kind	target	delta	semantic_ir	opcode_state_preview	opcode_dispatch_preview	prev_ops	next_ops
20	048	0x334ca6	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x334c7b	0x334cab	28@0x334a3d-0x337115+0x23e	145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_long_or_sparse	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x334c6d:vmop_185_plus0x3_state_add_const_slot_multi_path->345@0xc02e4:15 || 0x334c70:vmop_345_plus0x6_state_add_const_slot_mba_stateful->52@0x833c7:15 || 0x334c76:vmop_052_plus0x5_state_add_const_slot_mba_stateful->145@0x95b5c:15	0x334c91:vmop_215_plus0x3_state_mixed_slot_u16_0->43@0x8173d:14 || 0x334c94:vmop_043_plus0x4_state_add_const_slot_mba_stateful->64@0x85059:14 || 0x334c98:vmop_064_plus0x4_state_add_const_slot_multi_path->0@0x78561:14
21	048	0x336b3c	0x5f06e0	0x5f06db	.rodata	string_interior	long double	exact_row	0	0x336b3c	0x336b3f	28@0x334a3d-0x337115+0x20ff	28	vmop_028_plus0x3_state_add_const_slot_u16_0	exact_instruction	e0065f	state_add_const	slot_u16_0	220@0xa522e:1	+0x3	next = 220@0xa522e:1, ip += +0x3; dispatch_model=static_100; state=state_add_const	state0 | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a | flags0 ^ state0 | 0xb9ad02a & 0x3fb85e48 - state0 ^ 0x6e3e6f1a + 0x43078fb1 & 0x282416bb...#12f	128=u16_0 & 0xffff	0x336b2f:vmop_048_plus0x5_state_add_const_slot_multi_path->30@0x7e849:1 || 0x336b34:vmop_030_plus0x4_state_add_const_slot_multi_path->291@0xb4edd:1 || 0x336b38:vmop_291_plus0x4_state_add_const_slot_multi_path->28@0x7e390:1	0x336b3f:vmop_220_plus0x5_state_add_const_slot_multi_path->352@0xc1ec4:1 || 0x336b44:vmop_352_plus0x2_state_add_const_slot_mba_stateful->354@0xc2241:1 || 0x336b46:vmop_354_plus0x2_state_const_post_slot_const_or_affine->215@0xa4609:1
22	052	0x33b7f2	0x58b465	0x58b450	.rodata	string_interior	dropping unexpected ChangeCipherSpec	exact_row	0	0x33b7f2	0x33b7f5	30@0x33b647-0x33d2df+0x1ab	66	vmop_066_plus0x3_state_add_const_slot_multi_path	exact_instruction	65b458	state_add_const	slot_multi_path	301@0xb708d:1	+0x3	next = 301@0xb708d:1, ip += +0x3; dispatch_model=static_100; state=state_add_const	state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 ^ u16_0 - state0 & 0x2f6cb1f6 - b2 ^ stat...#108	99=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2...#12f	0x33b7e6:vmop_332_plus0x4_state_add_const_slot_multi_path->180@0x9cf32:1 || 0x33b7ea:vmop_180_plus0x4_state_mixed_slot_mba_stateful->340@0xbf435:1 || 0x33b7ee:vmop_340_plus0x4_state_add_const_slot_multi_path->66@0x855ff:1	0x33b7f5:vmop_301_plus0x5_state_add_const_slot_mba_stateful->256@0xad849:1 || 0x33b7fa:vmop_256_plus0x2_state_add_const_slot_multi_path->66@0x855ff:1 || 0x33b7fc:vmop_066_plus0x3_state_add_const_slot_multi_path->114@0x90319:1
23	052	0x33c3d4	0x42b8	0x42af	.dynstr	string_interior	GLIBC_2.17	exact_row	0	0x33be94	0x33c5b8	30@0x33b647-0x33d2df+0x84d	246	vmop_246_plus0x78_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000240700003d0100	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x724	next = table[171], ip += 0x724	state0		0x33be84:vmop_239_plus0x6_state_add_const_slot_mba_stateful->105@0x8e6b4:5 || 0x33be8a:vmop_105_plus0x5_state_add_const_slot_u16_2->122@0x9170d:5 || 0x33be8f:vmop_122_plus0x5_state_add_const_slot_mba_stateful->246@0xab427:5	0x33bea5:vmop_199_plus0x3_state_add_const_slot_multi_path->254@0xad32c:4 || 0x33bea8:vmop_254_plus0x4_state_add_const_slot_mba_stateful->183@0x9d495:4 || 0x33beac:vmop_183_plus0x4_state_add_const_slot_mba_stateful->189@0x9e7af:4
24	055	0x33f6e3	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x33f6e0	0x33f710	32@0x33f278-0x345572+0x468	334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x33f6d3:vmop_196_plus0x4_state_add_const_slot_multi_path->347@0xc088d:6 || 0x33f6d7:vmop_347_plus0x4_state_add_const_slot_multi_path->52@0x833c7:6 || 0x33f6db:vmop_052_plus0x5_state_add_const_slot_mba_stateful->334@0xbdd18:6	0x33f6f6:vmop_258_plus0x4_state_add_const_slot_multi_path->215@0xa4609:5 || 0x33f6fa:vmop_215_plus0x3_state_mixed_slot_u16_0->196@0x9fbcd:5 || 0x33f6fd:vmop_196_plus0x4_state_add_const_slot_multi_path->187@0x9e07d:5
25	055	0x33f70b	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x33f6e0	0x33f710	32@0x33f278-0x345572+0x468	334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x33f6d3:vmop_196_plus0x4_state_add_const_slot_multi_path->347@0xc088d:6 || 0x33f6d7:vmop_347_plus0x4_state_add_const_slot_multi_path->52@0x833c7:6 || 0x33f6db:vmop_052_plus0x5_state_add_const_slot_mba_stateful->334@0xbdd18:6	0x33f6f6:vmop_258_plus0x4_state_add_const_slot_multi_path->215@0xa4609:5 || 0x33f6fa:vmop_215_plus0x3_state_mixed_slot_u16_0->196@0x9fbcd:5 || 0x33f6fd:vmop_196_plus0x4_state_add_const_slot_multi_path->187@0x9e07d:5
26	055	0x33f7c5	0x5ed1e8	0x5ed1e0	.rodata	string_interior	NSt7__cxx118time_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEEE	exact_row	0	0x33f7c2	0x33f7c6	32@0x33f278-0x345572+0x54a	189	vmop_189_plus0x4_state_add_const_slot_mba_stateful	exact_instruction	789d54e8	state_add_const	slot_mba_stateful	124@0x91e81:1	+0x4	next = 124@0x91e81:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	state0 & 0x160e4f34 + u16_2 + state0 & 0x160e4f34 ^ 0x2a1ce984	128=(mask32((mask32(u16_2 + (mask32(state0 & 0x160e4f34)))) ^ 0x2a1ce984)) & 0xffff	0x33f7b8:vmop_079_plus0x5_state_add_const_slot_multi_path->108@0x8f24b:1 || 0x33f7bd:vmop_108_plus0x2_state_add_const_slot_mba_stateful->18@0x7be9b:1 || 0x33f7bf:vmop_018_plus0x3_state_add_const_slot_multi_path->189@0x9e7af:1	0x33f7c6:vmop_124_plus0x6_state_add_const_slot_multi_path->172@0x9b68a:1 || 0x33f7cc:vmop_172_plus0x4_state_add_const_slot_mba_stateful->37@0x80685:1 || 0x33f7d0:vmop_037_plus0x5_state_add_const_slot_mba_stateful->108@0x8f24b:1
27	055	0x340196	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x340193	0x3401c3	32@0x33f278-0x345572+0xf1b	210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x340186:vmop_172_plus0x4_state_add_const_slot_mba_stateful->189@0x9e7af:11 || 0x34018a:vmop_189_plus0x4_state_add_const_slot_mba_stateful->122@0x9170d:11 || 0x34018e:vmop_122_plus0x5_state_add_const_slot_mba_stateful->210@0xa2da3:11	0x3401a9:vmop_185_plus0x3_state_add_const_slot_multi_path->347@0xc088d:10 || 0x3401ac:vmop_347_plus0x4_state_add_const_slot_multi_path->43@0x8173d:10 || 0x3401b0:vmop_043_plus0x4_state_add_const_slot_mba_stateful->0@0x78561:10
28	055	0x3401be	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x340193	0x3401c3	32@0x33f278-0x345572+0xf1b	210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x340186:vmop_172_plus0x4_state_add_const_slot_mba_stateful->189@0x9e7af:11 || 0x34018a:vmop_189_plus0x4_state_add_const_slot_mba_stateful->122@0x9170d:11 || 0x34018e:vmop_122_plus0x5_state_add_const_slot_mba_stateful->210@0xa2da3:11	0x3401a9:vmop_185_plus0x3_state_add_const_slot_multi_path->347@0xc088d:10 || 0x3401ac:vmop_347_plus0x4_state_add_const_slot_multi_path->43@0x8173d:10 || 0x3401b0:vmop_043_plus0x4_state_add_const_slot_mba_stateful->0@0x78561:10
29	055	0x3403f3	0x58a87e	0x58a868	.rodata	string_interior	/home/richard/code/mbedtls/library/ssl_tls.c	exact_row	0	0x3403f1	0x3403f4	32@0x33f278-0x345572+0x1179	66	vmop_066_plus0x3_state_add_const_slot_multi_path	exact_instruction	5dbc7e	state_add_const	slot_multi_path	37@0x80685:3	+0x3	next = 37@0x80685:3, ip += +0x3; dispatch_model=static_100; state=state_add_const	state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 ^ u16_0 - state0 & 0x2f6cb1f6 - b2 ^ stat...#108	99=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2...#12f	0x3403e3:vmop_200_plus0x6_state_add_const_slot_const_or_affine->258@0xadf2c:3 || 0x3403e9:vmop_258_plus0x4_state_add_const_slot_multi_path->157@0x98a9a:3 || 0x3403ed:vmop_157_plus0x4_state_add_const_slot_multi_path->66@0x855ff:3	0x3403f4:vmop_037_plus0x5_state_add_const_slot_mba_stateful->108@0x8f24b:3 || 0x3403f9:vmop_108_plus0x2_state_add_const_slot_mba_stateful->196@0x9fbcd:3 || 0x3403fb:vmop_196_plus0x4_state_add_const_slot_multi_path->18@0x7be9b:3
30	055	0x3408e1	0x3386	0x3381	.dynstr	string_interior	pthread_cond_timedwait	exact_row	0	0x3406cb	0x340953	32@0x33f278-0x345572+0x1453	316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	long_branch_forward	62010000880200003d0100	sampled_backedge	slot_unknown	354@0xc2241	+0x288	next = table[354], ip += 0x288	state0		0x3406bf:vmop_092_plus0x4_state_add_const_slot_multi_path->215@0xa4609:3 || 0x3406c3:vmop_215_plus0x3_state_mixed_slot_u16_0->122@0x9170d:3 || 0x3406c6:vmop_122_plus0x5_state_add_const_slot_mba_stateful->316@0xb987b:3	0x3406dc:vmop_297_plus0x3_state_add_const_slot_multi_path->260@0xae90b:2 || 0x3406df:vmop_260_plus0x4_state_add_const_slot_multi_path->91@0x8b6de:2 || 0x3406e3:vmop_091_plus0x4_state_add_const_slot_mba_stateful->196@0x9fbcd:2
31	055	0x340f1e	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x340f1b	0x340f4b	32@0x33f278-0x345572+0x1ca3	75	vmop_075_minus0x6d_sampled_backedge_slot_unknown	long_branch_forward	a5000000300000003d0122	sampled_backedge	slot_unknown	165@0x9a24c	+0x30	next = table[165], ip += 0x30	state0		0x340f0d:vmop_028_plus0x3_state_add_const_slot_u16_0->345@0xc02e4:18 || 0x340f10:vmop_345_plus0x6_state_add_const_slot_mba_stateful->52@0x833c7:18 || 0x340f16:vmop_052_plus0x5_state_add_const_slot_mba_stateful->75@0x873fc:18	0x340f31:vmop_168_plus0x4_state_add_const_slot_multi_path->28@0x7e390:17 || 0x340f35:vmop_028_plus0x3_state_add_const_slot_u16_0->337@0xbec0e:17 || 0x340f38:vmop_337_plus0x4_state_add_const_slot_multi_path->251@0xacbc5:17
32	055	0x340f46	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x340f1b	0x340f4b	32@0x33f278-0x345572+0x1ca3	75	vmop_075_minus0x6d_sampled_backedge_slot_unknown	long_branch_forward	a5000000300000003d0122	sampled_backedge	slot_unknown	165@0x9a24c	+0x30	next = table[165], ip += 0x30	state0		0x340f0d:vmop_028_plus0x3_state_add_const_slot_u16_0->345@0xc02e4:18 || 0x340f10:vmop_345_plus0x6_state_add_const_slot_mba_stateful->52@0x833c7:18 || 0x340f16:vmop_052_plus0x5_state_add_const_slot_mba_stateful->75@0x873fc:18	0x340f31:vmop_168_plus0x4_state_add_const_slot_multi_path->28@0x7e390:17 || 0x340f35:vmop_028_plus0x3_state_add_const_slot_u16_0->337@0xbec0e:17 || 0x340f38:vmop_337_plus0x4_state_add_const_slot_multi_path->251@0xacbc5:17
33	055	0x341a48	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x341a45	0x341a75	32@0x33f278-0x345572+0x27cd	145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_long_or_sparse	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x341a38:vmop_172_plus0x4_state_add_const_slot_mba_stateful->189@0x9e7af:11 || 0x341a3c:vmop_189_plus0x4_state_add_const_slot_mba_stateful->122@0x9170d:11 || 0x341a40:vmop_122_plus0x5_state_add_const_slot_mba_stateful->145@0x95b5c:11	0x341a5b:vmop_189_plus0x4_state_add_const_slot_mba_stateful->66@0x855ff:10 || 0x341a5f:vmop_066_plus0x3_state_add_const_slot_multi_path->203@0xa1484:10 || 0x341a62:vmop_203_plus0x4_state_add_const_slot_mba_stateful->290@0xb4c00:10
34	055	0x341a70	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x341a45	0x341a75	32@0x33f278-0x345572+0x27cd	145	vmop_145_plus0x139_sampled_long_or_sparse_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_long_or_sparse	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x341a38:vmop_172_plus0x4_state_add_const_slot_mba_stateful->189@0x9e7af:11 || 0x341a3c:vmop_189_plus0x4_state_add_const_slot_mba_stateful->122@0x9170d:11 || 0x341a40:vmop_122_plus0x5_state_add_const_slot_mba_stateful->145@0x95b5c:11	0x341a5b:vmop_189_plus0x4_state_add_const_slot_mba_stateful->66@0x855ff:10 || 0x341a5f:vmop_066_plus0x3_state_add_const_slot_multi_path->203@0xa1484:10 || 0x341a62:vmop_203_plus0x4_state_add_const_slot_mba_stateful->290@0xb4c00:10
35	055	0x34230a	0x33e3	0x33dc	.dynstr	string_interior	pthread_mutex_destroy	exact_row	0	0x342309	0x34230d	32@0x33f278-0x345572+0x3091	172	vmop_172_plus0x4_state_add_const_slot_mba_stateful	exact_instruction	08e33300	state_add_const	slot_mba_stateful	320@0xbada5:1	+0x4	next = 320@0xbada5:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff	0x3422fc:vmop_239_plus0x6_state_add_const_slot_mba_stateful->340@0xbf435:1 || 0x342302:vmop_340_plus0x4_state_add_const_slot_multi_path->199@0xa0631:1 || 0x342306:vmop_199_plus0x3_state_add_const_slot_multi_path->172@0x9b68a:1	0x34230d:vmop_320_plus0x5_state_add_const_slot_mba_stateful->257@0xadbfd:1 || 0x342312:vmop_257_plus0x2_state_add_const_slot_multi_path->260@0xae90b:1 || 0x342314:vmop_260_plus0x4_state_add_const_slot_multi_path->281@0xb2db6:1
36	055	0x3427d0	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x3427cd	0x3427fd	32@0x33f278-0x345572+0x3555	210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x3427bf:vmop_140_plus0x6_state_add_const_slot_multi_path->28@0x7e390:19 || 0x3427c5:vmop_028_plus0x3_state_add_const_slot_u16_0->52@0x833c7:19 || 0x3427c8:vmop_052_plus0x5_state_add_const_slot_mba_stateful->210@0xa2da3:19	0x3427e3:vmop_157_plus0x4_state_add_const_slot_multi_path->340@0xbf435:18 || 0x3427e7:vmop_340_plus0x4_state_add_const_slot_multi_path->215@0xa4609:18 || 0x3427eb:vmop_215_plus0x3_state_mixed_slot_u16_0->326@0xbc06d:18
37	055	0x3427f8	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x3427cd	0x3427fd	32@0x33f278-0x345572+0x3555	210	vmop_210_plus0x30_sampled_long_or_sparse_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_long_or_sparse	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x3427bf:vmop_140_plus0x6_state_add_const_slot_multi_path->28@0x7e390:19 || 0x3427c5:vmop_028_plus0x3_state_add_const_slot_u16_0->52@0x833c7:19 || 0x3427c8:vmop_052_plus0x5_state_add_const_slot_mba_stateful->210@0xa2da3:19	0x3427e3:vmop_157_plus0x4_state_add_const_slot_multi_path->340@0xbf435:18 || 0x3427e7:vmop_340_plus0x4_state_add_const_slot_multi_path->215@0xa4609:18 || 0x3427eb:vmop_215_plus0x3_state_mixed_slot_u16_0->326@0xbc06d:18
38	055	0x343f0f	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x343f0c	0x343f3c	32@0x33f278-0x345572+0x4c94	316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_backedge	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x343f00:vmop_189_plus0x4_state_add_const_slot_mba_stateful->297@0xb64d7:11 || 0x343f04:vmop_297_plus0x3_state_add_const_slot_multi_path->122@0x9170d:11 || 0x343f07:vmop_122_plus0x5_state_add_const_slot_mba_stateful->316@0xb987b:11	0x343f22:vmop_199_plus0x3_state_add_const_slot_multi_path->43@0x8173d:10 || 0x343f25:vmop_043_plus0x4_state_add_const_slot_mba_stateful->114@0x90319:10 || 0x343f29:vmop_114_plus0x4_state_add_const_slot_multi_path->290@0xb4c00:10
39	055	0x343f37	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x343f0c	0x343f3c	32@0x33f278-0x345572+0x4c94	316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_backedge	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x343f00:vmop_189_plus0x4_state_add_const_slot_mba_stateful->297@0xb64d7:11 || 0x343f04:vmop_297_plus0x3_state_add_const_slot_multi_path->122@0x9170d:11 || 0x343f07:vmop_122_plus0x5_state_add_const_slot_mba_stateful->316@0xb987b:11	0x343f22:vmop_199_plus0x3_state_add_const_slot_multi_path->43@0x8173d:10 || 0x343f25:vmop_043_plus0x4_state_add_const_slot_mba_stateful->114@0x90319:10 || 0x343f29:vmop_114_plus0x4_state_add_const_slot_multi_path->290@0xb4c00:10
40	055	0x34448e	0x332d	0x332b	.dynstr	string_interior	uname	exact_row	0	0x34448d	0x344491	32@0x33f278-0x345572+0x5215	172	vmop_172_plus0x4_state_add_const_slot_mba_stateful	exact_instruction	0a2d3300	state_add_const	slot_mba_stateful	320@0xbada5:1	+0x4	next = 320@0xbada5:1, ip += +0x4; dispatch_model=static_100	state0 ^ 0x7070916c - 0x6ecee241 + u16_0 ^ state0 ^ 0x7070916c - 0x6ecee241 ^ flags0 ^ 0x15bf847f & state0 | 0x3eba9edf | u16_2 ^ 0x715f0a33	128=(mask32(u16_2 ^ 0x715f0a33)) & 0xffff	0x344480:vmop_064_plus0x4_state_add_const_slot_multi_path->140@0x94e5a:1 || 0x344484:vmop_140_plus0x6_state_add_const_slot_multi_path->18@0x7be9b:1 || 0x34448a:vmop_018_plus0x3_state_add_const_slot_multi_path->172@0x9b68a:1	0x344491:vmop_320_plus0x5_state_add_const_slot_mba_stateful->108@0x8f24b:1 || 0x344496:vmop_108_plus0x2_state_add_const_slot_mba_stateful->337@0xbec0e:1 || 0x344498:vmop_337_plus0x4_state_add_const_slot_multi_path->215@0xa4609:1
41	059	0x367607	0x59200e	0x591ff0	.rodata	string_interior	QmK3TAsJm8V/J5AWpLEV6jAFgRGymGGHnof0DXzVWZidrcZJWTNuGEX90nB3ee2w	exact_row	0	0x367605	0x367608	34@0x3674c3-0x36a0bc+0x142	199	vmop_199_plus0x3_state_add_const_slot_multi_path	exact_instruction	53420e	state_add_const	slot_multi_path	83@0x8947b:1	+0x3	next = 83@0x8947b:1, ip += +0x3; dispatch_model=static_100	state0 + b2 + flags0 ^ 0x7353b039 - 0x24d1328a ^ 0x7e708197 & 0x20d5418 + flags0 ^ 0x7353b039 - 0x24d1328a	106=(mask32((mask32(u16_0 ^ (mask32((mask32((mask32((mask32(state0 + (mask32(b2 + flags0)))) ^ 0x7e708197)) & 0x20d5418)) + flags0)))) + 0x3030bb89)) & 0xffff | 2...#12f	0x3675f6:vmop_239_plus0x6_state_add_const_slot_mba_stateful->282@0xb3128:1 || 0x3675fc:vmop_282_plus0x5_state_add_const_slot_multi_path->349@0xc140b:1 || 0x367601:vmop_349_plus0x4_state_add_const_slot_u16_2->199@0xa0631:1	0x367608:vmop_083_plus0x5_state_add_const_slot_multi_path->173@0x9ba74:1 || 0x36760d:vmop_173_plus0x2_state_add_const_slot_multi_path->300@0xb6c36:1 || 0x36760f:vmop_300_plus0x4_state_add_const_slot_multi_path->183@0x9d495:1
42	059	0x367700	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x3676fd	0x36772d	34@0x3674c3-0x36a0bc+0x23a	334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_long_or_sparse	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x3676f1:vmop_157_plus0x4_state_add_const_slot_multi_path->199@0xa0631:40 || 0x3676f5:vmop_199_plus0x3_state_add_const_slot_multi_path->52@0x833c7:40 || 0x3676f8:vmop_052_plus0x5_state_add_const_slot_mba_stateful->334@0xbdd18:40	0x367713:vmop_114_plus0x4_state_add_const_slot_multi_path->297@0xb64d7:39 || 0x367717:vmop_297_plus0x3_state_add_const_slot_multi_path->168@0x9aa83:39 || 0x36771a:vmop_168_plus0x4_state_add_const_slot_multi_path->326@0xbc06d:39
43	059	0x367728	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x3676fd	0x36772d	34@0x3674c3-0x36a0bc+0x23a	334	vmop_334_plus0x2a5_sampled_long_or_sparse_slot_unknown	long_branch_forward	62010000300000003d0122	sampled_long_or_sparse	slot_unknown	354@0xc2241	+0x30	next = table[354], ip += 0x30	state0		0x3676f1:vmop_157_plus0x4_state_add_const_slot_multi_path->199@0xa0631:40 || 0x3676f5:vmop_199_plus0x3_state_add_const_slot_multi_path->52@0x833c7:40 || 0x3676f8:vmop_052_plus0x5_state_add_const_slot_mba_stateful->334@0xbdd18:40	0x367713:vmop_114_plus0x4_state_add_const_slot_multi_path->297@0xb64d7:39 || 0x367717:vmop_297_plus0x3_state_add_const_slot_multi_path->168@0x9aa83:39 || 0x36771a:vmop_168_plus0x4_state_add_const_slot_multi_path->326@0xbc06d:39
44	059	0x367ee7	0x583fa6	0x583f97	.rodata	string_interior	basic_string::_S_construct null not valid	exact_row	0	0x367ee5	0x367ee9	34@0x3674c3-0x36a0bc+0xa22	350	vmop_350_plus0x4_state_add_const_slot_mba_stateful	exact_instruction	229ea63f	state_add_const	slot_mba_stateful	91@0x8b6de:1	+0x4	next = 91@0x8b6de:1, ip += +0x4; dispatch_model=static_100	state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270f & u16_0 ^ state0 + 0x5c4fb994 - 0x33be5a8b ^ flags0 & state0 + 0x5c4fb994 + 0x261f270...#12f	128=(mask32((mask32(u16_2 ^ (mask32((mask32((mask32((mask32(state0 + 0x5c4fb994)) - 0x33be5a8b)) ^ (mask32(flags0 & (mask32((mask32(state0 + 0x5c4fb994)) + 0x261f...#df	0x367eda:vmop_079_plus0x5_state_add_const_slot_multi_path->160@0x994cf:1 || 0x367edf:vmop_160_plus0x2_state_const_post_slot_multi_path->168@0x9aa83:1 || 0x367ee1:vmop_168_plus0x4_state_add_const_slot_multi_path->350@0xc1926:1	0x367ee9:vmop_091_plus0x4_state_add_const_slot_mba_stateful->18@0x7be9b:1 || 0x367eed:vmop_018_plus0x3_state_add_const_slot_multi_path->114@0x90319:1 || 0x367ef0:vmop_114_plus0x4_state_add_const_slot_multi_path->269@0xb045b:1
45	061	0x36b361	0x3000	0x2ff2	.dynstr	string_interior	_ITM_registerTMCloneTable	exact_row	0	0x36b35e	0x36b38e	35@0x36b124-0x36db0d+0x23a	316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_backedge	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x36b34f:vmop_168_plus0x4_state_add_const_slot_multi_path->345@0xc02e4:42 || 0x36b353:vmop_345_plus0x6_state_add_const_slot_mba_stateful->52@0x833c7:42 || 0x36b359:vmop_052_plus0x5_state_add_const_slot_mba_stateful->316@0xb987b:42	0x36b374:vmop_196_plus0x4_state_add_const_slot_multi_path->258@0xadf2c:41 || 0x36b378:vmop_258_plus0x4_state_add_const_slot_multi_path->185@0x9d964:41 || 0x36b37c:vmop_185_plus0x3_state_add_const_slot_multi_path->0@0x78561:41
46	061	0x36b389	0x4000	0x3ff6	.dynstr	string_interior	__freelocale	exact_row	0	0x36b35e	0x36b38e	35@0x36b124-0x36db0d+0x23a	316	vmop_316_minus0x3c4_sampled_backedge_slot_unknown	long_branch_forward	ab000000300000003d0122	sampled_backedge	slot_unknown	171@0x9b4b3	+0x30	next = table[171], ip += 0x30	state0		0x36b34f:vmop_168_plus0x4_state_add_const_slot_multi_path->345@0xc02e4:42 || 0x36b353:vmop_345_plus0x6_state_add_const_slot_mba_stateful->52@0x833c7:42 || 0x36b359:vmop_052_plus0x5_state_add_const_slot_mba_stateful->316@0xb987b:42	0x36b374:vmop_196_plus0x4_state_add_const_slot_multi_path->258@0xadf2c:41 || 0x36b378:vmop_258_plus0x4_state_add_const_slot_multi_path->185@0x9d964:41 || 0x36b37c:vmop_185_plus0x3_state_add_const_slot_multi_path->0@0x78561:41
