program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
026	0x1a480d	needs_stateful_capture	0x9b0c5	169	171	ab00e801					0x1a480d	0x9b0c5	1	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a480d EAC_VMTAIL_FOCUS_SITES=0x9b0c5 EAC_VMTAIL_STOP_AFTER_MATCHES=1	emit VMTAIL row for 0x1a480d with vm_state/vm_flags/vm_byte populated
026	0x1a4a9f	needs_stateful_capture	0xc240d	354	43	2b00	0x1a4a91	0x1a4a9f	adjacent_unhooked_span	311	0x1a4a91,0x1a4a9f	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a4a91,0x1a4a9f EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a4a9f with vm_state/vm_flags/vm_byte populated
026	0x1a4c81	needs_stateful_capture	0x9b687	171	268	0c01	0x1a4c73	0x1a4c81	adjacent_unhooked_span	356	0x1a4c73,0x1a4c81	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a4c73,0x1a4c81 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a4c81 with vm_state/vm_flags/vm_byte populated
026	0x1a4dbb	needs_stateful_capture	0xa9cf4	239	28	1782d3288e98	0x1a4daa	0x1a4dbb	adjacent_unhooked_span	334	0x1a4daa,0x1a4dbb	0xa9cf4	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a4daa,0x1a4dbb EAC_VMTAIL_FOCUS_SITES=0xa9cf4 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a4dbb with vm_state/vm_flags/vm_byte populated
026	0x1a4fd7	needs_stateful_capture	0x9b687	171	157	9d00	0x1a4fc9	0x1a4fd7	adjacent_unhooked_span	356	0x1a4fc9,0x1a4fd7	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a4fc9,0x1a4fd7 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a4fd7 with vm_state/vm_flags/vm_byte populated
026	0x1a51af	needs_stateful_capture	0x9b687	171	157	9d00	0x1a519e	0x1a51af	adjacent_unhooked_span	80	0x1a519e,0x1a51af	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a519e,0x1a51af EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a51af with vm_state/vm_flags/vm_byte populated
026	0x1a52d0	needs_stateful_capture	0xbf126	337	43	9495bc54	0x1a52c0	0x1a52d0	adjacent_unhooked_span	75	0x1a52c0,0x1a52d0	0xbf126	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a52c0,0x1a52d0 EAC_VMTAIL_FOCUS_SITES=0xbf126 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a52d0 with vm_state/vm_flags/vm_byte populated
026	0x1a5446	needs_stateful_capture	0x9a46b	165	18	1200	0x1a5438	0x1a5446	adjacent_unhooked_span	278	0x1a5438,0x1a5446	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a5438,0x1a5446 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a5446 with vm_state/vm_flags/vm_byte populated
026	0x1a5600	needs_stateful_capture	0xc1d46	350	180	1186fe38	0x1a55ef	0x1a5600	adjacent_unhooked_span	145	0x1a55ef,0x1a5600	0xc1d46	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a55ef,0x1a5600 EAC_VMTAIL_FOCUS_SITES=0xc1d46 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a5600 with vm_state/vm_flags/vm_byte populated
026	0x1a57a1	needs_stateful_capture	0xc240d	354	114	7200	0x1a5793	0x1a57a1	adjacent_unhooked_span	278	0x1a5793,0x1a57a1	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x1a5793,0x1a57a1 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x1a57a1 with vm_state/vm_flags/vm_byte populated
