start_vm_ip	source_entry	source_target	delta	bytes	byte_status	count	top_targets	top_site	state_class	state_events	top_state_add	top_flag_add	top_byte_add	state_affine_status	state_affine_cv_status	state_affine_cv_pct	state_affine_terms	state_static_pct	state_static_mismatches	static_dispatch_pct	static_dispatch_mismatches	static_ip_pct	static_ip_mismatches	dispatch_model	dispatch_model_pct	target_reg	slot_kind	slot_reg_or_temp	byte_index_reg	static_load_site	static_index_add_site	tail_role_events	dispatch_formula	dispatch_formula_class	dispatch_formula_pct	dispatch_affine_status	dispatch_affine_pct	dispatch_affine_terms	dispatch_affine_cv_status	dispatch_affine_cv_pct
0x313788	199	0xa0631	+0x3	efc4b2	exact	91	123@0x91a59:91	0xa0a9c	state_add_const	13	+0x2fcc8890:13	-0x196fd127:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r11	r8			6207	constant:0x810	constant_target	8.2	inconsistent	0.0	0	no_train_fit	0.0
0x31378b	123	0x91a59	+0x4	7eb3e801	exact	91	66@0x855ff:91	0x91e7f	state_add_const	13	-0x5ed78deb:13	-0x10833004:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r8	rdi			2829	constant:0x90	constant_target	11.9	inconsistent	0.0	0	no_train_fit	0.0
0x31378f	66	0x855ff	+0x3	8db68e	exact	91	337@0xbec0e:91	0x859f9	state_add_const	13	+0x63ca2185:13	+0x3ea6ebd6:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r8	live_slot	r11	rdx			7189	constant:0xa88	constant_target	8.0	inconsistent	0.0	0	no_train_fit	0.0
0x313792	337	0xbec0e	+0x4	2384d9df	exact	91	184@0x9d694:91	0xbf126	state_add_const	13	+0x3892358d:13	+0x61f749a7:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rbx	live_slot	r10	r11			7506	constant:0x210	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x313796	184	0x9d694	+0x4	cab3e801	exact	91	64@0x85059:91	0x9d961	state_add_const	13	-0x365aef0d:13	+0x5df1c493:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	r8	rsi			3100	constant:0xe0	constant_target	15.2	inconsistent	0.0	0	no_train_fit	0.0
0x31379a	64	0x85059	+0x4	283128fc	exact	91	185@0x9d964:91	0x8536e	state_add_const	13	+0x77139273:13	+0x729dddb0:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rsi	r14			6177	constant:0x638	constant_target	9.9	inconsistent	0.0	0	no_train_fit	0.0
0x31379e	185	0x9d964	+0x3	60fd3a	exact	91	176@0x9c10b:91	0x9dcab	state_add_const	13	+0x3d2a04b3:13	+0x7a258b1f:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r10	live_slot	r15				6172	(post-u16_0)&0x1fff	state_expr	7.2	inconsistent	0.0	0	no_train_fit	0.0
0x3137a1	176	0x9c10b	+0x4	e801ac0c	exact	91	18@0x7be9b:91	0x9c3f4	state_add_const	13	+0x99f70ea:13	-0x14b22a15:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	r9	rcx			2512	constant:0xe0	constant_target	17.5	inconsistent	0.0	0	no_train_fit	0.0
0x3137a5	18	0x7be9b	+0x3	ba5224	exact	91	114@0x90319:91	0x7c308	state_add_const	13	+0x2354dcd0:13	+0x1db53b11:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r13	r9			7406	u16_0&0xfff	direct_u16	14.1	inconsistent	0.0	0	no_train_fit	0.0
0x3137a8	114	0x90319	+0x4	81a26eea	exact	91	158@0x99029:91	0x90893	state_add_const	13	+0x7948c814:13	+0xdac836d:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	r11	rdx			7732	constant:0x210	constant_target	9.0	inconsistent	0.0	0	no_train_fit	0.0
0x3137ac	158	0x99029	+0x4	e80126e8	exact	91	18@0x7be9b:91	0x992ca	state_add_const	13	-0x59804648:13	+0x0:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rcx	rdx			2632	constant:0xaa0	constant_target	15.0	inconsistent	0.0	0	no_train_fit	0.0
0x3137b0	18	0x7be9b	+0x3	e80672	exact	91	189@0x9e7af:91	0x7c308	state_add_const	13	-0x2ffed24e:13	+0x6ad39e57:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r13	r9			7406	u16_0&0xfff	direct_u16	14.1	inconsistent	0.0	0	no_train_fit	0.0
0x3137b3	189	0x9e7af	+0x4	c0a34c9f	exact	91	123@0x91a59:91	0x9eac9	state_add_const	13	+0x3a1a53d0:13	-0x27f0d18d:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r11	r13			7466	constant:0x158	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x3137b7	123	0x91a59	+0x4	4673e801	exact	91	18@0x7be9b:91	0x91e7f	state_add_const	13	-0x30978c6b:13	-0x25d3e1fc:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r8	rdi			2829	constant:0x90	constant_target	11.9	inconsistent	0.0	0	no_train_fit	0.0
0x3137bb	18	0x7be9b	+0x3	b06eb6	exact	91	340@0xbf435:91	0x7c308	state_add_const	13	-0x1984690d:13	+0x56e4b145:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r13	r9			7406	u16_0&0xfff	direct_u16	14.1	inconsistent	0.0	0	no_train_fit	0.0
0x3137be	340	0xbf435	+0x4	9c632301	exact	91	20@0x7c62b:91	0xbf886	state_add_const	13	-0x90a36a1:13	-0x6ed0acdb:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r15	live_slot	r8	r14			7554	constant:0xe0	constant_target	6.9	inconsistent	0.0	0	no_train_fit	0.0
0x3137c2	20	0x7c62b	+0x4	e801270d	exact	91	114@0x90319:91	0x7ca96	state_add_const	13	-0x472d203f:13	-0x5d37f1c9:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	consumed_slot	r14	rax	0x7ca6a	0x7ca5d	2490	constant:0x390	constant_target	18.2	inconsistent	0.0	0	no_train_fit	0.0
0x3137c6	114	0x90319	+0x4	92430bf9	exact	91	66@0x855ff:91	0x90893	state_add_const	13	-0x16478ff3:13	+0x549d6855:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	r11	rdx			7732	constant:0x210	constant_target	9.0	inconsistent	0.0	0	no_train_fit	0.0
0x3137ca	66	0x855ff	+0x3	d90cae	exact	91	123@0x91a59:91	0x859f9	state_add_const	13	-0x66b2ee27:13	+0x41a231ce:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r8	live_slot	r11	rdx			7189	constant:0xa88	constant_target	8.0	inconsistent	0.0	0	no_train_fit	0.0
0x3137cd	123	0x91a59	+0x4	2cafe801	exact	91	199@0xa0631:91	0x91e7f	state_add_const	13	-0x5be19213:13	-0x255bb1fc:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r8	rdi			2829	constant:0x90	constant_target	11.9	inconsistent	0.0	0	no_train_fit	0.0
0x3137d1	199	0xa0631	+0x3	3a72dd	exact	91	189@0x9e7af:91	0xa0a9c	state_add_const	13	+0x59d04602:13	-0xe4eacce:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r11	r8			6207	constant:0x810	constant_target	8.2	inconsistent	0.0	0	no_train_fit	0.0
0x3137d4	189	0x9e7af	+0x4	340250e5	exact	91	158@0x99029:91	0x9eac9	state_add_const	13	+0x195ed4af:13	+0x38424f70:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r11	r13			7466	constant:0x158	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x3137d8	158	0x99029	+0x4	e80176e7	exact	91	307@0xb8064:91	0x992ca	state_add_const	13	+0x75e4d302:13	+0x0:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rcx	rdx			2632	constant:0xaa0	constant_target	15.0	inconsistent	0.0	0	no_train_fit	0.0
0x3137dc	307	0xb8064	+0x3	ba9daf	exact	91	189@0x9e7af:91	0xb837a	state_add_const	13	+0x427f27ea:13	-0x8450080:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdx	r13			7052	constant:0x570	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x3137df	189	0x9e7af	+0x4	ab818ce4	exact	91	161@0x9975a:91	0x9eac9	state_add_const	13	+0x279c0508:13	+0x8451f80:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r11	r13			7466	constant:0x158	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x3137e3	161	0x9975a	+0x4	0276e801	exact	91	258@0xadf2c:91	0x99b3a	state_add_const	13	+0x41005252:13	+0x47877aa5:13	+0x0:13	fit	robust	100.0	32	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r9				2666	constant:0x210	constant_target	13.8	inconsistent	0.0	0	no_train_fit	0.0
0x3137e7	258	0xadf2c	+0x4	a736e456	exact	91	297@0xb64d7:91	0xae32f	state_add_const	13	-0x6b1c5f1a:13	-0x7107869e:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r11	live_slot	r10	rcx			9696	post&0x1fff	state_expr	7.1	inconsistent	0.0	0	no_train_fit	0.0
0x3137eb	297	0xb64d7	+0x3	51959e	exact	91	123@0x91a59:91	0xb68ff	state_add_const	13	+0x71fe4b6a:13	-0x101ded5c:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rcx	r15			6487	constant:0x620	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x3137ee	123	0x91a59	+0x4	3876e801	exact	91	216@0xa4a61:91	0x91e7f	state_add_const	13	-0x8b1929b:13	+0x7cd1c635:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r8	rdi			2829	constant:0x90	constant_target	11.9	inconsistent	0.0	0	no_train_fit	0.0
0x3137f2	216	0xa4a61	+0xa	4e8c3100800092330700	exact	91	310@0xb8556:91	0xcdac7	state_preserve	13	+0x0:13	+0x0:13	+0x0:13	fit	partial	93.8	148	0.0	112	0.0	112	0.0	112	affine_robust_fallback	100.0	*rax	central_indirect	rax	rbx	0xcdac7	tail_memory_jmp	3311	constant:0x9b0	constant_target	73.2	fit	100.0	46	robust	100.0
0x3137fc	310	0xb8556	+0x4	e8016201	exact	91	354@0xc2241:91	0xb86f5	state_preserve	91	+0x0:91	+0x0:49,-0x2891ca25:13,+0x498695a3:13,-0x4731d1e7:13,+0x38ce8de3:1,+0x375e2da3:1,+0x68ee55db:1	+0x0:91	fit	robust	100.0	32	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	r12	r9			601	(u16_2&0x1ff)*8	other_expr	100.0	fit	100.0	13	partial	97.7
0x313800	354	0xc2241	+0x2	a800	exact	91	168@0x9aa83:91	0xc240d	state_const_post	33	-0x694cb90f:13,-0x303653d3:13,+0x59fdfff0:4,-0x1f05e089:2,-0x22450310:1	+0x72068aa0:13,-0x75164eae:13,-0x5f729fc2:4,-0x7a631339:2,+0x30dd3faf:1	+0x0:33	fit	robust	100.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r10	rbx			334	(u16_0&0x1ff)*8	other_expr	100.0	fit	100.0	9	robust	100.0
0x313802	168	0x9aa83	+0x4	9900ced0	exact	91	64@0x85059:91	0x9af16	state_preserve	27	+0x0:27	+0x335a0cf:27	+0x0:27	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	rbx	rsi			4537	constant:0x9d8	constant_target	12.5	inconsistent	0.0	0	no_train_fit	0.0
0x313806	64	0x85059	+0x4	9a331c96	exact	91	215@0xa4609:91	0x8536e	state_add_const	13	+0x143dfaaf:13	-0x409158a2:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rsi	r14			6177	constant:0x638	constant_target	9.9	inconsistent	0.0	0	no_train_fit	0.0
0x31380a	215	0xa4609	+0x3	8809df	exact	91	305@0xb78b0:91	0xa4a5e	state_add_const	13	-0x1b3f0460:13	+0x5966d257:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r14	live_slot	r8	rcx			7122	u16_0	direct_u16	100.0	fit	100.0	9	robust	100.0
0x31380d	305	0xb78b0	+0x4	4913e801	exact	91	307@0xb8064:91	0xb7bb8	state_add_const	13	-0xf647:13	-0x4010880:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r10	rcx			2662	(state+u16_0)&0x1fff	state_expr	100.0	inconsistent	0.0	0	no_train_fit	0.0
0x313811	307	0xb8064	+0x3	3e1db4	exact	91	333@0xbd8af:91	0xb837a	state_add_const	13	+0x7020ff8:13	-0x8080204:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdx	r13			7052	constant:0x570	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x313814	333	0xbd8af	+0x4	7be2ab00	exact	91	114@0x90319:91	0xbdd16	state_add_const	13	+0xd27b:13	+0x327e9108:13	+0x0:13	fit	robust	100.0	16	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdi	r11			3602	constant:0x988	constant_target	9.4	inconsistent	0.0	0	no_train_fit	0.0
0x313818	114	0x90319	+0x4	a9a94eef	exact	91	287@0xb45d2:91	0x90893	state_add_const	13	-0x667fd5f5:13	-0x3e00a100:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	r11	rdx			7732	constant:0x210	constant_target	9.0	inconsistent	0.0	0	no_train_fit	0.0
0x31381c	287	0xb45d2	+0x4	aac8e801	exact	91	196@0x9fbcd:91	0xb497e	state_add_const	13	+0x71023d4d:13	+0x0:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	rsi	r8			2612	constant:0xe0	constant_target	13.1	inconsistent	0.0	0	no_train_fit	0.0
0x313820	196	0x9fbcd	+0x4	a62435be	exact	91	258@0xadf2c:91	0xa0068	state_add_const	13	+0x2d80074e:13	+0x6ec7d1a0:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r10	live_slot	rdi	r11			4957	constant:0xaa0	constant_target	11.5	inconsistent	0.0	0	no_train_fit	0.0
0x313824	258	0xadf2c	+0x4	e7934fa5	exact	91	307@0xb8064:91	0xae32f	state_add_const	13	-0x28015011:13	-0x72f7e6a6:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r11	live_slot	r10	rcx			9696	post&0x1fff	state_expr	7.1	inconsistent	0.0	0	no_train_fit	0.0
0x313828	307	0xb8064	+0x3	3c8db3	exact	91	315@0xb9451:91	0xb837a	state_add_const	13	-0x10015810:13	-0x4d4202:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdx	r13			7052	constant:0x570	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x31382b	315	0xb9451	+0x4	e801f9fa	exact	91	337@0xbec0e:91	0xb9878	state_mixed	114	-0x28faa754:14,+0x53504fdb:14,+0x5698cbed:13,+0x4edf5589:13,+0x4ff7e492:13,+0x70d1a2e7:13,+0x633c460d:13,-0xe067bcc:4	+0x0:90,-0x184bb50c:13,-0x17bb9304:4,+0x27a40d04:4,-0x18445304:1,+0x27bc6cf4:1,+0x27bbf4f4:1	+0x0:114	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r12	live_slot	r11	rcx			3298	constant:0xe0	constant_target	18.3	fit	100.0	12	robust	100.0
0x31382f	337	0xbec0e	+0x4	e8f39f01	exact	91	333@0xbd8af:91	0xbf126	state_add_const	13	+0x2f1fed71:13	+0xc01e720:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rbx	live_slot	r10	r11			7506	constant:0x210	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x313833	333	0xbd8af	+0x4	63ef2800	exact	91	18@0x7be9b:91	0xbdd16	state_add_const	13	-0x7dfefc97:13	+0x367bf0f8:13	+0x0:13	fit	robust	100.0	16	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdi	r11			3602	constant:0x988	constant_target	9.4	inconsistent	0.0	0	no_train_fit	0.0
0x313837	18	0x7be9b	+0x3	988722	exact	91	243@0xaab6a:91	0x7c308	state_const_post	14	-0x76fb:13,-0x66fb:1	-0x472a6199:14	+0x0:14	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r13	r9			7406	u16_0&0xfff	direct_u16	14.1	inconsistent	0.0	0	no_train_fit	0.0
0x31383a	243	0xaab6a	+0x4	ee91e801	exact	91	297@0xb64d7:91	0xaaf3c	state_const_post	27	+0x124d01ad:13,+0xbdc90e1:13,+0x530cf9ad:1	-0x64dedf2:13,+0x4a9e082:13,-0x412f9372:1	+0x0:27	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r14	rcx			2189	constant:0x998	constant_target	15.3	inconsistent	0.0	0	no_train_fit	0.0
0x31383e	297	0xb64d7	+0x3	897dbf	exact	91	43@0x8173d:91	0xb68ff	state_add_const	13	-0x61de98b7:13	+0xe00fc8a:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r13	live_slot	rcx	r15			6487	constant:0x620	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x313841	43	0x8173d	+0x4	dd06b171	exact	91	114@0x90319:91	0x81b7c	state_add_const	13	+0x5602011f:13	+0x3a070b77:13	+0x0:13	fit	robust	100.0	17	100.0	0	100.0	0	100.0	0	static_100	100.0	r8	live_slot	rax	r14			5310	constant:0xd0	constant_target	11.2	inconsistent	0.0	0	no_train_fit	0.0
0x313845	114	0x90319	+0x4	68571f0c	exact	91	315@0xb9451:91	0x90893	state_add_const	13	-0x667f12ea:13	-0x4407e71a:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	r11	rdx			7732	constant:0x210	constant_target	9.0	inconsistent	0.0	0	no_train_fit	0.0
0x313849	315	0xb9451	+0x4	e80199f5	exact	91	189@0x9e7af:91	0xb9878	state_mixed	97	+0x5f94b7fd:14,-0x33316325:13,-0x39a1d6c9:13,-0x7f26f4d7:13,+0x51cf99c4:13,+0x66cfa751:12,-0x20289646:4,+0x6eff05ea:3	+0x0:57,+0x17bbaafc:14,+0x27c4750c:12,-0x284bb50c:4,+0x182c34f4:3,+0x27cc750c:2,+0x17d3b504:1,+0x182c4b0c:1	+0x0:97	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r12	live_slot	r11	rcx			3298	constant:0xe0	constant_target	18.3	fit	100.0	12	robust	100.0
0x31384d	189	0x9e7af	+0x4	b19988e8	exact	91	199@0xa0631:91	0x9eac9	state_add_const	13	-0xdbf7a92:13	+0x46c66798:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r11	r13			7466	constant:0x158	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x313851	199	0xa0631	+0x3	cfd5ba	exact	91	157@0x98a9a:91	0xa0a9c	state_add_const	13	-0x55570dc:13	-0x34434e6c:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r11	r8			6207	constant:0x810	constant_target	8.2	inconsistent	0.0	0	no_train_fit	0.0
0x313854	157	0x98a9a	+0x4	c3a94701	exact	91	243@0xaab6a:91	0x99026	state_add_const	13	-0x34f7a5b4:13	-0x483b79bd:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r9	live_slot	rcx	rdi			4834	constant:0x210	constant_target	8.8	inconsistent	0.0	0	no_train_fit	0.0
0x313858	243	0xaab6a	+0x4	e69de801	exact	91	172@0x9b68a:91	0xaaf3c	state_add_const	13	-0xbf5f15b:13	+0x31b83fca:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r14	rcx			2189	constant:0x998	constant_target	15.3	inconsistent	0.0	0	no_train_fit	0.0
0x31385c	172	0x9b68a	+0x4	66b22308	exact	91	66@0x855ff:91	0x9ba72	state_add_const	13	+0x6e22adf6:13	+0x7bf184a4:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r8	r15			4531	constant:0xe0	constant_target	7.9	fit	100.0	13	robust	100.0
0x313860	66	0x855ff	+0x3	94314c	exact	91	337@0xbec0e:91	0x859f9	state_add_const	13	-0x3ed10446:13	-0x429a09b2:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r8	live_slot	r11	rdx			7189	constant:0xa88	constant_target	8.0	inconsistent	0.0	0	no_train_fit	0.0
0x313863	337	0xbec0e	+0x4	a4109a51	exact	91	315@0xb9451:91	0xbf126	state_add_const	13	-0x452ee353:13	-0x3356dadf:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rbx	live_slot	r10	r11			7506	constant:0x210	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
0x313867	315	0xb9451	+0x4	e801b9f5	exact	91	185@0x9d964:91	0xb9878	state_mixed	41	+0x7dffe9fb:13,+0x4edebc37:9,+0x4edeac5f:4,+0x6ecf84a3:2,-0x1a0f2deb:2,-0x4320cc0f:1,-0x2028964e:1,-0x3b3cabdf:1	+0x0:32,+0x17c4750c:2,+0x185b8cfc:2,-0x284bb50c:1,+0x17d46b0c:1,-0x1824130c:1,+0x28538cf4:1,+0x285b8b0c:1	+0x0:41	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r12	live_slot	r11	rcx			3298	constant:0xe0	constant_target	18.3	fit	100.0	12	robust	100.0
0x31386b	185	0x9d964	+0x3	94e43a	exact	91	333@0xbd8af:91	0x9dcab	state_add_const	13	-0x2299c6dd:13	+0x4b52cdc7:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	r10	live_slot	r15				6172	(post-u16_0)&0x1fff	state_expr	7.2	inconsistent	0.0	0	no_train_fit	0.0
0x31386e	333	0xbd8af	+0x4	83f23800	exact	91	114@0x90319:91	0xbdd16	state_add_const	13	-0x5164fc79:13	-0xed2bce3:13	+0x0:13	fit	robust	100.0	16	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdi	r11			3602	constant:0x988	constant_target	9.4	inconsistent	0.0	0	no_train_fit	0.0
0x313872	114	0x90319	+0x4	ca99ebdf	exact	91	243@0xaab6a:91	0x90893	state_add_const	13	-0x667fd61e:13	-0x3e0090d8:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdi	live_slot	r11	rdx			7732	constant:0x210	constant_target	9.0	inconsistent	0.0	0	no_train_fit	0.0
0x313876	243	0xaab6a	+0x4	5d1de801	exact	91	189@0x9e7af:91	0xaaf3c	state_add_const	13	+0x5aa16993:13	-0x47fa030:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rsi	live_slot	r14	rcx			2189	constant:0x998	constant_target	15.3	inconsistent	0.0	0	no_train_fit	0.0
0x31387a	189	0x9e7af	+0x4	0bfabcde	exact	91	333@0xbd8af:91	0x9eac9	state_add_const	13	+0x5dfd89a0:13	+0x42c52b70:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rdx	live_slot	r11	r13			7466	constant:0x158	constant_target	8.7	inconsistent	0.0	0	no_train_fit	0.0
0x31387e	333	0xbd8af	+0x4	0b061300	exact	91	199@0xa0631:91	0xbdd16	state_add_const	13	-0x5220098d:13	-0x452a68:13	+0x0:13	fit	robust	100.0	16	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdi	r11			3602	constant:0x988	constant_target	9.4	inconsistent	0.0	0	no_train_fit	0.0
0x313882	199	0xa0631	+0x3	d7c822	exact	91	305@0xb78b0:91	0xa0a9c	state_add_const	13	+0x42807f1d:13	-0x2bfd4704:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r11	r8			6207	constant:0x810	constant_target	8.2	inconsistent	0.0	0	no_train_fit	0.0
0x313885	305	0xb78b0	+0x4	7084e801	exact	91	307@0xb8064:91	0xb7bb8	state_add_const	13	-0x8420:13	-0x14033a14:13	+0x0:13	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rax	live_slot	r10	rcx			2662	(state+u16_0)&0x1fff	state_expr	100.0	inconsistent	0.0	0	no_train_fit	0.0
0x313889	307	0xb8064	+0x3	3a9dae	exact	91	157@0x98a9a:91	0xb837a	state_mixed	16	-0x42000108:13,-0xbdd0998:1,-0xbdd4998:1,+0x3c540958:1	+0x0:13,-0x80000000:1,-0x20004000:1,+0x7fdbfe00:1	+0x0:16	inconsistent	no_train_fit	0.0	0	100.0	0	100.0	0	100.0	0	static_100	100.0	rcx	live_slot	rdx	r13			7052	constant:0x570	constant_target	6.4	inconsistent	0.0	0	no_train_fit	0.0
