batch	state_count	captured_count	missing_after_run	returncode	timeout_seconds	run_dir	captured_states	uncaptured_states
0	4	4	0	0	120	dumps/vmtail-mba-focus-round3-000	0x370770,0x371a63,0x371b93,0x371e24	
