program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
061	0x36c3a3	needs_stateful_capture	0xc240d	354	199	c700	0x36c395	0x36c3a3	adjacent_unhooked_span	95	0x36c395,0x36c3a3	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c395,0x36c3a3 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c3a3 with vm_state/vm_flags/vm_byte populated
061	0x36c4fa	needs_stateful_capture	0xbd8ad	332	91	dc16bf97	0x36c4e9	0x36c4fa	adjacent_unhooked_span	145	0x36c4e9,0x36c4fa	0xbd8ad	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c4e9,0x36c4fa EAC_VMTAIL_FOCUS_SITES=0xbd8ad EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c4fa with vm_state/vm_flags/vm_byte populated
061	0x36c69a	needs_stateful_capture	0x9b687	171	215	d700	0x36c68c	0x36c69a	adjacent_unhooked_span	216	0x36c68c,0x36c69a	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c68c,0x36c69a EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c69a with vm_state/vm_flags/vm_byte populated
061	0x36c839	needs_stateful_capture	0x9ba72	172	322	63ed2300	0x36c829	0x36c839	adjacent_unhooked_span	210	0x36c829,0x36c839	0x9ba72	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c829,0x36c839 EAC_VMTAIL_FOCUS_SITES=0x9ba72 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c839 with vm_state/vm_flags/vm_byte populated
061	0x36c8aa	needs_stateful_capture	0x9d13d	180	333	6310e801	0x36c899	0x36c8aa	adjacent_unhooked_span	75	0x36c899,0x36c8aa	0x9d13d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c899,0x36c8aa EAC_VMTAIL_FOCUS_SITES=0x9d13d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c8aa with vm_state/vm_flags/vm_byte populated
061	0x36c9b1	needs_stateful_capture	0xc240d	354	168	a800	0x36c9af	0x36c9b1	0x8f6cf	108	0x36c9af,0x36c9b1	0x8f6cf,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c9af,0x36c9b1 EAC_VMTAIL_FOCUS_SITES=0x8f6cf,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c9b1 with vm_state/vm_flags/vm_byte populated
061	0x36cacc	needs_stateful_capture	0x9b687	171	337	5101	0x36cabe	0x36cacc	adjacent_unhooked_span	216	0x36cabe,0x36cacc	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36cabe,0x36cacc EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36cacc with vm_state/vm_flags/vm_byte populated
061	0x36ccd7	needs_stateful_capture	0x9a46b	165	114	7200	0x36ccc6	0x36ccd7	adjacent_unhooked_span	50	0x36ccc6,0x36ccd7	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36ccc6,0x36ccd7 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36ccd7 with vm_state/vm_flags/vm_byte populated
061	0x36cdf9	needs_stateful_capture	0x8536e	64	18	7d8a9c72	0x36cde8	0x36cdf9	adjacent_unhooked_span	334	0x36cde8,0x36cdf9	0x8536e	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36cde8,0x36cdf9 EAC_VMTAIL_FOCUS_SITES=0x8536e EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36cdf9 with vm_state/vm_flags/vm_byte populated
061	0x36cf84	needs_stateful_capture	0xc240d	354	18	1200	0x36cf76	0x36cf84	adjacent_unhooked_span	356	0x36cf76,0x36cf84	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36cf76,0x36cf84 EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36cf84 with vm_state/vm_flags/vm_byte populated
061	0x36d1db	needs_stateful_capture	0x9b687	171	268	0c01	0x36d1cd	0x36d1db	adjacent_unhooked_span	216	0x36d1cd,0x36d1db	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36d1cd,0x36d1db EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36d1db with vm_state/vm_flags/vm_byte populated
061	0x36d3b3	needs_stateful_capture	0x9b687	171	157	9d00	0x36d3a2	0x36d3b3	adjacent_unhooked_span	80	0x36d3a2,0x36d3b3	0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36d3a2,0x36d3b3 EAC_VMTAIL_FOCUS_SITES=0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36d3b3 with vm_state/vm_flags/vm_byte populated
