program	case_state	capture_status	case_start_site	case_start_source_entry	case_start_target_entry	case_start_bytes	predecessor_start_vm_ip	predecessor_end_vm_ip	predecessor_site	predecessor_source_entry	focus_ips	focus_sites	stop_after_matches	focus_env	capture_goal
061	0x36b124	needs_stateful_capture	0x9b0c5	169	171	ab00e801					0x36b124	0x9b0c5	1	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b124 EAC_VMTAIL_FOCUS_SITES=0x9b0c5 EAC_VMTAIL_STOP_AFTER_MATCHES=1	emit VMTAIL row for 0x36b124 with vm_state/vm_flags/vm_byte populated
061	0x36b346	needs_stateful_capture	0xc240d	354	347	5b01	0x36b344	0x36b346	0x95b59	144	0x36b344,0x36b346	0x95b59,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b344,0x36b346 EAC_VMTAIL_FOCUS_SITES=0x95b59,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b346 with vm_state/vm_flags/vm_byte populated
061	0x36b374	needs_stateful_capture	0xa0068	196	258	8f685406	0x36b35e	0x36b374	adjacent_unhooked_span	316	0x36b35e,0x36b374	0xa0068	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b35e,0x36b374 EAC_VMTAIL_FOCUS_SITES=0xa0068 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b374 with vm_state/vm_flags/vm_byte populated
061	0x36b38e	needs_stateful_capture	0x9b687	171	64	4000	0x36b35e	0x36b38e	0xba0cc	316	0x36b35e,0x36b38e	0xba0cc,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b35e,0x36b38e EAC_VMTAIL_FOCUS_SITES=0xba0cc,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b38e with vm_state/vm_flags/vm_byte populated
061	0x36b592	needs_stateful_capture	0x9b687	171	172	ac00	0x36b590	0x36b592	0x95b59	144	0x36b590,0x36b592	0x95b59,0x9b687	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b590,0x36b592 EAC_VMTAIL_FOCUS_SITES=0x95b59,0x9b687 EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b592 with vm_state/vm_flags/vm_byte populated
061	0x36b6a4	needs_stateful_capture	0x9a46b	165	333	4d01	0x36b693	0x36b6a4	adjacent_unhooked_span	78	0x36b693,0x36b6a4	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b693,0x36b6a4 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b6a4 with vm_state/vm_flags/vm_byte populated
061	0x36b8a7	needs_stateful_capture	0xa0a9c	199	258	97182a	0x36b896	0x36b8a7	adjacent_unhooked_span	210	0x36b896,0x36b8a7	0xa0a9c	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b896,0x36b8a7 EAC_VMTAIL_FOCUS_SITES=0xa0a9c EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36b8a7 with vm_state/vm_flags/vm_byte populated
061	0x36bb1e	needs_stateful_capture	0xc240d	354	196	c400	0x36b896	0x36bb1e	0xa35dd	210	0x36b896,0x36bb1e	0xa35dd,0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36b896,0x36bb1e EAC_VMTAIL_FOCUS_SITES=0xa35dd,0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36bb1e with vm_state/vm_flags/vm_byte populated
061	0x36beee	needs_stateful_capture	0xc240d	354	43	2b00	0x36bee0	0x36beee	adjacent_unhooked_span	95	0x36bee0,0x36beee	0xc240d	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36bee0,0x36beee EAC_VMTAIL_FOCUS_SITES=0xc240d EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36beee with vm_state/vm_flags/vm_byte populated
061	0x36c118	needs_stateful_capture	0x9a46b	165	196	c400	0x36c10a	0x36c118	adjacent_unhooked_span	216	0x36c10a,0x36c118	0x9a46b	2	EAC_VMTAIL_TRACE=1 EAC_VMTAIL_REGS=1 EAC_VMTAIL_SCRATCH=1 EAC_VMTAIL_LIMIT=16 EAC_VMTAIL_SITES=$ALL_TABLE_SPEC EAC_VMTAIL_FOCUS_IPS=0x36c10a,0x36c118 EAC_VMTAIL_FOCUS_SITES=0x9a46b EAC_VMTAIL_STOP_AFTER_MATCHES=2	emit VMTAIL row for 0x36c118 with vm_state/vm_flags/vm_byte populated
