program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
050	0x337e84	ready_for_mba_reduction	307	524	exact_instruction	0x338682	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x62 0x1 0xe8 0x1 0x51 0x1	0x162	0xe801	0x1e8	0x151	0x68f22732	0x8e3b9c95		354	17	4	concrete_successor_edge	
050	0x338682	ready_for_mba_reduction	308	20	long_branch_forward	0x338e18	165	decoded_control	+0x74b	next = table[165], ip += 0x74b	0x9a 0x0 0xa0 0x38 0xe8 0x1	0x9a	0xa000	0x38a0	0x1e8	0xfffee7a7	0x6fd3ffe2		154	85	20	concrete_successor_edge	
050	0x3386de	ready_for_mba_reduction	309	67	exact_instruction	0x3387d9	69	covered_synthetic_fallthrough	+0x4	next = 69@0x85f24:4, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x33 0xc 0xe8 0x1 0xae 0x58	0xc33	0xe80c	0x1e8	0x58ae	0xdd7615e0	0x8f14b9ec		199	68	16	concrete_successor_edge	
050	0x3387ea	ready_for_mba_reduction	310	411	long_branch_backedge	0x338682	354	decoded_control	-0x78e	next = table[354], ip -= 0x78e	0x2b 0x0 0x3d 0x79 0x99 0x0	0x2b	0x3d00	0x793d	0x99	0xbffce21a	0xa957a10d		43	68	16	concrete_successor_edge	
050	0x338e18	ready_for_mba_reduction	311	91	exact_instruction	0x338f6c	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xc4 0x0 0x1e 0x6e 0x14 0xf9	0xc4	0x1e00	0x6e1e	0xf914	0x7b3b02eb	0x8f14b9ec		196	17	4	concrete_successor_edge	
050	0x338f7a	ready_for_mba_reduction	312	150	exact_instruction	0x3391ac	278	covered_synthetic_fallthrough	+0x4	next = 278@0xb2342:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x4d 0x1 0x33 0xe8 0x99 0x0	0x14d	0x3301	0xe833	0x99	0xddd181d8	0x33534da8		333	17	4	concrete_successor_edge	
050	0x3391ba	ready_for_mba_reduction	313	168	exact_instruction	0x339432	95	covered_synthetic_fallthrough	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x33 0x1 0x3a 0x1d 0xb4 0xfb	0x133	0x3a01	0x1d3a	0xfbb4	0x99ac9a10	0x202403c9		307	17	4	concrete_successor_edge	
050	0x339440	ready_for_mba_reduction	314	150	exact_instruction	0x339674	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_mixed	0x72 0x0 0x53 0x63 0x8c 0xac	0x72	0x5300	0x6353	0xac8c	0x3f069cca	0x4001000		114	17	4	concrete_successor_edge	
050	0x339682	ready_for_mba_reduction	315	162	exact_instruction	0x3398e6	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x33 0x1 0x3a 0xd 0xab 0x75	0x133	0x3a01	0xd3a	0x75ab	0xff35ff53	0x9b3cb945		307	17	4	concrete_successor_edge	
050	0x3398f4	ready_for_mba_reduction	316	104	exact_instruction	0x339a83	316	covered_synthetic_fallthrough	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0xc 0x1 0x4a 0x1c 0x9e 0x68	0x10c	0x4a01	0x1c4a	0x689e	0x1055179a	0x3fc44428		268	17	4	concrete_successor_edge	
050	0x339a94	ready_for_mba_reduction	317	107	exact_instruction	0x339c26	264	covered_synthetic_fallthrough	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xe8 0x1 0x45 0xee 0x2c 0x26	0x1e8	0x4501	0xee45	0x262c	0xfffe5aa3	0x10000210		172	17	4	concrete_successor_edge	
050	0x339c34	ready_for_mba_reduction	318	104	exact_instruction	0x339dc3	246	covered_synthetic_fallthrough	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0xa8 0x0 0x99 0x0 0x86 0xd5	0xa8	0x9900	0x99	0xd586	0x914f7129	0x1bec4806		168	17	4	concrete_successor_edge	
050	0x339dd4	ready_for_mba_reduction	319	126	exact_instruction	0x339faf	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x7a 0x26 0x13 0x81 0xbb 0x7d	0x267a	0x1326	0x8113	0x7dbb	0xf6f6641f	0x5929e172		91	17	4	concrete_successor_edge	
050	0x339fbd	ready_for_mba_reduction	320	164	exact_instruction	0x33a225	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x12 0x0 0x20 0x6 0x3a 0xdc	0x12	0x2000	0x620	0xdc3a	0x26e60110	0x7ecd2d50		18	17	4	concrete_successor_edge	
050	0x33a233	ready_for_mba_reduction	321	68	long_branch_forward	0x33a385	354	decoded_control	+0x55	next = table[354], ip += 0x55	0x51 0x1 0xf0 0x94 0x99 0x0	0x151	0xf001	0x94f0	0x99	0xbc0c0003	0xd2451705		337	17	4	concrete_successor_edge	
