program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
055	0x33f278	ready_for_mba_reduction	340	290	exact_instruction	0x33f6c8	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_const_post	0x36 0x1 0x0 0x0 0xe8 0x1	0x136	0x1	0x0	0x1e8	0xbffcd2b0	0xd56bbddf		310	20	17	concrete_successor_edge	
055	0x33f6c8	ready_for_mba_reduction	341	7	long_branch_forward	0x33f710	171	decoded_control	+0x30	next = table[171], ip += 0x30	0x1c 0x0 0xc8 0xa 0x10 0x34	0x1c	0xc800	0xac8	0x3410	0x120	0x24100164		28	102	24	concrete_successor_edge	
055	0x33f6f6	ready_for_mba_reduction	342	6	long_branch_backedge	0x33f6c8	354	decoded_control	-0x40	next = table[354], ip -= 0x40	0x61 0x98 0x64 0x85 0x20 0x6	0x9861	0x6498	0x8564	0x620	0xffa77c1c	0xc43ef185		215	85	20	concrete_successor_edge	
055	0x33f710	ready_for_mba_reduction	343	134	exact_instruction	0x33f914	171	fallthrough	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_const_post	0xd7 0x0 0x10 0x8 0x88 0x52	0xd7	0x1000	0x810	0x5288	0x7f5b78f4	0xc43ef185		215	17	4	concrete_successor_edge	
055	0x33f914	ready_for_mba_reduction	344	190	long_branch_forward	0x33fe02	165	decoded_control	+0x211	next = table[165], ip += 0x211	0xa8 0x0 0x68 0x0 0x2e 0xd7	0xa8	0x6800	0x68	0xd72e	0x573b8fd9	0x60008101		168	34	8	concrete_successor_edge	
055	0x33fc02	ready_for_mba_reduction	345	132	long_branch_backedge	0x33f914	171	decoded_control	-0x4e6	next = table[171], ip -= 0x4e6	0x5b 0xe 0xe8 0x1 0xcc 0x69	0xe5b	0xe80e	0x1e8	0x69cc	0xdd7695e2	0x5ffffd7f		268	17	4	concrete_successor_edge	
055	0x33fe02	ready_for_mba_reduction	346	233	exact_instruction	0x34017b	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0x42 0x0 0x69 0x98 0x3a 0xc5	0x42	0x6900	0x9869	0xc53a	0x78db2638	0x7bd65f3f		66	17	4	concrete_successor_edge	
055	0x34017b	ready_for_mba_reduction	347	7	long_branch_forward	0x3401c3	171	decoded_control	+0x30	next = table[171], ip += 0x30	0xc8 0x0 0x0 0x0 0x0 0x0	0xc8	0x0	0x0	0x0	0xfffff67f	0x6dd8e9c0		200	187	44	concrete_successor_edge	
055	0x3401a9	ready_for_mba_reduction	348	6	long_branch_backedge	0x34017b	354	decoded_control	-0x40	next = table[354], ip -= 0x40	0x6b 0x1a 0x3a 0x21 0xb 0x7d	0x1a6b	0x3a1a	0x213a	0x7d0b	0xe5079ff8	0x2860a00		347	170	40	concrete_successor_edge	
055	0x3401c3	ready_for_mba_reduction	349	134	exact_instruction	0x3403c7	354	fallthrough	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const	0xb9 0x0 0xd3 0xa9 0x3a 0xde	0xb9	0xd300	0xa9d3	0xde3a	0xe50594f8	0x42c68a84		185	17	4	concrete_successor_edge	
