program	block	state	block_end	byte_end_min	rows	terminal_kind	source_block	raw_b0	raw_b1	raw_b2	raw_b3	raw_b4	raw_b5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	raw_prefix32	first_source_entry	first_target_entry	first_state_ir	first_state_effect_ir	first_dispatch_ir	last_source_entry	last_target_entry	last_state_ir	last_state_effect_ir	last_dispatch_ir	edge_kind	edge_target_block	edge_target_vm_ip	edge_source_entry	edge_target_entry	edge_delta	edge_semantic_ir	edge_coverage	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	observed_pre_state	observed_post_state	observed_pre_flags	observed_post_flags	observed_target_entry	observed_bytes
048	293	0x334a3d	0x334c63	0x334c63	144	exact_instruction	28@0x334a3d-0x337115+0x0	0x0	0x0	0xa9	0x0	0x62	0x1	0x0	0xa900	0xa9	0x162	0000a9006201e8015401c40e990052033e77e248b4a2e5e801b41bcacd1ad5af						256	165				fallthrough	294	0x334c63	256	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		20	17	17	17	0xffc939bf:17	0x9ca23f05:4,0xdfe1fdbf:3	0x7170d2b7:17	0x6326faba:4,0x61e7f7db:3	169:17,310:3	0000a900:17,0000a9006201e8015401c40e990052033e77e248b4a2e5e801b41bcacd1ad5af:3
048	294	0x334c63	0x334c86	0x334c86	7	long_branch_forward	28@0x334a3d-0x337115+0x226	0x4d	0x1	0xeb	0xe0	0x79	0x0	0x14d	0xeb01	0xe0eb	0x79	4d01ebe07900c225715fd8753ac881d9ede9fcda34353d016201000030000000						145	354				decoded_control	296	0x334cab	145	354	+0x30	next = table[354], ip += 0x30		255	60	60	60	0x22450388:56,0x23440008:4	0x0:60	0xb4da3a5d:56,0x17fa59c2:4	0x0:60	333:255	4d01:255
048	295	0x334c91	0x334cab	0x334cab	6	long_branch_backedge	28@0x334a3d-0x337115+0x254	0x58	0x1	0xc4	0x3e	0x8b	0xe2	0x158	0xc401	0x3ec4	0xe28b	5801c43e8be2fe1752c92ebe063d01e55795a500000040000080290131eee5d3						117	165				decoded_control	294	0x334c63	117	165	-0x40	next = table[165], ip -= 0x40		238	56	56	56	0x1da2f235:56	0xf8fefe9b:56	0x8504cd4:56	0x61b71f2b:56	43:238	5801c4:238
048	296	0x334cab	0x334eaf	0x334eaf	134	exact_instruction	28@0x334a3d-0x337115+0x26e	0x29	0x1	0x31	0xee	0xe5	0xd3	0x129	0x3101	0xee31	0xd3e5	290131eee5d33ddb0f9f76b0db6477b88d630ee801003d017fb79fd859e937d4						257	171				fallthrough	297	0x334eaf	257	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		17	4	4	4	0x81338600:4	0x0:4	0x8504cd4:4	0x0:4	297:17	2901:17
048	297	0x334eaf	0x335197	0x335197	190	long_branch_forward	28@0x334a3d-0x337115+0x472	0x1c	0x0	0xf0	0x7	0x10	0x27	0x1c	0xf000	0x7f0	0x2710	1c00f0071027025a47e80154b755816f02e1af1e64c8c43d01002a0e07a56cc7						75	165				decoded_control	299	0x335414	75	165	+0x288	next = table[165], ip += 0x288		68	16	16	16	0xa3993273:12,0xfffebaaf:4	0x0:16	0xe10f6d44:12,0xfcf4fdd0:4	0x0:16	28:68	1c00:68
048	298	0x33519c	0x335414	0x335414	163	long_branch_backedge	28@0x334a3d-0x337115+0x75f	0x1f	0x1b	0xdc	0xbc	0x53	0xc	0x1b1f	0xdc1b	0xbcdc	0xc53	1f1bdcbc530ce801df9214be0d02ad00003d01dfde2387e79b4477e9cc1019a7						266	171				decoded_control	297	0x334eaf	266	171	-0x55d	next = table[171], ip -= 0x55d		51	12	12	12	0x3553baf4:12	0xda591203:12	0xcaa845ab:12	0x9973965d:12	180:51	1f1bdcbc:51
048	299	0x335414	0x335585	0x335585	96	exact_instruction	28@0x334a3d-0x337115+0x9d7	0xcb	0x0	0xf7	0x92	0x4	0x76	0xcb	0xf700	0x92f7	0x7604	cb00f792047681016639e8013e85f715c8d388d47f00f0ba3d01c79ade87d13c						256	354				fallthrough	300	0x335585	256	354	+0x2	next = 354@0xc2241:1, ip += +0x2; dispatch_model=static_100; state=state_add_const		17	4	4	4	0xe505e0a5:4	0x0:4	0x16833a04:4	0x0:4	203:17	cb00:17
048	300	0x335585	0x3355db	0x3355db	20	long_branch_forward	28@0x334a3d-0x337115+0xb48	0x54	0x1	0x7c	0xf	0x68	0x0	0x154	0x7c01	0xf7c	0x68	54017c0f6800af91dc83c06800c4885483e80112dc00042b3d01e7f75ec0beeb						210	171				decoded_control	302	0x33585b	210	171	+0x28b	next = table[171], ip += 0x28b		51	12	12	12	0x87800000:8,0x6000210:4	0x0:12	0xb8eee7c2:8,0x1b6f68f0:4	0x0:12	340:51	5401:51
048	301	0x3355e0	0x33585b	0x33585b	164	long_branch_backedge	28@0x334a3d-0x337115+0xba3	0x16	0xa6	0x44	0xf7	0x15	0xf	0xa616	0x44a6	0xf744	0xf15	16a644f7150f45349b10e801940968001906003d012eb42b9dafe8ffb4e7388b						308	354				decoded_control	300	0x335585	308	354	-0x2ce	next = table[354], ip -= 0x2ce		34	8	8	8	0x12900118:8	0x50021822:8	0x52923918:8	0x83461127:8	260:34	16a644f7:34
048	302	0x33585b	0x3364c6	0x3364c6	835	exact_instruction	28@0x334a3d-0x337115+0xe1e	0x2b	0x0	0xfc	0x7a	0x68	0x0	0x2b	0xfc00	0x7afc	0x68	2b00fc7a6800f00048371cf0bed310e801128a6c41b126003d016f298e481019						52	334				covered_synthetic_fallthrough		0x3364c6	52	334	+0x5	next = 334@0xbdd18:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	hidden_span_of_17:1	17	4	4	4	0xe5057e49:4	0x0:4	0x52df7d99:4	0x0:4	43:17	2b00:17
