program	case_state	status	block	row_count	terminal_kind	successor_vm_ip	successor_entry	edge_kind	edge_delta	edge_semantic_ir	raw_bytes_0_5	raw_u16_0	raw_u16_1	raw_u16_2	raw_u16_4	observed_pre_state	observed_pre_flags	observed_pre_byte	observed_first_target_entry	trace_observations	trace_with_pre_state	reduction	missing
043	0x31df8f	ready_for_mba_reduction	258	54	sampled_operand_forward	0x334a3d	42	decoded_control	+0x169eb	sampled operand footprint 0xa; observed target table[42], delta +0x169eb	0x1c 0x0 0xe8 0x5 0x10 0x74	0x1c	0xe800	0x5e8	0x7410	0xe505eed1	0x566fcefc		28	17	4	concrete_successor_edge	
043	0x31e060	ready_for_mba_reduction	259	72	exact_instruction	0x31e171	145	covered_synthetic_fallthrough	+0x5	next = 145@0x95b5c:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0xc4 0x0 0x4f 0x6e 0x34 0xf0	0xc4	0x4f00	0x6e4f	0xf034	0x16833a04	0x16833a04		196	17	4	concrete_successor_edge	
043	0x31e182	ready_for_mba_reduction	260	51	exact_instruction	0x31e23f	216	covered_synthetic_fallthrough	+0x4	next = 216@0xa4a61:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0xe 0x4d 0x49 0xe8 0x1 0xce	0x4d0e	0x494d	0xe849	0xce01	0x18020620	0xf8d800f1		176	17	4	concrete_successor_edge	
043	0x31e24d	ready_for_mba_reduction	261	72	exact_instruction	0x31e35e	316	covered_synthetic_fallthrough	+0x5	next = 316@0xb987b:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0x4d 0x1 0x7b 0xdf 0x99 0x0	0x14d	0x7b01	0xdf7b	0x99	0xcd4a57b7	0x493c4ece		333	17	4	concrete_successor_edge	
043	0x31e36f	ready_for_mba_reduction	262	51	exact_instruction	0x31e42c	356	covered_synthetic_fallthrough	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100; state=state_add_const	0x3 0x97 0x80 0xe8 0x1 0x9	0x9703	0x8097	0xe880	0x901	0xa8c7de82	0xcffaa845		20	17	4	concrete_successor_edge	
043	0x31e43a	ready_for_mba_reduction	263	72	exact_instruction	0x31e54b	75	covered_synthetic_fallthrough	+0x5	next = 75@0x873fc:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0x29 0x1 0x31 0xe 0xeb 0xba	0x129	0x3101	0xe31	0xbaeb	0x8e2e68bf	0x834faf4d		297	17	4	concrete_successor_edge	
043	0x31e55c	ready_for_mba_reduction	264	52	sampled_operand_forward	0x33b647	42	decoded_control	+0x1d02e	sampled operand footprint 0xa; observed target table[42], delta +0x1d02e	0xa0 0x0 0xac 0xe8 0x1 0x8b	0xa0	0xac00	0xe8ac	0x8b01	0x99812d03	0x10812ba0		20	17	4	concrete_successor_edge	
043	0x31e627	ready_for_mba_reduction	265	72	exact_instruction	0x31e738	246	covered_synthetic_fallthrough	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100; state=state_add_const	0x40 0x0 0xc5 0xa6 0x99 0x0	0x40	0xc500	0xa6c5	0x99	0xb709749d	0xda6abf6d		64	17	4	concrete_successor_edge	
043	0x31e749	ready_for_mba_reduction	266	6	long_branch_forward	0x31e77f	354	decoded_control	+0x22	next = table[354], ip += 0x22	0x9f 0xa0 0xc 0xf6 0x46 0xc1	0xa09f	0xca0	0xf60c	0xc146	0x48100200	0x3a08325a		253	17	4	concrete_successor_edge	
043	0x31e77f	ready_for_mba_reduction	267	52	long_branch_forward	0x31ea5c	354	decoded_control	+0x21a	next = table[354], ip += 0x21a	0x72 0x0 0x9a 0x64 0x5b 0xac	0x72	0x9a00	0x649a	0xac5b	0xc0171c7b	0xa7b508c2		114	17	4	concrete_successor_edge	
