program	state	status	reason	trace_observations	trace_with_pre_state	trace_with_pre_flags	trace_with_pre_byte	raw_bytes_known	edge_known	ir_rows	needs
019	0x122a46	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	142	
019	0x122c89	ready_for_mba_reduction	all required static/runtime fields are present	12	1	1	1	yes	yes	116	
