entry	target	observation	events	delta	shape	constant_bytes	tail_site	static_stop	insns	relevant_ops	skeleton_hash	top_ops	dispatch_ops	dispatch_hash	decode_ops	decode_hash	top_targets	decode_signature	dispatch_skeleton	skeleton
88	0x8aa14	exact	149	+0x5	VVVCC	b3=0x3d,b4=0x01	0x8b026	0x8b036	337	38	304297e78d5c5ae9	RF+0x194/1:4,RF+0x170/4:3,WF+0x170/4:3,RF+0x0/8:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x81/8:2,RF+0x71/8:2,WF+0x71/8:2,WF+0x60/8:1,RF+0x23/4:1,WF+0x0/8:1	10	28ccce2848f4ed9f	7	0d8731b865b393fd	352@0xc1ec4:65,257@0xadbfd:64,173@0x9ba74:11,256@0xad849:6,108@0x8f24b:3	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	RF+0x60/8:mov;RF+0x81/8:mov;WF+0x60/8:mov;RF+0x170/4:mov;RF+0x23/4:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x0/8:mov;RF+0x71/8:add;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x194/1:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0x81/8:mov;WF+0x170/4:sub;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x194/1:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
89	0x8b028	unobserved	0	-	-	-	0x8b332	0x8b342	174	34	3534251e7534a314	RF+0xa/8:8,IPADV+0x1:2,RIP+0x1/2:2,IPADV+0x5:2,RIP+0x5/2:2,IPADV+0x3:1,RIP+0x3/2:1,RF+0x199/8:1,RF+0x81/8:1,IPADV+0x0:1,RIP+0x0/1:1,IPADV+0x7:1	11	9ca3a103cbc11676	7	3e89a812d99f0c87		IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov	RF+0xa/8:mov;IPADV+0x1;RF+0xa/8:mov;RIP+0x1/2:movzx;IPADV+0x5;RIP+0x5/2:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;RF+0xa/8:mov;IPADV+0x1;IPADV+0x5;RIP+0x1/2:movzx;RIP+0x5/2:movzx;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov
90	0x8b334	exact	567	+0x4	VVVV	-	0x8b6db	0x8b6eb	204	32	7fa4830905118ff4	WF+0x170/4:9,RF+0x23/4:5,WF+0x23/4:2,RF+0xa/8:2,RF+0x0/8:1,IPADV+0x2:1,RIP+0x2/2:1,RF+0x170/4:1,WF+0x81/8:1,RF+0x194/1:1,IPADV+0x0:1,RF+0x10f/8:1	10	76ad8ba92a9302f5	6	b6ead3c0e8138660	49@0x82820:257,260@0xae90b:64,140@0x94e5a:34,220@0xa522e:32,3@0x78c77:25,330@0xbc9b8:18	IPADV+0x0;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x81/8:mov	RF+0x23/4:mov;WF+0x170/4:add;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:add;RF+0x0/8:cmp;WF+0x23/4:and;RF+0x23/4:mov;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;RF+0x23/4:add;WF+0x170/4:and;WF+0x23/4:or;WF+0x81/8:mov;WF+0x170/4:or;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r12;RF+0x81/8:mov
91	0x8b6de	exact	2251	+0x4	VVCC	b2=0xe8,b3=0x01	0x8b8c9	0x8b8d9	113	21	0ba7f149cffc9f7e	RF+0x170/4:3,RF+0xa/8:2,RF+0x71/8:2,RF+0x81/8:1,IPADV+0x2:1,RIP+0x2/2:1,WF+0x23/4:1,RF+0x0/8:1,RF+0x10f/8:1,IPADV+0x0:1,RIP+0x0/2:1,WF+0x170/4:1	11	39bb7a05c930bd65	7	19a61ea4ad71aa26	340@0xbf435:205,258@0xadf2c:201,337@0xbec0e:180,220@0xa522e:171,199@0xa0631:144,347@0xc088d:138	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov	RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x71/8:sub;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x71/8:sub;RF+0x170/4:and;RF+0x0/8:cmp;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx;RF+0x23/4:mov
92	0x8b8cb	exact	307	+0x4	VVVV	-	0x8bcec	0x8bcfc	233	37	8cef7b499540f419	RF+0x170/4:5,WF+0x170/4:5,RF+0x23/4:4,RF+0x81/8:4,RF+0x0/8:4,WF+0x23/4:3,RF+0xa/8:2,IPADV+0x2:1,RIP+0x2/2:1,WF+0x81/8:1,IPADV+0x0:1,RIP+0x0/2:1	10	d38d77d40270527e	7	d43b5942ad5476c4	282@0xb3128:67,49@0x82820:31,17@0x7bae9:29,332@0xbd36d:26,3@0x78c77:26,18@0x7be9b:16	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	RF+0x23/4:mov;WF+0x23/4:or;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;RF+0x23/4:xor;WF+0x170/4:and;WF+0x81/8:mov;RF+0x81/8:mov;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x23/4:mov;WF+0x170/4:or;RF+0x81/8:mov;WF+0x170/4:or;RF+0x23/4:mov;WF+0x23/4:xor;WF+0x23/4:or;RF+0x81/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;WF+0x170/4:add;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
93	0x8bcef	unobserved	0	-	-	-	0x8c41a	0x8c42a	414	55	cb164eb131c18749	RF+0x170/4:6,RF+0xa/8:5,WF+0x23/4:5,WF+0x170/4:4,RF+0x0/8:4,RF+0x23/4:3,RF+0x194/1:3,IPADV+0x0:2,RF+0x60/8:2,WF+0x71/8:2,RF+0x71/8:2,IPADV+0x2:1	10	f2d00d75215898ae	7	0a6207bcc6d7d3bd		IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x1dc/4:mov;RF+0x170/4:mov;WF+0x23/4:xor;RF+0x60/8:mov;RF+0x23/4:mov;WF+0x60/8:mov;WF+0x170/4:and;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:add;WF+0x170/4:or;RF+0x170/4:mov;WF+0x23/4:or;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x170/4:mov;RF+0x71/8:xor;WF+0x23/4:or;RF+0x71/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
94	0x8bd69	exact	91	+0x5	EEECC	b3=0x3d,b4=0x01	0x8c41a	0x8c42a	377	48	c20d8d86bd6ddf25	RF+0x170/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x0/8:4,RF+0x23/4:3,RF+0x194/1:3,RF+0xa/8:3,RF+0x60/8:2,WF+0x71/8:2,RF+0x71/8:2,WF+0x60/8:1,WF+0x0/8:1	10	f2d00d75215898ae	7	0a6207bcc6d7d3bd	173@0x9ba74:74,144@0x95887:13,160@0x994cf:3,198@0xa037e:1	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	RF+0x170/4:mov;WF+0x23/4:xor;RF+0x60/8:mov;RF+0x23/4:mov;WF+0x60/8:mov;WF+0x170/4:and;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;RF+0x170/4:sub;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:add;WF+0x170/4:or;RF+0x170/4:mov;WF+0x23/4:or;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x23/4:and;WF+0x23/4:add;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0x170/4:mov;RF+0x71/8:xor;WF+0x23/4:or;RF+0x71/8:mov;RF+0x170/4:xor;RF+0x0/8:cmp;WF+0x71/8:mov;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
95	0x8c41c	central_or_long	565	+0xa	sampled	-	0x8c5b7	0x8c5c7	103	28	77081224f3589238	RF+0xa/8:7,IPADV+0x6:2,IPADV+0x4:2,RIP+0x4/2:2,IPADV+0x0:2,RIP+0x6/4:1,RIP+0x0/4:1,WF+0x1dc/4:1,RIP+0x6/2:1,IPADV+0x2:1,RIP+0x2/2:1,RIP+0x0/2:1	9	9214e50ca8894298	6	6a14ecd54fe10a74	169@0x9af18:374,310@0xb8556:188,86@0x8a37f:2,42@0x815ea:1	IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;IPADV+0x6;RF+0xa/8:mov;RIP+0x6/2:movzx;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
96	0x8c4cf	unobserved	0	-	-	-	0x8c5b7	0x8c5c7	55	18	89b83cfa38906525	RF+0xa/8:4,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x4:1,RF+0x10f/8:1,RIP+0x4/2:1,WF+0x170/4:1,TDYN:1	9	9214e50ca8894298	6	6a14ecd54fe10a74		IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0xa/8:mov;IPADV+0x6;RF+0xa/8:mov;RIP+0x6/2:movzx;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
97	0x8c5b9	unobserved	0	-	-	-	0x8c8e9	0x8c8f9	174	29	1614d0f1db0665bf	RF+0xa/8:3,RF+0x60/8:2,WF+0x170/4:2,RF+0x0/8:2,RF+0x194/1:2,WF+0x71/8:2,RF+0x23/4:1,WF+0x60/8:1,WF+0x0/8:1,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/1:1	10	cb14f2e0d76b630a	7	e7b2851cd9903cd7		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	RF+0x60/8:mov;RF+0x23/4:mov;WF+0x60/8:mov;WF+0x170/4:or;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
98	0x8c8ec	unobserved	0	-	-	-	0x8cc7f	0x8cc8f	207	37	ff20b25a8a6ecccd	RF+0xa/8:6,IPADV+0x0:2,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x4:1,RIP+0x4/2:1,RIP+0x0/4:1,WF+0x1dc/4:1,WF+0x0/8:1	10	04a6e53ce1c11a32	7	079382c5a8c0a67b		IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0x0/8:mov;RF+0x60/8:mov;WF+0x0/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0xe1/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
99	0x8c99a	exact	695	+0x5	CVVCC	b0=0x00,b3=0x3d,b4=0x01	0x8cc7f	0x8cc8f	159	27	e384d4ab9be16a60	RF+0xa/8:3,RF+0x0/8:2,RF+0x60/8:2,WF+0x71/8:2,WF+0x0/8:1,WF+0x60/8:1,RF+0x81/8:1,RF+0xe1/1:1,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/1:1,IPADV+0x3:1	10	04a6e53ce1c11a32	7	079382c5a8c0a67b	198@0xa037e:387,108@0x8f24b:153,173@0x9ba74:132,160@0x994cf:8,256@0xad849:7,144@0x95887:5	IPADV+0x1;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0x0/8:mov;RF+0x60/8:mov;WF+0x0/8:mov;WF+0x60/8:mov;RF+0x81/8:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0xe1/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x1;RF+0x10f/8:mov;RIP+0x1/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
100	0x8cc81	unobserved	0	-	-	-	0x8ceb2	0x8cec2	124	34	c88f6e2de99d3d34	RF+0xa/8:8,RF+0x170/4:2,IPADV+0x0:2,RIP+0x0/2:2,IPADV+0x2:2,RIP+0x2/2:2,RF+0x0/8:1,IPADV+0x6:1,RIP+0x6/2:1,RF+0x199/8:1,IPADV+0x8:1,RIP+0x8/1:1	10	dab62190c20e2cce	7	d198ce6fb708807d		IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi	RF+0xa/8:mov;RF+0xa/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;IPADV+0x0;RIP+0x0/2:movzx;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:movzx;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0x170/4:add;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdi
101	0x8ceb4	sampled_long_or_sparse	1	+0xd	sampled	-	0x8d71b	0x8d72b	477	26	ce4aa7c560010248	RF+0xa/8:6,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x8:1,RIP+0x8/1:1,IPADV+0x0:1,RIP+0x0/4:1,IPADV+0x4:1,RIP+0x4/2:1,WF+0x1dc/4:1,IPADV+0x9:1,RIP+0x9/2:1	10	b4cc04ad56a49cfd	7	901c55534b2ca6ba	199@0xa0631:1	IPADV+0xb;RIP+0xb/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0xb;RF+0x10f/8:mov;RIP+0xb/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0xa/8:mov;IPADV+0xb;RF+0x10f/8:mov;RIP+0xb/2:movzx;RF+0x170/4:xor;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
102	0x8d71d	sampled_long_or_sparse	64	+0xd	sampled	-	0x8df99	0x8dfa9	466	25	15ce9f1de36c6877	RF+0xa/8:6,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x8:1,RIP+0x8/1:1,IPADV+0x0:1,RIP+0x0/4:1,IPADV+0x4:1,RIP+0x4/2:1,WF+0x1dc/4:1,IPADV+0x9:1,RIP+0x9/2:1	9	e396dc5b064e6f5a	6	bb4b698e02e5b9d1	268@0xb0007:64	IPADV+0xb;RIP+0xb/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x8;RIP+0x8/1:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;IPADV+0x9;RIP+0x9/2:movzx;RF+0xa/8:mov;IPADV+0xb;RIP+0xb/2:movzx;RF+0x10f/8:mov;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r11
103	0x8df9c	unobserved	0	-	-	-	0x8e2ed	0x8e2fd	193	30	e12646c00595608f	RF+0xa/8:4,RF+0x0/8:2,RF+0x60/8:2,IPADV+0x3:2,RIP+0x3/2:2,WF+0x71/8:2,RF+0x81/8:1,WF+0x0/8:1,WF+0x60/8:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x2:1	10	2cfc42a6246aedc3	7	f3096d76c6106160		IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx	RF+0x81/8:mov;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x2;WF+0x71/8:mov;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:mov;RF+0xa/8:mov;IPADV+0x0;RF+0x10f/8:mov;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx
104	0x8e2ef	unobserved	0	-	-	-	0x8e6b2	0x8e6c2	208	31	6cdca3141444f9ba	RF+0x23/4:3,RF+0xa/8:3,WF+0x23/4:3,RF+0x60/8:2,RF+0x0/8:2,WF+0x71/8:2,WF+0x60/8:1,WF+0x0/8:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/1:1	9	3b28ed5770b73c77	6	811e21bfce13a2d6		IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi	RF+0x60/8:mov;RF+0x0/8:mov;WF+0x60/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0x23/4:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;WF+0x71/8:mov;RF+0x23/4:mov;WF+0x23/4:sub;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:xor;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rsi
