entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
299	0xb6bba	1	10	0xb708a	r12	0x4d0	3194	2	2	-0x7fe6:1,-0xcf8b:1	169@0x9af18:1,310@0xb8556:1	dispatch@0xc80b9:2	0xb709a	286	1248	4	4	0	1	0x170:9,0x0:7,0xa:4,0x81:4,0x23:3,0x71:2,0xbb:1,0x194:1,0x10f:1,0x60:1	0x170:5,0x23:3,0x1dc:1,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:83,add:74,and:25,sub:24,or:21,xor:21,pop:15,cmp:11
300	0xb6c36	1	3190	0xb708a	r12	0x454	3194	3190	238	+0x4:3190	258@0xadf2c:517,220@0xa522e:355,183@0x9d495:268,337@0xbec0e:262,333@0xbd8af:262	tail@0xb708a:3190	0xb709a	249	1124	4	4	0	0	0x170:9,0x0:7,0x81:4,0x23:3,0x71:2,0xa:2,0x194:1,0x10f:1,0x60:1	0x170:5,0x23:3,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:71,add:66,and:25,sub:24,or:21,xor:21,cmp:11,je:4
301	0xb708d	1	4380	0xb7583	r8	0x4f6	4380	4380	389	+0x5:4380	160@0x994cf:954,198@0xa037e:729,173@0x9ba74:669,352@0xc1ec4:627,256@0xad849:458	tail@0xb7583:4380	0xb7593	277	1283	6	5	0	0	0x81:5,0x170:3,0x0:3,0xa:3,0x60:2,0x23:2,0x71:1,0x10f:1	0x23:4,0x170:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	add:75,mov:73,xor:36,sub:28,or:22,and:20,cmp:8,je:6
302	0xb7586	1	109	0xb7699	r12	0x113	109	109	10	-0x40:61,+0x22:25,-0x55d:9,-0x2ce:8,-0x24c:4	171@0x9b4b3:70,165@0x9a24c:35,354@0xc2241:4	tail@0xb7699:109	0xb76a9	64	288	1	2	0	0	0xa:2,0x10f:1	0xa:2	+0x0/2:1,+0x4/4:1	dyn/8:1	mov:22,add:13,sub:10,xor:5,or:5,and:4,jmp:2,shl:1
303	0xb769c	0	0	0xb78ad	r9	0x211	0	0	0				0xb78bd	125	545	1	2	0	1	0xa:6,0x170:2,0x0:1,0x10f:1	0x1dc:1,0x23:1,0xa:1	+0x2/2:2,+0x0/2:2,+0x4/2:1,+0x6/2:1	dyn/8:1	mov:39,add:35,pop:16,and:9,sub:5,xor:5,movzx:4,or:4
304	0xb7717	0	0	0xb78ad	r9	0x196	0	0	0				0xb78bd	88	422	1	2	0	0	0xa:4,0x170:2,0x0:1,0x10f:1	0x23:1,0xa:1	+0x4/2:1,+0x2/2:1,+0x6/2:1,+0x0/2:1	dyn/8:1	add:28,mov:26,and:9,sub:5,xor:5,movzx:4,or:4,cmp:2
305	0xb78b0	1	10873	0xb7bb8	rax	0x308	10873	10873	771	+0x4:10873	307@0xb8064:1290,189@0x9e7af:771,297@0xb64d7:684,28@0x7e390:581,338@0xbf128:576	tail@0xb7bb8:10873	0xb7bc8	173	791	9	4	0	0	0x81:5,0x170:4,0x194:2,0xa:2,0x0:2,0x23:1,0x10f:1	0x23:3,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:47,add:46,and:17,sub:16,or:12,cmp:11,xor:8,je:7
306	0xb7bba	0	0	0xb8062	rbx	0x4a8	0	0	0				0xb8072	258	1207	5	5	0	0	0x23:6,0x81:5,0x170:3,0xa:2,0x0:1,0x10f:1	0x170:5,0x23:5,0x16f:1,0x0:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	add:72,mov:67,and:32,xor:28,sub:23,or:19,cmp:6,je:5
307	0xb8064	1	24092	0xb837a	rcx	0x316	24119	24092	2012	+0x3:24092	114@0x90319:1754,176@0x9c10b:1332,189@0x9e7af:1165,337@0xbec0e:1159,258@0xadf2c:1055	tail@0xb837a:24092	0xb838a	176	805	2	2	0	0	0x0:4,0x23:4,0x170:3,0x194:2,0xa:2,0x81:1,0x10f:1	0x170:3,0x23:1,0x194:1,0xa:1	+0x0/1:1,+0x1/2:1	dyn/8:1	mov:56,add:44,xor:21,and:20,or:13,sub:10,cmp:6,je:2
308	0xb837c	1	246	0xb84a4	r10	0x128	247	246	19	-0x51a4:91,-0x9de:64,-0x40:34,-0x17ed:25,-0x584:12	171@0x9b4b3:226,354@0xc2241:20	tail@0xb84a4:246	0xb84b4	68	312	1	2	0	0	0xa:3,0x10f:1	0xa:2	+0x0/2:1,+0x4/4:1	dyn/8:1	mov:19,add:15,sub:12,and:9,xor:5,or:3,jmp:2,shl:1
309	0xb84a7	0	0	0xb86f5	r13	0x24e	2100	0	0				0xb8705	140	603	4	2	0	1	0xa:4,0x194:2,0x23:2,0x71:1,0x10f:1	0x23:4,0x1dc:1,0xa:1	+0x0/4:2,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:42,add:33,pop:17,and:8,xor:7,sub:7,or:6,cmp:4
310	0xb8556	1	1614	0xb86f5	r13	0x19f	2100	1614	63	+0x4:1614	165@0x9a24c:666,354@0xc2241:566,171@0x9b4b3:382	tail@0xb86f5:1614	0xb8705	86	428	2	1	0	0	0x194:2,0x23:2,0xa:2,0x71:1,0x10f:1	0x23:4,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:28,add:23,and:8,xor:7,sub:7,or:6,cmp:2,je:2
311	0xb86f8	1	466	0xb8b3f	r8	0x447	0	384	15	+0xa:382,+0x169eb:1,-0x34ced:1	169@0x9af18:192,310@0xb8556:190,42@0x815ea:2	dispatch@0xcdac7:368,dispatch@0xc80b9:16	0xb8b4f	253	1111	7	3	0	1	0xa:6,0x194:4,0x81:4,0xbb:2,0x0:2,0x60:2,0x170:2,0x23:2,0x71:2,0x10f:1	0x170:3,0x71:2,0x23:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x6/4:1,+0x4/2:1,+0x0/4:1,+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:86,add:66,pop:16,and:16,sub:15,xor:15,or:14,cmp:7
312	0xb87aa	0	0	0xb8b3f	r8	0x395	0	0	0				0xb8b4f	205	933	7	3	0	0	0x194:4,0x81:4,0xa:3,0x0:2,0x60:2,0x170:2,0x23:2,0x71:2,0x10f:1	0x170:3,0x71:2,0x23:2,0x0:1,0x60:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	mov:68,add:53,and:16,sub:15,xor:15,or:14,cmp:7,jne:4
313	0xb8b42	1	4	0xb8fcc	r14	0x48a	4	4	1	+0x5:4	352@0xc1ec4:4	tail@0xb8fcc:4	0xb8fdc	253	1178	9	4	0	0	0x170:7,0x23:5,0x0:4,0x81:3,0x194:3,0xa:3,0x60:2,0x71:2,0x10f:1	0x170:6,0x23:5,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:90,add:72,xor:23,and:14,sub:13,cmp:11,or:10,je:5
314	0xb8fcf	1	1	0xb944f	rcx	0x480	1	1	1	+0xa:1	189@0x9e7af:1	tail@0xb944f:1	0xb945f	254	1167	2	2	0	0	0x170:5,0xa:3,0x81:2,0x71:2,0x0:2,0x23:1,0x194:1,0x10f:1	0x23:5,0x170:2,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:71,add:64,sub:30,xor:28,and:25,or:25,cmp:4,je:2
315	0xb9451	1	9920	0xb9878	r12	0x427	9920	9920	813	+0x4:9920	28@0x7e390:1006,337@0xbec0e:731,307@0xb8064:617,215@0xa4609:544,64@0x85059:543	tail@0xb9878:9920	0xb9888	222	1078	7	2	0	0	0x23:3,0x81:3,0x71:2,0x194:2,0xa:2,0x170:1,0x0:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:57,add:56,sub:30,xor:27,or:17,and:15,cmp:8,je:5
316	0xb987b	1	573	0xba0cc	rax	0x851	447	447	13	-0x3c4:255,+0x2d:182,+0x30:3,+0x288:2,+0x211:2	165@0x9a24c:258,354@0xc2241:95,171@0x9b4b3:94	tail@0xba0cc:447	0xba0dc	468	2141	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:91,add:83,and:72,sub:53,xor:50,or:43,jne:25,cmp:23
317	0xba1e2	1	537	0xba680	r15	0x49e	537	537	85	+0x4:537	154@0x97ce6:139,70@0x8610e:125,28@0x7e390:34,282@0xb3128:32,330@0xbc9b8:29	tail@0xba680:537	0xba690	256	1195	5	4	0	0	0x23:11,0x81:4,0xa:2,0x10f:1,0x170:1	0x170:9,0x23:4,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:73,add:67,and:32,sub:29,or:20,xor:19,cmp:5,je:5
318	0xba683	0	0	0xbada2	r8	0x71f	1850	0	0				0xbadb2	415	1839	9	3	0	1	0xa:6,0x23:6,0x170:5,0x0:4,0x71:4,0x81:4,0x60:2,0xbb:1,0x194:1,0x10f:1	0x23:6,0x170:5,0x71:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:112,add:111,and:46,xor:41,sub:30,or:28,pop:16,cmp:11
319	0xba72f	1	1850	0xbada2	r8	0x673	1850	1850	225	+0x5:1850	173@0x9ba74:559,257@0xadbfd:324,144@0x95887:250,108@0x8f24b:207,198@0xa037e:186	tail@0xbada2:1850	0xbadb2	368	1667	9	3	0	0	0x23:6,0x170:5,0x0:4,0x71:4,0x81:4,0xa:3,0x60:2,0x194:1,0x10f:1	0x23:6,0x170:5,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	add:99,mov:94,and:46,xor:41,sub:30,or:28,cmp:11,je:5
320	0xbada5	1	2080	0xbb1db	rsi	0x436	2080	2080	232	+0x5:2080	173@0x9ba74:379,198@0xa037e:371,256@0xad849:314,160@0x994cf:243,257@0xadbfd:234	tail@0xbb1db:2080	0xbb1eb	239	1093	5	1	0	0	0x0:5,0x170:4,0xa:4,0x194:3,0x60:2,0x23:2,0x71:2,0x81:1,0x10f:1	0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x0/1:1,+0x1/2:1,+0x3/2:1	dyn/8:1	add:73,mov:67,and:24,xor:20,sub:20,or:14,cmp:8,jne:4
321	0xbb1dd	1	169	0xbb6e3	r8	0x506	1849	97	3	+0xd:97	169@0x9af18:94,310@0xb8556:3	dispatch@0xcdac7:97	0xbb6f3	293	1302	5	2	0	1	0xa:13,0x170:7,0xbb:6,0x0:5,0x50:2,0x23:2,0x194:2,0x71:2,0x81:1,0x10f:1	0x170:4,0x23:3,0x1dc:1,0x60:1,0xa:1	+0x7/4:4,+0x0/1:2,+0x1/1:2,+0x3/4:1,+0x2/1:1,+0xb/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:104,add:92,sub:19,xor:18,pop:15,and:12,cmp:10,or:9
322	0xbb3c9	1	1847	0xbb6e3	r8	0x31a	1849	1847	213	+0x4:1847	91@0x8b6de:280,347@0xc088d:276,157@0x98a9a:257,183@0x9d495:172,337@0xbec0e:134	tail@0xbb6e3:1847	0xbb6f3	173	810	1	1	0	0	0x170:7,0x0:5,0xa:2,0x23:2,0x194:2,0x71:2,0x81:1,0x10f:1	0x170:4,0x23:3,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:57,add:50,xor:18,sub:17,and:12,or:9,cmp:6,movzx:2
323	0xbb6e6	1	1	0xbb8a8	rax	0x1c2	8	1	1	+0x4:1	310@0xb8556:1	tail@0xbb8a8:1	0xbb8b8	103	464	3	2	0	0	0x23:5,0x81:1,0x170:1,0x0:1,0xa:1,0x10f:1	0x23:4,0x170:2,0xa:1	+0x0/2:1	dyn/8:1	add:32,mov:31,xor:8,or:8,sub:7,and:7,cmp:4,je:3
324	0xbb8aa	0	0	0xbba0c	r12	0x162	0	0	0				0xbba1c	86	370	1	2	0	0	0xa:4,0x170:2,0x23:1,0x0:1,0x10f:1,0x60:1	0x170:2,0xa:1	+0x4/2:1,+0x6/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:29,mov:27,and:7,sub:5,xor:5,movzx:4,or:2,cmp:2
325	0xbba0f	0	0	0xbc06b	rdi	0x65c	0	0	0				0xbc07b	353	1643	7	3	0	0	0x71:3,0xa:3,0x60:2,0x81:2,0x0:2,0x194:1,0x23:1,0x10f:1	0x170:5,0x71:2,0x60:1,0x0:1,0xa:1	+0x2/1:1,+0x0/2:1,+0x3/2:1	dyn/8:1	add:77,mov:66,and:57,sub:46,xor:43,or:40,cmp:7,jne:4
326	0xbc06d	1	70	0xbc31d	r13	0x2b0	70	70	3	+0x5:70	108@0x8f24b:57,352@0xc1ec4:13	tail@0xbc31d:70	0xbc32d	158	704	5	1	0	0	0xa:4,0x0:2,0x81:1,0x23:1,0x194:1,0x71:1,0x10f:1	0x170:2,0x71:2,0x0:1,0xa:1	+0x3/2:2,+0x0/1:1,+0x1/2:1	dyn/8:1	mov:44,add:43,or:13,xor:13,and:11,sub:7,cmp:5,jne:4
327	0xbc320	0	0	0xbc464	rcx	0x144	0	0	0				0xbc474	75	339	1	2	0	0	0xa:4,0x10f:1,0x170:1,0x194:1	0x170:2,0xa:1	+0x2/2:1,+0x0/2:1,+0x6/2:1,+0x4/2:1	dyn/8:1	mov:24,add:23,sub:7,and:6,xor:5,movzx:4,jmp:2,push:1
328	0xbc466	0	0	0xbc673	r11	0x20d	0	0	0				0xbc683	117	541	2	2	0	0	0xa:8,0x194:1,0x199:1,0x23:1,0x10f:1,0x170:1	0x170:1,0xa:1	+0x2/2:2,+0x9/2:2,+0x4/2:1,+0x8/1:1,+0x0/2:1,+0x6/2:1	dyn/8:1	mov:42,add:38,and:9,movzx:6,sub:6,or:4,xor:4,cmp:2
329	0xbc676	0	0	0xbc9b6	rdx	0x340	0	0	0				0xbc9c6	187	847	5	1	0	0	0xa:4,0x0:3,0x170:1,0x194:1,0x71:1,0x10f:1,0x23:1	0x170:3,0x71:2,0x0:1,0xa:1	+0x3/2:2,+0x0/1:1,+0x1/2:1	dyn/8:1	add:48,mov:47,xor:28,and:15,sub:11,or:10,cmp:6,jne:4
330	0xbc9b8	1	316	0xbcfc5	r15	0x60d	316	316	89	+0x5:316	260@0xae90b:91,18@0x7be9b:68,140@0x94e5a:25,66@0x855ff:13,122@0x9170d:12	tail@0xbcfc5:316	0xbcfd5	328	1562	9	3	0	0	0x170:10,0x23:4,0x0:4,0x81:3,0xa:3,0x10f:1	0x23:12,0x170:4,0x16f:1,0x0:1,0xa:1	+0x3/2:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:94,add:81,or:39,xor:34,and:28,sub:25,cmp:13,je:5
331	0xbcfc8	1	157	0xbd36a	r13	0x3a2	157	157	7	+0x3:157	340@0xbf435:125,196@0x9fbcd:25,99@0x8c99a:3,222@0xa5f3c:1,168@0x9aa83:1	tail@0xbd36a:157	0xbd37a	203	946	6	6	0	0	0x23:5,0x81:5,0x0:3,0x71:3,0xa:2,0x170:2,0x194:1,0x10f:1	0x170:7,0xe1:1,0x23:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:61,add:60,and:21,xor:20,or:11,cmp:9,sub:8,je:6
332	0xbd36d	1	3292	0xbd8ad	rsi	0x540	3292	3292	258	+0x4:3292	347@0xc088d:268,114@0x90319:257,90@0x8b334:256,99@0x8c99a:256,319@0xba72f:256	tail@0xbd8ad:3292	0xbd8bd	294	1359	4	3	0	0	0x170:9,0x23:6,0x81:3,0x0:3,0xa:2,0x194:1,0x10f:1	0x23:7,0x170:7,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:82,mov:75,and:32,sub:31,or:29,xor:29,cmp:7,je:4
333	0xbd8af	1	12194	0xbdd16	rcx	0x467	12194	12194	1165	+0x4:12194	305@0xb78b0:766,114@0x90319:750,199@0xa0631:703,243@0xaab6a:667,64@0x85059:626	tail@0xbdd16:12194	0xbdd26	239	1139	3	3	0	0	0x170:5,0x23:5,0x81:2,0x194:2,0xa:2,0x0:1,0x10f:1	0x170:6,0x23:5,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:72,add:65,xor:27,sub:22,or:21,and:20,cmp:4,je:3
334	0xbdd18	1	234	0xbe55b	rdx	0x843	42	42	18	+0x2a5:25,+0x288:2,+0x30:2,+0x2f:2,+0x20d:1	354@0xc2241:33,171@0x9b4b3:5,165@0x9a24c:4	tail@0xbe55b:42	0xbe56b	456	2130	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:95,add:80,and:73,xor:51,sub:42,or:39,jne:25,cmp:23
335	0xbe648	0	0	0xbe8ca	r11	0x282	0	0	0				0xbe8da	144	658	1	2	0	0	0xa:4,0x170:2,0x194:1,0x0:1,0x23:1,0x10f:1	0x170:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:41,add:37,sub:20,and:13,xor:11,or:11,movzx:4,cmp:2
336	0xbe8cd	1	44	0xbec0b	r10	0x33e	44	44	14	+0x5:44	256@0xad849:12,173@0x9ba74:8,108@0x8f24b:8,352@0xc1ec4:7,144@0x95887:5	tail@0xbec0b:44	0xbec1b	182	846	5	1	0	0	0xa:4,0x60:2,0x0:2,0x194:1,0x81:1,0x71:1,0x10f:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x0/2:2,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:54,add:38,xor:21,and:19,sub:13,or:9,cmp:5,jne:4
337	0xbec0e	1	26531	0xbf126	rbx	0x518	26561	26531	2321	+0x4:26531	297@0xb64d7:1787,66@0x855ff:1591,307@0xb8064:1381,28@0x7e390:1313,18@0x7be9b:1254	tail@0xbf126:26531	0xbf136	278	1319	6	6	0	0	0x81:7,0x23:5,0x170:3,0xa:2,0x71:1,0x0:1,0x10f:1	0x170:7,0x23:3,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:74,mov:73,and:29,sub:28,xor:28,or:25,cmp:7,je:6
338	0xbf128	1	1752	0xbf2d3	rsi	0x1ab	1752	1752	178	+0x6:1752	283@0xb3612:648,351@0xc1d48:582,295@0xb60e0:522	tail@0xbf2d3:1752	0xbf2e3	100	442	2	3	0	0	0xa:3,0x81:2,0x194:1,0x10f:1,0x170:1	0x170:1,0xa:1	+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:29,mov:25,and:13,xor:8,or:7,sub:7,jmp:3,movzx:3
339	0xbf2d5	0	0	0xbf433	rdx	0x15e	0	0	0				0xbf443	78	365	1	2	0	0	0xa:4,0x23:1,0x194:1,0x10f:1	0x170:2,0xa:1	+0x6/2:1,+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:30,add:27,sub:4,movzx:4,and:3,jmp:2,xor:2,or:2
340	0xbf435	1	26110	0xbf886	r15	0x451	26119	26110	2259	+0x4:26110	307@0xb8064:1747,28@0x7e390:1702,66@0x855ff:1362,185@0x9d964:1352,215@0xa4609:1274	tail@0xbf886:26110	0xbf896	244	1121	3	3	0	0	0x71:3,0x81:2,0xa:2,0x23:1,0x194:1,0x10f:1,0x170:1	0x170:4,0x23:3,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:62,mov:47,and:37,xor:32,sub:30,or:25,cmp:3,je:3
341	0xbf889	0	0	0xbfb96	r13	0x30d	82	0	0				0xbfba6	163	794	2	3	0	0	0xa:6,0x170:2,0x199:1,0x81:1,0x10f:1	0x23:1,0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x2/2:1,+0x7/2:1	dyn/8:1	mov:45,add:40,and:20,xor:19,or:15,sub:12,movzx:5,jmp:3
342	0xbfb99	0	0	0xbff68	rsi	0x3cf	0	0	0				0xbff78	224	990	2	2	0	1	0xa:10,0x170:2,0x199:1,0x0:1,0x10f:1	0x170:3,0x1dc:1,0xa:1	+0x0/2:2,+0x5/2:2,+0x3/2:2,+0x2/2:1,+0x2/1:1,+0x9/2:1,+0x7/2:1	dyn/8:1	mov:62,add:61,sub:21,xor:18,pop:16,or:16,and:14,movzx:6
343	0xbfc0d	0	0	0xbff68	rsi	0x35b	0	0	0				0xbff78	188	874	2	2	0	0	0xa:8,0x170:2,0x199:1,0x0:1,0x10f:1	0x170:3,0xa:1	+0x5/2:2,+0x3/2:2,+0x0/2:1,+0x2/1:1,+0x9/2:1,+0x7/2:1	dyn/8:1	add:54,mov:50,sub:21,xor:18,or:16,and:14,movzx:6,cmp:3
344	0xbff6a	0	0	0xc02e2	rdi	0x378	0	0	0				0xc02f2	187	902	8	2	0	0	0xa:3,0x10f:1,0x170:1	0x199:4,0x170:1,0xa:1	+0x2/2:1,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:40,add:39,sub:26,or:23,and:20,xor:16,cmp:8,jne:7
345	0xc02e4	1	1882	0xc0532	r14	0x24e	1883	1882	305	+0x6:1882	52@0x833c7:345,196@0x9fbcd:333,172@0x9b68a:109,189@0x9e7af:104,37@0x80685:98	tail@0xc0532:1882	0xc0542	130	606	3	3	0	0	0x170:3,0xa:2,0x81:2,0x23:2,0x71:2,0x0:1,0x194:1,0x10f:1	0x23:3,0x170:2,0x60:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:39,add:38,or:12,and:12,sub:11,xor:7,cmp:4,je:3
346	0xc0535	1	9073	0xc088b	rsi	0x356	9073	9073	764	+0x4:9073	28@0x7e390:862,168@0x9aa83:678,258@0xadf2c:614,185@0x9d964:572,64@0x85059:531	tail@0xc088b:9073	0xc089b	178	866	10	4	0	0	0x81:6,0x23:4,0x194:2,0x170:2,0x71:2,0xa:2,0x0:1,0x10f:1	0x23:4,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:53,add:49,xor:18,sub:13,cmp:11,and:10,je:8,or:7
347	0xc088d	1	24294	0xc0d7b	rdi	0x4ee	24310	24294	2146	+0x4:24294	18@0x7be9b:1928,307@0xb8064:1577,297@0xb64d7:1475,28@0x7e390:1301,168@0x9aa83:1257	tail@0xc0d7b:24294	0xc0d8b	269	1277	2	2	0	0	0x23:8,0x170:4,0x81:3,0xa:2,0x194:1,0x10f:1,0x60:1	0x170:7,0x23:6,0x0:1,0x16f:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:76,mov:73,xor:37,and:30,sub:24,or:21,cmp:2,je:2
348	0xc0d7d	1	37	0xc1409	rsi	0x68c	37	37	16	+0x5:37	352@0xc1ec4:12,257@0xadbfd:7,160@0x994cf:5,173@0x9ba74:5,108@0x8f24b:3	tail@0xc1409:37	0xc1419	375	1690	8	2	0	0	0x0:5,0x71:4,0x23:4,0x81:3,0x170:3,0x194:3,0xa:3,0x60:2,0x10f:1	0x170:5,0x23:4,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:98,mov:92,and:41,sub:40,or:40,xor:36,cmp:11,je:4
349	0xc140b	1	503	0xc1923	r13	0x518	503	503	99	+0x4:503	17@0x7bae9:264,105@0x8e6b4:31,332@0xbd36d:26,282@0xb3128:25,28@0x7e390:17	tail@0xc1923:503	0xc1933	289	1320	4	3	0	0	0x170:8,0x23:7,0x0:4,0x81:3,0xa:2,0x71:1,0x10f:1	0x170:9,0x23:6,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:84,mov:83,and:30,xor:27,sub:26,or:22,cmp:8,je:4
350	0xc1926	1	2413	0xc1d46	rdi	0x420	2418	2413	231	+0x4:2413	183@0x9d495:318,258@0xadf2c:257,281@0xb2db6:257,91@0x8b6de:203,114@0x90319:158	tail@0xc1d46:2413	0xc1d56	235	1071	1	2	0	0	0x170:4,0x71:4,0x81:3,0xa:2,0x194:1,0x0:1,0x23:1,0x10f:1	0x170:5,0x23:2,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:59,mov:54,and:34,xor:29,sub:29,or:23,cmp:2,jmp:2
351	0xc1d48	1	1844	0xc1ec2	rsi	0x17a	1844	1844	114	+0x5:1844	297@0xb64d7:256,258@0xadf2c:188,189@0x9e7af:185,172@0x9b68a:182,28@0x7e390:102	tail@0xc1ec2:1844	0xc1ed2	87	390	0	1	0	0	0xa:3,0x10f:1,0x170:1	0x170:1,0xa:1	+0x0/2:1,+0x4/1:1,+0x2/2:1	dyn/8:1	add:27,mov:18,and:10,sub:10,xor:9,or:9,movzx:3,jmp:1
352	0xc1ec4	1	4424	0xc21c0	r10	0x2fc	4424	4424	542	+0x2:4424	258@0xadf2c:408,307@0xb8064:319,196@0x9fbcd:305,340@0xbf435:288,292@0xb540f:263	tail@0xc21c0:4424	0xc21d0	169	777	8	4	0	0	0x81:6,0x170:5,0x194:2,0x71:1,0x16f:1,0x0:1,0xa:1,0x10f:1	0x23:3,0x170:2,0xa:1	+0x0/2:1	dyn/8:1	mov:56,add:43,sub:16,or:13,and:10,cmp:9,xor:9,je:4
353	0xc21c3	0	0	0xc240d	rdx	0x24a	1872	0	0				0xc241d	135	601	1	1	0	1	0xa:3,0x23:2,0x170:2,0x0:2,0xbb:1,0x10f:1	0x170:3,0x23:3,0x1dc:1,0xf3:1,0xa:1	+0x0/2:2,+0x2/4:1	dyn/8:1	mov:49,add:35,pop:15,xor:9,and:7,sub:6,or:6,cmp:3
354	0xc2241	1	1872	0xc240d	rdx	0x1cc	1872	1872	178	+0x2:1872	185@0x9d964:251,268@0xb0007:225,168@0x9aa83:197,340@0xbf435:195,157@0x98a9a:190	tail@0xc240d:1872	0xc241d	98	475	1	1	0	0	0x23:2,0x170:2,0x0:2,0xa:1,0x10f:1	0x170:3,0x23:3,0xf3:1,0xa:1	+0x0/2:1	dyn/8:1	mov:37,add:27,xor:9,and:7,sub:6,or:6,cmp:3,je:1
355	0xc240f	0	0	0xc2917	r9	0x508	0	0	0				0xc2927	283	1301	8	2	0	0	0x23:4,0x194:3,0x81:3,0xa:3,0x0:2,0x60:2,0x71:1,0x10f:1	0x23:6,0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:77,add:76,sub:30,and:29,or:25,xor:21,cmp:8,je:4
356	0xc291a	1	801	0xc2d35	rbx	0x41b	6	741	17	+0xa:741	310@0xb8556:373,169@0x9af18:368	dispatch@0xcdac7:733,dispatch@0xc80b9:8	0xc2d45	247	1066	5	1	0	1	0xa:7,0xbb:2,0x60:2,0x0:2,0x23:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x1dc:1,0x60:1,0x170:1,0x0:1,0xa:1	+0x3/2:2,+0x6/4:1,+0x4/2:1,+0x0/4:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:72,add:64,or:23,xor:18,pop:16,and:13,sub:12,popfq:5
