source_block	source_range	target_block	target_range	class	events	unique_start_ips	top_sources	top_targets	top_deltas	byte_statuses
203	0x26ee30-0x26f077	203	0x26ee30-0x26f077	intra_block	612	153	66:32,18:28,337:28,258:24,28:24,114:24,64:20,185:20	66:32,18:28,337:28,258:24,28:24,114:24,64:20,185:20	+0x4:376,+0x3:152,+0x5:36,+0x2:28,+0x6:20	exact:612
464	0x363a83-0x36405b	464	0x363a83-0x36405b	intra_block	575	388	28:16,347:16,18:15,203:15,185:14,114:14,297:14,66:14	28:16,347:16,18:15,203:15,185:14,114:14,297:14,66:14	+0x4:257,+0x5:104,+0x3:97,+0x2:82,+0x6:35	exact:575
493	0x36907b-0x369275	493	0x36907b-0x369275	intra_block	532	133	347:32,337:28,199:28,185:24,333:20,258:20,64:20,297:20	347:32,337:28,199:28,185:24,333:20,258:20,64:20,297:20	+0x4:348,+0x3:140,+0x5:20,+0x2:12,+0x6:12	exact:532
517	0x36cacc-0x36ccc6	517	0x36cacc-0x36ccc6	intra_block	532	133	347:28,66:24,114:24,258:24,43:24,340:24,18:20,199:20	347:28,66:24,114:24,258:24,43:24,340:24,18:20,199:20	+0x4:348,+0x3:140,+0x5:20,+0x2:12,+0x6:12	exact:532
185	0x24a4e3-0x24a8c5	185	0x24a4e3-0x24a8c5	intra_block	520	260	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	64:26,28:22,337:22,18:18,258:16,199:16,66:16,43:16	+0x4:278,+0x3:112,+0x5:56,+0x2:48,+0x6:26	exact:520
290	0x31b34b-0x31b82c	290	0x31b34b-0x31b82c	intra_block	510	322	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	28:17,168:17,64:16,239:16,198:15,337:15,18:14,160:14	+0x4:207,+0x5:103,+0x2:82,+0x3:81,+0x6:37	exact:510
400	0x33f710-0x33fbf1	400	0x33f710-0x33fbf1	intra_block	510	322	258:21,43:18,168:17,66:16,108:15,352:14,114:14,183:13	258:21,43:18,168:17,66:16,108:15,352:14,114:14,183:13	+0x4:207,+0x5:103,+0x2:82,+0x3:81,+0x6:37	exact:510
293	0x31bc0a-0x31be7c	293	0x31bc0a-0x31be7c	intra_block	486	162	237:21,297:18,256:18,183:15,172:15,199:15,144:15,157:12	237:21,297:18,256:18,183:15,172:15,199:15,144:15,269:12	+0x4:198,+0x5:105,+0x3:81,+0x2:75,+0x6:27	exact:486
300	0x31c974-0x31cbe6	300	0x31c974-0x31cbe6	intra_block	486	162	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	18:21,196:18,66:18,108:18,220:15,114:15,320:15,215:15	+0x4:198,+0x5:105,+0x3:81,+0x2:75,+0x6:27	exact:486
448	0x361587-0x3617fa	448	0x361587-0x3617fa	intra_block	486	162	108:15,18:15,168:15,215:15,340:15,173:15,79:12,114:12	108:15,18:15,168:15,215:15,340:15,173:15,79:12,114:12	+0x4:201,+0x5:105,+0x3:78,+0x2:75,+0x6:27	exact:486
458	0x362cf7-0x362f69	458	0x362cf7-0x362f69	intra_block	486	162	64:21,352:18,347:18,91:15,157:15,173:15,199:12,3:12	64:21,352:18,347:18,157:15,173:15,199:12,3:12,185:12	+0x4:198,+0x5:105,+0x3:81,+0x2:75,+0x6:27	exact:486
483	0x368063-0x3682d5	483	0x368063-0x3682d5	intra_block	486	162	64:18,28:18,340:15,333:15,160:15,173:15,180:12,157:12	64:18,28:18,340:15,333:15,160:15,173:15,157:12,198:12	+0x4:198,+0x5:105,+0x3:81,+0x2:75,+0x6:27	exact:486
233	0x30f3d6-0x30f645	233	0x30f3d6-0x30f645	intra_block	483	161	144:21,168:21,114:18,18:15,28:15,347:15,108:15,91:12	144:24,168:21,114:18,28:15,347:15,108:15,91:12,268:12	+0x4:198,+0x5:105,+0x3:78,+0x2:75,+0x6:27	exact:483
345	0x33519c-0x33540c	345	0x33519c-0x33540c	intra_block	483	161	64:15,198:15,185:15,144:15,43:15,199:15,114:15,108:15	108:18,64:15,198:15,185:15,144:15,43:15,199:15,114:15	+0x4:201,+0x5:105,+0x2:75,+0x3:75,+0x6:27	exact:483
326	0x331975-0x331c7a	326	0x331975-0x331c7a	intra_block	474	202	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	189:31,307:26,28:23,199:20,123:20,347:18,114:18,297:15	+0x4:250,+0x3:116,+0x5:47,+0x2:42,+0x6:19	exact:474
496	0x369533-0x36977c	496	0x369533-0x36977c	intra_block	465	155	189:33,333:24,28:24,18:24,340:21,215:15,172:15,307:15	189:33,333:24,28:24,18:24,340:21,215:15,172:15,307:15	+0x4:294,+0x3:117,+0x5:24,+0x2:21,+0x6:9	exact:465
520	0x36cf84-0x36d1cd	520	0x36cf84-0x36d1cd	intra_block	465	155	18:30,340:27,189:24,157:18,258:18,347:18,307:18,297:18	18:30,340:27,189:24,157:18,258:18,347:18,307:18,297:18	+0x4:294,+0x3:117,+0x5:24,+0x2:21,+0x6:9	exact:465
194	0x26cd71-0x26cf1b	194	0x26cd71-0x26cf1b	intra_block	444	111	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	66:28,340:20,189:20,307:20,43:20,337:20,157:16,287:16	+0x4:272,+0x3:96,+0x5:36,+0x2:28,+0x6:12	exact:444
189	0x24b060-0x24b39b	189	0x24b060-0x24b39b	intra_block	434	217	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	340:22,297:20,114:18,189:16,18:16,307:14,268:12,185:12	+0x4:244,+0x3:98,+0x5:40,+0x2:34,+0x6:18	exact:434
405	0x3404d5-0x3406cb	405	0x3404d5-0x3406cb	intra_block	387	129	307:18,347:18,28:15,203:15,43:12,258:12,157:12,305:12	307:18,347:18,28:15,203:15,43:12,258:12,157:12,305:12	+0x4:219,+0x3:78,+0x5:39,+0x2:30,+0x6:21	exact:387
416	0x341d87-0x341f7d	416	0x341d87-0x341f7d	intra_block	387	129	114:21,168:18,268:15,346:15,307:15,340:15,64:12,43:12	114:21,168:18,268:15,346:15,307:15,340:15,64:12,43:12	+0x4:219,+0x3:78,+0x5:39,+0x2:30,+0x6:21	exact:387
192	0x24b891-0x24bb69	192	0x24b891-0x24bb69	intra_block	384	192	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	258:20,18:18,114:18,66:16,307:14,347:12,337:12,64:12	+0x4:226,+0x3:90,+0x5:30,+0x2:26,+0x6:12	exact:384
195	0x26db07-0x26dc71	195	0x26db07-0x26dc71	intra_block	380	95	340:28,199:20,66:20,114:16,18:16,28:16,258:16,64:12	340:28,199:20,66:20,114:16,18:16,28:16,258:16,64:12	+0x4:200,+0x3:96,+0x2:32,+0x5:32,+0x6:20	exact:380
178	0x249468-0x24972b	178	0x249468-0x24972b	intra_block	374	187	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	28:22,347:16,340:16,337:14,189:12,43:12,18:12,333:12	+0x4:226,+0x3:88,+0x5:26,+0x2:24,+0x6:10	exact:374
2	0xd0d51-0xd0eab	2	0xd0d51-0xd0eab	intra_block	360	90	18:32,189:20,64:20,347:16,28:16,268:16,196:12,33:12	18:32,189:20,64:20,347:16,28:16,268:16,196:12,33:12	+0x4:228,+0x3:80,+0x5:24,+0x2:16,+0x6:12	exact:360
497	0x36978a-0x369951	497	0x36978a-0x369951	intra_block	360	120	337:18,114:18,347:15,340:15,26:15,18:15,28:15,66:15	337:18,114:18,347:15,340:15,26:15,18:15,28:15,66:15	+0x4:246,+0x3:99,+0x6:6,+0x5:6,+0x2:3	exact:360
521	0x36d1db-0x36d3a2	521	0x36d1db-0x36d3a2	intra_block	360	120	114:24,199:21,215:18,18:18,258:18,189:15,33:15,66:15	114:24,199:21,215:18,18:18,258:18,189:15,33:15,66:15	+0x4:246,+0x3:99,+0x6:6,+0x5:6,+0x2:3	exact:360
503	0x36b124-0x36b35e	503	0x36b124-0x36b35e	intra_block	353	148	168:46,347:45,199:43,354:42,345:42,337:7,196:7,307:7	168:46,347:45,199:43,345:42,52:42,337:7,196:7,307:7	+0x4:165,+0x3:70,+0x2:55,+0x6:49,+0x5:14	exact:353
492	0x368e58-0x36906d	492	0x368e58-0x36906d	intra_block	352	139	28:18,189:18,66:18,258:18,18:17,340:16,158:16,176:16	28:18,189:18,66:18,258:18,18:17,340:16,174:16,158:16	+0x4:192,+0x3:90,+0x2:27,+0x5:26,+0x6:17	exact:352
516	0x36c8aa-0x36cabe	516	0x36c8aa-0x36cabe	intra_block	352	139	18:25,337:22,340:20,174:16,189:15,114:14,215:13,158:12	18:25,337:22,340:20,174:20,189:15,114:14,215:13,158:12	+0x4:191,+0x3:91,+0x2:27,+0x5:26,+0x6:17	exact:352
186	0x24a8d3-0x24ab6a	186	0x24a8d3-0x24ab6a	intra_block	348	174	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	28:18,340:18,18:18,64:14,258:14,347:14,189:12,243:10	+0x4:208,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:348
187	0x24ab78-0x24ae0f	187	0x24ab78-0x24ae0f	intra_block	348	174	18:28,64:20,258:18,114:14,340:12,28:12,215:12,185:10	18:28,64:20,258:18,114:14,340:12,28:12,215:12,123:12	+0x4:208,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:348
190	0x24b3a9-0x24b640	190	0x24b3a9-0x24b640	intra_block	348	174	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	337:16,18:16,199:14,347:14,297:14,340:14,189:14,66:12	+0x4:208,+0x3:84,+0x5:22,+0x2:20,+0x6:14	exact:348
478	0x3674c3-0x3676fd	478	0x3674c3-0x3676fd	intra_block	343	148	199:45,340:44,157:43,124:42,171:40,43:9,297:6,114:6	199:45,340:44,157:43,124:42,52:40,43:9,297:6,114:6	+0x4:161,+0x3:68,+0x2:53,+0x6:47,+0x5:14	exact:343
404	0x3401c3-0x3404c8	404	0x3401c3-0x3404c8	intra_block	338	202	258:24,340:20,297:17,18:15,185:14,108:14,161:12,176:12	258:24,340:20,297:17,18:15,185:14,108:14,161:12,176:12	+0x4:172,+0x3:78,+0x5:39,+0x2:34,+0x6:15	exact:338
415	0x341a75-0x341d7a	415	0x341a75-0x341d7a	intra_block	338	202	18:17,189:17,307:15,64:14,114:13,337:12,184:12,20:12	18:17,189:17,307:15,64:14,114:13,337:12,184:12,20:12	+0x4:172,+0x3:78,+0x5:39,+0x2:34,+0x6:15	exact:338
454	0x362314-0x362716	454	0x362314-0x362716	intra_block	337	269	189:18,28:13,199:12,340:12,337:11,215:10,114:10,307:10	189:18,28:13,199:12,340:12,337:11,215:10,114:10,307:10	+0x4:183,+0x3:75,+0x5:36,+0x2:30,+0x6:13	exact:337
347	0x3355e0-0x335853	347	0x3355e0-0x335853	intra_block	324	162	307:18,168:14,220:12,28:12,108:10,173:10,258:10,256:8	307:18,168:14,220:12,28:12,256:10,108:10,173:10,258:10	+0x4:134,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:324
408	0x340b20-0x340d92	408	0x340b20-0x340d92	intra_block	324	162	168:16,297:12,160:12,183:10,340:10,185:10,108:10,189:8	168:16,297:12,160:12,340:10,185:10,108:10,189:8,301:8	+0x4:132,+0x5:70,+0x3:54,+0x2:50,+0x6:18	exact:324
419	0x3423d2-0x342644	419	0x3423d2-0x342644	intra_block	324	162	347:12,157:10,18:10,160:10,337:10,257:10,268:8,114:8	347:12,18:10,160:10,337:10,144:10,257:10,268:8,114:8	+0x4:132,+0x5:70,+0x3:54,+0x2:50,+0x6:18	exact:324
425	0x343132-0x3433a5	425	0x343132-0x3433a5	intra_block	324	162	108:14,18:14,189:10,154:10,203:10,28:10,114:10,3:10	108:14,18:14,154:10,203:10,28:10,114:10,3:10,352:8	+0x4:134,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:324
532	0x36f87c-0x36faee	532	0x36f87c-0x36faee	intra_block	324	162	256:14,157:12,43:12,28:12,307:12,196:10,297:10,220:10	256:14,157:12,43:12,28:12,307:12,196:10,297:10,220:10	+0x4:132,+0x5:70,+0x3:54,+0x2:50,+0x6:18	exact:324
183	0x24a02d-0x24a292	183	0x24a02d-0x24a292	intra_block	322	161	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	189:18,28:16,18:16,337:14,340:12,307:12,123:12,168:10	+0x4:196,+0x3:80,+0x5:18,+0x2:16,+0x6:12	exact:322
406	0x3406dc-0x34094b	406	0x3406dc-0x34094b	intra_block	322	161	28:12,297:10,64:10,160:10,198:10,340:10,91:8,257:8	160:12,28:12,64:10,198:10,340:10,91:8,257:8,66:8	+0x4:132,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:322
417	0x341f8e-0x3421fd	417	0x341f8e-0x3421fd	intra_block	322	161	144:12,114:12,333:12,28:10,185:10,199:10,352:10,64:10	144:14,114:12,333:12,28:10,185:10,199:10,352:10,64:10	+0x4:132,+0x5:70,+0x3:52,+0x2:50,+0x6:18	exact:322
446	0x361143-0x3613b3	446	0x361143-0x3613b3	intra_block	322	161	268:12,114:10,189:10,70:10,66:10,160:10,340:10,108:8	268:12,114:10,189:10,70:10,66:10,160:10,340:10,108:8	+0x4:134,+0x5:70,+0x2:50,+0x3:50,+0x6:18	exact:322
288	0x31aed4-0x31b31b	288	0x31aed4-0x31b31b	intra_block	320	285	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	337:15,168:14,43:13,307:12,258:10,28:9,124:9,215:8	+0x4:154,+0x3:58,+0x2:43,+0x5:43,+0x6:22	exact:320
387	0x33db28-0x33dcbd	387	0x33db28-0x33dcbd	intra_block	312	104	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	307:15,43:15,315:15,333:12,64:12,26:12,189:12,66:12	+0x4:189,+0x3:66,+0x5:24,+0x2:18,+0x6:15	exact:312
287	0x31aa27-0x31aec3	287	0x31aa27-0x31aec3	intra_block	306	306	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	66:11,28:10,258:9,340:9,157:9,337:9,199:9,307:8	+0x4:155,+0x3:62,+0x5:40,+0x2:31,+0x6:18	exact:306
297	0x31c34b-0x31c596	297	0x31c34b-0x31c596	intra_block	304	152	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	347:18,199:14,157:14,66:12,203:12,185:10,26:10,18:10	+0x4:166,+0x3:60,+0x5:36,+0x2:28,+0x6:14	exact:304
495	0x3693a8-0x369525	495	0x3693a8-0x369525	intra_block	300	100	340:21,28:21,64:15,189:15,174:15,215:12,18:12,220:9	28:21,340:18,174:18,64:15,189:15,215:12,18:12,220:9	+0x4:159,+0x3:75,+0x5:30,+0x2:24,+0x6:12	exact:300
519	0x36cdf9-0x36cf76	519	0x36cdf9-0x36cf76	intra_block	300	100	258:18,340:18,18:15,28:15,66:15,347:12,189:12,176:12	258:18,340:18,18:15,28:15,66:15,347:12,189:12,176:12	+0x4:159,+0x3:75,+0x5:30,+0x2:24,+0x6:12	exact:300
550	0x37171c-0x37174c	550	0x37171c-0x37174c	intra_block	300	12	196:50,354:25,253:25,347:25,307:25,301:25,352:25,165:25	196:50,253:25,347:25,307:25,301:25,352:25,165:25,18:25	+0x4:125,+0x2:75,+0x3:50,+0x6:25,+0x5:25	exact:300
180	0x249964-0x249b99	180	0x249964-0x249b99	intra_block	298	149	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	347:16,28:14,66:14,114:12,157:12,18:12,243:12,337:12	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
181	0x249ba7-0x249ddc	181	0x249ba7-0x249ddc	intra_block	298	149	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	189:16,18:14,66:12,340:12,28:12,258:12,337:12,114:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
182	0x249dea-0x24a01f	182	0x249dea-0x24a01f	intra_block	298	149	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	114:16,64:14,18:14,66:12,199:12,347:12,185:12,258:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
184	0x24a2a0-0x24a4d5	184	0x24a2a0-0x24a4d5	intra_block	298	149	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	28:18,189:18,114:14,297:14,307:12,161:12,258:10,43:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
188	0x24ae1d-0x24b052	188	0x24ae1d-0x24b052	intra_block	298	149	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	297:24,337:18,43:14,340:14,114:12,28:10,185:10,64:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
191	0x24b64e-0x24b883	191	0x24b64e-0x24b883	intra_block	298	149	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	258:18,18:16,161:16,215:14,297:12,189:12,337:12,340:10	+0x4:188,+0x3:76,+0x5:14,+0x2:12,+0x6:8	exact:298
402	0x33fe02-0x340193	402	0x33fe02-0x340193	intra_block	288	238	172:16,189:15,199:12,200:12,354:11,43:10,258:9,18:8	172:16,189:15,199:12,200:12,122:11,43:10,258:9,18:8	+0x4:121,+0x2:49,+0x3:49,+0x5:45,+0x6:24	exact:288
413	0x3416b4-0x341a45	413	0x3416b4-0x341a45	intra_block	288	238	172:17,18:14,189:14,253:13,171:11,28:9,340:7,43:7	172:17,18:14,189:14,253:13,122:11,28:9,340:7,43:7	+0x4:121,+0x2:49,+0x3:49,+0x5:45,+0x6:24	exact:288
179	0x249739-0x249956	179	0x249739-0x249956	intra_block	286	143	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	258:20,337:16,18:14,66:14,157:12,64:10,346:10,340:10	+0x4:184,+0x3:74,+0x5:12,+0x2:10,+0x6:6	exact:286
494	0x369286-0x369397	494	0x369286-0x369397	intra_block	284	71	168:24,315:16,185:16,340:16,26:16,297:12,337:12,203:12	168:24,315:16,185:16,340:16,26:16,297:12,337:12,203:12	+0x4:204,+0x3:68,+0x2:4,+0x6:4,+0x5:4	exact:284
518	0x36ccd7-0x36cde8	518	0x36ccd7-0x36cde8	intra_block	284	71	28:16,337:16,243:16,307:16,315:16,168:16,114:12,333:12	28:16,337:16,243:16,307:16,315:16,168:16,114:12,333:12	+0x4:204,+0x3:68,+0x2:4,+0x6:4,+0x5:4	exact:284
207	0x29300f-0x293222	207	0x29300f-0x293222	intra_block	280	140	28:18,189:14,297:12,114:12,340:10,66:10,64:10,168:10	28:18,189:14,297:12,114:12,340:10,66:10,64:10,168:10	+0x4:180,+0x3:74,+0x5:12,+0x2:8,+0x6:6	exact:280
296	0x31c035-0x31c33a	296	0x31c035-0x31c33a	intra_block	270	202	18:16,258:12,307:12,340:10,347:9,64:8,28:7,198:7	18:16,258:12,307:12,340:10,347:9,64:8,176:8,28:7	+0x4:133,+0x3:59,+0x5:35,+0x2:30,+0x6:13	exact:270
428	0x34368f-0x343a80	428	0x34368f-0x343a80	intra_block	265	265	28:12,114:11,18:8,64:8,189:8,185:7,108:7,79:6	28:12,114:11,18:8,64:8,189:8,185:7,108:7,184:7	+0x4:128,+0x3:51,+0x5:40,+0x2:34,+0x6:12	exact:265
362	0x3386de-0x3387d9	362	0x3386de-0x3387d9	intra_block	264	66	258:20,340:16,28:16,337:16,66:16,199:12,20:12,174:12	258:20,340:16,28:16,337:16,66:16,158:16,199:12,20:12	+0x4:152,+0x3:76,+0x5:16,+0x2:12,+0x6:8	exact:264
455	0x362723-0x362919	455	0x362723-0x362919	intra_block	258	129	157:20,18:12,64:10,114:10,26:10,28:8,305:8,340:8	157:20,18:12,64:10,114:10,26:10,28:8,305:8,340:8	+0x4:146,+0x3:52,+0x5:26,+0x2:20,+0x6:14	exact:258
527	0x36ecdc-0x36ef16	527	0x36ecdc-0x36ef16	intra_block	258	148	18:29,333:27,345:25,165:24,347:24,66:8,64:7,337:6	18:29,333:27,345:25,347:24,122:23,66:8,64:7,337:6	+0x4:127,+0x3:51,+0x2:36,+0x6:30,+0x5:14	exact:258
167	0x22fe2d-0x22ffb1			out_of_recovered	256	1	52:256	75:256	+0x5:256	exact:256
168	0x22ffc2-0x230111			out_of_recovered	256	1	123:256	50:256	+0x4:256	exact:256
169	0x230122-0x2303ae			out_of_recovered	256	1	52:256	316:256	+0x5:256	exact:256
234	0x30f64d-0x30fa0f	234	0x30f64d-0x30fa0f	intra_block	253	253	307:11,64:11,189:10,28:10,66:9,157:7,18:7,340:7	307:11,64:11,189:10,28:10,66:9,157:7,18:7,340:7	+0x4:119,+0x3:50,+0x5:40,+0x2:33,+0x6:11	exact:253
508	0x36bb1e-0x36bee0	508	0x36bb1e-0x36bee0	intra_block	253	253	114:10,340:9,337:8,199:7,256:7,28:7,18:7,297:7	114:10,340:9,337:8,199:7,256:7,28:7,18:7,297:7	+0x4:119,+0x3:50,+0x5:40,+0x2:33,+0x6:11	exact:253
48	0x11c690-0x11ca2a	48	0x11c690-0x11ca2a	intra_block	243	243	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	307:11,64:10,297:8,114:8,337:8,18:8,347:7,28:7	+0x4:136,+0x3:53,+0x5:25,+0x2:21,+0x6:8	exact:243
324	0x33170b-0x331945	324	0x33170b-0x331945	intra_block	233	148	196:22,258:22,199:20,171:18,239:18,172:6,189:5,66:5	196:22,258:22,199:20,239:18,122:18,172:6,189:5,66:5	+0x4:117,+0x3:46,+0x2:31,+0x6:25,+0x5:14	exact:233
193	0x24bb77-0x24bd2a	193	0x24bb77-0x24bd2a	intra_block	230	115	258:14,307:12,347:12,18:12,337:12,20:12,287:10,64:10	258:14,20:14,307:12,347:12,18:12,337:12,287:10,64:10	+0x4:158,+0x3:64,+0x6:4,+0x2:2,+0x5:2	exact:230
329	0x332105-0x332469	329	0x332105-0x332469	intra_block	228	228	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	297:13,340:10,258:9,66:8,108:7,307:7,160:6,215:6	+0x4:107,+0x3:46,+0x5:36,+0x2:29,+0x6:10	exact:228
342	0x334a3d-0x334c7b	342	0x334a3d-0x334c7b	intra_block	219	149	64:20,345:17,185:16,333:16,165:15,18:8,196:7,43:6	64:20,345:17,185:16,333:16,52:15,18:8,196:7,43:6	+0x4:112,+0x3:43,+0x2:28,+0x6:22,+0x5:14	exact:219
466	0x36426c-0x36459d	466	0x36426c-0x36459d	intra_block	215	215	340:9,18:8,64:6,352:6,28:6,297:6,347:6,114:6	340:9,18:8,64:6,352:6,28:6,297:6,347:6,114:6	+0x4:102,+0x3:44,+0x5:33,+0x2:27,+0x6:9	exact:215
498	0x369962-0x369a73	498	0x369962-0x369a73	intra_block	213	71	66:18,337:12,305:12,43:12,258:12,172:12,26:12,168:9	66:18,337:12,305:12,43:12,258:12,172:12,26:12,168:9	+0x4:153,+0x3:51,+0x2:3,+0x6:3,+0x5:3	exact:213
522	0x36d3b3-0x36d4c4	522	0x36d3b3-0x36d4c4	intra_block	213	71	18:18,157:12,268:12,287:12,189:12,185:12,64:9,243:9	18:18,157:12,268:12,287:12,189:12,185:12,64:9,243:9	+0x4:153,+0x3:51,+0x2:3,+0x6:3,+0x5:3	exact:213
138	0x18ba69-0x18bd8c	138	0x18ba69-0x18bd8c	intra_block	212	212	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	18:11,258:11,189:8,337:8,43:8,347:7,64:7,199:6	+0x4:123,+0x3:48,+0x5:19,+0x2:16,+0x6:6	exact:212
396	0x33e8de-0x33e9e2	396	0x33e8de-0x33e9e2	intra_block	207	69	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	174:18,258:15,215:12,189:12,199:9,28:9,123:9,340:9	+0x4:117,+0x3:60,+0x2:12,+0x5:12,+0x6:6	exact:207
430	0x343ccb-0x343f0c	430	0x343ccb-0x343f0c	intra_block	201	151	168:17,189:14,345:13,297:12,354:11,18:8,66:7,28:7	168:17,189:14,345:13,297:12,122:11,18:8,66:7,28:7	+0x4:110,+0x3:40,+0x2:23,+0x6:16,+0x5:12	exact:201
1	0xd0c86-0xd0d43	1	0xd0c86-0xd0d43	intra_block	200	50	114:20,158:20,307:16,66:12,184:12,18:12,64:12,123:12	114:20,158:20,174:16,307:16,184:12,18:12,64:12,123:12	+0x4:128,+0x3:68,+0x6:4	exact:200
230	0x30eccb-0x30eeba	230	0x30eccb-0x30eeba	intra_block	194	129	185:20,168:20,64:17,165:14,345:14,189:6,337:5,157:5	185:20,168:20,64:17,345:14,52:14,189:6,337:5,157:5	+0x4:102,+0x3:39,+0x2:24,+0x6:19,+0x5:10	exact:194
98	0x170864-0x170b41	98	0x170864-0x170b41	intra_block	193	193	28:10,337:9,340:8,114:7,199:7,189:6,333:6,64:6	28:10,337:9,340:8,114:7,199:7,189:6,333:6,64:6	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
103	0x1714ca-0x1717a7	103	0x1714ca-0x1717a7	intra_block	193	193	189:11,307:9,64:8,18:8,347:7,66:7,43:7,258:7	189:11,307:9,64:8,18:8,347:7,66:7,43:7,258:7	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
108	0x172130-0x17240d	108	0x172130-0x17240d	intra_block	193	193	258:10,18:9,340:9,189:8,297:7,28:6,337:6,268:6	258:10,18:9,340:9,189:8,297:7,28:6,337:6,268:6	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
113	0x172d66-0x173043	113	0x172d66-0x173043	intra_block	193	193	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	185:10,258:9,340:8,189:8,28:8,18:7,337:6,268:5	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
118	0x1739cc-0x173ca9	118	0x1739cc-0x173ca9	intra_block	193	193	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	307:9,258:9,185:8,337:8,168:8,347:7,340:7,199:7	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
155	0x1a5a9a-0x1a5d7e	155	0x1a5a9a-0x1a5d7e	intra_block	193	193	18:9,347:7,337:7,258:7,189:7,28:7,352:5,66:5	18:9,337:7,258:7,189:7,28:7,347:6,352:5,66:5	+0x4:92,+0x3:39,+0x5:29,+0x2:23,+0x6:10	exact:193
162	0x1ec888-0x1ecb65	162	0x1ec888-0x1ecb65	intra_block	193	193	340:11,28:8,66:8,258:7,297:7,189:7,157:7,347:7	340:11,28:8,66:8,258:7,297:7,189:7,157:7,347:7	+0x4:114,+0x3:45,+0x5:14,+0x2:13,+0x6:7	exact:193
51	0x11cf2f-0x11d207	51	0x11cf2f-0x11d207	intra_block	192	192	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	258:11,66:8,114:7,337:7,172:7,185:7,297:6,347:6	+0x4:113,+0x3:45,+0x5:15,+0x2:13,+0x6:6	exact:192
206	0x292df6-0x293001	206	0x292df6-0x293001	intra_block	190	138	18:14,258:12,340:11,307:10,189:9,215:8,337:8,123:8	18:14,258:12,340:11,307:10,189:9,215:8,337:8,158:8	+0x4:121,+0x3:53,+0x2:6,+0x6:5,+0x5:5	exact:190
420	0x34264c-0x3427cd	420	0x34264c-0x3427cd	intra_block	190	100	172:22,340:22,28:22,171:19,140:19,108:5,18:4,3:4	172:22,340:22,28:22,140:19,52:19,108:5,18:4,3:4	+0x4:80,+0x2:35,+0x3:34,+0x6:25,+0x5:16	exact:190
435	0x3445a5-0x344875	435	0x3445a5-0x344875	intra_block	190	190	347:12,157:9,185:9,297:9,18:8,340:7,114:6,337:6	347:12,157:9,185:9,297:9,18:8,340:7,114:6,337:6	+0x4:111,+0x3:45,+0x5:15,+0x2:13,+0x6:6	exact:190
